,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.1685672,-2.3167224,"('hostile', 'amicable')",-2.0208113,-2.3069475,0.03000121,-0.06364387,-1.3864592,-1.5624379,0.1759787
56,1.8732642,2.2166004,"('impractical', 'practical')",0.6128919,0.84538347,-0.4051842,-0.1302282,0.6936572,0.9772518,-0.2835946
31,-1.814876,-1.8106381,"('evil', 'good')",-0.8048735,-0.9293772,-0.3617133,-0.3822256,-0.993821,-1.0407469,0.0469259
71,1.7832464,1.8919848,"('diffident', 'self-confident')",-0.21057239,-0.001147937,0.4723751,0.56239265,0.6816831,0.8177431,-0.13606
19,-1.6570159,-1.631789,"('inhospitable', 'hospitable')",-1.4902772,-1.5222582,-0.06032981,0.06523027,-1.0692077,-1.0296055,-0.0396022
44,-1.5032723,-1.4456832,"('prejudiced', 'unprejudiced')",-0.46567684,-0.3406016,-1.8378391,-1.9594843,-1.2689294,-1.2485897,-0.0203397
60,1.4037398,1.5801028,"('inefficient', 'efficient')",1.9992384,2.0636427,-0.17749332,-0.26217836,1.0751616,1.127189,-0.0520274
39,1.3582722,1.398935,"('exploitative', 'cooperative')",0.23514143,0.3366562,0.138912,0.27528858,0.5774419,0.6702933,-0.0928514
14,1.2206932,1.3108159,"('antisocial', 'social')",1.0252209,1.1855462,-0.7946937,-0.6689459,0.4837401,0.6091388,-0.1253987
9,1.1885679,1.0940977,"('unaffectionate', 'caring')",-0.42591828,-0.39903185,1.8586074,2.0288315,0.8737524,0.9079658,-0.0342134
30,1.1721796,1.1928872,"('intolerant', 'tolerant')",1.012412,0.8426465,0.71300924,0.81225455,0.9658669,0.9492628,0.0166041
25,1.1544605,1.0904385,"('egoistic', 'altruistic')",0.63044983,0.8276112,1.7676551,1.7588859,1.1841885,1.2256452,-0.0414567
5,-1.1523942,-1.1822752,"('distant', 'outgoing')",-1.1886026,-1.1858026,0.051366705,0.1977198,-0.76321,-0.7234526,-0.0397574
43,1.112951,1.1531163,"('irresponsible', 'responsible')",-0.6707385,-0.669049,0.35952032,0.46497986,0.2672443,0.3163491,-0.0491048
24,1.0657984,1.1719555,"('dishonest', 'honest')",-0.89247805,-0.6335889,0.9141288,1.3879323,0.362483,0.6420996,-0.2796166
7,1.0342025,0.95495653,"('insensitive', 'sensitive')",0.53012466,0.5694317,1.1159705,1.27323,0.8934325,0.9325395,-0.039107
21,1.0317178,0.9123877,"('immoral', 'moral')",0.34495243,0.25063682,-0.83436894,-0.7515735,0.1807671,0.1371503,0.0436168
50,-1.0163084,-1.1458364,"('clumsy', 'skillful')",-0.8857331,-1.0374259,0.138281,0.24499494,-0.5879202,-0.6460892,0.058169
28,0.9736721,0.9933502,"('disloyal', 'loyal')",0.026280329,0.15768877,1.2305824,1.4952972,0.7435116,0.882112,-0.1386004
6,-0.960615,-1.0334591,"('distant', 'open')",-1.5579278,-1.5067806,0.63162416,0.7713881,-0.6289728,-0.5896173,-0.0393555
64,-0.90280676,-0.92889464,"('shy', 'confident')",-0.41059396,-0.46618286,-7.0523844,-7.2108407,-2.7885952,-2.8686393,0.0800441
16,-0.8896249,-1.0411584,"('unpopular', 'popular')",-0.30687416,-0.25086904,0.4269947,0.42024305,-0.2565015,-0.2905948,0.0340933
4,-0.8687426,-0.79569817,"('disliked', 'liked')",-0.58365095,-0.6186145,-6.2816086,-6.464482,-2.5780007,-2.6262649,0.0482642
63,0.86777,0.7376662,"('unperceptive', 'insightful')",0.20176448,0.13458332,1.19642,1.3091818,0.7553182,0.7271438,0.0281744
66,-0.86377424,-0.9767758,"('inactive', 'active')",-1.4060819,-1.2463713,0.40981805,0.47038823,-0.6200127,-0.584253,-0.0357597
12,0.86105317,1.0399532,"('unsupportive', 'supportive')",-0.31934172,-0.21185337,-1.4051611,-1.208671,-0.2878166,-0.126857,-0.1609596
33,0.8506183,0.76476854,"('wrong', 'right')",-0.9009551,-0.8974225,-0.29106554,-0.19424245,-0.1138008,-0.1089655,-0.0048353
32,0.78311396,0.63516885,"('unkind', 'kind')",0.008120038,-0.00714007,1.0478119,0.87760496,0.6130153,0.5018779,0.1111374
75,-0.7800664,-0.9340765,"('meek', 'impulsive')",-0.52447283,-0.77935547,-0.46015242,-0.5971769,-0.5882305,-0.770203,0.1819725
52,-0.76889336,-0.90438014,"('irrational', 'rational')",-1.3682592,-1.5384806,0.27453253,0.2329842,-0.6208734,-0.7366255,0.1157521
23,0.76802725,0.7493506,"('insincere', 'sincere')",0.2929834,0.29813582,6.2991614,6.60813,2.4533908,2.5518721,-0.0984813
35,-0.6949226,-0.64466166,"('corrupt', 'incorrupt')",-1.2126627,-1.0124726,-0.25195858,-0.14328846,-0.719848,-0.6001409,-0.1197071
47,0.6882883,0.65845144,"('stupid', 'smart')",-0.20128186,-0.01978255,5.3847566,5.432187,1.9572544,2.0236187,-0.0663643
38,0.6705604,0.60086894,"('untruthful', 'truthful')",-0.2361884,-0.19536363,0.10823273,0.379195,0.1808682,0.2615668,-0.0806986
26,0.6669319,0.3614352,"('hardhearted', 'benevolent')",0.25975108,-0.019483501,1.130879,0.94216764,0.685854,0.4280398,0.2578142
88,-0.6510537,-0.8081158,"('low', 'eminent')",-0.08759588,-0.35782093,-0.070115305,-0.059848294,-0.2695883,-0.408595,0.1390067
49,-0.6343274,-0.5841444,"('unable', 'able')",0.43141022,0.49030843,0.16661811,0.44199377,-0.0120997,0.1160526,-0.1281523
10,0.61480135,0.52834296,"('unsympathetic', 'sympathetic')",-0.43389454,-0.5209311,-0.34094927,-0.21593109,-0.0533475,-0.0695064,0.0161589
55,0.6096281,0.6767245,"('incompetent', 'clever')",2.2221756,2.1538723,0.18576065,0.21861367,1.0058548,1.0164034,-0.0105486
59,0.59948015,0.46033204,"('foolish', 'wise')",-1.0706134,-1.0799518,0.3514045,0.53129536,-0.0399096,-0.0294415,-0.0104681
18,-0.5961428,-0.39592844,"('disagreeable', 'welcoming')",-0.12120986,-0.00789028,-0.21620914,0.036856323,-0.3111873,-0.1223208,-0.1888665
46,0.5920385,0.60409105,"('uncompetitive', 'competitive')",0.076289155,0.27793902,-1.0395349,-0.8743704,-0.1237357,0.0025532,-0.1262889
68,-0.5809473,-0.389686,"('dependent', 'independent')",-0.092732094,0.20935175,-0.43310887,-0.18753746,-0.3689294,-0.1226239,-0.2463055
82,-0.5692865,-0.60846776,"('poor', 'rich')",0.88295424,0.95596343,6.2793064,6.620303,2.1976581,2.3225996,-0.1249415
79,-0.5616836,-0.7235463,"('wavering', 'unwavering')",-2.048075,-2.3116221,-0.05333542,0.03879694,-0.887698,-0.9987905,0.1110925
48,0.5534294,0.46317375,"('unintelligent', 'intelligent')",1.5176727,1.4011314,0.49479795,0.40296638,0.8553,0.7557572,0.0995428
80,0.5398589,0.7109175,"('dominated', 'dominating')",0.88259614,0.9809945,-1.1262602,-0.9237007,0.0987316,0.2560704,-0.1573388
62,0.48230225,0.60895276,"('incompetent', 'brilliant')",1.9490212,2.164745,0.30205506,0.6454577,0.9111262,1.1397185,-0.2285923
53,0.465315,0.3147074,"('uncreative', 'creative')",0.17957035,0.31651032,1.0717492,1.1630821,0.5722115,0.5980999,-0.0258884
40,0.45897007,0.6750819,"('stingy', 'generous')",0.0004461184,0.4361881,-1.0396863,-0.7479288,-0.1934234,0.1211137,-0.3145371
8,0.45543674,0.21662611,"('unaffectionate', 'affectionate')",-0.5398421,-0.73695505,1.3489552,1.2869198,0.4215166,0.2555303,0.1659863
83,0.45217082,0.48365197,"('powerless', 'powerful')",-0.16373134,0.0031386316,-1.0200576,-0.8130426,-0.2438727,-0.1087507,-0.135122
85,0.43895364,0.151074,"('insignificant', 'prestigious')",-0.89762455,-1.0352055,0.2219222,0.14234267,-0.0789162,-0.2472629,0.1683467
67,0.4341567,0.47808278,"('doubtful', 'determined')",-1.1172293,-1.0818543,-0.8435635,-0.994797,-0.5088787,-0.5328562,0.0239775
20,0.4284728,0.53096396,"('rough', 'thoughtful')",1.3954965,1.5177282,0.6522884,0.74093884,0.8254192,0.929877,-0.1044578
1,0.4136216,0.25121284,"('unfriendly', 'friendly')",-0.3151015,-0.4640708,2.3182511,2.3338842,0.8055904,0.7070088,0.0985816
34,0.3919142,0.32285014,"('mean', 'honorable')",-0.083871245,-0.021584336,5.8964,6.1427417,2.0681477,2.1480025,-0.0798548
41,0.33410254,0.30000964,"('unforgiving', 'forgiving')",-0.11400176,-0.3128353,0.16565098,0.06870327,0.1285839,0.0186259,0.109958
29,0.33341524,0.46657184,"('unfair', 'fair')",-0.07803401,0.021887846,-0.20035559,-0.35756508,0.0183419,0.0436315,-0.0252896
84,0.3182086,0.4139202,"('inferior', 'superior')",0.06126029,0.15436983,0.45992714,0.5121741,0.2797987,0.3601547,-0.080356
58,0.29288104,0.23783135,"('undiscriminating', 'discriminating')",0.5451653,0.5135665,0.23618194,0.2148476,0.3580761,0.3220818,0.0359943
69,-0.28627378,-0.33332592,"('lazy', 'industrious')",-0.0263777,0.231321,-0.8442656,-0.8736266,-0.385639,-0.3252105,-0.0604285
65,-0.28603673,-0.16124788,"('insecure', 'secure')",0.21683899,0.1691233,-0.36636755,-0.23675391,-0.1451884,-0.0762928,-0.0688956
74,0.28260946,0.52259284,"('undedicated', 'dedicated')",-0.43635952,-0.2918679,0.057270728,0.27303588,-0.0321598,0.1679203,-0.2000801
42,0.27333498,0.25251085,"('unreliable', 'reliable')",-1.1167681,-0.9840555,-3.1076822,-2.9100306,-1.3170385,-1.2138584,-0.1031801
15,-0.2695362,-0.4161774,"('boring', 'funny')",-0.13891686,-0.3784877,0.8264829,0.6936922,0.1393433,-0.0336576,0.1730009
2,-0.26500696,-0.29056266,"('unlikable', 'likable')",-0.49869826,-0.39059538,0.12160317,0.3296752,-0.214034,-0.117161,-0.096873
27,-0.26295444,-0.30887702,"('hardhearted', 'softhearted')",0.3651972,0.4823303,2.088234,2.1843657,0.7301589,0.7859397,-0.0557808
11,0.2610057,0.21147433,"('unhelpful', 'helpful')",0.5558488,0.45532134,2.094593,2.116795,0.9704825,0.9278636,0.0426189
51,-0.24486117,-0.34230006,"('uneducated', 'educated')",0.61530924,0.22108535,0.33518726,0.16487329,0.2352118,0.0145529,0.2206589
86,0.23472032,0.2298755,"('uninfluential', 'influential')",0.19558464,0.04837384,-0.077512756,-0.036175426,0.1175974,0.0806913,0.0369061
78,-0.23184404,-0.32730523,"('nonresilient', 'resilient')",1.0180815,1.0908118,0.2968442,0.45302704,0.3610272,0.4055112,-0.044484
73,-0.22232877,-0.017284479,"('helpless', 'self-reliant')",-0.7209943,-0.6950975,-3.1382375,-3.014119,-1.3605202,-1.242167,-0.1183532
3,-0.22225407,-0.24121048,"('repellent', 'pleasant')",0.50322014,0.6135123,0.36503744,0.417525,0.2153345,0.2632756,-0.0479411
45,0.20774725,0.3815854,"('incompetent', 'competent')",0.6715449,0.7679592,-0.0736852,0.019037794,0.2685357,0.3895275,-0.1209918
54,-0.19593802,-0.2733846,"('incapable', 'capable')",-0.44296744,-0.43108162,1.1304735,1.3532392,0.163856,0.2162577,-0.0524017
72,0.19270132,0.3027241,"('unambitious', 'ambitious')",-0.16000009,0.0030735843,-0.6493735,-0.34635988,-0.2055574,-0.0135207,-0.1920367
70,0.1820167,0.31711492,"('lethargic', 'energetic')",-0.16716622,-0.11340929,0.65882516,0.7809873,0.2245586,0.328231,-0.1036724
22,0.1661648,0.03721896,"('untrustworthy', 'trustworthy')",0.6698653,0.47355163,-0.72080445,-0.5758556,0.0384086,-0.021695,0.0601036
0,0.15783249,0.11099218,"('unsociable', 'sociable')",0.17787012,-0.018684078,-0.507017,-0.58673835,-0.0571048,-0.1648101,0.1077053
57,-0.15158643,-0.3180888,"('unimaginative', 'imaginative')",0.34254834,0.30711496,-2.6236005,-2.6628892,-0.8108795,-0.8912877,0.0804082
17,-0.14538491,-0.30027097,"('nasty', 'nice')",-0.5445577,-0.65253115,-0.35142976,-0.49942535,-0.3471241,-0.4840758,0.1369517
