,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-3.2845623,-3.4165168,"('unsympathetic', 'sympathetic')",-0.61942923,-0.54886043,-1.9519958,-1.9826887,0.0306929
43,-2.5302734,-2.4731255,"('irresponsible', 'responsible')",0.1186726,0.28443387,-1.2058004,-1.0943458,-0.1114546
69,2.3878872,2.4496279,"('lazy', 'industrious')",-0.2493199,-0.4153726,1.0692837,1.0171276,0.0521561
35,2.193607,2.5172837,"('corrupt', 'incorrupt')",0.27363372,0.32130557,1.2336204,1.4192946,-0.1856742
46,-2.1687732,-2.2679696,"('uncompetitive', 'competitive')",-0.90502346,-1.046082,-1.5368984,-1.6570258,0.1201274
45,-2.154901,-2.1360357,"('incompetent', 'competent')",-0.34224004,-0.39319438,-1.2485706,-1.2646151,0.0160445
0,-2.0543642,-2.1183906,"('unsociable', 'sociable')",-0.4421369,-0.449141,-1.2482506,-1.2837658,0.0355152
70,-1.9729567,-1.9663365,"('lethargic', 'energetic')",0.26286972,0.3432942,-0.8550435,-0.8115212,-0.0435223
11,-1.9323409,-1.8953488,"('unhelpful', 'helpful')",1.1729877,1.2937115,-0.3796766,-0.3008186,-0.078858
23,-1.8559234,-2.0862463,"('insincere', 'sincere')",5.424,5.4505434,1.7840382,1.6821486,0.1018896
85,1.7982277,1.8911074,"('insignificant', 'prestigious')",1.2364466,0.99553066,1.5173371,1.4433191,0.074018
63,-1.7697476,-1.8198806,"('unperceptive', 'insightful')",0.76321423,0.66402173,-0.5032667,-0.5779294,0.0746627
12,-1.7457284,-1.7950501,"('unsupportive', 'supportive')",-1.7571169,-1.8891585,-1.7514226,-1.8421043,0.0906817
13,-1.7419188,-2.006368,"('impolite', 'polite')",-0.7090355,-0.55462974,-1.2254772,-1.2804989,0.0550217
31,1.6314753,1.46864,"('evil', 'good')",-0.28809315,-0.531662,0.6716911,0.468489,0.2032021
60,-1.6155275,-1.8705248,"('inefficient', 'efficient')",-0.6138345,-0.50891536,-1.114681,-1.18972,0.075039
38,-1.6143441,-1.5517058,"('untruthful', 'truthful')",-0.4311352,-0.28219265,-1.0227396,-0.9169493,-0.1057903
73,1.6111492,1.7856767,"('helpless', 'self-reliant')",-2.904144,-2.9682803,-0.6464974,-0.5913018,-0.0551956
36,1.5834866,1.6542811,"('hostile', 'amicable')",0.94232637,0.74313223,1.2629064,1.1987066,0.0641998
81,-1.5702916,-1.63151,"('submissive', 'aggressive')",-1.438106,-1.2366436,-1.5041988,-1.4340768,-0.070122
62,-1.5314522,-1.6299179,"('incompetent', 'brilliant')",-0.30954903,-0.31384036,-0.9205006,-0.9718791,0.0513785
28,-1.5161661,-1.5873327,"('disloyal', 'loyal')",0.8816967,0.7949643,-0.3172347,-0.3961842,0.0789495
72,-1.4935669,-1.4278741,"('unambitious', 'ambitious')",-0.7659743,-0.80866003,-1.1297705,-1.1182671,-0.0115034
7,-1.4557128,-1.4764984,"('insensitive', 'sensitive')",0.8897883,0.83307624,-0.2829622,-0.3217111,0.0387489
86,-1.4484878,-1.6204718,"('uninfluential', 'influential')",0.25476196,0.10336815,-0.5968629,-0.7585518,0.1616889
24,-1.4317148,-1.4615732,"('dishonest', 'honest')",0.64226747,0.6629269,-0.3947237,-0.3993232,0.0045995
33,1.3678966,1.3641835,"('wrong', 'right')",0.028882526,-0.2104711,0.6983895,0.5768563,0.1215332
9,-1.3474374,-1.4174166,"('unaffectionate', 'caring')",1.501556,1.3556929,0.0770593,-0.0308619,0.1079212
57,-1.3150208,-1.1491091,"('unimaginative', 'imaginative')",-2.1748238,-2.2385676,-1.7449223,-1.6938384,-0.0510839
56,-1.2164215,-1.1697369,"('impractical', 'practical')",-0.99095446,-0.8021616,-1.103688,-0.9859492,-0.1177388
55,-1.214941,-1.3337061,"('incompetent', 'clever')",0.009336131,-0.12440719,-0.6028025,-0.7290567,0.1262542
8,-1.0957642,-1.0288303,"('unaffectionate', 'affectionate')",1.3258586,1.1669725,0.1150472,0.0690711,0.0459761
30,-1.062083,-1.1868412,"('intolerant', 'tolerant')",0.96778446,1.0292101,-0.0471493,-0.0788156,0.0316663
59,1.0544075,1.1565585,"('foolish', 'wise')",0.547434,0.42225575,0.8009207,0.7894071,0.0115136
41,-1.0484756,-1.2066293,"('unforgiving', 'forgiving')",0.30492297,0.22759502,-0.3717763,-0.4895171,0.1177408
76,-1.038613,-0.8372271,"('anxious', 'daring')",-0.39643845,-0.19594084,-0.7175257,-0.516584,-0.2009417
32,-1.0283823,-1.1975147,"('unkind', 'kind')",0.73782676,0.5892246,-0.1452778,-0.304145,0.1588672
21,-0.92658573,-1.1642152,"('immoral', 'moral')",-0.8920701,-1.1058764,-0.9093279,-1.1350458,0.2257179
27,-0.9169052,-1.0245497,"('hardhearted', 'softhearted')",1.7406738,1.6954483,0.4118843,0.3354493,0.076435
53,-0.91655505,-0.9668392,"('uncreative', 'creative')",0.9452875,0.80820173,0.0143662,-0.0793187,0.0936849
29,0.90733045,0.9799957,"('unfair', 'fair')",-0.115153834,-0.11323616,0.3960883,0.4333798,-0.0372915
51,-0.9001674,-1.1450366,"('uneducated', 'educated')",0.7956756,0.6520135,-0.0522459,-0.2465115,0.1942656
3,-0.87282133,-1.070474,"('repellent', 'pleasant')",0.09183557,0.010137601,-0.3904929,-0.5301682,0.1396753
79,0.7968447,1.0044556,"('wavering', 'unwavering')",0.21169971,0.29931143,0.5042722,0.6518835,-0.1476113
25,0.77370125,0.6587827,"('egoistic', 'altruistic')",1.9489722,1.7318066,1.3613367,1.1952946,0.1660421
67,-0.77221113,-0.6673273,"('doubtful', 'determined')",-1.0534856,-0.8849099,-0.9128484,-0.7761186,-0.1367298
77,-0.77103835,-1.046855,"('unmotivated', 'motivated')",-1.2599943,-1.4534786,-1.0155163,-1.2501668,0.2346505
83,0.7687534,0.8678785,"('powerless', 'powerful')",-0.73032254,-0.79621714,0.0192154,0.0358307,-0.0166153
26,0.7477573,0.7059222,"('hardhearted', 'benevolent')",2.3529556,2.2171643,1.5503564,1.4615432,0.0888132
84,0.73898834,0.81705254,"('inferior', 'superior')",0.97776604,0.93897367,0.8583772,0.8780131,-0.0196359
87,0.7339046,0.8446153,"('unsuccessful', 'successful')",1.0472845,1.0022423,0.8905945,0.9234288,-0.0328343
80,-0.7237743,-0.58084303,"('dominated', 'dominating')",-1.4944972,-1.3097967,-1.1091357,-0.9453199,-0.1638158
44,0.7204206,1.0416065,"('prejudiced', 'unprejudiced')",-1.7192822,-1.5430647,-0.4994308,-0.2507291,-0.2487017
42,-0.7191505,-0.62527335,"('unreliable', 'reliable')",-3.4548347,-3.4736319,-2.0869925,-2.0494525,-0.03754
14,-0.6944372,-0.71875954,"('antisocial', 'social')",-0.5962638,-0.50362474,-0.6453505,-0.6111921,-0.0341584
65,-0.6923759,-0.75580543,"('insecure', 'secure')",-0.8748202,-0.7865594,-0.7835981,-0.7711824,-0.0124157
52,0.6665692,0.59990805,"('irrational', 'rational')",0.5851128,0.42605746,0.625841,0.5129827,0.1128583
82,-0.6306644,-0.7360033,"('poor', 'rich')",5.7861485,5.745456,2.5777421,2.5047264,0.0730157
20,0.59042937,0.6351183,"('rough', 'thoughtful')",1.3374753,1.0690602,0.9639523,0.8520893,0.111863
6,0.5800183,0.662939,"('distant', 'open')",0.7362374,0.6929861,0.6581278,0.6779625,-0.0198347
74,-0.5635216,-0.5290722,"('undedicated', 'dedicated')",0.26840383,0.15646616,-0.1475589,-0.186303,0.0387441
39,0.5465766,0.5250832,"('exploitative', 'cooperative')",0.3349855,0.15895215,0.4407811,0.3420177,0.0987634
50,0.50207096,0.4585555,"('clumsy', 'skillful')",0.35920453,0.088891074,0.4306377,0.2737233,0.1569144
15,0.5001593,0.62066805,"('boring', 'funny')",0.60370713,0.7760584,0.5519332,0.6983632,-0.14643
16,0.48828498,0.55497974,"('unpopular', 'popular')",0.33375034,0.22638366,0.4110177,0.3906817,0.020336
