,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
8,0.37727833,0.36749426,"('unaffectionate', 'affectionate')",0.7994506,0.58968276,0.19634104,0.101647586,0.32701913,0.48993793,0.4250223,0.3871906,0.0378317
3,-0.3591351,-0.6288277,"('repellent', 'pleasant')",-1.3126469,-1.4034348,-0.6911485,-0.7801573,0.38818923,0.115278274,-0.4936853,-0.6742854,0.1806001
88,-0.35869008,0.14317402,"('low', 'eminent')",-0.55527985,-0.30530113,0.27584708,0.5210286,-0.14734481,0.45867997,-0.1963669,0.2043954,-0.4007623
68,0.34226203,0.4031158,"('dependent', 'independent')",-1.7063826,-1.5281857,-0.9839185,-0.9014851,-0.40186825,-0.5610116,-0.6874769,-0.6468917,-0.0405852
34,0.33081582,0.45460078,"('mean', 'honorable')",-0.48968506,-0.29221028,-0.58066314,-0.33484212,5.632171,5.635194,1.2231597,1.3656856,-0.1425259
18,-0.30838728,-0.16800883,"('disagreeable', 'welcoming')",0.36315483,0.44457856,-0.34538096,-0.36533105,-0.2627826,-0.14255221,-0.138349,-0.0578284,-0.0805206
28,0.30489856,0.13636145,"('disloyal', 'loyal')",0.23468031,0.19846486,-0.40767154,-0.3261155,1.0474905,0.9789368,0.2948495,0.2469119,0.0479376
27,-0.2999077,-0.37679955,"('hardhearted', 'softhearted')",-0.083994634,-0.1909216,0.20855328,0.08029448,1.1502357,1.0358502,0.2437216,0.1371059,0.1066157
49,0.29634506,0.48442698,"('unable', 'able')",0.19751064,0.32111257,0.22129537,0.43241185,-0.12912798,-0.07930642,0.1465058,0.2896612,-0.1431554
47,-0.29239106,-0.40003788,"('stupid', 'smart')",-0.24830398,0.012714686,0.5968891,0.82843465,5.4186563,5.3230033,1.3687125,1.4410287,-0.0723162
9,0.27688894,0.3452586,"('unaffectionate', 'caring')",0.7254134,0.59170705,-0.21060759,-0.18975066,1.0571173,1.0960287,0.462203,0.4608109,0.0013921
44,-0.24452718,-0.044089142,"('prejudiced', 'unprejudiced')",-0.11834946,0.07730653,-0.64518255,-0.52476346,-1.3609748,-1.3318946,-0.5922585,-0.4558602,-0.1363983
35,-0.2352198,0.056355223,"('corrupt', 'incorrupt')",0.69584817,0.6266103,0.626441,0.38674867,-0.21526252,-0.1327226,0.2179517,0.2342479,-0.0162962
10,0.22811542,0.034477703,"('unsympathetic', 'sympathetic')",-1.849937,-1.8267391,-1.113155,-1.040895,-0.37021315,-0.45295027,-0.7762975,-0.8215266,0.0452291
61,0.22716142,0.08833405,"('illogical', 'logical')",-0.20354651,-0.17501394,-0.15116331,-0.10115096,0.048641883,-0.0051411884,-0.0197266,-0.048243,0.0285164
50,0.22215843,0.22570246,"('clumsy', 'skillful')",0.3041171,0.19900079,0.27082148,-0.06867552,0.12267683,-0.04348343,0.2299435,0.0781361,0.1518074
45,-0.19731253,-0.5974697,"('incompetent', 'competent')",-1.1435753,-1.2562945,-1.34156,-1.2166791,-0.43077174,-0.42812136,-0.7783049,-0.8746411,0.0963362
56,0.19558673,0.198672,"('impractical', 'practical')",-0.35885566,0.06506972,-0.5138562,-0.00060076825,-0.4117005,-0.22367749,-0.2722064,0.0098659,-0.2820723
30,0.18125439,0.43340304,"('intolerant', 'tolerant')",0.24844639,0.6577034,0.5246264,1.0931555,0.96716815,1.3301486,0.4803738,0.8786026,-0.3982288
22,-0.1563783,-0.4407063,"('untrustworthy', 'trustworthy')",-0.42597404,-0.4277307,-1.0390352,-0.9306237,-0.7521338,-1.0295291,-0.5933803,-0.7071475,0.1137672
51,0.13955662,0.35578611,"('uneducated', 'educated')",-0.96598846,-0.80678153,-0.52769244,-0.3808027,0.09796299,0.26216453,-0.3140403,-0.1424084,-0.1716319
87,0.13855731,0.40923128,"('unsuccessful', 'successful')",0.21192455,0.42288753,0.28999916,0.3640287,0.4485056,0.6401894,0.2722467,0.4590842,-0.1868375
78,0.13415797,-0.20446372,"('nonresilient', 'resilient')",0.18528399,-0.20349462,0.66206187,0.14054072,0.43439525,0.1808507,0.3539748,-0.0216417,0.3756165
17,-0.13038221,-0.10217998,"('nasty', 'nice')",1.201775,1.1238914,0.010758679,-0.03579296,-0.27682716,-0.25071937,0.2013311,0.1837998,0.0175313
76,0.12290005,0.26733437,"('anxious', 'daring')",-0.7680066,-0.5481827,-0.72319806,-0.5634018,0.10978491,0.30000427,-0.3146299,-0.1360615,-0.1785684
52,0.117332794,0.38223952,"('irrational', 'rational')",1.0959952,1.0888753,-0.1742141,-0.23515423,-0.3506716,-0.21400812,0.1721106,0.2554881,-0.0833775
24,0.11211814,0.12821358,"('dishonest', 'honest')",-1.3669815,-1.1963177,-2.7299998,-2.2753196,0.53134465,0.76483274,-0.8633797,-0.6446477,-0.218732
21,0.07997264,-0.030783921,"('immoral', 'moral')",-1.3009566,-1.1704613,-0.70346344,-0.59929925,-0.7111392,-0.75368565,-0.6588967,-0.6385576,-0.0203391
13,0.07771902,0.07835129,"('impolite', 'polite')",0.04741191,0.24552794,-0.3918544,-0.07591701,-0.044045642,-0.06884956,-0.0776923,0.0447782,-0.1224705
15,0.06302814,0.44200358,"('boring', 'funny')",0.7339893,1.0936259,0.056239583,0.433582,0.305836,0.62808895,0.2897733,0.6493251,-0.3595518
75,-0.062627845,0.039808642,"('meek', 'impulsive')",0.38574895,0.23308524,0.09614551,-0.2197569,-0.2948284,-0.3196436,0.0311096,-0.0666267,0.0977363
33,-0.05938524,0.04683447,"('wrong', 'right')",0.58232784,0.51612484,0.47004858,0.13194038,-0.40653855,-0.50570744,0.1466132,0.0472981,0.0993151
26,-0.05704199,0.024009407,"('hardhearted', 'benevolent')",1.0796753,1.0705047,1.0827286,0.99337864,1.5808678,1.9498329,0.9215574,1.0094314,-0.087874
63,-0.055710856,-0.20195317,"('unperceptive', 'insightful')",-1.1421956,-1.2905777,-0.9382063,-0.94790804,0.68844074,0.5470024,-0.361918,-0.4733591,0.1114411
66,0.051123194,0.29002804,"('inactive', 'active')",-1.1294371,-1.0729775,-0.9851285,-1.1006802,0.64224964,0.7645331,-0.3552982,-0.2797742,-0.075524
25,-0.037373662,0.20359942,"('egoistic', 'altruistic')",0.7894852,0.7948102,0.30887815,0.5537656,1.2339225,1.4514793,0.5737281,0.7509136,-0.1771855
43,0.023059055,-0.04035047,"('irresponsible', 'responsible')",-0.70358783,-0.5246899,-1.5269668,-1.1919011,0.13489912,0.25184172,-0.5181491,-0.3762749,-0.1418742
0,-0.020983178,-0.0815867,"('unsociable', 'sociable')",-0.5401184,-0.35520777,-0.85371214,-0.43813193,-0.25569806,-0.1600792,-0.417628,-0.2587514,-0.1588766
65,0.014527041,0.005518943,"('insecure', 'secure')",-0.8300013,-0.5033702,-0.54833454,-0.1488083,-0.34632018,-0.4884579,-0.4275323,-0.2837794,-0.1437529
