,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
82,-1.5442512,-1.6147226,"('poor', 'rich')",0.17059724,0.09285268,-0.7540307,-1.0385209,0.50896716,0.39319983,5.839746,5.540971,0.8442057,0.674756,0.1694497
7,1.4353986,1.3050945,"('insensitive', 'sensitive')",0.45375812,0.2969325,-1.3068893,-1.45663,-0.20251933,-0.25771937,0.9266932,0.8920009,0.2612883,0.1559357,0.1053526
88,-1.348786,-1.2775298,"('low', 'eminent')",-0.5687468,-0.6629093,-1.2339929,-1.2217553,-0.7119806,-0.878185,0.54240716,0.28258026,-0.6642199,-0.7515598,0.0873399
56,1.3363206,0.7882152,"('impractical', 'practical')",0.91652524,0.41895282,-0.8634566,-1.4467723,0.94903237,0.5260488,0.33145213,-0.15509796,0.5339747,0.0262693,0.5077054
52,-1.3069948,-1.0705831,"('irrational', 'rational')",-0.647827,-0.7370386,-0.030532561,0.09478631,-1.2882873,-1.0879494,-0.33376893,-0.32882312,-0.7214821,-0.6259216,-0.0955605
71,1.2724744,1.417457,"('diffident', 'self-confident')",-0.0045776665,0.041691065,0.41401905,0.32782477,-0.05080597,-0.07963683,0.55401987,0.85504985,0.4370259,0.5124772,-0.0754513
51,-1.2584317,-1.2508821,"('uneducated', 'educated')",0.72043407,0.7599931,-1.1630685,-1.3249028,0.06783391,-0.06392063,0.6342234,0.3381121,-0.1998018,-0.3083201,0.1085183
73,1.2552415,1.1399748,"('helpless', 'self-reliant')",0.2781465,0.2640538,1.8540604,1.6964189,0.07021876,0.09536136,-3.3425648,-3.4134262,0.0230205,-0.0435234,0.0665439
47,-1.194302,-1.3189235,"('stupid', 'smart')",0.38882568,0.23911947,-1.3002758,-1.4596882,0.5867433,0.57855946,4.7033706,4.6351786,0.6368724,0.5348492,0.1020232
16,-1.1904454,-0.97792137,"('unpopular', 'popular')",0.16644262,0.20473987,0.23621841,0.16743693,-0.41545343,-0.2676624,0.53961635,0.56032133,-0.1327243,-0.0626171,-0.0701072
18,-1.1831635,-1.2774186,"('disagreeable', 'welcoming')",0.36235577,0.31809855,0.20755224,0.10914021,-1.9537225,-1.9764447,-0.62919426,-0.76699245,-0.6392344,-0.7187234,0.079489
74,1.1343676,1.1155993,"('undedicated', 'dedicated')",0.91996676,0.78463924,-0.34107122,-0.39552084,0.37662745,0.4367048,0.30503714,0.3122934,0.4789855,0.4507432,0.0282423
36,-1.1185197,-0.38819665,"('hostile', 'amicable')",-1.3123513,-1.0084028,0.93518037,1.2669221,-0.6226807,-0.21314797,0.009444863,0.26137257,-0.4217853,-0.0162906,-0.4054947
77,-1.0966871,-1.1953802,"('unmotivated', 'motivated')",0.3787397,0.43438318,-1.2923362,-1.3652159,0.035735913,-0.028866557,-0.68037415,-0.8630714,-0.5309843,-0.6036302,0.0726459
32,-0.9962641,-1.0111656,"('unkind', 'kind')",0.30178976,0.04853435,-2.0238178,-2.2352679,0.55695325,0.16304088,1.4337809,1.0298079,-0.1455116,-0.40101,0.2554984
49,-0.94466305,-0.8517269,"('unable', 'able')",0.09432681,-0.012183771,-1.1543115,-1.2215198,-1.0654455,-1.2489972,-0.52815694,-0.7515787,-0.71965,-0.8172013,0.0975513
37,0.93373954,1.0083884,"('fake', 'genuine')",0.61298764,0.63864267,-0.30062965,-0.15607537,-0.14916754,-0.2625222,0.81110644,0.6534611,0.3816073,0.3763789,0.0052284
53,-0.9218974,-0.7251974,"('uncreative', 'creative')",0.18403693,0.2003217,-1.4012816,-1.6058427,0.44759494,0.38783455,1.3090565,1.4642247,-0.0764981,-0.0557318,-0.0207663
