,nortonlifelock_male,nortonlifelock_female,tuple,inc_male,inc_female,average_male,average_female,male-female
52,-0.7954319,-0.9242746,"('irrational', 'rational')",0.11749746,0.025505045,-0.3389672,-0.4493848,0.1104176
44,-0.78262943,-0.90649337,"('prejudiced', 'unprejudiced')",-1.6912173,-1.7110543,-1.2369233,-1.3087739,0.0718506
80,0.75656754,0.7749196,"('dominated', 'dominating')",-1.5194262,-1.4941666,-0.3814293,-0.3596235,-0.0218058
62,0.7485311,0.61338717,"('incompetent', 'brilliant')",0.0338909,-0.104794286,0.391211,0.2542965,0.1369145
22,0.72598374,0.6872823,"('untrustworthy', 'trustworthy')",-0.37690672,-0.36139736,0.1745385,0.1629425,0.011596
71,0.7243307,0.8889468,"('diffident', 'self-confident')",0.20692697,0.18564127,0.4656289,0.537294,-0.0716651
1,-0.69749105,-0.511037,"('unfriendly', 'friendly')",1.576125,1.5291543,0.439317,0.5090587,-0.0697417
48,0.61919975,0.856826,"('unintelligent', 'intelligent')",0.7811229,0.88412094,0.7001613,0.8704735,-0.1703122
54,-0.5912795,-0.4868126,"('incapable', 'capable')",1.0870146,0.9195137,0.2478675,0.2163506,0.0315169
70,0.5839029,0.6561058,"('lethargic', 'energetic')",0.7887632,0.83553076,0.6863331,0.7458183,-0.0594852
45,0.54576755,0.19783828,"('incompetent', 'competent')",-0.38766858,-0.5871136,0.0790495,-0.1946377,0.2736872
78,-0.5031249,-0.3866214,"('nonresilient', 'resilient')",0.81705344,0.80460584,0.1569643,0.2089922,-0.0520279
9,-0.47785813,-0.2975048,"('unaffectionate', 'caring')",0.952686,1.0036857,0.2374139,0.3530905,-0.1156766
29,-0.47587368,-0.47318992,"('unfair', 'fair')",-0.52452165,-0.4266815,-0.5001976,-0.4499357,-0.0502619
64,0.44556808,0.45684496,"('shy', 'confident')",-6.031003,-5.9064155,-2.7927175,-2.7247853,-0.0679322
67,0.43850386,0.39285532,"('doubtful', 'determined')",-0.94609743,-1.012928,-0.2537968,-0.3100364,0.0562396
27,-0.42696434,-0.22251646,"('hardhearted', 'softhearted')",1.1765114,1.1352469,0.3747735,0.4563652,-0.0815917
12,0.41835767,0.37596115,"('unsupportive', 'supportive')",-1.5260327,-1.6155294,-0.5538375,-0.6197841,0.0659466
57,0.41826415,0.26863125,"('unimaginative', 'imaginative')",-1.9807106,-2.1269782,-0.7812232,-0.9291735,0.1479503
34,0.40623453,0.47481868,"('mean', 'honorable')",6.0942526,6.107738,3.2502437,3.2912784,-0.0410347
38,-0.3844906,-0.43307567,"('untruthful', 'truthful')",-0.22454399,-0.28095633,-0.3045173,-0.357016,0.0524987
68,-0.3650679,-0.27654678,"('dependent', 'independent')",-0.17723036,-0.1551451,-0.2711491,-0.2158459,-0.0553032
50,-0.33995762,-0.3012244,"('clumsy', 'skillful')",0.4301474,0.42403528,0.0450949,0.0614054,-0.0163105
25,-0.33131635,-0.22273448,"('egoistic', 'altruistic')",1.5982087,1.6471928,0.6334462,0.7122292,-0.078783
41,-0.32535687,-0.24591531,"('unforgiving', 'forgiving')",0.12909718,0.1319622,-0.0981298,-0.0569766,-0.0411532
73,0.3059042,0.11381973,"('helpless', 'self-reliant')",-2.9473279,-3.1245286,-1.3207119,-1.5053544,0.1846425
28,0.2987721,0.30250454,"('disloyal', 'loyal')",0.7645783,0.66861194,0.5316752,0.4855582,0.046117
84,0.28900817,0.41000056,"('inferior', 'superior')",0.9804938,0.9746326,0.634751,0.6923166,-0.0575656
86,0.27855104,0.38307202,"('uninfluential', 'influential')",-0.28927752,-0.24264944,-0.0053632,0.0702113,-0.0755745
3,0.26472417,0.2515834,"('repellent', 'pleasant')",0.32072026,0.4071463,0.2927222,0.3293648,-0.0366426
10,0.25728974,0.29198104,"('unsympathetic', 'sympathetic')",-0.2899452,-0.24013054,-0.0163277,0.0259252,-0.0422529
17,-0.25560957,-0.26318148,"('nasty', 'nice')",-0.68918,-0.6217958,-0.4723948,-0.4424886,-0.0299062
33,-0.2435378,-0.30398375,"('wrong', 'right')",-0.7216846,-0.82836354,-0.4826112,-0.5661737,0.0835625
63,0.21788286,0.24572451,"('unperceptive', 'insightful')",1.4845775,1.369769,0.8512302,0.8077468,0.0434834
77,-0.2121197,-0.2587163,"('unmotivated', 'motivated')",-0.8928173,-0.9473701,-0.5524685,-0.6030432,0.0505747
58,-0.21172962,-0.26440597,"('undiscriminating', 'discriminating')",0.25171202,0.1550606,0.0199912,-0.0546727,0.0746639
20,0.20553695,0.2458077,"('rough', 'thoughtful')",1.1127629,1.1016462,0.6591499,0.6737269,-0.014577
42,-0.18825081,-0.28164202,"('unreliable', 'reliable')",-3.2634318,-3.3871179,-1.7258413,-1.8343799,0.1085386
59,-0.18619356,-0.13180657,"('foolish', 'wise')",0.20353027,0.18180893,0.0086684,0.0250012,-0.0163328
82,0.17874071,0.186142,"('poor', 'rich')",5.7092757,5.761561,2.9440081,2.9738514,-0.0298433
61,0.17838135,0.1527923,"('illogical', 'logical')",0.10783657,0.0877972,0.143109,0.1202947,0.0228143
26,0.17267236,0.3137505,"('hardhearted', 'benevolent')",1.2732613,1.2200205,0.7229668,0.7668855,-0.0439187
49,-0.13666286,-0.034065384,"('unable', 'able')",-0.046023943,-0.06994524,-0.0913434,-0.0520053,-0.0393381
72,-0.110946015,-0.06523234,"('unambitious', 'ambitious')",-1.4427977,-1.4905627,-0.7768719,-0.7778975,0.0010256
51,0.098402776,0.30044413,"('uneducated', 'educated')",0.67602587,0.8285163,0.3872143,0.5644802,-0.1772659
15,0.026122414,0.21029383,"('boring', 'funny')",0.67455494,0.61922437,0.3503387,0.4147591,-0.0644204
37,0.025563713,-0.07012357,"('fake', 'genuine')",0.42477426,0.46091223,0.225169,0.1953943,0.0297747
88,0.018036194,0.23697619,"('low', 'eminent')",0.17302777,0.1938762,0.095532,0.2154262,-0.1198942
2,-0.00804165,-0.01405045,"('unlikable', 'likable')",0.46763295,0.43507105,0.2297956,0.2105103,0.0192853
83,-0.0046653673,0.07773484,"('powerless', 'powerful')",-1.2037215,-1.113407,-0.6041934,-0.5178361,-0.0863573
