,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
57,-1.0790837,-1.0721012,"('unimaginative', 'imaginative')",-0.6292625,-0.6627864,-3.0480902,-2.7074244,-1.5854788,-1.4807707,-0.1047081
10,-1.0695571,-1.1669086,"('unsympathetic', 'sympathetic')",-2.1058545,-2.0776227,0.6877274,0.92981416,-0.8292281,-0.7715724,-0.0576557
36,-1.0087874,-1.0324337,"('hostile', 'amicable')",1.5120353,1.1979786,-0.6478699,-1.0695053,-0.0482073,-0.3013202,0.2531129
74,-0.99662113,-0.9476541,"('undedicated', 'dedicated')",-1.675718,-1.5734546,-0.34230953,-0.279221,-1.0048828,-0.9334432,-0.0714396
6,-0.9750681,-1.0935348,"('distant', 'open')",0.9642076,0.93379414,-0.20332536,-0.48872155,-0.0713953,-0.2161541,0.1447588
5,-0.9615319,-1.0559987,"('distant', 'outgoing')",0.8628563,0.9207149,-0.6678489,-0.8473378,-0.2555081,-0.3275405,0.0720324
44,0.9419734,0.9861082,"('prejudiced', 'unprejudiced')",0.14428957,0.004184157,-1.3904651,-1.3866861,-0.1014007,-0.1321312,0.0307305
45,-0.9273484,-0.9174929,"('incompetent', 'competent')",-1.718197,-1.5258663,0.27019253,0.45746413,-0.7917843,-0.661965,-0.1298193
77,-0.8964694,-0.87397665,"('unmotivated', 'motivated')",-0.2575359,-0.46647924,-0.7597957,-0.5196038,-0.6379337,-0.6200199,-0.0179138
61,-0.85244495,-0.8334237,"('illogical', 'logical')",-0.7018575,-0.7453759,0.64696485,0.6482767,-0.3024459,-0.3101743,0.0077284
85,-0.82533187,-0.9147888,"('insignificant', 'prestigious')",2.0964565,1.709451,-0.71385086,-1.1836369,0.1857579,-0.1296582,0.3154161
49,-0.8222462,-0.71920145,"('unable', 'able')",-1.5870985,-1.5095645,-0.08855308,-0.2120333,-0.8326326,-0.8135997,-0.0190329
43,-0.81689626,-0.92406327,"('irresponsible', 'responsible')",-1.4061496,-1.3235501,1.0177139,1.265489,-0.4017773,-0.3273748,-0.0744025
79,-0.8064353,-0.8545339,"('wavering', 'unwavering')",1.0547124,0.9181077,-0.30027476,-0.45449167,-0.0173325,-0.130306,0.1129735
46,-0.7309081,-0.695445,"('uncompetitive', 'competitive')",-1.7119515,-1.6728451,-0.4632898,-0.079999626,-0.9687165,-0.8160966,-0.1526199
72,-0.7307851,-0.85885423,"('unambitious', 'ambitious')",0.24886245,0.16062555,0.6896667,0.7398535,0.069248,0.0138749,0.0553731
33,0.72193235,0.5085323,"('wrong', 'right')",1.6380911,1.3988887,-0.26172835,-0.46651816,0.6994317,0.4803009,0.2191308
63,-0.71352273,-0.6038709,"('unperceptive', 'insightful')",-0.20148128,-0.1432409,1.2035311,1.4031045,0.0961757,0.2186642,-0.1224885
31,-0.6874933,-0.6400023,"('evil', 'good')",0.5946558,0.5047401,-1.576668,-2.015454,-0.5565019,-0.7169054,0.1604035
20,-0.62267256,-0.5267732,"('rough', 'thoughtful')",-0.5169925,-0.54568046,0.3435145,0.3514417,-0.2653835,-0.2403373,-0.0250462
71,-0.62076694,-0.8933822,"('diffident', 'self-confident')",1.5799035,1.2924237,0.5972477,0.42514542,0.5187948,0.274729,0.2440658
48,-0.61589587,-0.499374,"('unintelligent', 'intelligent')",-0.8411689,-0.8968647,0.52985305,0.71212965,-0.3090706,-0.2280363,-0.0810343
34,-0.6088613,-0.61906046,"('mean', 'honorable')",0.16131227,0.080571905,5.94688,5.780765,1.8331103,1.7474256,0.0856847
66,-0.5996585,-0.67910683,"('inactive', 'active')",0.8268622,0.667243,0.43017203,0.3259013,0.2191253,0.1046792,0.1144461
73,0.58957714,0.56722105,"('helpless', 'self-reliant')",1.2121391,1.1084844,-3.8681436,-3.866166,-0.6888091,-0.7301536,0.0413445
2,0.54021573,0.42968133,"('unlikable', 'likable')",0.87033105,0.6981033,1.1185058,1.0511355,0.8430176,0.7263068,0.1167108
11,-0.5365995,-0.47518992,"('unhelpful', 'helpful')",-0.8364038,-0.5977636,2.4513044,2.7424536,0.3594337,0.5565,-0.1970663
64,0.5263569,0.26018548,"('shy', 'confident')",-0.36127454,-0.5060388,-6.144448,-5.804304,-1.9931218,-2.0167192,0.0235974
38,-0.46659783,-0.32415164,"('untruthful', 'truthful')",0.30266196,0.42477253,0.79789203,0.8978039,0.2113187,0.3328083,-0.1214896
12,-0.4662968,-0.63619,"('unsupportive', 'supportive')",0.6130747,0.6051336,-1.4885552,-1.2547017,-0.4472591,-0.428586,-0.0186731
67,0.45358276,0.19684243,"('doubtful', 'determined')",0.75654846,0.94767517,-0.34353122,-0.027649172,0.2888666,0.3722895,-0.0834229
87,-0.43499827,-0.5532093,"('unsuccessful', 'successful')",0.7067575,0.6680243,0.73419267,0.7662444,0.3353173,0.2936865,0.0416308
23,-0.42482322,-0.52763253,"('insincere', 'sincere')",-0.27016369,-0.30232972,7.7965045,7.7973146,2.3671726,2.3224508,0.0447218
76,0.4222285,0.7085548,"('anxious', 'daring')",-0.29019016,-0.22719547,0.26019523,0.51469433,0.1307445,0.3320179,-0.2012734
22,0.42159665,0.404919,"('untrustworthy', 'trustworthy')",-1.1393363,-1.0902895,-0.16246253,-0.055295814,-0.2934007,-0.2468888,-0.0465119
56,-0.39486617,-0.31850994,"('impractical', 'practical')",-0.97828555,-0.6913161,0.101291284,0.50335634,-0.4239535,-0.1688232,-0.2551303
78,-0.38247353,-0.5943866,"('nonresilient', 'resilient')",0.9245346,0.83281857,0.53391486,0.6343402,0.3586586,0.2909241,0.0677345
29,0.38014776,0.37360793,"('unfair', 'fair')",-0.44895935,-0.37217364,-0.63444257,-0.61166066,-0.2344181,-0.2034088,-0.0310093
32,-0.3609197,-0.4678636,"('unkind', 'kind')",-0.5647385,-0.5174544,1.4940394,1.5690565,0.1894604,0.1945795,-0.0051191
14,-0.36037168,-0.36288306,"('antisocial', 'social')",-0.49173802,-0.25006068,0.16458987,0.42483124,-0.2291733,-0.0627042,-0.1664691
15,-0.3563726,-0.17589623,"('boring', 'funny')",0.8590994,1.0763338,0.0041482477,0.021006543,0.1689583,0.307148,-0.1381897
42,0.34784323,0.26785782,"('unreliable', 'reliable')",-0.09969947,-0.030285964,-3.1827338,-2.9484208,-0.9781967,-0.9036163,-0.0745804
54,-0.34494153,-0.6418542,"('incapable', 'capable')",0.9611412,0.6767464,1.367993,1.1573927,0.6613976,0.3974283,0.2639693
60,-0.34305304,-0.30574143,"('inefficient', 'efficient')",-1.8632946,-1.6451024,0.87580085,1.3265263,-0.4435156,-0.2081058,-0.2354098
27,-0.3122323,-0.45468405,"('hardhearted', 'softhearted')",-0.2972882,-0.40100506,1.5392019,1.2939031,0.3098938,0.1460713,0.1638225
52,-0.3115834,-0.2785878,"('irrational', 'rational')",1.115533,1.0590485,-0.070507795,-0.4624792,0.2444806,0.1059938,0.1384868
16,-0.30748415,-0.2834381,"('unpopular', 'popular')",0.5254765,0.52733773,0.074787274,0.020856105,0.0975932,0.0882519,0.0093413
40,0.28465763,0.27655864,"('stingy', 'generous')",0.32915318,0.081352,-2.4634972,-2.5850055,-0.6165621,-0.742365,0.1258029
70,-0.27896467,-0.24269818,"('lethargic', 'energetic')",-1.4837545,-1.4953796,0.87941295,1.0595331,-0.2944354,-0.2261815,-0.0682539
82,-0.26934057,-0.21105404,"('poor', 'rich')",-0.91427785,-0.95776135,6.619248,6.3857894,1.8118765,1.7389914,0.0728851
51,-0.25630584,-0.13226162,"('uneducated', 'educated')",-1.2945992,-1.1647457,0.26942024,0.36997375,-0.4271616,-0.3090112,-0.1181504
35,0.25014576,0.27887517,"('corrupt', 'incorrupt')",0.93585914,0.9422488,-1.3300138,-1.6664582,-0.048003,-0.1484448,0.1004418
69,0.19277604,-0.19920182,"('lazy', 'industrious')",2.0426774,1.8481535,-1.8467797,-2.194923,0.1295579,-0.1819904,0.3115483
18,0.1906961,0.17775984,"('disagreeable', 'welcoming')",0.60419416,0.46489045,-0.53511345,-0.8551307,0.0865923,-0.0708268,0.1574191
68,-0.19027638,-0.2763351,"('dependent', 'independent')",-1.8181735,-1.9252958,-1.3046441,-1.4100512,-1.1043647,-1.203894,0.0995293
80,-0.18532585,0.015618175,"('dominated', 'dominating')",-1.5555196,-1.3571074,-0.50998145,-0.12150409,-0.7502756,-0.4876644,-0.2626112
21,-0.18373264,-0.0626755,"('immoral', 'moral')",-0.6911521,-0.5869678,0.1889396,0.4806363,-0.2286484,-0.0563357,-0.1723127
41,-0.17813519,-0.12841804,"('unforgiving', 'forgiving')",-0.25747484,-0.21231471,0.32757035,0.5271686,-0.0360132,0.0621453,-0.0981585
24,-0.17610852,-0.21769169,"('dishonest', 'honest')",-0.8870382,-0.879315,1.658089,1.686608,0.1983141,0.1965338,0.0017803
4,-0.14774202,0.10969437,"('disliked', 'liked')",0.90286803,1.0532732,-7.8234034,-7.4969606,-2.3560925,-2.111331,-0.2447615
17,-0.14466967,-0.02192573,"('nasty', 'nice')",0.55229133,0.8538125,-0.062263023,0.0279115,0.1151196,0.2865994,-0.1714798
59,0.13617456,-0.06537549,"('foolish', 'wise')",1.2214123,1.1275724,0.26986015,-0.061846785,0.5424823,0.3334501,0.2090322
47,-0.11562325,-0.21265224,"('stupid', 'smart')",-0.040435538,0.06097561,6.122354,5.949374,1.9887651,1.9325658,0.0561993
50,-0.11360929,-0.3789485,"('clumsy', 'skillful')",0.74723303,0.64759886,0.06309662,-0.09454802,0.2322401,0.0580341,0.174206
55,-0.093044564,-0.20263857,"('incompetent', 'clever')",-1.9151231,-1.9397196,0.4701607,0.62792265,-0.512669,-0.5048118,-0.0078572
81,-0.08314732,-0.004812151,"('submissive', 'aggressive')",-1.5049148,-1.4302025,-0.081134915,0.46851483,-0.556399,-0.3221666,-0.2342324
30,0.079924256,0.2662074,"('intolerant', 'tolerant')",-0.6693327,-0.5252267,1.182588,1.4512926,0.1977265,0.3974245,-0.199698
62,-0.065264106,0.16257833,"('incompetent', 'brilliant')",-0.8542902,-0.68025756,0.9055621,1.1550862,-0.0046641,0.212469,-0.2171331
3,0.050473787,0.017671254,"('repellent', 'pleasant')",-0.71851844,-0.9206402,1.1104281,1.0638367,0.1474612,0.0536226,0.0938386
84,0.044862665,-0.07433921,"('inferior', 'superior')",-1.2014422,-1.3453677,0.10250705,0.033887926,-0.3513575,-0.4619396,0.1105821
25,-0.036318444,-0.15193592,"('egoistic', 'altruistic')",0.89731205,0.59772,0.684221,0.261311,0.5150716,0.2356984,0.2793732
65,0.030925296,-0.009707399,"('insecure', 'secure')",-1.9050361,-1.950332,0.7772402,1.0024892,-0.3656236,-0.3191834,-0.0464402
13,0.026581412,0.2776912,"('impolite', 'polite')",-0.8207006,-0.65873516,0.71286094,1.0075474,-0.0270861,0.2088345,-0.2359206
37,0.021986902,-0.24451008,"('fake', 'genuine')",-0.8746748,-0.96707827,0.628671,0.6000835,-0.0746723,-0.203835,0.1291627
75,0.020763576,0.26719594,"('meek', 'impulsive')",0.4567016,0.45472518,-0.95913976,-1.0098633,-0.1605582,-0.0959807,-0.0645775
39,-0.007645823,-0.26516074,"('exploitative', 'cooperative')",-0.15387842,-0.28617376,0.4048183,0.38596162,0.081098,-0.0551243,0.1362223
7,0.004668098,-0.33615196,"('insensitive', 'sensitive')",-0.4508977,-0.5726974,1.2735479,1.4448682,0.2757728,0.1786729,0.0970999
