,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,male-female
31,-2.1329494,-1.8995812,"('evil', 'good')",-2.8813043,-2.8312232,-2.2635508,-2.3183327,-2.386376,-2.2062433,-2.4160452,-2.3138452,-0.1022
56,1.9696306,2.3885872,"('impractical', 'practical')",2.7430856,3.154849,2.0831099,2.3372345,0.7542104,1.0121412,1.8875091,2.2232029,-0.3356938
87,1.962,1.5171965,"('unsuccessful', 'successful')",2.273192,1.983261,0.287572,0.24354884,0.69032377,0.4897825,1.3032719,1.0584472,0.2448247
2,1.6767781,1.5414852,"('unlikable', 'likable')",2.15375,2.0186048,0.6174488,0.6130792,0.83305347,1.0494133,1.3202577,1.3056456,0.0146121
62,1.617864,1.5999843,"('incompetent', 'brilliant')",2.8427043,2.9892447,1.5382106,1.5786048,0.82396024,0.9469198,1.7056849,1.7786884,-0.0730035
63,1.4856431,1.484908,"('unperceptive', 'insightful')",0.9426488,1.1124644,1.0094466,1.1335299,0.23209222,0.4507115,0.9174577,1.0454035,-0.1279458
27,-1.4656595,-1.4811764,"('hardhearted', 'softhearted')",-2.3945668,-2.3139136,-1.3596431,-1.3544729,-0.12761268,0.05900851,-1.3368704,-1.2726386,-0.0642318
80,1.4458631,1.3841339,"('dominated', 'dominating')",1.6686361,1.6911545,1.2394545,1.4646635,0.70247215,0.43426904,1.2641064,1.2435552,0.0205512
51,1.4411533,1.6181285,"('uneducated', 'educated')",1.2675033,1.154314,0.9414468,1.3429308,0.38867307,0.5830952,1.0096941,1.1746172,-0.1649231
11,1.3918064,1.5698162,"('unhelpful', 'helpful')",2.4500914,2.3977625,1.1054052,1.2167206,1.7091835,1.9138687,1.6641216,1.7745421,-0.1104205
81,1.326557,1.7228307,"('submissive', 'aggressive')",2.7754488,3.0195775,1.5987182,2.423732,0.9040959,1.1163518,1.6512051,2.0706232,-0.4194181
39,1.3129134,1.5058286,"('exploitative', 'cooperative')",1.4051353,1.3989851,1.0199934,0.98519564,1.5538595,1.4948463,1.3229754,1.3462139,-0.0232385
76,1.3025676,1.8026025,"('anxious', 'daring')",1.624443,1.8964434,1.1188538,1.7111459,0.8189855,1.1119118,1.2162124,1.6305258,-0.4143134
17,-1.2838473,-1.0264134,"('nasty', 'nice')",-0.33983007,-0.16929363,-0.7801078,-0.6184295,-0.6457059,-0.55351734,-0.7623728,-0.5919135,-0.1704593
69,1.2528551,1.100628,"('lazy', 'industrious')",-0.41487452,-0.42319635,-1.0448601,-1.6079243,-0.88308686,-1.1417719,-0.2724916,-0.5180662,0.2455746
66,1.1946355,1.0791321,"('inactive', 'active')",0.23508048,0.14999637,-1.5163159,-1.645565,-0.85997707,-0.73901695,-0.2366443,-0.2888634,0.0522191
29,-1.1904775,-1.1784468,"('unfair', 'fair')",-0.8912938,-0.890318,-1.0549526,-1.2062572,-1.2828004,-1.3751882,-1.104881,-1.1625526,0.0576716
74,1.166715,1.3311092,"('undedicated', 'dedicated')",1.0887859,1.1283085,0.9352288,0.98151696,-0.047386013,0.14506523,0.7858359,0.8965,-0.1106641
83,1.0730255,1.0510614,"('powerless', 'powerful')",1.7145783,1.8225646,0.36577776,0.011837322,-0.4717237,-0.5793677,0.6704144,0.5765239,0.0938905
46,1.0439751,1.3069335,"('uncompetitive', 'competitive')",2.9321597,2.8957832,1.2894894,1.3801819,-0.1122012,0.12262739,1.2883557,1.4263815,-0.1380258
6,-1.003927,-0.97136337,"('distant', 'open')",-1.6381493,-1.6269882,-3.0573423,-3.4541018,-2.9441338,-2.7163959,-2.1608882,-2.1922121,0.0313239
13,0.9824276,1.5731524,"('impolite', 'polite')",2.29555,2.6006682,1.8695216,2.1800811,1.0022179,1.2080706,1.5374292,1.8904932,-0.353064
67,0.9567931,0.92778295,"('doubtful', 'determined')",0.86078805,0.9686449,1.4172881,1.3853753,0.6563947,0.4718508,0.972816,0.9384135,0.0344025
43,0.95148915,1.2437751,"('irresponsible', 'responsible')",1.8669401,2.0644996,0.99506193,1.1427388,0.4222877,0.6143817,1.0589447,1.2663488,-0.2074041
88,0.92987955,1.1395216,"('low', 'eminent')",0.35106176,0.41607788,-0.11461993,-0.33273405,-0.6748422,-0.59592384,0.1228698,0.1567354,-0.0338656
5,-0.9206885,-0.832301,"('distant', 'outgoing')",-0.54830104,-0.5267279,-2.1650867,-2.5715625,-2.8208425,-2.641625,-1.6137297,-1.6430541,0.0293244
14,0.86197865,1.0998645,"('antisocial', 'social')",2.5155444,2.6971354,1.6822909,2.0530574,1.0936534,1.2550259,1.5383668,1.7762709,-0.2379041
84,0.85850537,0.70226806,"('inferior', 'superior')",0.30113286,0.2328904,0.45188355,0.35948613,1.0347999,0.91140133,0.6615804,0.5515115,0.1100689
19,-0.8556063,-0.92178255,"('inhospitable', 'hospitable')",-0.5240665,-0.58417225,-0.9092948,-1.1211853,-1.4151549,-1.2376462,-0.9260306,-0.9661965,0.0401659
33,0.84591883,0.64161825,"('wrong', 'right')",0.095225185,0.27210227,-0.2971303,-0.6378942,-0.59886247,-0.65391564,0.0112878,-0.0945223,0.1058101
60,0.8371309,1.0689281,"('inefficient', 'efficient')",2.5332015,2.6894383,2.4616106,2.6071818,1.2799394,1.2282596,1.7779706,1.8984519,-0.1204813
23,0.8322982,0.9408845,"('insincere', 'sincere')",1.30334,1.4779788,1.3497425,1.404672,2.7706141,3.033305,1.5639987,1.71421,-0.1502113
26,0.81864554,0.7552587,"('hardhearted', 'benevolent')",0.25541002,0.22780588,-0.11691793,-0.46041426,0.6376319,0.6533142,0.3986924,0.2939911,0.1047013
37,-0.7835588,-0.81837887,"('fake', 'genuine')",-0.1478861,-0.28055796,0.16709664,-0.14772323,-0.021126084,-0.19391584,-0.1963686,-0.360144,0.1637754
