,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
5,-0.8106187,-0.24872443,"('distant', 'outgoing')",-0.7512347,-0.6924755,-0.37302324,-0.19030273,-0.6449589,-0.3771675,-0.2677914
26,0.8083,0.83946025,"('hardhearted', 'benevolent')",0.8978452,0.7219957,1.4276359,1.3720589,1.0445937,0.9778383,0.0667554
37,0.78158486,0.71498215,"('fake', 'genuine')",0.330975,0.28841245,0.6166334,0.57020915,0.5763977,0.5245346,0.0518631
10,-0.7710812,-1.0138273,"('unsympathetic', 'sympathetic')",-0.4495847,-0.42100078,0.091871746,0.14380777,-0.3762647,-0.4303401,0.0540754
12,0.7539645,1.1220623,"('unsupportive', 'supportive')",0.08883691,0.17975523,-1.6489475,-1.6925246,-0.2687154,-0.1302357,-0.1384797
0,-0.75064987,-0.75420094,"('unsociable', 'sociable')",0.42461568,0.47027242,-0.39832926,-0.4364805,-0.2414545,-0.2401363,-0.0013182
86,-0.72240466,-1.0389614,"('uninfluential', 'influential')",-0.81907636,-0.8808969,-0.048263084,-0.17313695,-0.5299147,-0.6976651,0.1677504
20,-0.7174823,-0.6172554,"('rough', 'thoughtful')",-0.23591262,-0.24014378,1.0541352,1.010875,0.0335801,0.0511586,-0.0175785
50,0.7125688,0.318186,"('clumsy', 'skillful')",-0.18924108,-0.39776385,0.17371356,0.049877148,0.2323471,-0.0099002,0.2422473
66,-0.707937,-0.44473505,"('inactive', 'active')",-1.2498969,-1.235217,0.35286668,0.24412358,-0.5349891,-0.4786095,-0.0563796
3,-0.69351876,-0.903806,"('repellent', 'pleasant')",-0.099213585,-0.16763346,0.5126762,0.37022945,-0.0933521,-0.2337366,0.1403845
2,0.64962715,0.63436973,"('unlikable', 'likable')",0.75723714,0.7535862,0.5044297,0.538583,0.637098,0.6421796,-0.0050816
28,0.64011216,0.1642222,"('disloyal', 'loyal')",0.26633215,-0.118514776,0.9471255,0.7776337,0.6178566,0.274447,0.3434096
22,0.6217108,0.62773687,"('untrustworthy', 'trustworthy')",0.60643375,0.6953472,-0.34018928,-0.3889509,0.2959851,0.3113777,-0.0153926
60,-0.611168,-0.43212822,"('inefficient', 'efficient')",1.3828522,1.7830852,0.02891916,0.2609071,0.2668678,0.537288,-0.2704202
32,0.568563,0.4543547,"('unkind', 'kind')",0.41704297,0.5204788,1.3118615,1.3729373,0.7658225,0.7825902,-0.0167677
65,-0.5558763,-0.9147202,"('insecure', 'secure')",0.18554848,0.23683757,0.01764756,0.11693476,-0.1175601,-0.1869826,0.0694225
52,0.5480571,0.09207098,"('irrational', 'rational')",-0.111067474,-0.5112218,-0.4084849,-0.58525676,0.0095016,-0.3348025,0.3443041
11,0.54317784,0.5565882,"('unhelpful', 'helpful')",0.5102155,0.9015422,1.7913252,1.9712178,0.9482395,1.143116,-0.1948765
74,0.4947305,0.77166677,"('undedicated', 'dedicated')",0.323087,0.37653023,0.010349806,-0.08050322,0.2760558,0.3558979,-0.0798421
57,-0.48676077,-0.2609019,"('unimaginative', 'imaginative')",-0.9266248,-0.82400566,-2.7226975,-2.7772188,-1.3786944,-1.2873755,-0.0913189
88,-0.47961724,-0.7979836,"('low', 'eminent')",-0.4529941,-0.6303936,0.18159881,0.21302438,-0.2503375,-0.4051176,0.1547801
45,0.47768313,0.7264436,"('incompetent', 'competent')",0.7648894,1.0447279,-0.28745508,-0.3035059,0.3183725,0.4892219,-0.1708494
70,0.4771959,0.8526595,"('lethargic', 'energetic')",0.1843238,0.5849888,1.0572219,1.167992,0.5729139,0.8685468,-0.2956329
15,0.47635657,0.7588351,"('boring', 'funny')",0.079618596,0.14672467,0.20901051,0.37310526,0.2549952,0.4262217,-0.1712265
82,-0.47531092,-0.3586353,"('poor', 'rich')",-0.43876213,-0.36047024,6.6484785,6.8192387,1.9114685,2.0333776,-0.1219091
8,-0.4464482,-0.29646802,"('unaffectionate', 'affectionate')",-0.48374376,-0.66345894,1.1265619,1.0769476,0.0654566,0.0390069,0.0264497
58,-0.43836278,-0.29927468,"('undiscriminating', 'discriminating')",0.12616698,0.05733655,0.016692206,-0.11942054,-0.0985012,-0.1204529,0.0219517
38,0.43658802,0.5266048,"('untruthful', 'truthful')",0.6057213,0.7173096,-0.1719863,-0.05966287,0.2901077,0.3947505,-0.1046428
84,0.4276357,-0.079944864,"('inferior', 'superior')",0.27374712,-0.12308739,0.2812845,0.26368853,0.3275558,0.0202188,0.307337
31,-0.40617344,-0.16869292,"('evil', 'good')",-0.5774168,-0.76954085,-0.79374874,-0.84865284,-0.5924463,-0.5956289,0.0031826
83,-0.3944992,-0.49144045,"('powerless', 'powerful')",-0.40283027,-0.22625223,-1.1071155,-1.2244984,-0.634815,-0.647397,0.012582
24,0.38820714,0.25159043,"('dishonest', 'honest')",0.4523197,0.535426,1.1948102,1.3153323,0.6784457,0.7007829,-0.0223372
6,-0.38806432,-0.26852214,"('distant', 'open')",-0.8190168,-1.0105648,0.29428208,0.30902132,-0.3042663,-0.3233552,0.0190889
35,0.3786642,0.5192921,"('corrupt', 'incorrupt')",-0.64724123,-0.8533561,-0.3926847,-0.46465957,-0.2204206,-0.2662412,0.0458206
9,0.36297,0.29253346,"('unaffectionate', 'caring')",0.19866389,0.00081093796,1.5468881,1.473242,0.7028406,0.5888621,0.1139785
61,-0.3484508,-0.50700915,"('illogical', 'logical')",0.3183805,0.14016664,0.2723697,0.115636654,0.0807665,-0.0837353,0.1645018
71,0.3427535,0.5070985,"('diffident', 'self-confident')",0.6001493,0.54236823,0.6423034,0.6029159,0.5284021,0.5507942,-0.0223921
16,-0.34151348,-0.36468604,"('unpopular', 'popular')",-0.8065586,-0.8109878,0.15264075,0.0952502,-0.3318105,-0.3601412,0.0283307
13,0.33845025,0.3924662,"('impolite', 'polite')",1.1503083,1.3862599,-0.4754347,-0.31806642,0.3377746,0.4868866,-0.149112
72,-0.3134991,-0.025539845,"('unambitious', 'ambitious')",-0.10864012,0.19260661,0.0067564324,0.1688797,-0.1384609,0.1119822,-0.2504431
29,-0.30281463,-0.11930813,"('unfair', 'fair')",-0.38560525,-0.3997383,-0.37980035,-0.46858802,-0.3560734,-0.3292115,-0.0268619
69,0.27940542,0.36508662,"('lazy', 'industrious')",0.7634639,0.53514445,-0.7104664,-0.88183933,0.110801,0.0061306,0.1046704
48,-0.272851,-0.63121027,"('unintelligent', 'intelligent')",-0.21460776,-0.44236544,0.5986413,0.52647,0.0370608,-0.1823686,0.2194294
54,-0.27245298,-0.22463156,"('incapable', 'capable')",-0.037599463,-0.17603865,1.1450486,1.289536,0.2783321,0.2962886,-0.0179565
78,-0.26282626,-0.2568047,"('nonresilient', 'resilient')",-0.020413702,-0.21006446,-0.09369728,-0.014132835,-0.1256457,-0.160334,0.0346883
41,0.2605286,0.48135474,"('unforgiving', 'forgiving')",0.58554786,0.63421106,-0.05896388,-0.08040035,0.2623709,0.3450551,-0.0826842
64,0.25006253,0.05623204,"('shy', 'confident')",0.1094629,-0.073044345,-6.934652,-6.9758644,-2.1917089,-2.3308922,0.1391833
1,-0.24916032,-0.3688903,"('unfriendly', 'friendly')",0.25774354,-0.18623747,1.9583465,1.8212806,0.6556432,0.422051,0.2335922
85,0.24866305,0.0009407215,"('insignificant', 'prestigious')",-0.09181563,-0.651982,-0.17266549,-0.4019112,-0.0052727,-0.3509842,0.3457115
43,0.23153499,0.40568143,"('irresponsible', 'responsible')",0.7747504,1.018129,0.95449126,1.0847157,0.6535922,0.8361754,-0.1825832
55,-0.20284769,-0.4394238,"('incompetent', 'clever')",0.39745215,0.44269976,0.19737417,0.022488266,0.1306595,0.0085881,0.1220714
81,-0.19363417,-0.107485525,"('submissive', 'aggressive')",-0.2522005,0.158003,-0.8102923,-0.6788255,-0.418709,-0.209436,-0.209273
75,0.17892796,0.4414022,"('meek', 'impulsive')",-0.5579851,-0.3991326,-0.46025813,-0.2768233,-0.2797718,-0.0781846,-0.2015872
7,0.14957814,0.262383,"('insensitive', 'sensitive')",0.58678716,0.7211751,1.1269324,1.0669565,0.6210992,0.6835049,-0.0624057
19,-0.14877191,0.08556229,"('inhospitable', 'hospitable')",-0.6758343,-0.7176815,-0.319846,-0.35776836,-0.3814841,-0.3299625,-0.0515216
23,0.13626552,0.21190487,"('insincere', 'sincere')",0.44564834,0.6863484,6.450694,6.5742283,2.3442027,2.4908272,-0.1466245
14,-0.12819281,0.26629168,"('antisocial', 'social')",0.24406718,0.5699128,-0.59638304,-0.6019245,-0.1601696,0.0780933,-0.2382629
25,-0.12538093,-0.46088973,"('egoistic', 'altruistic')",0.40935934,-0.10291585,1.5041662,1.2311884,0.5960482,0.2224609,0.3735873
21,0.11586539,-0.022377033,"('immoral', 'moral')",0.32973558,0.31275707,-0.8304459,-0.88724375,-0.1282816,-0.1989546,0.070673
18,-0.11113941,0.031720564,"('disagreeable', 'welcoming')",0.003415268,-0.257631,-0.47840554,-0.5205967,-0.1953766,-0.2488357,0.0534591
4,0.10974976,0.68340385,"('disliked', 'liked')",-0.48869795,-0.4902301,-7.2024364,-7.241365,-2.5271282,-2.349397,-0.1777312
79,0.102637656,0.4175427,"('wavering', 'unwavering')",-1.2007955,-1.1301181,-0.2685737,-0.08502104,-0.4555772,-0.2658655,-0.1897117
27,0.09079752,0.02061654,"('hardhearted', 'softhearted')",0.08006707,0.009140559,1.761626,1.615479,0.6441635,0.548412,0.0957515
47,0.09036365,0.46339434,"('stupid', 'smart')",0.41982985,0.6657433,6.150315,6.3244457,2.2201694,2.4845277,-0.2643583
51,-0.08998584,-0.09234923,"('uneducated', 'educated')",-0.46889335,-0.45024276,0.3560349,0.27667242,-0.0676148,-0.0886399,0.0210251
63,-0.08260377,-0.09724936,"('unperceptive', 'insightful')",0.39641204,0.5840795,0.9813052,0.97625315,0.4317045,0.4876944,-0.0559899
62,0.078442425,0.5326136,"('incompetent', 'brilliant')",0.4692344,0.98141164,0.41071743,0.7411759,0.3194647,0.7517337,-0.432269
44,0.07348863,0.14289868,"('prejudiced', 'unprejudiced')",0.22714008,0.3540344,-1.4004633,-1.3155663,-0.3666116,-0.2728777,-0.0937339
76,-0.033680484,0.20228836,"('anxious', 'daring')",-0.022884237,0.2899039,0.3069238,0.49738708,0.083453,0.3298598,-0.2464068
30,0.027600326,0.4118835,"('intolerant', 'tolerant')",0.07419396,0.35748443,0.9107261,1.0481794,0.3375068,0.6058491,-0.2683423
56,-0.020917902,0.79287595,"('impractical', 'practical')",0.6660007,1.287248,-0.100600556,0.09696385,0.1814941,0.7256959,-0.5442018
17,-0.01653079,0.5127172,"('nasty', 'nice')",-0.23981233,0.0363291,-0.4271709,-0.34608263,-0.227838,0.0676546,-0.2954926
87,-0.011787303,0.17744255,"('unsuccessful', 'successful')",-0.085438184,0.26309717,0.12975372,0.15206191,0.0108427,0.1975339,-0.1866912
46,0.009813237,-0.43854833,"('uncompetitive', 'competitive')",0.41353637,0.40245804,-0.92154396,-1.0758823,-0.1660648,-0.3706575,0.2045927
80,-0.005793825,-0.07014574,"('dominated', 'dominating')",0.20230828,0.44470152,-1.0347347,-1.0628797,-0.2794067,-0.2294413,-0.0499654
