,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
88,-0.53632003,-0.4187785,"('low', 'eminent')",-0.009620564,0.15721071,0.010116342,0.36833858,-0.1786081,0.0355903,-0.2141984
83,0.5349859,0.6547871,"('powerless', 'powerful')",-0.017118875,-0.024449086,-1.1882914,-1.0779883,-0.2234748,-0.1492168,-0.074258
65,-0.5171396,0.2518563,"('insecure', 'secure')",0.3335729,0.5773935,-0.61993885,-0.16554463,-0.2678352,0.221235,-0.4890702
1,0.51638085,-0.050033472,"('unfriendly', 'friendly')",-0.7905449,-0.67809033,2.185534,2.1646793,0.6371233,0.4788518,0.1582715
57,-0.49906695,0.007822208,"('unimaginative', 'imaginative')",0.47412944,0.48213384,-2.8074758,-2.8290071,-0.9441377,-0.7796837,-0.164454
26,0.49212316,0.19685154,"('hardhearted', 'benevolent')",-0.21263914,-0.16187596,1.4031069,1.1287024,0.5608637,0.3878926,0.1729711
10,0.4879177,1.1608541,"('unsympathetic', 'sympathetic')",-0.008273738,0.36059284,-0.4681168,0.03251566,0.0038424,0.5179875,-0.5141451
42,0.46079648,0.9119751,"('unreliable', 'reliable')",-0.461598,-0.0023903325,-2.9917722,-2.576336,-0.9975246,-0.5555837,-0.4419409
52,-0.45678377,-1.3918515,"('irrational', 'rational')",-1.6199309,-1.9622871,0.16073346,-0.16471966,-0.6386604,-1.1729527,0.5342923
53,0.43812063,0.42123482,"('uncreative', 'creative')",0.27756006,0.4461214,1.0830597,1.1704513,0.5995801,0.6792692,-0.0796891
18,-0.38023263,-0.5912479,"('disagreeable', 'welcoming')",-0.05819594,-0.09680922,-0.10641491,-0.22258301,-0.1816145,-0.3035467,0.1219322
35,-0.3729337,-1.4139798,"('corrupt', 'incorrupt')",-1.5270265,-1.8898449,0.004072601,-0.3212404,-0.6319626,-1.208355,0.5763924
40,0.36086163,0.110689215,"('stingy', 'generous')",-0.15975426,-0.16615221,-1.1696429,-1.540022,-0.3228452,-0.5318283,0.2089831
3,-0.3601428,-0.0020826468,"('repellent', 'pleasant')",0.5632965,0.6489085,0.14246118,0.14965586,0.115205,0.2654939,-0.1502889
41,0.3537207,0.14950722,"('unforgiving', 'forgiving')",-0.03212374,-0.02781007,0.20883292,-0.13090608,0.1768099,-0.0030696,0.1798795
6,-0.34657976,-1.5353855,"('distant', 'open')",-1.5507462,-1.6930566,0.9310937,0.8495813,-0.3220774,-0.7929537,0.4708763
48,0.34509403,0.58376515,"('unintelligent', 'intelligent')",1.4455899,1.4513354,0.73424196,0.64761424,0.841642,0.8942382,-0.0525962
34,0.34449512,0.45798707,"('mean', 'honorable')",-0.06483285,0.10267115,6.084647,6.0976825,2.1214364,2.2194468,-0.0980104
37,-0.34355143,-0.24063247,"('fake', 'genuine')",-1.1204525,-0.8028442,0.36987057,0.42461497,-0.3647111,-0.2062872,-0.1584239
27,-0.32411376,-0.8098418,"('hardhearted', 'softhearted')",0.26242954,0.3313237,1.8431954,1.8357362,0.5938371,0.452406,0.1414311
15,-0.29478294,-0.3365635,"('boring', 'funny')",-0.3728739,-0.5609327,0.46885556,0.5725659,-0.0662671,-0.1083101,0.042043
81,-0.2777448,1.1065265,"('submissive', 'aggressive')",1.7464993,2.020646,-0.8307166,-0.37798166,0.2126793,0.9163969,-0.7037176
62,0.2614645,1.4082451,"('incompetent', 'brilliant')",2.3279963,2.8565764,0.14786825,0.63758355,0.912443,1.6341351,-0.7216921
22,-0.23666242,0.22142513,"('untrustworthy', 'trustworthy')",0.51031464,0.8150197,-0.9811732,-0.7570577,-0.2358403,0.0931291,-0.3289694
79,-0.19833532,-1.0092866,"('wavering', 'unwavering')",-2.2316508,-2.3023252,0.06779046,0.060918204,-0.7873986,-1.0835646,0.296166
73,-0.18582058,-0.145266,"('helpless', 'self-reliant')",-0.94654536,-0.95588744,-3.3754687,-3.4978516,-1.5026115,-1.5330016,0.0303901
13,0.17897426,0.82110053,"('impolite', 'polite')",-0.055281807,0.12737921,-0.24210763,-0.09006423,-0.0394717,0.2861385,-0.3256102
20,0.16530871,0.35669172,"('rough', 'thoughtful')",1.4308927,1.3342417,1.2094835,0.8072627,0.9352283,0.832732,0.1024963
2,-0.16100192,0.035100155,"('unlikable', 'likable')",-0.3008973,-0.046267636,0.35671735,0.40472496,-0.0350606,0.1311858,-0.1662464
11,0.15782984,0.8540565,"('unhelpful', 'helpful')",0.90879875,1.2330545,1.9365354,2.2266285,1.0010546,1.4379133,-0.4368587
87,-0.15725443,0.2212781,"('unsuccessful', 'successful')",0.023323007,0.17149588,0.36240342,0.32831728,0.0761573,0.2403638,-0.1642065
74,0.14826268,0.5197934,"('undedicated', 'dedicated')",-0.42642003,-0.13987243,-0.40723994,-0.2532065,-0.2284658,0.0422382,-0.270704
46,0.14171529,1.2944931,"('uncompetitive', 'competitive')",0.52530926,0.8857034,-1.1346791,-0.8945023,-0.1558848,0.4285647,-0.5844495
80,0.14040317,1.0556331,"('dominated', 'dominating')",0.9680765,1.0596193,-1.5492685,-1.3144528,-0.1469296,0.2669332,-0.4138628
61,-0.14020023,-0.07159202,"('illogical', 'logical')",0.7639499,0.7513818,0.1508928,0.22296539,0.2582141,0.3009184,-0.0427043
76,-0.13698307,0.68187237,"('anxious', 'daring')",0.7049501,0.96746194,0.033861652,0.37108892,0.2006096,0.6734744,-0.4728648
54,0.1312851,0.1025247,"('incapable', 'capable')",-0.039471343,0.20490816,1.0583298,1.4042113,0.3833812,0.5705481,-0.1871669
45,-0.12946069,0.53063405,"('incompetent', 'competent')",0.6731069,0.97078943,-0.33640218,-0.3681351,0.0690813,0.3777628,-0.3086815
58,-0.11705251,-0.11586377,"('undiscriminating', 'discriminating')",0.19617064,0.26543924,-0.25089553,-0.3194152,-0.0572591,-0.0566132,-0.0006459
55,0.08387575,1.276855,"('incompetent', 'clever')",2.2214818,2.4784002,-0.14064859,0.056479663,0.7215696,1.2705783,-0.5490087
0,0.083301835,0.6351137,"('unsociable', 'sociable')",0.5780304,0.77707213,-0.54396397,-0.43302897,0.0391228,0.3263857,-0.2872629
72,-0.07716108,0.39212808,"('unambitious', 'ambitious')",-0.1618785,0.35855287,-0.9815712,-0.6243577,-0.4068702,0.0421077,-0.4489779
70,-0.06335758,0.8407427,"('lethargic', 'energetic')",0.24052468,0.7808458,0.34451696,0.9570679,0.1738947,0.8595521,-0.6856574
86,0.040212974,0.536832,"('uninfluential', 'influential')",0.18148816,0.48981225,-0.34346077,-0.15433633,-0.0405865,0.2907693,-0.3313558
77,0.035762314,0.46370903,"('unmotivated', 'motivated')",1.4653789,1.4754106,-1.0006567,-1.0285324,0.1668282,0.3035291,-0.1367009
69,-0.025949808,-0.5108463,"('lazy', 'industrious')",0.025378551,-0.115774184,-0.13870393,-0.56933236,-0.0464251,-0.398651,0.3522259
17,0.020168545,-0.33584926,"('nasty', 'nice')",-0.66433597,-0.8185862,-0.24102736,-0.31477293,-0.2950649,-0.4897361,0.1946712
