,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
71,2.115578,1.7119638,"('diffident', 'self-confident')",0.09350754,-0.089993775,0.5590908,0.49555492,0.9227254,0.7058416,0.2168838
56,2.0501387,2.9113579,"('impractical', 'practical')",1.1365876,1.631097,-0.27270183,0.07766376,0.9713415,1.5400395,-0.568698
36,-1.9673358,-3.1073604,"('hostile', 'amicable')",-2.3791542,-2.8493006,0.29880366,-0.13090594,-1.3492287,-2.0291891,0.6799604
31,-1.8235091,-2.76507,"('evil', 'good')",-1.379275,-1.5275298,-0.60099316,-0.96234953,-1.2679257,-1.7516497,0.483724
39,1.5433015,1.6982238,"('exploitative', 'cooperative')",0.54549795,0.6898934,0.047620572,0.23012951,0.71214,0.8727489,-0.1606089
9,1.403473,0.775593,"('unaffectionate', 'caring')",-0.51403934,-0.35084403,1.6381646,1.7655679,0.8425328,0.7301056,0.1124272
19,-1.4001465,-1.692157,"('inhospitable', 'hospitable')",-1.5027447,-1.4934213,-0.015566687,-0.13405,-0.9728192,-1.1065427,0.1337235
44,-1.338527,-1.4150926,"('prejudiced', 'unprejudiced')",-0.2898241,-0.6023899,-1.4809957,-1.4662892,-1.036449,-1.1612573,0.1248083
43,1.2668678,1.6753236,"('irresponsible', 'responsible')",-0.10473357,0.26707262,0.45686612,0.7153226,0.5396668,0.8859062,-0.3462394
60,1.1952964,2.4928677,"('inefficient', 'efficient')",2.628736,3.1174686,-0.023755226,0.29820713,1.266759,1.9695145,-0.7027555
30,1.1906534,1.7983752,"('intolerant', 'tolerant')",1.2528753,1.4550837,1.0147691,1.1616246,1.1527659,1.4716945,-0.3189286
28,1.1852236,1.0585591,"('disloyal', 'loyal')",0.19633925,0.26696578,1.0863484,1.2103249,0.8226371,0.8452832,-0.0226461
33,1.17442,0.65339124,"('wrong', 'right')",-1.0813653,-1.2175791,-0.19108582,-0.41735148,-0.0326771,-0.3271798,0.2945027
25,1.1505543,0.5628709,"('egoistic', 'altruistic')",-0.017716669,-0.16580412,1.5439016,1.3085783,0.8922464,0.5685484,0.323698
14,1.0561635,1.9160643,"('antisocial', 'social')",1.3708377,1.6243523,-0.84207374,-0.75544256,0.5283092,0.9283247,-0.4000155
85,1.0560646,-0.6199263,"('insignificant', 'prestigious')",-1.0568773,-1.6492978,0.71813715,0.0631545,0.2391082,-0.7353566,0.9744648
50,-1.040494,-0.94178295,"('clumsy', 'skillful')",-0.88440776,-0.6766094,0.14414921,0.20534791,-0.5935842,-0.4710148,-0.1225694
24,1.0228646,1.1734939,"('dishonest', 'honest')",-0.6545517,-0.20177913,0.87554777,1.3499695,0.4146202,0.7738948,-0.3592746
59,0.99932146,0.37142876,"('foolish', 'wise')",-0.9857159,-1.0524122,0.6005306,0.47740746,0.2047121,-0.0678587,0.2725708
82,-0.9620486,-0.11571401,"('poor', 'rich')",0.82290655,1.1526806,6.2251234,6.937277,2.0286605,2.6580811,-0.6294206
7,0.85154665,1.115725,"('insensitive', 'sensitive')",0.66857266,1.0806942,0.7139099,0.8789591,0.7446764,1.0251261,-0.2804497
4,-0.782522,-1.1805601,"('disliked', 'liked')",-0.7929736,-0.7698268,-6.2502503,-6.684971,-2.608582,-2.8784526,0.2698706
12,0.7794072,0.9774738,"('unsupportive', 'supportive')",-0.17085826,0.13932276,-1.7061013,-1.6636627,-0.3658508,-0.1822887,-0.1835621
21,0.7740046,1.4926687,"('immoral', 'moral')",0.6417047,1.0390838,-0.8715279,-0.6970998,0.1813938,0.6115509,-0.4301571
68,-0.76814306,-0.41891298,"('dependent', 'independent')",0.03673003,0.3665813,-0.24486922,-0.40576035,-0.3254274,-0.1526973,-0.1727301
38,0.7661158,0.8337,"('untruthful', 'truthful')",-0.18278305,0.16282505,0.22412975,0.23903601,0.2691542,0.4118537,-0.1426995
47,0.73933387,0.9361229,"('stupid', 'smart')",0.18851043,0.50983053,5.707752,6.17303,2.2118654,2.5396611,-0.3277957
75,-0.69336325,-0.7847929,"('meek', 'impulsive')",-0.6095597,-0.75545424,-0.3267669,-0.47991037,-0.54323,-0.6733859,0.1301559
67,0.6893381,0.8611065,"('doubtful', 'determined')",-0.5549896,-0.37640387,-0.3418403,-0.49600482,-0.0691639,-0.0037674,-0.0653965
84,0.689264,0.37229273,"('inferior', 'superior')",0.06712596,-0.21459216,0.8540669,0.5966364,0.536819,0.2514457,0.2853733
32,0.6692044,1.0357809,"('unkind', 'kind')",0.29636633,0.82638776,0.7892257,1.2074064,0.5849322,1.0231917,-0.4382595
64,-0.6684889,-0.25956464,"('shy', 'confident')",0.18038449,0.0980663,-6.842766,-6.921316,-2.4436234,-2.3609382,-0.0826852
8,0.6186086,-0.28306365,"('unaffectionate', 'affectionate')",-0.9388713,-1.0943108,0.98345244,0.9661401,0.2210632,-0.1370781,0.3581413
63,0.6022085,1.0768415,"('unperceptive', 'insightful')",0.47507325,0.9065897,1.0396452,1.1624898,0.7056423,1.0486403,-0.342998
16,-0.60198355,-1.0981553,"('unpopular', 'popular')",-0.08345984,-0.25254714,0.9119263,0.6605234,0.0754943,-0.2300597,0.305554
66,-0.6014641,-1.0343629,"('inactive', 'active')",-1.010675,-0.9881088,0.83824015,0.5148924,-0.2579663,-0.5025264,0.2445601
5,-0.5958189,-1.4963961,"('distant', 'outgoing')",-1.0602813,-1.205898,0.38380894,0.25286874,-0.4240971,-0.8164752,0.3923781
49,-0.5886337,-0.20513345,"('unable', 'able')",0.56317616,0.75453997,0.047875945,0.28004003,0.0074728,0.2764822,-0.2690094
29,0.58604836,0.11797835,"('unfair', 'fair')",-0.2502934,-0.22920986,-0.33228034,-0.7146958,0.0011582,-0.2753091,0.2764673
23,0.55584866,1.1247864,"('insincere', 'sincere')",0.44210017,0.9175129,5.9877043,6.5151944,2.328551,2.8524977,-0.5239467
51,-0.5543286,0.23768389,"('uneducated', 'educated')",0.7758599,1.1042367,0.17524281,0.33552802,0.132258,0.5591495,-0.4268915
78,-0.55195934,-0.15692729,"('nonresilient', 'resilient')",1.0679106,1.1447525,0.4184478,0.39521083,0.3114663,0.461012,-0.1495457
