,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
45,-1.5570785,-1.7145065,"('incompetent', 'competent')",-0.6713086,-0.69226366,-1.0139883,-1.014391,-0.15723975,-0.30559465,-0.8499038,-0.931689,0.0817852
74,1.4730629,1.2896202,"('undedicated', 'dedicated')",0.6951066,0.75282,0.6460327,0.68391544,-0.63712007,-0.6778359,0.5442706,0.5121299,0.0321407
8,-1.4645594,-1.4889798,"('unaffectionate', 'affectionate')",-0.85944414,-1.0748991,0.8938093,0.8901764,-0.1766139,0.0700287,-0.4017021,-0.4009185,-0.0007836
49,-1.2748075,-1.2738034,"('unable', 'able')",-1.2037288,-1.1271455,-1.1634796,-1.104524,-0.21736616,-0.31682694,-0.9648455,-0.955575,-0.0092705
55,-1.2022218,-1.4827248,"('incompetent', 'clever')",-0.8596567,-0.82305574,-0.9985424,-0.9245566,0.66147023,0.38020527,-0.5997377,-0.712533,0.1127953
36,-1.0979846,-1.1476806,"('hostile', 'amicable')",-0.4427864,-0.7849512,-0.078248054,-0.13360856,-1.4764657,-1.1764519,-0.7738712,-0.8106731,0.0368019
60,-1.0846852,-1.0845172,"('inefficient', 'efficient')",-1.4418932,-1.1242442,-0.9895157,-0.82886285,-0.35828358,-0.56693226,-0.9685944,-0.9011391,-0.0674553
12,0.9186594,0.9426591,"('unsupportive', 'supportive')",0.90714025,0.9542266,1.0502315,1.1223267,-1.8920783,-1.9065149,0.2459882,0.2781743,-0.0321861
42,0.89581233,1.0488523,"('unreliable', 'reliable')",0.96001464,1.1721064,-0.39041775,-0.17008683,-2.817861,-2.5824072,-0.338113,-0.1328838,-0.2052292
43,-0.8858575,-0.7218586,"('irresponsible', 'responsible')",-1.5307572,-1.2662286,-1.016835,-0.7825986,0.023158576,0.077919595,-0.8525728,-0.6731915,-0.1793813
35,-0.8618557,-0.6753054,"('corrupt', 'incorrupt')",0.20979707,0.13491936,-0.059077524,-0.1060685,-1.6398835,-1.3339082,-0.5877549,-0.4950907,-0.0926642
29,-0.856439,-0.8354016,"('unfair', 'fair')",-0.78050387,-0.7114812,0.013737034,-0.028979387,-0.24670795,-0.25248843,-0.4674784,-0.4570877,-0.0103907
11,0.851407,0.80352986,"('unhelpful', 'helpful')",-0.22642633,-0.10084731,-0.77385765,-0.7796879,2.1374218,1.9702098,0.4971362,0.4733011,0.0238351
80,0.74863803,0.64566034,"('dominated', 'dominating')",0.17461671,0.34679836,0.07658383,0.10609411,0.71349686,0.4328296,0.4283339,0.3828456,0.0454883
82,-0.7308376,-0.8072751,"('poor', 'rich')",-0.5580544,-0.6420875,0.14396352,0.18233997,6.3879232,6.167766,1.3107487,1.2251859,0.0855628
