,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.1047472,-0.85613984,"('distant', 'open')",-0.5339278,-0.48136532,-2.6941433,-2.5849752,-0.041759904,0.13089812,-1.0936445,-0.9478955,-0.145749
50,1.0713573,0.94470954,"('clumsy', 'skillful')",-0.1852968,-0.30998084,-1.0797219,-0.8153657,0.45749578,0.28657067,0.0659586,0.0264834,0.0394752
36,-1.038325,-1.034109,"('hostile', 'amicable')",-0.32674685,-0.4187546,-3.7338994,-3.6729383,-0.46086603,-0.26794916,-1.3899593,-1.3484378,-0.0415215
42,1.0222865,1.1117158,"('unreliable', 'reliable')",0.67929405,0.9440447,1.0353018,1.2466527,-2.7573001,-2.788267,-0.0051045,0.1285365,-0.133641
55,-1.0138975,-1.1815821,"('incompetent', 'clever')",-0.13545008,-0.12405141,2.3524992,2.4265218,-0.01607006,-0.048335068,0.2967704,0.2681383,0.0286321
78,-0.9578568,-1.2035106,"('nonresilient', 'resilient')",0.61072487,0.45436597,-0.76260316,-0.49896255,0.5237656,0.51819193,-0.1464923,-0.1824788,0.0359865
30,0.92862207,0.98618007,"('intolerant', 'tolerant')",0.6797455,0.7158633,2.3873267,2.5684807,1.4851265,1.6815581,1.3702052,1.4880205,-0.1178153
27,-0.9111549,-0.61594546,"('hardhearted', 'softhearted')",-1.7514122,-1.2958466,0.5522915,0.53571486,1.2966325,1.4246876,-0.2034108,0.0121526,-0.2155634
19,-0.8793522,-0.80723727,"('inhospitable', 'hospitable')",-1.2065129,-1.0841782,-1.2814046,-1.3694195,-0.5513933,-0.39643222,-0.9796657,-0.9143168,-0.0653489
10,-0.8555203,-1.0322709,"('unsympathetic', 'sympathetic')",-0.2738453,-0.16972667,1.8901907,1.8828195,0.23645405,0.07635069,0.2493198,0.1892932,0.0600266
18,-0.8334184,-0.6524148,"('disagreeable', 'welcoming')",0.9090127,0.9630741,-0.049584158,0.10085772,-0.42057246,-0.21332482,-0.0986406,0.0495481,-0.1481887
0,-0.8219609,-0.94071424,"('unsociable', 'sociable')",0.04240313,0.1845282,0.8809479,0.95395595,-0.4009921,-0.41449925,-0.0749005,-0.0541823,-0.0207182
16,-0.8208396,-0.8813341,"('unpopular', 'popular')",-0.03187791,-0.05250148,-0.87423325,-0.94837976,0.6992431,0.6856831,-0.2569269,-0.2991331,0.0422062
80,0.803005,0.36548346,"('dominated', 'dominating')",1.1185,0.7882663,2.0773983,2.108916,-1.2599661,-1.352594,0.6847343,0.4775179,0.2072164
88,0.802655,0.9249163,"('low', 'eminent')",-0.026202122,0.23354933,-0.6135833,-0.20063892,0.516595,0.6349424,0.1698661,0.3981923,-0.2283262
3,-0.79704666,-0.9372872,"('repellent', 'pleasant')",0.091982916,0.051510632,1.8738286,1.6783732,0.5309996,0.4476587,0.4249411,0.3100638,0.1148773
21,0.76783085,0.46141914,"('immoral', 'moral')",0.803555,0.7944961,2.133116,2.0228984,-0.2572489,-0.25743496,0.8618132,0.7553447,0.1064685
11,0.71993303,0.63474303,"('unhelpful', 'helpful')",1.0189445,1.126848,1.2538786,1.3239594,2.1686203,2.1477587,1.2903441,1.3083272,-0.0179831
70,0.7155879,0.62598014,"('lethargic', 'energetic')",0.5290264,0.7486825,1.7985517,2.0394216,1.2084632,1.2031027,1.0629073,1.1542968,-0.0913895
24,-0.69420385,-0.45475662,"('dishonest', 'honest')",-0.3067974,0.060211066,0.67951137,0.79831016,1.0811177,1.0951003,0.189907,0.3747162,-0.1848092
41,-0.68142664,-0.47240806,"('unforgiving', 'forgiving')",-0.07613544,-0.060150564,0.8440881,0.84458524,-0.3131832,-0.16509725,-0.0566643,0.0367323,-0.0933966
87,0.6737921,0.41476378,"('unsuccessful', 'successful')",1.8176926,2.0123398,1.332691,1.3544769,0.54863244,0.5558352,1.093202,1.0843539,0.0088481
82,-0.66877466,-0.7196419,"('poor', 'rich')",-0.016658422,0.060416438,0.6789323,0.9333977,6.4856453,6.528406,1.6197861,1.7006446,-0.0808585
85,-0.6676483,-0.36890095,"('insignificant', 'prestigious')",-1.3908744,-1.3443207,-4.3513064,-4.2130976,-0.19200853,0.13161963,-1.6504594,-1.4486749,-0.2017845
72,-0.64112,-0.5619462,"('unambitious', 'ambitious')",-0.33354366,-0.28836265,0.3457266,0.36236796,-1.5264628,-1.5563644,-0.5388499,-0.5110763,-0.0277736
23,-0.63309366,-0.65060455,"('insincere', 'sincere')",0.21493343,0.30665252,2.6400414,2.6764364,5.8882017,5.921369,2.0275207,2.0634634,-0.0359427
52,-0.62284166,-0.61910206,"('irrational', 'rational')",-1.4882762,-1.6309679,-1.6381307,-1.7995663,0.16128576,0.10960365,-0.8969907,-0.9850081,0.0880174
66,-0.615908,-0.7592931,"('inactive', 'active')",0.7760628,0.7211106,-0.7388716,-0.789453,0.4097263,0.43853337,-0.0422476,-0.0972755,0.0550279
38,0.5980024,0.5293273,"('untruthful', 'truthful')",0.25618464,0.16216037,-0.43630198,-0.3348994,0.03523489,0.11882201,0.11328,0.1188526,-0.0055726
47,0.58891475,0.6247826,"('stupid', 'smart')",0.18381141,0.1769396,1.566864,1.6101315,5.3587856,5.47693,1.9245939,1.972196,-0.0476021
34,0.57216614,0.6108958,"('mean', 'honorable')",0.89052355,1.0776407,0.61687803,0.7206778,6.4832444,6.698551,2.140703,2.2769413,-0.1362383
46,-0.5144254,-1.0663545,"('uncompetitive', 'competitive')",1.5610348,1.4390523,2.3511171,2.389137,0.009384327,-0.19861548,0.8517777,0.6408048,0.2109729
58,-0.4911196,-0.5831923,"('undiscriminating', 'discriminating')",-0.52074283,-0.49898785,0.6892978,0.73534566,-0.3336982,-0.30594182,-0.1640657,-0.1631941,-0.0008716
4,0.47599328,0.47939104,"('disliked', 'liked')",-0.1574157,-0.116661385,-2.239408,-2.1012359,-5.9912057,-6.075341,-1.978009,-1.9534619,-0.0245471
13,0.44286805,0.41303498,"('impolite', 'polite')",1.7815684,1.7903733,2.4972653,2.4522946,0.030569937,0.0862754,1.1880679,1.1854945,0.0025734
57,-0.41084814,-0.4443605,"('unimaginative', 'imaginative')",-0.19098216,-0.053844806,-0.0041203313,0.14081383,-2.335921,-2.5684044,-0.7354679,-0.731449,-0.0040189
83,0.41052762,0.17948654,"('powerless', 'powerful')",-0.01741847,-0.032992095,-0.5014225,-0.40584004,-1.3248386,-1.3088126,-0.358288,-0.3920395,0.0337515
7,-0.39864483,-0.3346819,"('insensitive', 'sensitive')",-0.05191879,0.13185832,1.6884594,1.9392895,0.666421,0.651537,0.4760792,0.5970007,-0.1209215
26,-0.39844134,-0.04327888,"('hardhearted', 'benevolent')",0.34410903,0.65713304,0.4324115,0.7311855,0.8704768,1.1973728,0.312139,0.6356031,-0.3234641
35,0.39091644,0.55052936,"('corrupt', 'incorrupt')",-0.6516883,-0.63997316,-3.38757,-3.182568,-0.7354697,-0.48699868,-1.0959529,-0.9397526,-0.1562003
54,-0.38725612,-0.3749004,"('incapable', 'capable')",0.07962234,0.11085929,-0.3572957,-0.20227331,0.9341969,1.0341926,0.0673169,0.1419695,-0.0746526
2,0.36537313,0.39229897,"('unlikable', 'likable')",1.0809555,1.1295689,1.553063,1.611018,0.47184917,0.5381219,0.8678102,0.917752,-0.0499418
22,0.3458941,0.25342014,"('untrustworthy', 'trustworthy')",0.15552877,0.29267716,1.4504707,1.5429457,-0.9433969,-0.90673184,0.2521242,0.2955778,-0.0434536
51,-0.2991338,-0.6201743,"('uneducated', 'educated')",1.3341914,1.2399989,0.71640396,0.8873706,0.04622785,0.048333205,0.4494224,0.3888821,0.0605403
59,0.28734267,0.42621595,"('foolish', 'wise')",-1.011097,-0.90183294,-1.2225463,-1.3162943,0.014299985,0.07529506,-0.4830002,-0.4291541,-0.0538461
14,0.2745678,0.23416194,"('antisocial', 'social')",1.0303344,1.1981351,1.4955058,1.8896812,-0.823673,-0.5722313,0.4941837,0.6874368,-0.1932531
77,0.25860527,-0.14047535,"('unmotivated', 'motivated')",0.07075925,-0.07657024,-0.18233234,-0.15557139,-0.69799876,-0.6685685,-0.1377416,-0.2602964,0.1225548
65,-0.2518125,-0.3989749,"('insecure', 'secure')",0.69158655,0.55510426,2.607514,2.553332,0.042677134,-0.06704827,0.7724913,0.6606033,0.111888
79,-0.25131875,-0.28317425,"('wavering', 'unwavering')",-0.29651016,-0.43588936,-2.8359573,-2.7619467,-0.3196469,-0.3228364,-0.9258583,-0.9509617,0.0251034
39,0.2049502,0.38485017,"('exploitative', 'cooperative')",0.96238124,1.0824385,2.2966297,2.2947402,0.39532405,0.46771267,0.9648213,1.0574354,-0.0926141
29,-0.20481253,-0.31744543,"('unfair', 'fair')",-1.0993761,-1.1158152,-0.58110183,-0.6015983,-0.59923923,-0.6068491,-0.6211324,-0.660427,0.0392946
32,0.19739082,0.26426038,"('unkind', 'kind')",0.37661517,0.4512882,1.7892939,1.9735676,1.1673554,1.2219498,0.8826638,0.9777665,-0.0951027
45,-0.1881644,-0.21224605,"('incompetent', 'competent')",0.1692683,0.20510146,1.8486435,1.9137102,-0.026704703,-0.050156925,0.4507607,0.4641022,-0.0133415
17,0.18477379,0.33035326,"('nasty', 'nice')",-1.7244985,-1.3622304,-0.9022709,-0.7322865,-0.9160408,-0.49214867,-0.8395091,-0.5640781,-0.275431
63,-0.16434413,-0.3498534,"('unperceptive', 'insightful')",1.1396297,1.2741946,1.2542049,1.4586205,0.76614803,0.7802304,0.7489097,0.7907981,-0.0418884
62,0.15354185,0.03229975,"('incompetent', 'brilliant')",1.0026274,1.1302567,2.2798007,2.4161632,0.39820242,0.4173818,0.9585431,0.9990253,-0.0404822
5,-0.15199858,-0.02604618,"('distant', 'outgoing')",-0.42464274,-0.2354284,-2.6262336,-2.4572554,-0.6043952,-0.34593016,-0.9518175,-0.766165,-0.1856525
84,0.14818166,0.1369936,"('inferior', 'superior')",0.20411584,0.2120483,-0.4386688,-0.47241414,0.2975102,0.4208182,0.0527847,0.0743615,-0.0215768
76,0.12113236,-0.10659652,"('anxious', 'daring')",1.47704,1.3313982,2.462364,2.4503205,1.2774493,0.9683137,1.3344964,1.160859,0.1736374
15,-0.120758414,0.14124376,"('boring', 'funny')",-0.28174442,1.3187528e-06,-0.05706764,0.17238015,0.76643956,0.8799677,0.0767173,0.2983982,-0.2216809
68,0.11867568,0.038722895,"('dependent', 'independent')",0.5888473,0.68202084,0.35825312,0.26979584,-0.72344166,-0.6558985,0.0855836,0.0836603,0.0019233
43,-0.1181555,-0.08642035,"('irresponsible', 'responsible')",0.54519737,0.6796913,1.7659092,1.8412316,1.0848231,1.0063723,0.8194435,0.8602188,-0.0407753
33,-0.09539984,0.04417993,"('wrong', 'right')",-0.21017154,-0.15374339,-0.3271259,-0.39750046,-1.0865319,-0.9496817,-0.4298073,-0.3641864,-0.0656209
61,0.091847,-0.05968009,"('illogical', 'logical')",0.12467556,0.09684351,1.5539483,1.5468524,0.11322758,0.13626896,0.4709246,0.4300712,0.0408534
20,0.07625928,-0.027608242,"('rough', 'thoughtful')",-0.23733333,-0.14202262,-0.051157556,0.071410336,0.60837114,0.752668,0.0990349,0.1636119,-0.064577
71,0.06975964,0.3672784,"('diffident', 'self-confident')",0.22410041,0.5190219,-0.3441797,-0.30293113,-0.17783982,-0.03190252,-0.0570399,0.1378667,-0.1949066
74,0.049455665,0.13678256,"('undedicated', 'dedicated')",1.164724,1.1938074,1.4692345,1.5970011,0.16527274,0.16874592,0.7121717,0.7740842,-0.0619125
37,0.004176073,-0.024962269,"('fake', 'genuine')",-0.6662071,-0.54990834,-0.46550378,-0.3034045,0.32907888,0.43506002,-0.199614,-0.1108038,-0.0888102
12,0.002694212,0.15134442,"('unsupportive', 'supportive')",0.29162332,0.5056776,0.06444035,0.040262904,-1.9211669,-1.8431034,-0.3906023,-0.2864546,-0.1041477
49,0.0011951141,-0.011316869,"('unable', 'able')",-0.15923485,0.04150227,-0.16249865,0.12255314,-0.44669065,-0.3111418,-0.1918073,-0.0396008,-0.1522065
