,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.1972978,-2.2955062,"('unfriendly', 'friendly')",-0.44704816,-0.82225186,-0.765833,-0.89108837,1.7599384,1.5740058,-0.4125602,-0.6087101,0.1961499
6,-2.0966976,-2.0905068,"('distant', 'open')",-2.3406918,-2.3472927,-2.3569818,-2.3858967,0.06471574,0.13766514,-1.6824138,-1.6715077,-0.0109061
86,-2.044437,-1.855402,"('uninfluential', 'influential')",-0.65514237,-0.5662298,-0.46075857,-0.2845496,-0.49248692,-0.65919197,-0.9132062,-0.8413434,-0.0718628
53,-1.9016588,-2.0322742,"('uncreative', 'creative')",-1.3066518,-1.4817318,-0.2415773,-0.38438115,1.098727,0.89608186,-0.5877903,-0.7505763,0.162786
9,-1.8928316,-1.7168612,"('unaffectionate', 'caring')",-1.0625008,-1.2695634,-0.47039485,-0.5591413,1.0068327,1.0017496,-0.6047236,-0.6359541,0.0312305
31,-1.5749608,-1.5517074,"('evil', 'good')",-1.8630788,-1.8510964,-1.7167207,-1.8770392,-1.1575613,-1.1608143,-1.5780804,-1.6101644,0.032084
67,1.4739404,1.3528501,"('doubtful', 'determined')",0.92929214,1.1100793,0.7472185,0.77575743,-0.5054376,-0.30864388,0.6612534,0.7325107,-0.0712573
57,-1.4214995,-1.1134195,"('unimaginative', 'imaginative')",-1.1631186,-0.92719144,-0.64753044,-0.3626963,-2.6044357,-2.8799613,-1.459146,-1.3208172,-0.1383288
5,-1.3984631,-1.6318172,"('distant', 'outgoing')",-1.8556937,-1.9441093,-1.8288226,-1.9615233,-0.5241936,-0.43857595,-1.4017932,-1.4940064,0.0922132
8,-1.3901832,-1.1841387,"('unaffectionate', 'affectionate')",-1.4887706,-1.6578045,-0.37392342,-0.5543202,0.5794315,0.6877657,-0.6683614,-0.6771245,0.0087631
36,-1.3394538,-1.1991088,"('hostile', 'amicable')",-1.9113975,-1.8920751,-1.4690486,-1.6934218,0.43539867,0.38789168,-1.0711253,-1.0991786,0.0280533
19,-1.3026294,-1.4766332,"('inhospitable', 'hospitable')",-2.0631094,-2.1064038,-2.0009003,-2.1177342,-0.41701436,-0.40017024,-1.4459133,-1.5252354,0.0793221
10,-1.2367684,-1.1498814,"('unsympathetic', 'sympathetic')",0.039818592,0.1883501,-0.4363529,-0.22510967,-0.27562365,-0.4097824,-0.4772316,-0.3991058,-0.0781258
85,-1.236597,-1.2492477,"('insignificant', 'prestigious')",-2.6314576,-2.6572113,-1.0084186,-1.3345629,0.44748473,0.42863646,-1.1072471,-1.2030963,0.0958492
