,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
18,-0.7352072,-0.6322098,"('disagreeable', 'welcoming')",-1.1386186,-1.1579186,-0.55708575,-0.3132489,-0.8103038,-0.7011258,-0.109178
5,-0.7251615,-0.376755,"('distant', 'outgoing')",-0.088966615,-0.083197266,-0.08037194,0.20008756,-0.2981667,-0.0866216,-0.2115451
41,-0.70237637,-0.72627556,"('unforgiving', 'forgiving')",-0.83936775,-0.8956196,-0.3629594,-0.2849841,-0.6349012,-0.6356264,0.0007252
7,-0.68739414,-0.57379866,"('insensitive', 'sensitive')",0.6486733,0.79998386,0.6295004,0.541432,0.1969265,0.2558724,-0.0589459
56,-0.66069543,-0.64053696,"('impractical', 'practical')",1.2343996,1.2600505,-0.13731287,-0.40281203,0.1454637,0.0722338,0.0732299
11,-0.65539134,-0.48058182,"('unhelpful', 'helpful')",0.4617145,0.59551936,1.6370063,1.7391219,0.4811098,0.6180198,-0.13691
2,0.64276564,1.0509791,"('unlikable', 'likable')",1.0506976,1.2364364,0.5291517,0.9844194,0.7408716,1.0906116,-0.34974
83,-0.6402506,-0.5743447,"('powerless', 'powerful')",0.8669024,0.7647662,-1.2054942,-1.3153095,-0.3262808,-0.3749626,0.0486818
13,-0.63695145,-0.51174533,"('impolite', 'polite')",0.11540869,0.19369039,-0.33237484,-0.5041658,-0.2846392,-0.2740736,-0.0105656
43,-0.63149214,-0.5063402,"('irresponsible', 'responsible')",0.9433913,1.0171098,0.39230573,0.38325232,0.234735,0.2980073,-0.0632723
64,0.6225993,0.7138805,"('shy', 'confident')",0.97290087,1.0855145,-6.1664696,-6.270097,-1.5236565,-1.4902339,-0.0334226
54,-0.6096876,-0.278317,"('incapable', 'capable')",-0.42092,-0.38417572,1.0347828,1.2450207,0.0013917,0.194176,-0.1927843
84,0.6042901,0.41734275,"('inferior', 'superior')",0.25611037,0.20326562,0.9719367,0.8708342,0.610779,0.4971475,0.1136315
66,-0.59884065,-0.32260856,"('inactive', 'active')",-0.82859254,-0.73011374,1.0420451,1.1380695,-0.1284627,0.0284491,-0.1569118
17,-0.59600616,-0.563351,"('nasty', 'nice')",-1.0049965,-0.9270382,-0.5502918,-0.44497442,-0.7170982,-0.6451212,-0.071977
65,-0.578252,-0.6332815,"('insecure', 'secure')",0.4671542,0.56888723,-0.5925726,-0.9349818,-0.2345568,-0.3331254,0.0985686
75,0.5716336,0.47261107,"('meek', 'impulsive')",-0.22341672,-0.32993123,-0.037646092,-0.05687215,0.1035236,0.0286026,0.074921
22,-0.5570458,-0.4884684,"('untrustworthy', 'trustworthy')",-1.003616,-0.8196544,-1.2257781,-1.1766975,-0.9288133,-0.8282735,-0.1005398
68,-0.5406701,-0.6943724,"('dependent', 'independent')",-0.24188037,-0.23557687,-0.5824215,-0.85215014,-0.4549906,-0.5940332,0.1390426
49,-0.5270772,-0.6068617,"('unable', 'able')",-0.095953025,-0.15768242,-0.16586831,-0.20003752,-0.2629662,-0.3215272,0.058561
48,-0.5239814,-0.843112,"('unintelligent', 'intelligent')",1.2436212,1.1248268,0.44663563,0.28656065,0.3887585,0.1894252,0.1993333
21,-0.5227434,-0.45453802,"('immoral', 'moral')",1.2745297,1.347965,-0.94986415,-0.9481343,-0.066026,-0.0182358,-0.0477902
33,0.50907564,0.5865304,"('wrong', 'right')",0.7191552,0.68141615,-0.5129328,-0.41575387,0.2384327,0.2840642,-0.0456315
4,0.5028057,0.46535638,"('disliked', 'liked')",0.37749878,0.23860912,-5.9008775,-5.7426624,-1.6735244,-1.6795656,0.0060412
29,0.48372805,0.22495459,"('unfair', 'fair')",-0.35951066,-0.34192485,-0.61758125,-0.6114571,-0.1644546,-0.2428091,0.0783545
60,-0.48263764,-0.5643449,"('inefficient', 'efficient')",2.3107352,2.4133997,0.2441714,-0.10655605,0.6907563,0.5808329,0.1099234
81,-0.4788508,-0.34726548,"('submissive', 'aggressive')",1.4972496,1.5318495,-0.6225613,-1.0003223,0.1319458,0.0614206,0.0705252
42,0.47136173,0.39900315,"('unreliable', 'reliable')",0.020204399,-0.04016632,-2.6578302,-2.7333958,-0.722088,-0.7915196,0.0694316
76,0.43740013,0.16004756,"('anxious', 'daring')",0.27070796,0.15891671,0.44730198,0.18769708,0.3851367,0.1688871,0.2162496
74,-0.4311235,-0.23727064,"('undedicated', 'dedicated')",-0.28746763,-0.1528858,-0.14281502,-0.08677964,-0.2871354,-0.1589787,-0.1281567
34,-0.41626683,-0.43259516,"('mean', 'honorable')",0.38399008,0.3550974,5.6627917,5.6626763,1.8768384,1.8617261,0.0151123
70,-0.41511315,-0.4563439,"('lethargic', 'energetic')",0.43321759,0.5661262,0.7466413,0.481844,0.2549152,0.1972088,0.0577064
80,0.4125821,0.36907074,"('dominated', 'dominating')",0.33967763,0.25725108,-1.1692492,-1.4260725,-0.1389965,-0.2665836,0.1275871
35,0.40252978,0.4338234,"('corrupt', 'incorrupt')",-0.9177478,-0.96299106,-0.10855634,0.2279459,-0.2079248,-0.1004073,-0.1075175
38,-0.3838187,-0.26496193,"('untruthful', 'truthful')",0.17936084,0.12530819,0.06364368,0.1482,-0.0469381,0.0028488,-0.0497869
50,0.3657462,0.38878903,"('clumsy', 'skillful')",-0.30665267,-0.29031882,0.31846035,0.5688022,0.1258513,0.2224241,-0.0965728
36,-0.29566538,-0.110525616,"('hostile', 'amicable')",-1.1901318,-1.2680523,-0.040259417,0.41023973,-0.5086855,-0.3227794,-0.1859061
12,-0.28718877,-0.22407934,"('unsupportive', 'supportive')",0.55948097,0.5470231,-1.7121902,-1.7246467,-0.479966,-0.4672343,-0.0127317
61,-0.28401852,0.008964341,"('illogical', 'logical')",1.025706,1.1589215,-0.21429528,-0.1830138,0.1757974,0.3282907,-0.1524933
40,0.26168746,0.052657355,"('stingy', 'generous')",-0.09671357,-0.21846677,-1.6696537,-1.6781962,-0.5015599,-0.6146685,0.1131086
52,0.25033078,0.5629803,"('irrational', 'rational')",-0.55893433,-0.6168448,-0.26099092,0.11899874,-0.1898648,0.0217114,-0.2115762
77,-0.23659874,-0.27001882,"('unmotivated', 'motivated')",0.8249679,0.6657736,-0.9479916,-1.062831,-0.1198741,-0.2223588,0.1024847
3,-0.23055765,-0.3147634,"('repellent', 'pleasant')",0.10027331,0.011140989,0.10989765,-0.0967312,-0.0067956,-0.1334512,0.1266556
24,-0.22509831,0.06739774,"('dishonest', 'honest')",0.37738636,0.68093526,0.4768572,0.67631465,0.2097151,0.4748825,-0.2651674
30,-0.20373201,-0.1099267,"('intolerant', 'tolerant')",1.0524948,1.2271035,1.1897452,1.1994629,0.6795026,0.7722132,-0.0927106
62,-0.19653392,-0.13970079,"('incompetent', 'brilliant')",0.8977754,0.78366077,0.36490542,0.2641847,0.3553823,0.3027149,0.0526674
15,-0.17936221,0.13217106,"('boring', 'funny')",-0.26874793,-0.038516264,0.34314784,0.5292942,-0.0349874,0.2076497,-0.2426371
16,0.17378005,0.007360628,"('unpopular', 'popular')",-0.29091525,-0.3892423,0.48495296,0.6129131,0.1226059,0.0770105,0.0455954
79,-0.1496516,-0.067973405,"('wavering', 'unwavering')",-0.8222601,-0.90390503,0.12509201,0.26113933,-0.2822732,-0.236913,-0.0453602
72,-0.13834175,-0.1453159,"('unambitious', 'ambitious')",0.53771096,0.61182845,-0.9402563,-0.99535626,-0.1802957,-0.1762812,-0.0040145
31,-0.09443442,0.04728502,"('evil', 'good')",-1.4116778,-1.3872669,-1.182422,-0.7755431,-0.8961781,-0.7051749,-0.1910032
71,0.06565163,0.15978435,"('diffident', 'self-confident')",1.3002983,1.3478029,0.5694023,0.6679452,0.6451174,0.7251774,-0.08006
67,0.037129775,0.032124158,"('doubtful', 'determined')",-0.2016716,-0.26241857,-0.4859892,-0.40284416,-0.2168437,-0.2110462,-0.0057975
87,-0.027440554,0.1836402,"('unsuccessful', 'successful')",0.1631318,0.34136358,0.47903702,0.6164977,0.2049094,0.3805005,-0.1755911
