,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
0,-2.1640708,-1.9741647,"('unsociable', 'sociable')",-0.24007513,-0.17356765,-0.8265761,-0.8594956,-1.0769073,-1.0024093,-0.074498
86,-2.0886292,-1.7652272,"('uninfluential', 'influential')",0.3982827,0.517347,-0.4609679,-0.5711672,-0.7171048,-0.6063492,-0.1107556
10,-1.7046427,-1.6402915,"('unsympathetic', 'sympathetic')",-0.66994,-0.56467617,-0.5619105,-0.701471,-0.9788311,-0.9688128,-0.0100183
57,-1.6233679,-1.6141366,"('unimaginative', 'imaginative')",0.30701676,0.24464986,-2.4744852,-2.6794152,-1.2636121,-1.349634,0.0860219
8,-1.5792383,-1.2951145,"('unaffectionate', 'affectionate')",-1.0757765,-0.96812016,0.4663495,0.8680512,-0.7295551,-0.4650611,-0.264494
73,1.5016143,1.6886744,"('helpless', 'self-reliant')",1.0306101,1.1661468,-2.7471576,-2.7550485,-0.0716444,0.0332576,-0.104902
51,-1.5007669,-1.4243972,"('uneducated', 'educated')",-0.07142613,0.045164283,0.28120834,0.17891744,-0.4303282,-0.4001052,-0.030223
23,-1.4913434,-1.4391472,"('insincere', 'sincere')",0.1507895,0.14818516,5.3097496,5.30474,1.3230653,1.3379259,-0.0148606
45,-1.4799157,-1.5980018,"('incompetent', 'competent')",-0.4578808,-0.49089935,-0.44047734,-0.42506585,-0.792758,-0.837989,0.045231
1,-1.4415202,-1.1321322,"('unfriendly', 'friendly')",0.18983486,0.25907242,1.544976,1.8741784,0.0977635,0.3337062,-0.2359427
55,-1.4346431,-1.506998,"('incompetent', 'clever')",-0.34582025,-0.35859877,-0.30342582,-0.47182322,-0.6946297,-0.77914,0.0845103
19,-1.2829853,-0.84838086,"('inhospitable', 'hospitable')",-1.0878642,-0.9471943,-0.06357171,0.21801953,-0.8114738,-0.5258519,-0.2856219
6,-1.2787904,-0.9992233,"('distant', 'open')",-0.692149,-0.7692494,0.24738483,0.6005919,-0.5745182,-0.3892936,-0.1852246
28,-1.1949288,-1.2267495,"('disloyal', 'loyal')",-0.21383654,-0.32354465,0.8171452,0.70512676,-0.1972067,-0.2817225,0.0845158
14,-1.1841253,-0.9995567,"('antisocial', 'social')",0.77496004,0.9842633,-0.8640024,-0.8232992,-0.4243892,-0.2795309,-0.1448583
9,-1.1698357,-0.8418979,"('unaffectionate', 'caring')",0.13816485,0.26884913,0.9478719,1.156689,-0.027933,0.1945468,-0.2224798
44,1.1635114,0.9098647,"('prejudiced', 'unprejudiced')",-0.104574375,-0.1986162,-1.1899667,-1.1287053,-0.0436765,-0.1391522,0.0954757
26,-1.1624386,-0.8346161,"('hardhearted', 'benevolent')",0.072827145,0.3413551,1.2179694,1.7212307,0.042786,0.4093232,-0.3665372
82,-1.1586709,-1.2284324,"('poor', 'rich')",-0.21803531,-0.24793206,5.9203877,5.865994,1.5145605,1.4632098,0.0513507
59,1.0608774,1.11841,"('foolish', 'wise')",0.58255714,0.6173252,0.40099525,0.6901363,0.6814766,0.8086238,-0.1271472
69,1.0122476,0.9858087,"('lazy', 'industrious')",0.7177572,0.72830534,-0.14722657,0.19248492,0.5275927,0.6355329,-0.1079402
53,-0.99177957,-0.9329327,"('uncreative', 'creative')",0.5696733,0.5721241,1.0529577,1.0351878,0.2102838,0.2247931,-0.0145093
32,-0.9850344,-0.6935871,"('unkind', 'kind')",-0.086785704,0.18642208,0.5221728,0.71959305,-0.1832158,0.0708093,-0.2540251
20,-0.972181,-1.2391632,"('rough', 'thoughtful')",-0.07874501,-0.13175748,0.7796749,0.819006,-0.090417,-0.1839715,0.0935545
27,-0.95485073,-0.97343266,"('hardhearted', 'softhearted')",0.050862703,0.18651083,1.311796,1.3901967,0.135936,0.2010916,-0.0651556
39,0.8970327,1.1938422,"('exploitative', 'cooperative')",-0.08653334,0.21789661,-0.25541338,-0.19243476,0.1850286,0.4064347,-0.2214061
88,-0.8934786,-0.62670344,"('low', 'eminent')",-0.32914463,-0.17678355,0.119215526,0.4638151,-0.3678026,-0.113224,-0.2545786
63,-0.88911974,-0.9322341,"('unperceptive', 'insightful')",0.4902292,0.47828355,0.7730713,0.6484827,0.1247269,0.064844,0.0598829
37,-0.8839986,-0.8759606,"('fake', 'genuine')",-0.06901986,0.054811053,0.26178673,0.38042706,-0.2304106,-0.1469075,-0.0835031
58,-0.802764,-0.7200651,"('undiscriminating', 'discriminating')",0.6081088,0.5532376,-0.0968034,-0.13703528,-0.0971529,-0.1012876,0.0041347
47,-0.79175925,-0.67956364,"('stupid', 'smart')",0.55230004,0.69397044,5.2186217,5.3397503,1.6597209,1.784719,-0.1249981
46,-0.7855153,-0.97019774,"('uncompetitive', 'competitive')",0.15589502,0.08298738,-0.95807976,-1.245863,-0.5292334,-0.7110244,0.181791
25,-0.7506638,-0.5591781,"('egoistic', 'altruistic')",0.4729603,0.42974013,1.5455183,1.7676697,0.4226049,0.5460773,-0.1234724
78,-0.7420533,-1.1210886,"('nonresilient', 'resilient')",0.36953214,-0.035048433,0.204435,-0.03241407,-0.0560287,-0.3961837,0.340155
85,0.73883194,0.8430501,"('insignificant', 'prestigious')",-0.17536044,-0.13540024,0.49456337,1.0325282,0.3526783,0.5800594,-0.2273811
