,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
27,0.55122334,0.71209407,"('hardhearted', 'softhearted')",1.0416901,1.3990546,0.7964567,1.0555744,-0.2591177
55,-0.5315811,-0.8278109,"('incompetent', 'clever')",-0.021251444,-0.20665275,-0.2764163,-0.5172318,0.2408155
53,-0.5142179,-0.44737995,"('uncreative', 'creative')",0.18089983,0.21001768,-0.166659,-0.1186811,-0.0479779
76,-0.49364185,-0.7842697,"('anxious', 'daring')",-0.10852203,-0.4487959,-0.301082,-0.6165328,0.3154508
78,-0.48946536,-0.23935747,"('nonresilient', 'resilient')",-0.22166862,-0.0010837521,-0.355567,-0.1202206,-0.2353464
64,-0.48221266,-0.6020858,"('shy', 'confident')",-6.3792653,-6.579419,-3.4307389,-3.5907526,0.1600137
5,0.47677782,0.6479433,"('distant', 'outgoing')",-0.43110567,-0.3624391,0.0228361,0.1427521,-0.119916
87,0.4696497,0.45890966,"('unsuccessful', 'successful')",-0.059679605,0.122422494,0.2049851,0.2906661,-0.085681
79,-0.46366432,-0.13625425,"('wavering', 'unwavering')",-0.5256109,-0.40392354,-0.4946376,-0.2700889,-0.2245487
16,-0.46228835,-0.19536625,"('unpopular', 'popular')",-0.32302558,-0.042590566,-0.392657,-0.1189784,-0.2736786
49,-0.45561826,-0.4455805,"('unable', 'able')",-0.6875125,-0.6649214,-0.5715654,-0.5552509,-0.0163145
32,-0.43162012,-0.45299026,"('unkind', 'kind')",0.77017677,0.73232,0.1692783,0.1396649,0.0296134
7,-0.42497167,-0.56986684,"('insensitive', 'sensitive')",-0.09148699,-0.055643022,-0.2582293,-0.3127549,0.0545256
52,-0.41694307,-0.05357065,"('irrational', 'rational')",-0.26389137,0.05458452,-0.3404172,0.0005069,-0.3409241
6,0.38310915,0.6175063,"('distant', 'open')",-0.0134341195,0.19604373,0.1848375,0.406775,-0.2219375
8,0.37418225,0.60945547,"('unaffectionate', 'affectionate')",0.92303234,1.0456733,0.6486073,0.8275644,-0.1789571
18,-0.3734283,-0.28818724,"('disagreeable', 'welcoming')",-0.920693,-0.7612109,-0.6470606,-0.5246991,-0.1223615
1,0.37253782,0.65281504,"('unfriendly', 'friendly')",1.5715402,1.8237207,0.972039,1.2382679,-0.2662289
54,-0.3279691,-0.139484,"('incapable', 'capable')",0.4951769,0.53799224,0.0836039,0.1992541,-0.1156502
40,0.32734838,0.53588885,"('stingy', 'generous')",-2.2844214,-1.9011335,-0.9785365,-0.6826223,-0.2959142
14,-0.3209735,-0.60371876,"('antisocial', 'social')",-0.63593715,-0.80916446,-0.4784553,-0.7064416,0.2279863
74,0.30464458,0.3060566,"('undedicated', 'dedicated')",-0.09397722,-0.029322151,0.1053337,0.1383672,-0.0330335
37,0.30432457,0.2767888,"('fake', 'genuine')",0.37137082,0.4585287,0.3378477,0.3676587,-0.029811
9,0.30381992,0.529847,"('unaffectionate', 'caring')",1.1984345,1.3564906,0.7511272,0.9431688,-0.1920416
39,0.30255777,0.22898285,"('exploitative', 'cooperative')",0.51360536,0.49549225,0.4080816,0.3622375,0.0458441
47,0.29561275,0.11626619,"('stupid', 'smart')",5.191166,5.122887,2.7433894,2.6195767,0.1238127
2,-0.29013443,-0.45647976,"('unlikable', 'likable')",0.43240118,0.34353632,0.0711334,-0.0564717,0.1276051
50,0.28435132,0.4730495,"('clumsy', 'skillful')",-0.22498474,0.005796969,0.0296833,0.2394232,-0.2097399
67,0.28409082,0.31368503,"('doubtful', 'determined')",-0.4054284,-0.31848705,-0.0606688,-0.002401,-0.0582678
15,0.27908096,0.23513566,"('boring', 'funny')",0.09821981,0.06564805,0.1886504,0.1503918,0.0382586
29,-0.27342245,-0.28794694,"('unfair', 'fair')",-0.66898,-0.61595786,-0.4712012,-0.4519524,-0.0192488
12,-0.27309042,-0.19257623,"('unsupportive', 'supportive')",-2.1424947,-2.0202904,-1.2077925,-1.1064333,-0.1013592
4,0.24662223,0.41305998,"('disliked', 'liked')",-7.4282103,-7.3377213,-3.5907941,-3.4623306,-0.1284635
75,-0.2416499,-0.2692754,"('meek', 'impulsive')",-0.6656189,-0.74477744,-0.4536344,-0.5070264,0.053392
24,-0.23805201,-0.35386306,"('dishonest', 'honest')",0.8474184,0.7173831,0.3046832,0.18176,0.1229232
36,0.23721683,0.64092076,"('hostile', 'amicable')",-0.079735585,0.29336804,0.0787406,0.4671444,-0.3884038
80,0.2181414,0.065501735,"('dominated', 'dominating')",-1.00845,-1.0087159,-0.3951543,-0.4716071,0.0764528
44,0.20906547,-0.035609365,"('prejudiced', 'unprejudiced')",-0.98371804,-1.2877253,-0.3873263,-0.6616673,0.274341
83,-0.1612963,-0.2592098,"('powerless', 'powerful')",-1.2447342,-1.3673223,-0.7030152,-0.813266,0.1102508
84,0.13306965,0.18188004,"('inferior', 'superior')",0.32466593,0.4658427,0.2288678,0.3238614,-0.0949936
42,0.11423098,-0.06372158,"('unreliable', 'reliable')",-3.3553915,-3.525076,-1.6205803,-1.7943988,0.1738185
66,-0.108172596,0.10150483,"('inactive', 'active')",0.09358072,0.48791224,-0.0072959,0.2947085,-0.3020044
56,-0.088572085,-0.6449447,"('impractical', 'practical')",-0.35347754,-0.8970761,-0.2210248,-0.7710104,0.5499856
20,0.06048521,0.0016789027,"('rough', 'thoughtful')",0.51575226,0.6680249,0.2881187,0.3348519,-0.0467332
31,-0.03838622,0.2612399,"('evil', 'good')",-0.9948515,-0.65219617,-0.5166188,-0.1954781,-0.3211407
41,-0.024645265,0.04924513,"('unforgiving', 'forgiving')",-0.026790325,0.17066187,-0.0257178,0.1099535,-0.1356713
