,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
69,1.7604328,2.0480728,"('lazy', 'industrious')",-0.8554496,-0.47218102,0.4524916,0.7879459,-0.3354543
57,-1.6122549,-1.6239525,"('unimaginative', 'imaginative')",-3.7064087,-3.7286162,-2.6593318,-2.6762843,0.0169525
70,-1.5087852,-1.7421757,"('lethargic', 'energetic')",-0.009195613,-0.19700342,-0.7589904,-0.9695896,0.2105992
51,-1.4401063,-1.310967,"('uneducated', 'educated')",-0.35081103,-0.2164616,-0.8954586,-0.7637143,-0.1317443
68,-1.3972865,-1.3619686,"('dependent', 'independent')",-1.7443713,-1.5781016,-1.5708289,-1.4700351,-0.1007938
73,1.2735564,1.0929254,"('helpless', 'self-reliant')",-3.1082377,-3.212382,-0.9173407,-1.0597284,0.1423877
25,1.2392161,1.4699328,"('egoistic', 'altruistic')",1.2917048,1.446193,1.2654605,1.4580629,-0.1926024
77,-1.2319033,-1.3375658,"('unmotivated', 'motivated')",-1.2408217,-1.3497188,-1.2363625,-1.3436422,0.1072797
11,-1.2278656,-1.4282192,"('unhelpful', 'helpful')",1.5606467,1.1486036,0.1663905,-0.1398078,0.3061983
71,1.2214074,1.3462757,"('diffident', 'self-confident')",0.52683294,0.50442696,0.8741202,0.9253513,-0.0512311
81,-1.1388254,-1.3910842,"('submissive', 'aggressive')",-1.1161433,-1.3448551,-1.1274843,-1.3679696,0.2404853
58,-1.1384556,-1.0369174,"('undiscriminating', 'discriminating')",-0.17298827,-0.082853064,-0.655722,-0.5598853,-0.0958367
86,-1.1126945,-0.8919357,"('uninfluential', 'influential')",-0.89101213,-0.6067013,-1.0018533,-0.7493185,-0.2525348
59,1.0867332,1.2071337,"('foolish', 'wise')",0.0041444786,0.12977704,0.5454388,0.6684554,-0.1230166
48,-1.0820632,-1.1570463,"('unintelligent', 'intelligent')",-0.059705,-0.06239221,-0.5708841,-0.6097193,0.0388352
65,-1.0714228,-1.535968,"('insecure', 'secure')",-0.13556357,-0.45815757,-0.6034932,-0.9970627,0.3935695
3,-1.0544745,-1.1167159,"('repellent', 'pleasant')",0.25670108,0.2723537,-0.3988867,-0.4221811,0.0232944
46,-1.0410565,-1.2858553,"('uncompetitive', 'competitive')",-1.1032904,-1.2922329,-1.0721735,-1.2890441,0.2168706
26,1.0383741,1.2853578,"('hardhearted', 'benevolent')",1.2921635,1.5037037,1.1652688,1.3945308,-0.229262
61,-1.0195264,-1.1315936,"('illogical', 'logical')",-0.10143786,-0.0011667069,-0.5604821,-0.5663801,0.005898
23,-0.95429087,-1.1831343,"('insincere', 'sincere')",5.885711,5.6765976,2.4657102,2.2467318,0.2189784
72,-0.93471295,-1.1174372,"('unambitious', 'ambitious')",-0.22638059,-0.3971262,-0.5805467,-0.7572817,0.176735
17,-0.9263997,-0.8669143,"('nasty', 'nice')",-0.7411981,-0.5699909,-0.8337989,-0.7184526,-0.1153463
30,-0.8747695,-1.0554821,"('intolerant', 'tolerant')",-0.0042886734,-0.12977463,-0.4395291,-0.5926284,0.1530993
62,-0.8646377,-1.2366704,"('incompetent', 'brilliant')",-0.20332462,-0.61879253,-0.5339811,-0.9277315,0.3937504
10,-0.86023885,-0.8754374,"('unsympathetic', 'sympathetic')",-0.42334336,-0.32839787,-0.6417911,-0.6019176,-0.0398735
22,-0.85173863,-1.0461363,"('untrustworthy', 'trustworthy')",-1.1291745,-1.2973664,-0.9904566,-1.1717513,0.1812947
63,-0.8382455,-0.840092,"('unperceptive', 'insightful')",-0.119204015,-0.07720438,-0.4787248,-0.4586482,-0.0200766
60,-0.8380949,-1.3824017,"('inefficient', 'efficient')",0.13893333,-0.2778423,-0.3495808,-0.830122,0.4805412
33,0.83622444,1.0828334,"('wrong', 'right')",-0.4251163,-0.20594263,0.2055541,0.4384454,-0.2328913
34,-0.8284369,-0.8085199,"('mean', 'honorable')",5.2086143,5.181038,2.1900887,2.186259,0.0038297
88,-0.8051918,-0.59323615,"('low', 'eminent')",-0.58526474,-0.5799281,-0.6952283,-0.5865821,-0.1086462
19,-0.79296786,-0.51078796,"('inhospitable', 'hospitable')",-0.48518297,-0.28444117,-0.6390754,-0.3976146,-0.2414608
21,-0.76821333,-0.96819985,"('immoral', 'moral')",-1.0605698,-1.220635,-0.9143915,-1.0944175,0.180026
13,-0.7627434,-1.0641108,"('impolite', 'polite')",-0.7171703,-0.8857581,-0.7399569,-0.9749345,0.2349776
82,-0.70950013,-0.8661433,"('poor', 'rich')",5.6256585,5.478605,2.4580791,2.3062308,0.1518483
38,-0.70193815,-0.80710167,"('untruthful', 'truthful')",-0.017069297,-0.15602481,-0.3595037,-0.4815632,0.1220595
28,-0.6294265,-0.61023057,"('disloyal', 'loyal')",0.8391206,0.7472749,0.1048471,0.0685222,0.0363249
35,0.62664044,0.836175,"('corrupt', 'incorrupt')",-0.5199285,-0.37254518,0.053356,0.2318149,-0.1784589
85,0.61910605,1.2227429,"('insignificant', 'prestigious')",-0.3394714,0.059817947,0.1398173,0.6412804,-0.5014631
0,-0.60853475,-0.6272356,"('unsociable', 'sociable')",-0.41470996,-0.3388608,-0.5116224,-0.4830482,-0.0285742
45,-0.5607648,-0.7856295,"('incompetent', 'competent')",-0.5045866,-0.6439447,-0.5326757,-0.7147871,0.1821114
43,-0.55921173,-0.94969964,"('irresponsible', 'responsible')",0.5474997,0.22641686,-0.005856,-0.3616414,0.3557854
