,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
82,-2.0307815,-2.0038826,"('poor', 'rich')",0.12422474,-0.03812649,6.8312955,5.9721427,1.6415796,1.3100445,0.3315351
9,1.9688404,2.0394058,"('unaffectionate', 'caring')",0.44600576,0.5441499,0.773941,0.7562042,1.0629291,1.1132533,-0.0503242
74,1.6767393,1.6673213,"('undedicated', 'dedicated')",-0.099673375,-0.009373492,-0.48260722,-0.29779267,0.3648196,0.453385,-0.0885654
71,1.461363,1.3930552,"('diffident', 'self-confident')",1.4627181,1.4498978,0.37792486,0.36348605,1.1006687,1.068813,0.0318557
16,-1.4280806,-1.3836402,"('unpopular', 'popular')",0.19426325,-0.05399535,0.40829596,0.23571277,-0.2751738,-0.4006409,0.1254671
85,1.3566741,1.3269457,"('insignificant', 'prestigious')",-0.05583708,0.0050630346,-1.5513842,-1.184984,-0.0835157,0.0490083,-0.132524
72,1.2844664,1.4113989,"('unambitious', 'ambitious')",0.69318426,0.81667197,-0.31396928,-0.39203444,0.5545605,0.6120121,-0.0574516
0,-1.2508752,-1.2412764,"('unsociable', 'sociable')",0.7812954,0.8233528,0.22269106,0.007844994,-0.0822963,-0.1366929,0.0543966
26,1.2366105,1.3012145,"('hardhearted', 'benevolent')",0.6105608,0.8056159,0.7148211,1.3058132,0.8539975,1.1375478,-0.2835503
73,1.1767198,1.261228,"('helpless', 'self-reliant')",0.4490019,0.52419984,-3.6906292,-3.3232894,-0.6883025,-0.5126205,-0.175682
44,-1.1390501,-1.1186848,"('prejudiced', 'unprejudiced')",-1.0883616,-0.93504846,-1.3785173,-1.2125249,-1.2019763,-1.0887527,-0.1132236
12,1.1091013,1.041999,"('unsupportive', 'supportive')",1.1651719,1.1131376,-1.8568934,-1.4838489,0.1391266,0.2237626,-0.084636
84,1.1031662,1.0858032,"('inferior', 'superior')",0.7651517,0.8045883,0.64840966,0.60231996,0.8389091,0.8309038,0.0080053
47,-1.0535396,-0.93984854,"('stupid', 'smart')",0.75025004,0.92685103,5.5699396,5.153353,1.7555501,1.7134519,0.0420982
39,1.0396289,1.2181599,"('exploitative', 'cooperative')",-0.7401566,-0.49039385,-0.1265857,0.039060652,0.0576289,0.2556089,-0.19798
24,1.0322115,1.1131912,"('dishonest', 'honest')",0.63815796,0.9767815,0.61720854,0.84341353,0.762526,0.9777954,-0.2152694
33,1.0307522,1.0002794,"('wrong', 'right')",1.1310872,1.1696291,-0.91419363,-0.7222169,0.415882,0.4825639,-0.0666819
58,-1.0249817,-0.97274584,"('undiscriminating', 'discriminating')",0.31295434,0.3787787,-0.20144364,-0.20633167,-0.3044904,-0.2667663,-0.0377241
34,-0.92476463,-1.0432903,"('mean', 'honorable')",0.22759795,0.22829923,5.4045763,4.7680306,1.5691366,1.3176799,0.2514567
14,-0.87781966,-0.79816854,"('antisocial', 'social')",0.7981887,0.87966275,-0.057713285,0.16986118,-0.0457814,0.0837851,-0.1295665
40,0.83714765,0.8459982,"('stingy', 'generous')",0.32030258,0.21802694,-2.4999156,-2.3779664,-0.4474885,-0.4379804,-0.0095081
61,0.83662397,0.863829,"('illogical', 'logical')",0.57899433,0.6580068,0.4397744,0.43976998,0.6184642,0.6538686,-0.0354044
22,-0.8205616,-0.7030049,"('untrustworthy', 'trustworthy')",-0.32524967,-0.24670005,-0.774096,-0.67918193,-0.6399691,-0.5429623,-0.0970068
62,0.7873545,0.66950065,"('incompetent', 'brilliant')",1.5964861,1.4547518,1.1903819,1.1252593,1.1914075,1.0831706,0.1082369
25,0.7701446,0.7367381,"('egoistic', 'altruistic')",1.2265394,1.2363201,0.65154386,0.841241,0.8827426,0.9380997,-0.0553571
20,-0.76512384,-0.72937834,"('rough', 'thoughtful')",-0.6753625,-0.7500907,0.40584198,0.12607315,-0.3448815,-0.451132,0.1062505
51,-0.73024523,-0.92445815,"('uneducated', 'educated')",0.22706363,0.08543647,0.8554152,0.74910355,0.1174112,-0.0299727,0.1473839
55,-0.69310737,-0.71040624,"('incompetent', 'clever')",1.0230339,0.9877359,0.7698046,0.5712318,0.366577,0.2828538,0.0837232
19,-0.67842466,-0.7497573,"('inhospitable', 'hospitable')",-1.7994305,-1.773714,-1.1322021,-1.1754584,-1.2033525,-1.2329766,0.0296241
78,-0.6536471,-0.8599916,"('nonresilient', 'resilient')",1.1954489,0.6885067,0.6704092,-0.10926247,0.4040703,-0.0935825,0.4976528
42,0.62621456,0.75035447,"('unreliable', 'reliable')",0.28473264,0.4020571,-2.4227874,-2.1445625,-0.5039467,-0.330717,-0.1732297
17,-0.6065937,-0.57004654,"('nasty', 'nice')",-1.4545779,-1.4232175,-0.60325676,-0.59874314,-0.8881427,-0.8640024,-0.0241403
45,-0.604247,-0.65433425,"('incompetent', 'competent')",0.29594746,0.21758811,0.25636455,0.17992502,-0.0173117,-0.085607,0.0682953
18,0.59644777,0.8270978,"('disagreeable', 'welcoming')",-0.521812,-0.36657584,-1.0142695,-0.97399414,-0.3132112,-0.1711574,-0.1420538
27,0.5714609,0.401896,"('hardhearted', 'softhearted')",-0.28236532,-0.17171288,0.30231738,0.15037085,0.1971377,0.1268513,0.0702864
31,-0.56503004,-0.5577204,"('evil', 'good')",-1.1367245,-1.2235756,-2.081574,-1.8881576,-1.2611095,-1.2231512,-0.0379583
65,-0.5617855,-0.53285503,"('insecure', 'secure')",0.23863058,0.4093242,0.53828114,0.3793806,0.0717087,0.0852833,-0.0135746
46,-0.5604639,-0.5995862,"('uncompetitive', 'competitive')",0.8205172,0.74660283,-0.023898067,-0.31679493,0.0787184,-0.0565928,0.1353112
49,-0.5386915,-0.5752335,"('unable', 'able')",-0.15469621,-0.26226038,-0.2036184,-0.6128776,-0.2990021,-0.4834572,0.1844551
2,0.53675157,0.6180374,"('unlikable', 'likable')",1.7520075,1.8577876,0.65918374,1.1003644,0.9826476,1.1920632,-0.2094156
60,0.5308351,0.7434914,"('inefficient', 'efficient')",1.5642014,1.7302682,0.8783684,0.8685131,0.991135,1.1140909,-0.1229559
67,0.5227188,0.49864805,"('doubtful', 'determined')",0.04643534,0.17877614,-0.30950347,-0.0018625343,0.0865502,0.2251872,-0.138637
50,-0.5162612,-0.54992855,"('clumsy', 'skillful')",-0.6454798,-0.68628126,0.46332106,0.07776879,-0.2328066,-0.386147,0.1533404
