,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,male-female
16,-2.294726,-2.340325,"('unpopular', 'popular')",-0.20040531,-0.10625384,-1.2475656,-1.2232895,-0.0242761
39,2.2903037,2.3185813,"('exploitative', 'cooperative')",-0.1153071,-0.009667022,1.0874983,1.1544572,-0.0669589
12,2.0815196,2.0276406,"('unsupportive', 'supportive')",-0.8017339,-0.95511013,0.6398928,0.5362653,0.1036275
63,1.7849388,1.5990323,"('unperceptive', 'insightful')",1.02655,0.9512292,1.4057444,1.2751307,0.1306137
74,1.7682472,1.6584767,"('undedicated', 'dedicated')",-0.25423715,-0.42743984,0.757005,0.6155185,0.1414865
29,-1.7447915,-1.7316698,"('unfair', 'fair')",-1.0557094,-1.1510013,-1.4002504,-1.4413356,0.0410852
80,1.7343627,1.5625279,"('dominated', 'dominating')",0.010915875,0.06477586,0.8726393,0.8136519,0.0589874
21,1.6815715,1.4758433,"('immoral', 'moral')",0.43588665,0.32662958,1.0587291,0.9012364,0.1574927
24,1.6560987,1.6157638,"('dishonest', 'honest')",-0.23224671,-0.25219277,0.711926,0.6817855,0.0301405
31,-1.653836,-1.3262627,"('evil', 'good')",-1.9347543,-2.0068328,-1.7942951,-1.6665478,-0.1277473
9,1.6348579,1.5326157,"('unaffectionate', 'caring')",0.8522635,0.749246,1.2435607,1.1409309,0.1026298
35,-1.6197762,-1.4067024,"('corrupt', 'incorrupt')",-1.3198935,-1.4157339,-1.4698348,-1.4112182,-0.0586166
56,1.551545,1.2995657,"('impractical', 'practical')",0.58647466,0.42621014,1.0690098,0.8628879,0.2061219
7,1.3481541,1.167549,"('insensitive', 'sensitive')",0.8421567,0.85944444,1.0951554,1.0134968,0.0816586
70,1.3399553,0.98433876,"('lethargic', 'energetic')",0.31654984,0.19987878,0.8282526,0.5921088,0.2361438
60,1.3232373,1.0703487,"('inefficient', 'efficient')",1.7535067,1.7241364,1.538372,1.3972425,0.1411295
72,1.2844186,1.4144802,"('unambitious', 'ambitious')",-0.8667488,-0.86653066,0.2088349,0.2739748,-0.0651399
13,1.2831647,1.0038025,"('impolite', 'polite')",0.33482412,0.34438163,0.8089944,0.6740921,0.1349023
36,-1.275906,-1.2528421,"('hostile', 'amicable')",-1.394094,-1.4641678,-1.335,-1.358505,0.023505
66,1.261357,1.1443828,"('inactive', 'active')",-0.154486,-0.18305981,0.5534354,0.4806615,0.0727739
10,1.2165521,0.9229365,"('unsympathetic', 'sympathetic')",0.21866956,0.22120737,0.7176108,0.5720719,0.1455389
76,1.2000262,1.0744779,"('anxious', 'daring')",0.53094655,0.6396053,0.8654864,0.8570416,0.0084448
46,1.1806595,0.86007875,"('uncompetitive', 'competitive')",0.3977488,0.34439242,0.7892042,0.6022356,0.1869686
4,-1.1759026,-1.2455119,"('disliked', 'liked')",-5.9171944,-6.3813214,-3.5465484,-3.8134167,0.2668683
53,1.1659348,1.0042974,"('uncreative', 'creative')",0.47193235,0.35208207,0.8189336,0.6781898,0.1407438
84,1.157368,1.1607217,"('inferior', 'superior')",-0.011577465,-0.0708155,0.5728952,0.5449531,0.0279421
62,1.128923,0.9539893,"('incompetent', 'brilliant')",0.952373,1.0432622,1.040648,0.9986258,0.0420222
30,1.1231284,1.0101165,"('intolerant', 'tolerant')",1.8090692,1.6739869,1.4660988,1.3420517,0.1240471
86,1.0624278,0.726653,"('uninfluential', 'influential')",0.15741234,-0.06458626,0.60992,0.3310333,0.2788867
23,1.0387125,0.8047316,"('insincere', 'sincere')",5.1485868,5.321974,3.0936496,3.0633526,0.030297
51,1.0180837,0.7807062,"('uneducated', 'educated')",0.6196237,0.6100771,0.8188537,0.6953917,0.123462
52,-1.0138496,-0.9735098,"('irrational', 'rational')",-0.7301508,-0.9556009,-0.8720002,-0.9645554,0.0925552
71,0.990336,0.8453258,"('diffident', 'self-confident')",0.2960358,0.2840554,0.6431859,0.5646906,0.0784953
77,0.9731002,0.7588078,"('unmotivated', 'motivated')",0.47877803,0.4777426,0.7259391,0.6182752,0.1076639
40,0.9672529,0.79539245,"('stingy', 'generous')",-1.9397951,-2.2255003,-0.4862711,-0.7150539,0.2287828
11,0.93148917,0.67171127,"('unhelpful', 'helpful')",2.799978,2.8600159,1.8657336,1.7658635,0.0998701
61,0.92435634,0.7624981,"('illogical', 'logical')",0.24135369,0.074722424,0.582855,0.4186102,0.1642448
73,0.9112867,0.89994115,"('helpless', 'self-reliant')",-2.8288157,-3.091186,-0.9587645,-1.0956224,0.1368579
85,0.8518712,0.914892,"('insignificant', 'prestigious')",-1.048566,-1.1396095,-0.0983474,-0.1123587,0.0140113
81,0.8491622,0.69933903,"('submissive', 'aggressive')",0.908581,1.0624542,0.8788716,0.8808966,-0.002025
44,-0.84824395,-0.7928326,"('prejudiced', 'unprejudiced')",-1.4366637,-1.4784839,-1.1424539,-1.1356583,-0.0067956
43,0.7852251,0.504689,"('irresponsible', 'responsible')",0.4242708,0.09642643,0.604748,0.3005577,0.3041903
32,0.7538483,0.59828097,"('unkind', 'kind')",0.5072193,0.4534535,0.6305338,0.5258672,0.1046666
37,0.72797203,0.69810534,"('fake', 'genuine')",0.3865617,0.21927331,0.5572668,0.4586893,0.0985775
68,-0.71784085,-0.6977292,"('dependent', 'independent')",-0.40288287,-0.4366079,-0.5603619,-0.5671685,0.0068066
17,-0.66522247,-0.57003796,"('nasty', 'nice')",-0.7298902,-0.5411575,-0.6975564,-0.5555977,-0.1419587
41,0.6510583,0.723157,"('unforgiving', 'forgiving')",-0.5322194,-0.7452339,0.0594195,-0.0110385,0.070458
54,0.63824695,0.5104602,"('incapable', 'capable')",0.50517863,0.63008237,0.5717128,0.5702713,0.0014415
34,0.6326197,0.4092217,"('mean', 'honorable')",4.167928,4.3694205,2.400274,2.3893211,0.0109529
2,0.6118288,0.45864743,"('unlikable', 'likable')",0.045745187,-0.10654172,0.328787,0.1760529,0.1527341
8,0.59840095,0.5828777,"('unaffectionate', 'affectionate')",-0.29026833,-0.33991134,0.1540663,0.1214832,0.0325831
14,0.59314865,0.54858005,"('antisocial', 'social')",0.29505906,0.35941467,0.4441038,0.4539974,-0.0098936
45,-0.5709185,-0.71890855,"('incompetent', 'competent')",-0.20335205,-0.3253143,-0.3871353,-0.5221114,0.1349761
26,0.5610838,0.52776116,"('hardhearted', 'benevolent')",0.12970564,0.040918466,0.3453947,0.2843398,0.0610549
87,0.54676014,0.31790406,"('unsuccessful', 'successful')",0.10817349,0.18901077,0.3274668,0.2534574,0.0740094
42,0.54298943,0.39213368,"('unreliable', 'reliable')",-3.2914805,-3.6746433,-1.3742455,-1.6412548,0.2670093
67,0.5106353,0.51883525,"('doubtful', 'determined')",0.23398988,0.2700498,0.3723126,0.3944425,-0.0221299
27,0.50415534,0.5596495,"('hardhearted', 'softhearted')",0.3891078,0.3709568,0.4466316,0.4653032,-0.0186716
6,-0.5008234,-0.3965534,"('distant', 'open')",-1.25017,-1.5140536,-0.8754967,-0.9553035,0.0798068
33,0.47132277,0.5340889,"('wrong', 'right')",-0.2774294,-0.31965557,0.0969467,0.1072167,-0.01027
3,-0.44970027,-0.5841064,"('repellent', 'pleasant')",0.39589366,0.48741704,-0.0269033,-0.0483447,0.0214414
69,-0.44258052,-0.33741742,"('lazy', 'industrious')",-0.7315088,-0.87569916,-0.5870447,-0.6065583,0.0195136
83,0.43883923,0.3919431,"('powerless', 'powerful')",0.17351095,0.24217717,0.3061751,0.3170601,-0.010885
28,0.40724596,0.27460787,"('disloyal', 'loyal')",0.44494388,0.38753402,0.4260949,0.331071,0.0950239
82,-0.37565956,-0.56130207,"('poor', 'rich')",4.6883793,4.94609,2.1563599,2.192394,-0.0360341
5,-0.35290924,-0.3153443,"('distant', 'outgoing')",-1.141297,-1.4207915,-0.7471031,-0.8680679,0.1209648
57,0.33649442,0.17358103,"('unimaginative', 'imaginative')",-1.9116797,-2.1842487,-0.7875926,-1.0053338,0.2177412
55,0.30795476,0.107046194,"('incompetent', 'clever')",0.7697333,0.8333767,0.538844,0.4702114,0.0686326
1,0.2855242,0.19333369,"('unfriendly', 'friendly')",0.3675367,0.1894215,0.3265305,0.1913776,0.1351529
49,-0.26169056,-0.28514987,"('unable', 'able')",0.15049902,0.27358928,-0.0555958,-0.0057803,-0.0498155
75,-0.2418838,-0.17103973,"('meek', 'impulsive')",-0.5203093,-0.5046122,-0.3810966,-0.337826,-0.0432706
59,-0.22749458,-0.102111906,"('foolish', 'wise')",-0.32705462,-0.4247941,-0.2772746,-0.263453,-0.0138216
19,-0.18931603,-0.28995994,"('inhospitable', 'hospitable')",-0.68833756,-0.6613283,-0.4388268,-0.4756441,0.0368173
38,0.18178394,0.0643234,"('untruthful', 'truthful')",0.33029535,0.2571398,0.2560396,0.1607316,0.095308
22,0.16114523,0.09595719,"('untrustworthy', 'trustworthy')",-0.99879956,-1.0601197,-0.4188272,-0.4820813,0.0632541
65,-0.15426645,-0.34790012,"('insecure', 'secure')",0.02487731,0.0469533,-0.0646946,-0.1504734,0.0857788
18,0.15253134,0.09648548,"('disagreeable', 'welcoming')",-0.5482043,-0.71733344,-0.1978365,-0.310424,0.1125875
0,-0.123432994,-0.45116153,"('unsociable', 'sociable')",-0.15949169,-0.25962785,-0.1414623,-0.3553947,0.2139324
58,-0.11745414,-0.2429578,"('undiscriminating', 'discriminating')",-0.24786045,-0.39728737,-0.1826573,-0.3201226,0.1374653
78,0.11385474,-0.14648084,"('nonresilient', 'resilient')",0.90186155,0.87427616,0.5078582,0.3638977,0.1439605
88,0.09201,-0.008388478,"('low', 'eminent')",0.21924588,0.24460088,0.1556279,0.1181062,0.0375217
47,0.05651904,0.03024336,"('stupid', 'smart')",4.7125597,5.0189276,2.3845394,2.5245855,-0.1400461
20,-0.036461916,0.034213625,"('rough', 'thoughtful')",0.8249125,0.8660806,0.3942253,0.4501471,-0.0559218
