,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
28,-1.0157794,-0.96532553,"('disloyal', 'loyal')",-0.60263985,-0.5890394,-1.0717127,-1.325199,-1.8983339,-2.027183,0.74037755,0.6733025,-0.7696177,-0.8466888,0.0770711
66,-1.0074894,-1.0173042,"('inactive', 'active')",-0.75740534,-0.8224814,0.784987,1.0233335,0.8045723,0.8874737,0.6765652,0.77753586,0.1002459,0.1697115,-0.0694656
46,-0.9901698,-0.35137528,"('uncompetitive', 'competitive')",-1.0878636,-0.6286341,-1.1597705,-1.1763716,-1.5141151,-1.4478859,-0.49713534,-0.37268436,-1.0498108,-0.7953902,-0.2544206
82,-0.9712513,-0.5853462,"('poor', 'rich')",-0.74790704,-0.465055,-0.47195926,-0.21836631,-1.7620052,-1.5645292,5.4682593,5.695242,0.3030272,0.572389,-0.2693618
76,-0.93999755,-0.48630062,"('anxious', 'daring')",-0.8003308,-0.50217754,-0.40757284,-0.17069276,-1.5692337,-1.5169373,-0.10671078,-0.007417951,-0.7647691,-0.5367053,-0.2280638
15,0.92654663,0.88817936,"('boring', 'funny')",1.1771165,1.1324584,0.6069435,0.7880149,0.41947806,0.34438217,0.42815498,0.49111795,0.7116479,0.7288305,-0.0171826
62,-0.9208304,-0.36927322,"('incompetent', 'brilliant')",-0.53881174,-0.15394819,-2.082768,-1.9420167,-0.40870392,-0.3262127,-0.010509055,0.14446747,-0.7923246,-0.5293966,-0.262928
51,-0.81570977,-0.49751696,"('uneducated', 'educated')",-0.67275655,-0.4662434,-0.13486436,-0.08262454,-0.91658294,-0.9445646,0.676094,0.6563989,-0.3727639,-0.2669101,-0.1058538
70,-0.77556914,-0.35897195,"('lethargic', 'energetic')",-1.5221484,-1.22284,-1.0134509,-0.9320413,-1.7561854,-1.8946929,0.37272874,0.42350718,-0.938925,-0.7970078,-0.1419172
42,0.77222687,0.7223201,"('unreliable', 'reliable')",1.2305442,1.3916409,1.3751578,1.4544158,1.0620841,0.96509826,-2.4533,-2.6019287,0.3973426,0.3863092,0.0110334
7,-0.7713965,-0.38946736,"('insensitive', 'sensitive')",0.2787182,0.46143198,-0.54182965,-0.6701938,-2.0506246,-2.0772207,0.82679373,0.79913497,-0.4516678,-0.375263,-0.0764048
43,0.76425946,1.0167499,"('irresponsible', 'responsible')",0.3593793,0.66450363,-0.5107843,-0.4816435,-1.2034681,-1.3043108,0.82607555,0.87448645,0.0470924,0.1539571,-0.1068647
21,-0.7567866,-0.16376269,"('immoral', 'moral')",-0.7515133,-0.36011308,-1.116618,-0.9586631,-2.5762694,-2.5094674,-0.77679163,-0.7059372,-1.1955957,-0.9395887,-0.256007
84,0.7552884,0.5479162,"('inferior', 'superior')",0.77496296,0.71178126,0.22844362,0.0668612,0.04851912,-0.02842636,1.0120213,0.80005527,0.5638471,0.4196375,0.1442096
47,0.75194275,1.097094,"('stupid', 'smart')",0.44818157,0.78197366,0.50182515,0.829718,-0.24912922,-0.006962903,4.9901195,5.3369303,1.288588,1.6077505,-0.3191625
55,-0.7413289,-0.07268615,"('incompetent', 'clever')",0.5458666,0.87855554,-1.2177392,-1.2513808,-2.5262537,-2.5659242,-0.120832294,-0.068295255,-0.8120575,-0.6159461,-0.1961114
18,-0.7265524,-0.7156114,"('disagreeable', 'welcoming')",0.76218927,0.7132951,0.49690592,0.49097887,-0.5338997,-0.57988274,-0.24560967,-0.3069653,-0.0493933,-0.0796371,0.0302438
49,-0.71728086,-0.49832267,"('unable', 'able')",0.013144903,0.1865574,-0.89578235,-0.7275733,-0.94208974,-0.81864226,-0.19402249,-0.14742506,-0.5472061,-0.4010812,-0.1461249
58,-0.71704084,-0.6982993,"('undiscriminating', 'discriminating')",-0.49309087,-0.4749779,-0.74391776,-0.6396895,-1.0152566,-1.0977322,-0.1083218,-0.1554583,-0.6155256,-0.6132314,-0.0022942
57,-0.7161454,-0.64416474,"('unimaginative', 'imaginative')",-0.2546193,-0.08841093,-1.1031913,-1.2193092,-1.9874775,-2.1957777,-2.2431402,-2.4286773,-1.2609148,-1.3152679,0.0543531
63,-0.6929653,-0.3870992,"('unperceptive', 'insightful')",-1.4378127,-1.1610237,0.76151216,0.8158924,-1.1794595,-1.3613122,1.2741828,1.1513776,-0.2549085,-0.188433,-0.0664755
39,0.6545792,0.9583002,"('exploitative', 'cooperative')",0.53938437,0.5359946,0.44718486,0.39979672,-0.28340602,-0.34365034,0.30730814,0.35266766,0.3330101,0.3806218,-0.0476117
37,0.6256484,0.610995,"('fake', 'genuine')",0.9083241,0.8730742,0.050940346,-0.03668826,0.31449485,0.21627688,0.4614548,0.5214009,0.4721725,0.4370117,0.0351608
2,0.61173874,0.7669342,"('unlikable', 'likable')",0.748604,0.9170444,0.7469586,1.039137,0.8763215,1.0199835,0.8455623,0.9727803,0.765837,0.9431759,-0.1773389
25,-0.60961634,-0.93059933,"('egoistic', 'altruistic')",0.80637354,0.608815,0.15588816,0.07787746,-0.35785913,-0.39347196,1.5281425,1.4603906,0.3045857,0.1646024,0.1399833
41,0.6051781,0.59692276,"('unforgiving', 'forgiving')",-0.03412607,0.08988322,-0.21506077,-0.15844657,-0.79714185,-1.1047575,0.2705769,0.17646274,-0.0341147,-0.0799871,0.0458724
88,-0.5917051,-0.7392872,"('low', 'eminent')",-0.9570117,-0.8479053,-0.34601808,-0.29978767,-1.2881039,-1.2283077,0.39886945,0.35004675,-0.5567939,-0.5530482,-0.0037457
9,0.5900776,0.20813902,"('unaffectionate', 'caring')",1.1639493,1.0564848,0.038980365,-0.20538485,0.20900121,0.00512968,1.6317449,1.6727667,0.7267507,0.5474271,0.1793236
17,-0.58477724,-0.49487308,"('nasty', 'nice')",0.25561738,0.3101663,-0.3986428,-0.28643876,-0.75281984,-0.83447814,-0.63001907,-0.5681788,-0.4221283,-0.3747605,-0.0473678
6,0.5653918,-0.0690787,"('distant', 'open')",2.2435057,1.8571284,1.7104492,1.6414901,0.8732687,0.737684,0.6869971,0.6987808,1.2159225,0.973201,0.2427215
27,-0.5594405,-0.8159851,"('hardhearted', 'softhearted')",-0.23446105,-0.27564818,-0.4175234,-0.5532457,-0.08315812,-0.12797707,1.5784521,1.5617739,0.0567738,-0.0422165,0.0989903
67,0.55278623,0.61414087,"('doubtful', 'determined')",0.09224271,0.22414707,-0.30087274,-0.11402629,0.3689937,0.37759236,-0.47994176,-0.4709286,0.0466416,0.1261851,-0.0795435
65,-0.52836144,0.05741046,"('insecure', 'secure')",0.41074184,0.6786413,-1.015321,-1.1776326,-1.9081854,-1.8938172,-0.42279154,-0.4527864,-0.6927835,-0.5576369,-0.1351466
75,-0.49826497,-0.8300564,"('meek', 'impulsive')",-1.03728,-1.2469691,-0.0020525344,0.18685986,0.4117914,0.4076363,-0.56370354,-0.5404019,-0.3379019,-0.4045862,0.0666843
19,-0.48053572,-0.68742865,"('inhospitable', 'hospitable')",0.27229118,0.062387884,0.40602645,0.496328,0.5039452,0.58346695,0.34247434,0.25253952,0.2088403,0.1414587,0.0673816
38,0.45582813,0.4993871,"('untruthful', 'truthful')",-0.20651579,-0.12964438,-0.19349107,-0.13151288,0.79209197,0.6898821,0.2663473,0.30231932,0.2228521,0.2460862,-0.0232341
32,0.45578203,0.50710845,"('unkind', 'kind')",0.620372,0.8101462,0.6488591,0.66148174,-1.2482444,-1.3102691,1.0985134,1.154289,0.3150564,0.3645513,-0.0494949
33,0.42986065,0.31987062,"('wrong', 'right')",-0.19911553,-0.47629553,0.9228655,0.87921363,1.1825811,1.0919542,-0.17658263,-0.14783499,0.4319218,0.3333816,0.0985402
31,-0.42191526,-0.9674548,"('evil', 'good')",1.1983918,0.89193654,1.5590961,1.456314,0.43869516,0.3359682,-0.79113805,-0.9898531,0.396626,0.1453822,0.2512438
34,-0.407138,-0.29357502,"('mean', 'honorable')",-0.18499282,-0.11467854,-0.57592165,-0.54050994,0.36022374,0.46255803,5.822603,5.928446,1.0029549,1.088448,-0.0854931
24,0.3570775,0.39773223,"('dishonest', 'honest')",0.34794387,0.35399178,-1.5658935,-1.6976684,-0.79501253,-0.8753232,0.7622508,0.79518634,-0.1787268,-0.2052163,0.0264895
14,-0.35500723,0.13335735,"('antisocial', 'social')",-0.06834017,0.23699033,-0.86167,-0.7895957,-0.72824585,-0.73958915,-0.96867085,-0.9114957,-0.5963868,-0.4140666,-0.1823202
35,0.35453752,-0.16603716,"('corrupt', 'incorrupt')",0.16042769,-0.3220755,1.123914,1.1688936,1.3689929,1.324287,-0.0911168,-0.14973728,0.583351,0.3710662,0.2122848
69,-0.34035316,-0.63529193,"('lazy', 'industrious')",1.0296367,0.79996747,2.6789908,2.7993457,2.3411596,2.37937,-0.35467812,-0.4256488,1.0709512,0.9835485,0.0874027
54,-0.33737743,-0.30561537,"('incapable', 'capable')",0.7924047,0.81838953,0.21616186,0.3870119,-0.35685566,-0.20297098,1.2921038,1.4355314,0.3212874,0.4264693,-0.1051819
26,-0.31248638,-0.6175421,"('hardhearted', 'benevolent')",1.5541712,1.4250659,1.192778,1.0715566,0.08230259,-0.117355466,1.8932562,1.7818362,0.8820044,0.7087122,0.1732922
48,-0.31005642,-0.04440833,"('unintelligent', 'intelligent')",-0.33874416,-0.19794393,-1.6941253,-1.8338097,-2.0480137,-2.32369,0.6987673,0.60407823,-0.7384345,-0.7591547,0.0207202
16,-0.30927557,-0.35398376,"('unpopular', 'popular')",-0.20829001,-0.20590542,0.94759095,0.9836797,0.69323987,0.7159192,0.20916688,0.32926732,0.2664864,0.2937954,-0.027309
87,-0.2940713,0.10131744,"('unsuccessful', 'successful')",-0.19574803,-0.016397187,0.7143476,0.91360396,1.0972924,1.3138292,0.8743459,1.0101845,0.4392333,0.6645076,-0.2252743
44,0.28840616,0.18773331,"('prejudiced', 'unprejudiced')",-0.24685279,-0.27938133,0.10922016,0.36111712,1.2121909,1.372387,-1.211614,-1.1405814,0.0302701,0.100255,-0.0699849
78,-0.2552373,-0.15094556,"('nonresilient', 'resilient')",0.032818604,0.1899851,-0.19747435,-0.18465136,0.45991963,0.55809754,0.8496787,0.8202794,0.1779411,0.246553,-0.0686119
83,0.24712503,0.3416165,"('powerless', 'powerful')",0.35108113,0.5897875,-0.73097354,-0.7645583,-0.78378654,-0.85461366,-0.95168847,-0.77146375,-0.3736485,-0.2918463,-0.0818022
74,0.24260688,0.47635674,"('undedicated', 'dedicated')",0.29793668,0.39583763,0.31336913,0.3005046,-0.7329778,-0.80516213,0.32197198,0.31139585,0.0885814,0.1357865,-0.0472051
85,0.23451793,-0.44417655,"('insignificant', 'prestigious')",1.3680142,1.1367714,1.345187,1.4322929,1.7437333,1.7523068,1.1866397,1.0906594,1.1756185,0.9935709,0.1820476
4,0.22112773,-0.15271504,"('disliked', 'liked')",-0.15708458,-0.17792584,1.4683299,1.4893607,1.3594536,1.2583102,-5.7128596,-5.970215,-0.5642066,-0.710637,0.1464304
61,0.20279624,0.49751878,"('illogical', 'logical')",0.28504238,0.41854596,0.04561977,0.12062928,0.49375224,0.6028885,0.47911292,0.4847328,0.3012647,0.4248631,-0.1235984
59,0.19254334,-0.07285769,"('foolish', 'wise')",0.4895681,0.4555267,1.50847,1.485872,0.2320216,0.20782745,0.47907045,0.35127828,0.5803347,0.4855293,0.0948054
36,-0.18420297,-0.6144706,"('hostile', 'amicable')",0.29419217,-0.04313327,0.83311373,0.96244866,1.034712,1.0523683,0.29761893,0.1945308,0.4550868,0.3103488,0.144738
45,-0.17672044,0.2215885,"('incompetent', 'competent')",0.3512349,0.63722384,-1.0822686,-1.0870379,-0.2956932,-0.35673058,-0.3345706,-0.40967917,-0.3076036,-0.1989271,-0.1086765
23,0.16459474,0.65128964,"('insincere', 'sincere')",-0.34240744,-0.11324495,-1.5698111,-1.5540392,-0.94811213,-0.99392766,5.4796715,5.626486,0.5567871,0.7233127,-0.1665256
11,-0.15971497,0.06504481,"('unhelpful', 'helpful')",-0.8117164,-0.6326595,-1.2324021,-1.271007,-0.37548578,-0.4314645,2.0275974,2.019977,-0.1103444,-0.0500218,-0.0603226
72,-0.15293613,-0.25606325,"('unambitious', 'ambitious')",0.032303408,0.08686289,-1.0798628,-1.2168355,0.65992373,0.5255835,-0.551591,-0.5172571,-0.2184326,-0.2755419,0.0571093
1,0.14683183,-0.3546678,"('unfriendly', 'friendly')",1.0632437,0.8738208,0.15013172,-0.10101831,-0.6947768,-1.0125641,2.3833463,2.2395794,0.6097554,0.32903,0.2807254
64,-0.13471569,-0.10233113,"('shy', 'confident')",-0.21185884,-0.13920505,0.1773899,0.004509777,0.42615375,0.2921823,-6.0253525,-6.3166723,-1.1536767,-1.2523033,0.0986266
79,-0.12150336,-0.44339335,"('wavering', 'unwavering')",0.5932108,0.5010446,0.4755929,0.6695457,0.5146915,0.5375333,0.041920707,0.08637201,0.3007825,0.2702204,0.0305621
0,0.11716458,0.49846908,"('unsociable', 'sociable')",0.08881473,0.40219733,-0.48002365,-0.49787548,-1.1990272,-1.2694855,-0.27732095,-0.29658732,-0.3500785,-0.2326564,-0.1174221
50,0.09841012,0.15643033,"('clumsy', 'skillful')",-0.18997365,-0.106641784,2.170013,2.2186463,1.4326242,1.5466789,0.67878973,0.57860976,0.8379726,0.8787447,-0.0407721
60,0.097896546,0.6874561,"('inefficient', 'efficient')",0.39204648,0.8028418,-1.0530084,-1.2012019,-1.1348273,-1.1646369,0.17719795,0.17088425,-0.3041389,-0.1409313,-0.1632076
80,-0.09393175,0.450059,"('dominated', 'dominating')",-1.2888107,-1.0407958,-1.036064,-0.98397744,-0.5327581,-0.39501202,-1.4456348,-1.2270627,-0.8794399,-0.6393578,-0.2400821
5,0.050108973,-0.50997347,"('distant', 'outgoing')",1.5358747,1.2840099,1.1073375,1.1456838,0.68687254,0.58755356,0.09090444,0.082858995,0.6942196,0.5180265,0.1761931
40,-0.047206,-0.12868044,"('stingy', 'generous')",0.07701625,0.073725015,-0.8446958,-1.0269719,-0.16210642,-0.4626898,-1.2279665,-1.4289598,-0.4409917,-0.5947154,0.1537237
22,-0.04342569,0.20171663,"('untrustworthy', 'trustworthy')",-0.4538659,-0.35715386,0.26510507,0.19025686,-1.0037314,-1.1331959,-0.88860303,-0.9206711,-0.4249042,-0.4038095,-0.0210947
13,-0.03784485,0.42326856,"('impolite', 'polite')",-0.43280387,-0.10530187,-1.1389084,-1.0739297,-1.0911438,-1.0915139,-0.5155758,-0.4533679,-0.6432554,-0.4601689,-0.1830865
52,0.03384002,-0.27434018,"('irrational', 'rational')",0.7328941,0.4816805,0.5015836,0.45142058,0.21047439,0.3009307,0.19429646,0.07590293,0.3346177,0.2071189,0.1274988
8,-0.028176434,-0.56878114,"('unaffectionate', 'affectionate')",1.650565,1.4242132,-0.1205556,-0.22477648,0.10306434,-0.05621504,1.016145,1.029281,0.5242085,0.3207443,0.2034642
30,-0.021747746,0.2999597,"('intolerant', 'tolerant')",0.2643374,0.5193068,-1.210545,-1.1644194,-1.138122,-1.2345619,0.89062417,0.9160327,-0.2430906,-0.1327364,-0.1103542
