,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
2,0.47582746,0.4044959,"('unlikable', 'likable')",0.96124,0.9506022,0.26735917,0.5709916,0.5681422,0.6420298,-0.0738876
68,-0.46954808,-0.43512383,"('dependent', 'independent')",-0.4447831,-0.3227822,-0.008321557,-0.18806034,-0.3075509,-0.3153221,0.0077712
44,-0.46897703,-0.41301683,"('prejudiced', 'unprejudiced')",-0.28469786,-0.32706404,-1.5228002,-1.3929111,-0.758825,-0.7109973,-0.0478277
29,0.46783713,0.5026752,"('unfair', 'fair')",0.37570816,0.39787167,-0.7822027,-0.5978722,0.0204475,0.1008916,-0.0804441
83,0.4614768,0.460226,"('powerless', 'powerful')",0.67440575,0.64479566,-0.5181452,-0.574327,0.2059125,0.1768982,0.0290143
63,0.4408398,0.33483043,"('unperceptive', 'insightful')",1.3378024,1.2017295,1.7657138,1.5468886,1.181452,1.0278161,0.1536359
11,-0.4158682,-0.44226477,"('unhelpful', 'helpful')",0.21124107,0.1676611,2.2248282,2.1129138,0.6734004,0.6127701,0.0606303
32,-0.38239294,-0.18432304,"('unkind', 'kind')",-0.04269356,0.06721682,0.48808625,0.712296,0.0209999,0.1983966,-0.1773967
46,-0.3698908,-0.7133697,"('uncompetitive', 'competitive')",0.9993709,0.5604675,0.6006699,0.13288963,0.41005,-0.0066709,0.4167209
78,0.36591226,0.31058082,"('nonresilient', 'resilient')",1.1823922,0.8321953,1.7650161,1.348452,1.1044402,0.8304094,0.2740308
13,-0.34989607,-0.44560173,"('impolite', 'polite')",0.08437489,-0.08891976,0.15747084,-0.045052428,-0.0360168,-0.1931913,0.1571745
43,-0.34453893,-0.32204628,"('irresponsible', 'responsible')",-0.14926839,-0.110581696,0.30645525,0.44458786,-0.0624507,0.0039866,-0.0664373
7,-0.34268188,-0.4471689,"('insensitive', 'sensitive')",-0.17963077,-0.22164275,0.59253335,0.41783202,0.0234069,-0.0836599,0.1070668
22,-0.33180767,-0.5124929,"('untrustworthy', 'trustworthy')",0.4776228,0.35819575,-1.1123792,-1.0586365,-0.322188,-0.4043112,0.0821232
38,-0.32385382,-0.32873666,"('untruthful', 'truthful')",0.046180323,0.14658682,0.106836274,0.26673374,-0.0569457,0.0281946,-0.0851403
56,0.3225831,0.21084568,"('impractical', 'practical')",1.3028803,1.0185083,0.032771993,-0.11390472,0.5527451,0.3718164,0.1809287
54,0.30780464,0.3613043,"('incapable', 'capable')",0.77971417,0.8529919,1.1570977,1.2595987,0.7482055,0.8246317,-0.0764262
23,-0.30177855,-0.4842153,"('insincere', 'sincere')",0.07002358,0.017270472,5.735848,5.4702015,1.8346977,1.6677523,0.1669454
37,-0.29590958,-0.30519056,"('fake', 'genuine')",-0.21590593,-0.036409535,0.24101406,0.28836086,-0.0902672,-0.0177464,-0.0725208
67,0.25719386,0.37695897,"('doubtful', 'determined')",0.32719773,0.37391475,-0.6943864,-0.50679487,-0.0366649,0.0813596,-0.1180245
8,0.24905945,0.22792755,"('unaffectionate', 'affectionate')",-0.39412898,-0.13385786,-0.5326616,-0.034174416,-0.2259104,0.0199651,-0.2458755
31,0.2484412,0.43603766,"('evil', 'good')",-0.08416235,0.18022218,-1.6532608,-1.2773454,-0.4963273,-0.2203619,-0.2759654
19,0.23461232,0.30977032,"('inhospitable', 'hospitable')",-0.28204834,-0.2783283,0.07562641,0.08898823,0.0093968,0.0401434,-0.0307466
79,-0.19711494,-0.23573317,"('wavering', 'unwavering')",-0.058289442,-0.001462128,0.28173926,0.24797174,0.0087783,0.0035921,0.0051862
88,0.19596669,0.23702092,"('low', 'eminent')",-0.2020339,-0.027432678,-0.10768731,0.15059802,-0.0379182,0.1200621,-0.1579803
48,-0.17206326,-0.15632845,"('unintelligent', 'intelligent')",0.191169,0.13661042,0.5663176,0.50288373,0.1951411,0.1610552,0.0340859
59,-0.1719761,0.09658034,"('foolish', 'wise')",-0.44304746,-0.14703563,-0.20078233,0.27842638,-0.2719353,0.0759904,-0.3479257
20,0.16104436,0.14388247,"('rough', 'thoughtful')",1.0285093,1.0440009,1.3342149,1.2969886,0.8412561,0.8282906,0.0129655
66,0.14944968,0.13741413,"('inactive', 'active')",0.12258865,0.18783447,1.0708851,1.3170259,0.4476411,0.5474248,-0.0997837
49,-0.1425056,-0.13952447,"('unable', 'able')",0.31737545,0.22613356,-0.03227379,-0.017760321,0.047532,0.0229496,0.0245824
80,0.13792318,-0.039107934,"('dominated', 'dominating')",0.68455213,0.3604048,-0.7875689,-0.89015645,0.0116355,-0.1896199,0.2012554
15,0.12622076,0.19842108,"('boring', 'funny')",-0.56994444,-0.3875552,-0.15593097,0.09486595,-0.1998849,-0.0314227,-0.1684622
62,-0.114070594,-0.28672534,"('incompetent', 'brilliant')",0.4202055,0.16596769,0.53901714,0.40856367,0.2817173,0.0959353,0.185782
47,0.11334629,0.123280354,"('stupid', 'smart')",0.23654631,0.27352518,5.407808,5.161155,1.9192335,1.8526535,0.06658
40,0.07289078,0.057124432,"('stingy', 'generous')",-0.16207862,-0.18576856,-1.4998848,-1.4702241,-0.5296909,-0.5329561,0.0032652
86,0.07062169,-0.13018197,"('uninfluential', 'influential')",0.5647162,0.40893897,-0.011932313,-0.067982785,0.2078019,0.0702581,0.1375438
34,0.05649031,0.004500948,"('mean', 'honorable')",0.23155531,0.35605735,6.551064,6.1611733,2.2797031,2.1739106,0.1057925
76,-0.0526541,-0.29649866,"('anxious', 'daring')",0.99449927,0.7255611,1.0608065,0.7855609,0.6675506,0.4048744,0.2626762
6,-0.050776474,0.15513921,"('distant', 'open')",-0.23521864,0.011312969,0.15434632,0.39421946,-0.0438829,0.1868905,-0.2307734
52,0.02418185,0.08265743,"('irrational', 'rational')",-1.0752226,-0.8753183,-1.0366288,-0.5187157,-0.6958899,-0.4371255,-0.2587644
41,0.008265354,-0.1407759,"('unforgiving', 'forgiving')",1.3045833,1.2423251,-0.528624,-0.21110986,0.2614082,0.2968131,-0.0354049
