,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
56,2.714203,2.7240717,"('impractical', 'practical')",0.9753988,0.9878462,1.1972668,1.1338819,-0.30806363,-0.33528057,1.1447012,1.1276299,0.0170713
16,-2.5558264,-2.535568,"('unpopular', 'popular')",-0.90403396,-0.8744295,-0.47911137,-0.34663585,0.6023432,0.6678113,-0.8341571,-0.7722055,-0.0619516
39,1.9127411,1.9897131,"('exploitative', 'cooperative')",1.5308068,1.7122164,1.5962574,1.5896705,0.22267723,0.31825498,1.3156207,1.4024638,-0.0868431
84,1.903695,1.9377743,"('inferior', 'superior')",0.89931315,0.91244924,0.25066122,0.38447067,0.70855993,0.73157203,0.9405573,0.9915665,-0.0510092
78,-1.6873784,-1.7717128,"('nonresilient', 'resilient')",-0.6639079,-0.78221166,0.44586158,0.42965382,-0.19003095,-0.16785634,-0.523864,-0.5730318,0.0491678
27,-1.6799314,-1.5233527,"('hardhearted', 'softhearted')",-0.58620626,-0.47026768,0.41193536,0.47569263,1.4467856,1.4325268,-0.1018542,-0.0213502,-0.080504
61,1.5893112,1.6687628,"('illogical', 'logical')",1.0946177,1.1417226,1.0954094,1.0639666,0.14127645,0.1822212,0.9801537,1.0141684,-0.0340147
31,-1.5709476,-1.5829254,"('evil', 'good')",-0.3957908,-0.50864553,-1.7861704,-1.7805859,-0.5577472,-0.6896797,-1.077664,-1.1404591,0.0627951
65,1.5269054,1.4166278,"('insecure', 'secure')",0.323026,0.364637,1.0705872,0.9738077,-0.34291142,-0.28727776,0.6444018,0.6169487,0.0274531
8,-1.4195102,-1.4426782,"('unaffectionate', 'affectionate')",-0.58945715,-0.7148067,-1.0861683,-1.0119504,0.65955704,0.64634806,-0.6088946,-0.6307719,0.0218773
6,-1.3932065,-1.378768,"('distant', 'open')",-0.11282404,-0.23479465,-1.4701427,-1.4814146,0.5354831,0.44748878,-0.6101726,-0.6618721,0.0516995
4,-1.3397624,-1.4148961,"('disliked', 'liked')",-0.6455197,-0.8268869,-0.5425109,-0.553198,-6.177813,-6.13446,-2.1764016,-2.2323604,0.0559588
24,1.3056353,1.3150711,"('dishonest', 'honest')",-0.24603699,-0.18914968,0.4613176,0.4578402,0.74501365,0.78734595,0.5664824,0.5927769,-0.0262945
42,1.2756059,1.35146,"('unreliable', 'reliable')",0.40757412,0.44648036,0.84764665,0.9739251,-2.9489887,-2.8624651,-0.1045405,-0.0226499,-0.0818906
73,1.2568287,1.3090453,"('helpless', 'self-reliant')",1.027634,1.0978374,-0.6245047,-0.50026387,-3.2646723,-3.1535776,-0.4011786,-0.3117397,-0.0894389
5,-1.2220001,-1.1382961,"('distant', 'outgoing')",-0.10298611,-0.15922922,-0.9873428,-0.9625161,-0.28824627,-0.25776508,-0.6501439,-0.6294516,-0.0206923
72,1.213727,1.19087,"('unambitious', 'ambitious')",-0.25584525,-0.18096513,-0.8628543,-0.7151525,-1.1173961,-1.0147349,-0.2555922,-0.1799956,-0.0755966
36,-1.2037313,-1.2963308,"('hostile', 'amicable')",-0.49783427,-0.686027,-1.5113758,-1.6462249,0.8059809,0.63779306,-0.6017401,-0.7476974,0.1459573
57,-1.2009846,-1.2314408,"('unimaginative', 'imaginative')",-0.6015068,-0.68112725,-0.63140726,-0.50066316,-2.8011193,-2.6251159,-1.3087544,-1.2595868,-0.0491676
23,1.1909959,1.1015623,"('insincere', 'sincere')",0.1007055,0.0874221,1.2725652,1.2840434,5.546424,5.438953,2.0276728,1.9779952,0.0496776
33,1.0941216,1.0507859,"('wrong', 'right')",1.1673769,1.0379301,0.24100165,0.16532767,-0.645252,-0.6522114,0.464312,0.400458,0.063854
14,1.0911621,1.1086646,"('antisocial', 'social')",0.61173016,0.6966216,1.8302274,1.7588261,-0.51681626,-0.40856612,0.7540759,0.7888865,-0.0348106
51,-1.0650359,-1.1269283,"('uneducated', 'educated')",-0.97356176,-1.1028696,0.50953656,0.3596451,0.03169031,0.019593779,-0.3743427,-0.4626397,0.088297
21,1.0363598,1.0607079,"('immoral', 'moral')",0.63276947,0.72790647,1.6574582,1.6174375,-0.715638,-0.6028845,0.6527374,0.7007918,-0.0480544
26,1.0255064,1.0670632,"('hardhearted', 'benevolent')",0.68466645,0.7378979,1.2291127,1.3520458,1.806575,1.9027995,1.1864651,1.2649516,-0.0784865
12,0.98593116,0.95619696,"('unsupportive', 'supportive')",0.27177572,0.24270467,1.1265855,1.1916178,-2.0803478,-2.059832,0.0759861,0.0826719,-0.0066858
49,-0.9544011,-0.87962973,"('unable', 'able')",-0.51736283,-0.4728563,-0.064332895,0.08084327,-0.20214239,-0.048149765,-0.4345598,-0.3299481,-0.1046117
82,-0.9378083,-0.9226358,"('poor', 'rich')",-1.2375945,-1.2199059,0.08107801,0.17479073,6.176219,6.307135,1.0204736,1.084846,-0.0643724
67,0.9283779,1.0181264,"('doubtful', 'determined')",1.024746,1.0224184,0.6388373,0.7167455,-0.76313657,-0.7589451,0.4572061,0.4995863,-0.0423802
75,-0.9033449,-0.8836337,"('meek', 'impulsive')",-0.27777517,-0.2580915,-1.3376458,-1.2202916,-0.42718133,-0.39276364,-0.7364868,-0.6886951,-0.0477917
