,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.1140518,-2.5783875,"('uninfluential', 'influential')",0.30830124,-0.13319606,-0.3582963,-0.656786,-0.721349,-1.1227899,0.4014409
53,-1.9852612,-2.0973248,"('uncreative', 'creative')",-0.070766166,-0.14598349,0.99013925,0.8358684,-0.3552961,-0.4691466,0.1138505
8,-1.8522065,-2.002693,"('unaffectionate', 'affectionate')",-0.7188343,-0.82088417,0.56872314,0.37816918,-0.6674391,-0.815136,0.1476969
10,-1.6996738,-1.6584889,"('unsympathetic', 'sympathetic')",0.56361943,0.23061699,-0.09116618,-0.18334393,-0.4090735,-0.5370719,0.1279984
1,-1.6906406,-2.0156603,"('unfriendly', 'friendly')",-0.4427602,-0.8142663,1.6237148,1.3792839,-0.1698953,-0.4835475,0.3136522
73,1.5864705,1.4596696,"('helpless', 'self-reliant')",-0.2622465,-0.19694161,-3.6049845,-3.8891017,-0.7602535,-0.8754579,0.1152044
9,-1.5015403,-1.7013304,"('unaffectionate', 'caring')",-0.36659476,-0.732674,1.3590887,0.98516494,-0.1696821,-0.4829465,0.3132644
57,-1.4942268,-1.4468436,"('unimaginative', 'imaginative')",0.053698152,0.13199078,-2.946177,-3.047992,-1.4622351,-1.4542816,-0.0079535
69,1.4454222,1.4794915,"('lazy', 'industrious')",0.11128852,-0.015172347,-0.54923177,-0.71519434,0.3358263,0.2497083,0.086118
67,1.4107796,1.6353993,"('doubtful', 'determined')",0.5941818,0.75764906,-0.4016935,-0.090912655,0.5344227,0.7673786,-0.2329559
44,1.3361988,1.6187367,"('prejudiced', 'unprejudiced')",0.0048725978,0.055414997,-1.2665422,-1.0547012,0.0248431,0.2064835,-0.1816404
78,-1.2616996,-1.5733117,"('nonresilient', 'resilient')",1.1878829,0.95105106,0.032223575,-0.16079709,-0.0138644,-0.2610192,0.2471548
0,-1.1922318,-1.1722307,"('unsociable', 'sociable')",0.797255,0.7299164,-0.66335905,-0.6548454,-0.3527786,-0.3657199,0.0129413
46,-1.1866641,-1.5304384,"('uncompetitive', 'competitive')",2.0067818,1.6480117,-0.73281753,-0.81767434,0.0291001,-0.233367,0.2624671
55,-1.1356677,-1.3648452,"('incompetent', 'clever')",1.7195603,1.4584568,-0.25602114,-0.46468273,0.1092905,-0.1236904,0.2329809
19,-1.044416,-0.654554,"('inhospitable', 'hospitable')",-2.1451013,-1.4616671,-0.03686955,0.24439004,-1.0754623,-0.6239436,-0.4515187
25,-0.9611869,-0.8936555,"('egoistic', 'altruistic')",-0.42408738,-0.29718482,1.2738184,1.3874779,-0.037152,0.0655459,-0.1026979
39,0.9477695,0.66083646,"('exploitative', 'cooperative')",1.3945295,1.0227045,-0.059569787,-0.24067083,0.7609097,0.4809567,0.279953
75,0.9451258,1.1868948,"('meek', 'impulsive')",-1.3725332,-1.1130716,-0.36021078,-0.2719553,-0.2625394,-0.066044,-0.1964954
64,0.90940505,0.81220245,"('shy', 'confident')",1.4828163,1.4027339,-6.9090867,-6.907646,-1.5056218,-1.5642366,0.0586148
37,-0.8739942,-0.86979717,"('fake', 'genuine')",-0.22249693,-0.48406088,0.5637761,0.2602411,-0.1775717,-0.364539,0.1869673
28,-0.8630423,-1.4233483,"('disloyal', 'loyal')",0.08268175,-0.29651722,0.98899466,0.72189385,0.0695447,-0.3326572,0.4022019
24,-0.8576737,-1.0659813,"('dishonest', 'honest')",-0.12475328,-0.59530187,0.8934801,0.779977,-0.029649,-0.2937687,0.2641197
23,-0.8569443,-0.999663,"('insincere', 'sincere')",0.5258324,0.2931933,6.5138474,6.3536086,2.0609118,1.8823797,0.1785321
82,-0.83184975,-0.7231045,"('poor', 'rich')",0.5394584,0.87814903,6.914928,6.9681354,2.2075122,2.3743933,-0.1668811
