,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.5804064,-1.2551391,"('hostile', 'amicable')",-0.20882377,-0.047379743,0.25424796,0.14062807,-0.5116607,-0.3872969,-0.1243638
44,-1.5307062,-1.7082999,"('prejudiced', 'unprejudiced')",0.4375105,0.33817568,-1.3974069,-1.5208113,-0.8302008,-0.9636451,0.1334443
12,1.4921318,1.5595412,"('unsupportive', 'supportive')",-0.8497754,-0.82409436,-1.711027,-1.4901887,-0.3562235,-0.2515806,-0.1046429
81,1.4661529,1.0351398,"('submissive', 'aggressive')",0.15331349,0.0033305623,-0.76471126,-0.8298366,0.2849184,0.0695446,0.2153738
76,1.3603601,0.8988754,"('anxious', 'daring')",0.19606467,0.08355011,0.52926147,0.46703562,0.6952287,0.4831537,0.212075
55,1.3467312,1.0451254,"('incompetent', 'clever')",-0.49143916,-0.7201456,0.2400851,0.29876676,0.3651257,0.2079155,0.1572102
24,1.3444172,1.2064909,"('dishonest', 'honest')",-0.8214299,-0.8877064,0.7630865,0.7418641,0.4286913,0.3535495,0.0751418
27,1.2705733,1.4624587,"('hardhearted', 'softhearted')",-0.89943767,-0.74935555,1.5231972,1.6760939,0.6314443,0.796399,-0.1649547
72,1.2654976,1.0775925,"('unambitious', 'ambitious')",-1.1154484,-1.0501945,-0.85331434,-0.85793155,-0.2344217,-0.2768445,0.0424228
59,-1.2132478,-0.9391713,"('foolish', 'wise')",0.13381931,0.30744672,0.193444,0.25142673,-0.2953281,-0.126766,-0.1685621
65,1.1957879,0.7582902,"('insecure', 'secure')",0.17843814,0.0812065,0.0011420576,-0.08830794,0.458456,0.2503963,0.2080597
37,1.1871451,1.178778,"('fake', 'genuine')",-0.37814593,-0.30594176,0.37529725,0.62295663,0.3947655,0.4985976,-0.1038321
74,1.1723049,1.1948111,"('undedicated', 'dedicated')",0.07444279,0.16530903,0.20613009,0.38068086,0.4842926,0.580267,-0.0959744
43,1.1614211,0.85559046,"('irresponsible', 'responsible')",-0.9260829,-1.0573653,0.7013244,0.6514046,0.3122209,0.1498766,0.1623443
30,1.0806081,1.0438552,"('intolerant', 'tolerant')",-0.7228394,-0.7498298,0.9581687,0.95014125,0.4386458,0.4147222,0.0239236
87,1.0523952,0.6687121,"('unsuccessful', 'successful')",1.0088108,1.0117215,0.4315814,0.49430224,0.8309291,0.7249119,0.1060172
50,-1.0259494,-0.9629386,"('clumsy', 'skillful')",0.4336314,0.44945544,0.24979816,0.22633106,-0.1141733,-0.0957174,-0.0184559
40,1.0137975,1.6093594,"('stingy', 'generous')",-0.59378827,-0.43105474,-1.2771095,-0.9745969,-0.2857001,0.0679026,-0.3536027
16,-0.955045,-0.8124557,"('unpopular', 'popular')",-0.17335904,-0.14664008,0.7229957,0.5878178,-0.1351361,-0.1237593,-0.0113768
21,0.9424826,0.67478865,"('immoral', 'moral')",0.37837392,0.21738243,-0.77113336,-0.84644914,0.1832411,0.0152406,0.1680005
85,-0.94096875,-0.19464637,"('insignificant', 'prestigious')",-0.05483361,0.1447871,0.6130736,0.7540353,-0.1275763,0.2347253,-0.3623016
71,0.9400464,1.0038452,"('diffident', 'self-confident')",0.13637048,0.16281216,0.3614013,0.38807115,0.4792728,0.5182428,-0.03897
3,0.9223318,0.80911595,"('repellent', 'pleasant')",-0.02126667,-0.04803343,0.42121506,0.3333363,0.4407601,0.3648063,0.0759538
14,0.8790355,0.71415174,"('antisocial', 'social')",0.59308785,0.43306255,-0.63813627,-0.68564445,0.2779957,0.1538566,0.1241391
18,0.85790044,0.72685564,"('disagreeable', 'welcoming')",-0.8603513,-0.9392725,-0.16662061,-0.18684739,-0.0563572,-0.1330881,0.0767309
0,0.84872186,0.59496266,"('unsociable', 'sociable')",-0.13437973,-0.2684818,-0.29226828,-0.3176002,0.1406913,0.0029602,0.1377311
20,0.83479273,0.9784138,"('rough', 'thoughtful')",0.034097288,0.1529766,1.3269988,1.4516046,0.731963,0.8609983,-0.1290353
15,-0.8232152,-0.84959185,"('boring', 'funny')",-0.21758829,-0.13123035,0.07140983,0.18229479,-0.3231312,-0.2661758,-0.0569554
9,0.80685353,0.98200923,"('unaffectionate', 'caring')",-1.8245752,-1.7888086,1.0345532,1.1847749,0.0056105,0.1259918,-0.1203813
62,0.7939729,0.5824626,"('incompetent', 'brilliant')",-0.9138794,-0.986401,-0.26675126,-0.2709883,-0.1288859,-0.2249756,0.0960897
52,-0.7881565,-0.52489465,"('irrational', 'rational')",-0.6070829,-0.5401724,-0.011971168,-0.110073306,-0.4690702,-0.3917135,-0.0773567
26,0.7852714,1.1753285,"('hardhearted', 'benevolent')",0.0006357189,0.08999622,1.758959,1.8503013,0.8482887,1.038542,-0.1902533
66,-0.7637445,-0.7879522,"('inactive', 'active')",0.17206502,0.25811806,0.9883965,0.9998536,0.132239,0.1566732,-0.0244342
56,0.7434113,0.3548893,"('impractical', 'practical')",0.21194485,0.0977855,-0.33555916,-0.37546587,0.206599,0.0257363,0.1808627
61,0.71407115,0.4994828,"('illogical', 'logical')",-0.39439806,-0.45560282,0.34228605,0.29814008,0.2206531,0.1140067,0.1066464
78,-0.69671094,-0.692919,"('nonresilient', 'resilient')",-0.69243604,-0.6598882,0.2548552,0.30625507,-0.3780973,-0.3488507,-0.0292466
63,0.6786854,0.75696194,"('unperceptive', 'insightful')",-0.03975617,0.055946,1.1075231,1.3342243,0.5821508,0.7157108,-0.13356
13,0.64727175,0.24864155,"('impolite', 'polite')",0.22000542,0.09697165,-0.36107546,-0.35587865,0.1687339,-0.0034218,0.1721557
48,0.63233775,0.6341182,"('unintelligent', 'intelligent')",-1.7141151,-1.8041776,0.52133745,0.6762878,-0.1868133,-0.1645906,-0.0222227
64,-0.6276242,-0.7015969,"('shy', 'confident')",0.659464,0.5445553,-6.585155,-6.465433,-2.1844384,-2.2074916,0.0230532
2,0.5998796,0.4251505,"('unlikable', 'likable')",0.9068896,0.8683605,0.60804206,0.5924765,0.7049371,0.6286625,0.0762746
22,0.55124676,0.5897188,"('untrustworthy', 'trustworthy')",-0.03472695,-0.012332192,-1.1757767,-0.9091764,-0.2197523,-0.1105966,-0.1091557
75,-0.54597086,-0.30570614,"('meek', 'impulsive')",-0.15482356,-0.04829227,-0.5087263,-0.42466727,-0.4031736,-0.2595552,-0.1436184
86,0.5403372,0.65045685,"('uninfluential', 'influential')",-1.8591021,-1.7748991,-0.3794367,-0.053628318,-0.5660672,-0.3926902,-0.173377
67,0.516761,0.28411305,"('doubtful', 'determined')",1.1292173,1.1191899,-0.502264,-0.5823074,0.3812381,0.2736652,0.1075729
32,0.5035664,0.34463242,"('unkind', 'kind')",-0.067266315,-0.08035682,1.0347323,1.0800266,0.4903441,0.4481007,0.0422434
53,0.49492067,0.6372926,"('uncreative', 'creative')",-1.0490296,-0.8774489,1.1793174,1.3608407,0.2084028,0.3735615,-0.1651587
49,-0.4638188,-0.51285285,"('unable', 'able')",-0.7412405,-0.76367116,-0.6207272,-0.53165364,-0.6085955,-0.6027259,-0.0058696
1,-0.4528004,-0.05634758,"('unfriendly', 'friendly')",-1.858482,-1.7107582,1.6935146,1.8255681,-0.2059226,0.0194874,-0.22541
29,-0.45104873,-0.38857532,"('unfair', 'fair')",-0.12965935,-0.09988801,-0.3673715,-0.28620556,-0.3160265,-0.258223,-0.0578035
25,-0.3519367,-0.19431658,"('egoistic', 'altruistic')",0.14092864,0.07057098,1.6403989,1.5772038,0.4764636,0.4844861,-0.0080225
34,0.32080185,0.14434403,"('mean', 'honorable')",-0.44681546,-0.3482966,6.020427,5.830291,1.9648045,1.875446,0.0893585
77,0.31914943,0.044042304,"('unmotivated', 'motivated')",0.077947,-0.08818418,-1.1552837,-1.2851337,-0.2527291,-0.4430919,0.1903628
19,-0.3185132,-0.11948915,"('inhospitable', 'hospitable')",-1.1201305,-0.99101675,-0.3589836,-0.18330237,-0.5992091,-0.4312694,-0.1679397
8,0.31810287,0.36328205,"('unaffectionate', 'affectionate')",-1.8210363,-1.8115486,0.72080356,0.83291143,-0.26071,-0.2051184,-0.0555916
41,0.31764048,0.66708446,"('unforgiving', 'forgiving')",-0.047975894,-0.07343109,0.27929628,0.400708,0.182987,0.3314538,-0.1484668
11,0.30469966,0.09167609,"('unhelpful', 'helpful')",-1.1967498,-1.2566589,1.734769,1.7452958,0.2809063,0.1934377,0.0874686
33,-0.30425125,-0.24343279,"('wrong', 'right')",0.32556286,0.4208836,-0.815729,-0.71401024,-0.2648058,-0.1788532,-0.0859526
84,0.265598,0.12250329,"('inferior', 'superior')",-0.4174597,-0.4373208,0.79907006,0.7676903,0.2157361,0.1509576,0.0647785
88,-0.26023668,-0.3116067,"('low', 'eminent')",-0.63297826,-0.5579408,0.053599764,0.07447554,-0.2798717,-0.265024,-0.0148477
68,0.25602233,0.090359434,"('dependent', 'independent')",-0.35718748,-0.31917477,-0.6567458,-0.5443126,-0.252637,-0.2577093,0.0050723
57,0.23298568,0.41578186,"('unimaginative', 'imaginative')",-1.1651895,-1.1348162,-2.3629854,-2.0373635,-1.0983964,-0.9187992,-0.1795972
47,0.21452968,0.10637335,"('stupid', 'smart')",0.9368707,1.0550158,5.5078964,5.371939,2.2197657,2.177776,0.0419897
28,-0.21179728,-0.1353844,"('disloyal', 'loyal')",-1.4217472,-1.5426089,0.8642937,0.85130686,-0.2564169,-0.2755621,0.0191452
51,-0.20100908,-0.36063516,"('uneducated', 'educated')",-0.6174349,-0.6192024,-0.09470177,0.06832674,-0.3043819,-0.3038369,-0.000545
82,0.19633016,-0.046239614,"('poor', 'rich')",-0.8252606,-0.8242818,6.2739377,6.0625877,1.881669,1.7306887,0.1509803
58,-0.15692934,0.013073165,"('undiscriminating', 'discriminating')",-0.6012875,-0.48337048,-0.066891916,0.1502891,-0.2750363,-0.1066694,-0.1683669
54,-0.15324378,-0.32140255,"('incapable', 'capable')",-0.2558732,-0.2958982,0.9385812,0.8322422,0.1764881,0.0716471,0.104841
17,-0.12591772,0.24418649,"('nasty', 'nice')",-0.7419996,-0.63832676,-0.84646094,-0.74177074,-0.5714595,-0.378637,-0.1928225
38,-0.10403503,-0.18854496,"('untruthful', 'truthful')",-0.8282236,-0.9067813,-0.03535597,-0.15303038,-0.3225382,-0.4161189,0.0935807
80,0.08621987,-0.09316486,"('dominated', 'dominating')",0.92956585,0.9464301,-1.5222261,-1.4415139,-0.1688135,-0.1960829,0.0272694
73,0.05921404,0.16889837,"('helpless', 'self-reliant')",0.14385235,0.19243285,-3.4109173,-3.3004093,-1.0692836,-0.9796927,-0.0895909
83,0.04960105,-0.05495587,"('powerless', 'powerful')",-0.32410294,-0.3389113,-1.1603922,-1.1315798,-0.478298,-0.5084823,0.0301843
45,0.009463899,0.3829227,"('incompetent', 'competent')",-0.16893357,-0.17497669,0.028527686,0.184524,-0.0436473,0.1308233,-0.1744706
42,0.0025757216,0.07248901,"('unreliable', 'reliable')",0.5866906,0.6467105,-2.739842,-2.475521,-0.7168585,-0.5854405,-0.131418
