,air_male,air_female,tuple,products_male,products_female,&_male,&_female,chemicals_male,chemicals_female,inc_male,inc_female,average_male,average_female,male-female
73,1.7713233,1.7756882,"('helpless', 'self-reliant')",2.001342,1.9325964,0.5343807,0.58637035,0.48810962,0.4680115,-2.8717835,-2.875447,0.3846744,0.3774438,0.0072306
0,-1.3925502,-1.5166202,"('unsociable', 'sociable')",-0.86943674,-0.9158261,-0.25302523,-0.35182345,-0.3474508,-0.40998274,-0.66752666,-0.5554631,-0.7059979,-0.7499431,0.0439452
31,-1.3841851,-1.4290346,"('evil', 'good')",-0.6996497,-0.7175687,-0.34341577,-0.25152102,-0.49548295,-0.5659416,-0.7831044,-1.0479174,-0.7411675,-0.8023967,0.0612292
20,-1.3360189,-1.415846,"('rough', 'thoughtful')",0.11621994,0.05787676,0.07750048,-0.07935187,-0.5430767,-0.5845207,0.87032485,0.69468427,-0.1630101,-0.2654315,0.1024214
78,-1.3168048,-1.3145009,"('nonresilient', 'resilient')",1.0984402,1.1030797,-0.47241554,-0.5114035,0.82354647,0.84008294,0.3452214,0.3341199,0.0955975,0.0902756,0.0053219
3,-1.3100016,-1.454439,"('repellent', 'pleasant')",-0.030918725,-0.10391424,-0.5115222,-0.5701695,-0.46974784,-0.573699,0.12282407,0.12469736,-0.4398732,-0.5155049,0.0756317
33,1.2849388,1.302986,"('wrong', 'right')",0.7123043,0.6907657,0.43856102,0.5809578,0.8005506,0.8693094,-0.6698979,-0.71194756,0.5132914,0.5464143,-0.0331229
71,1.2431376,1.1079916,"('diffident', 'self-confident')",0.85898536,0.75139064,0.29305083,0.19845426,1.2149953,1.1327833,0.56056213,0.35283324,0.8341462,0.7086906,0.1254556
22,-1.2173845,-1.3337227,"('untrustworthy', 'trustworthy')",-0.89293617,-0.911033,0.8169732,0.83311987,-1.5505347,-1.6096696,-1.106259,-1.066358,-0.7900282,-0.8175327,0.0275045
19,-1.1862428,-1.0274389,"('inhospitable', 'hospitable')",-0.43577027,-0.3900043,-0.5244299,-0.45598167,-0.9116427,-0.7372856,0.3203423,0.30505127,-0.5475486,-0.4611318,-0.0864168
26,1.1772882,1.084481,"('hardhearted', 'benevolent')",0.90085185,0.8664301,2.000043,1.9331031,0.8287288,0.79334843,1.5827154,1.5237417,1.2979255,1.2402208,0.0577047
