,el_male,el_female,tuple,paso_male,paso_female,corp_male,corp_female,average_male,average_female,male-female
45,-2.8051445,-2.241224,"('incompetent', 'competent')",-1.5727929,-1.1891321,-0.8171783,-0.6673139,-1.7317052,-1.36589,-0.3658152
10,-2.499868,-1.8627348,"('unsympathetic', 'sympathetic')",-1.2762508,-1.0105331,-1.2812527,-1.1108068,-1.6857905,-1.3280249,-0.3577656
86,-2.463716,-2.1635885,"('uninfluential', 'influential')",-1.2844645,-1.0726801,-0.7259663,-0.7486007,-1.4913823,-1.3282897,-0.1630926
28,-2.1619406,-1.8588765,"('disloyal', 'loyal')",-0.007929247,0.14797586,0.59275275,0.56582606,-0.5257057,-0.3816915,-0.1440142
65,-2.0993736,-1.7129236,"('insecure', 'secure')",-0.8582506,-0.55332273,-0.59705323,-0.3598641,-1.1848925,-0.8753701,-0.3095224
8,-2.0700352,-1.943891,"('unaffectionate', 'affectionate')",0.29554904,0.1822139,0.42332846,0.37326437,-0.4503859,-0.4628042,0.0124183
22,-2.069978,-1.4490111,"('untrustworthy', 'trustworthy')",-1.1119692,-0.6878339,-1.6466051,-1.289418,-1.6095174,-1.1420877,-0.4674297
14,-1.9741969,-1.5007815,"('antisocial', 'social')",-1.386309,-0.9922801,-0.64034444,-0.37012437,-1.3336169,-0.9543953,-0.3792216
55,-1.9174931,-1.389783,"('incompetent', 'clever')",-0.9302331,-0.5516354,-0.15116018,-0.021595988,-0.9996289,-0.6543381,-0.3452908
1,-1.8813381,-1.8891937,"('unfriendly', 'friendly')",0.27193698,0.1475269,1.0720657,0.99375796,-0.1791118,-0.2493029,0.0701911
43,-1.7960985,-1.1610664,"('irresponsible', 'responsible')",-1.0189309,-0.7160097,-0.13890252,0.08751739,-0.9846439,-0.5965196,-0.3881243
0,-1.7632775,-1.7402779,"('unsociable', 'sociable')",-0.5766236,-0.55210316,-0.73224515,-0.8277735,-1.0240488,-1.0400515,0.0160027
26,-1.7434925,-1.6493069,"('hardhearted', 'benevolent')",0.26351157,0.10686174,1.4820895,1.4224254,0.0007029,-0.0400066,0.0407095
61,-1.6842834,-1.453495,"('illogical', 'logical')",-0.52662086,-0.43476763,0.31476933,0.39561796,-0.632045,-0.4975482,-0.1344968
77,-1.632787,-1.1910555,"('unmotivated', 'motivated')",-0.31570613,-0.017247934,-1.071055,-0.89752525,-1.0065161,-0.7019429,-0.3045732
63,-1.6287103,-1.0455221,"('unperceptive', 'insightful')",-0.24009433,0.038664285,-0.06321977,0.08266253,-0.6440081,-0.3080651,-0.335943
41,-1.5186301,-1.3500766,"('unforgiving', 'forgiving')",-0.8001376,-0.55396676,-0.58185846,-0.47771406,-0.9668754,-0.7939191,-0.1729563
39,-1.5137919,-0.8852516,"('exploitative', 'cooperative')",0.124170296,0.25244245,0.02372074,0.2771893,-0.4553003,-0.1185399,-0.3367604
47,-1.4790946,-1.2154832,"('stupid', 'smart')",-1.7769682,-1.4429619,4.674067,4.710868,0.472668,0.6841409,-0.2114729
