,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
55,1.3859354,1.6345828,"('incompetent', 'clever')",0.15110356,0.24015665,0.15961567,0.0988856,0.5655516,0.657875,-0.0923234
59,-1.221747,-1.3876182,"('foolish', 'wise')",-0.15764202,-0.16428034,-0.043935563,0.040817443,-0.4744415,-0.5036937,0.0292522
14,1.2134513,1.6321088,"('antisocial', 'social')",1.4719282,1.671183,0.012117956,0.08543806,0.8991658,1.1295766,-0.2304108
6,-1.213134,-1.137432,"('distant', 'open')",-0.16614984,-0.089507654,-0.18174967,-0.012747206,-0.5203445,-0.4132289,-0.1071156
7,1.1558924,1.1015408,"('insensitive', 'sensitive')",0.4251325,0.50258166,0.09324014,0.1037164,0.5580883,0.5692796,-0.0111913
45,1.1312898,1.2980812,"('incompetent', 'competent')",0.47780612,0.48106605,0.071914464,0.044570703,0.5603368,0.6079059,-0.0475691
67,1.0837774,1.1435062,"('doubtful', 'determined')",0.32149693,0.3981774,-0.47660044,-0.4332354,0.309558,0.3694827,-0.0599247
10,1.0748085,1.0704254,"('unsympathetic', 'sympathetic')",-0.27445114,-0.18478827,-0.04800858,0.072979055,0.2507829,0.3195387,-0.0687558
9,1.0690686,1.1956209,"('unaffectionate', 'caring')",0.79054487,1.0032768,1.1546664,1.2505171,1.0047599,1.149805,-0.1450451
74,1.0522233,1.0445884,"('undedicated', 'dedicated')",0.42233273,0.44548792,-0.022046264,-0.032452438,0.48417,0.4858746,-0.0017046
80,1.0507692,1.102804,"('dominated', 'dominating')",0.12911096,0.12374279,-0.37741658,-0.45322496,0.2674878,0.2577739,0.0097139
81,1.0407877,1.2380518,"('submissive', 'aggressive')",1.1259377,0.99970657,-0.6917324,-0.812343,0.4916643,0.4751385,0.0165258
11,1.0274862,1.2560441,"('unhelpful', 'helpful')",-0.3580771,-0.19608493,1.8268833,1.8822263,0.8320975,0.9807285,-0.148631
22,0.9959424,1.2103288,"('untrustworthy', 'trustworthy')",0.1593522,0.28183234,-0.45188814,-0.36136478,0.2344688,0.3769321,-0.1424633
5,-0.9916115,-0.9157346,"('distant', 'outgoing')",-0.009954564,0.08062523,-0.4193406,-0.3201744,-0.4736356,-0.3850946,-0.088541
44,-0.9751303,-0.81360644,"('prejudiced', 'unprejudiced')",-0.39775857,-0.2976205,-1.0214794,-0.9375479,-0.7981227,-0.6829249,-0.1151978
50,-0.9520775,-1.2502838,"('clumsy', 'skillful')",-0.49992874,-0.54427904,-0.51654077,-0.4883216,-0.6561823,-0.7609615,0.1047792
84,0.92558646,0.7206188,"('inferior', 'superior')",0.13359392,0.20375928,0.34134808,0.39894044,0.4668428,0.4411062,0.0257366
28,0.90744895,0.77121514,"('disloyal', 'loyal')",0.3420357,0.26244843,0.9393509,0.96468204,0.7296119,0.6661152,0.0634967
37,0.86107945,0.9822731,"('fake', 'genuine')",0.14481279,0.15079388,0.20574781,0.20864578,0.40388,0.4472376,-0.0433576
88,-0.8467695,-0.73012173,"('low', 'eminent')",-0.2136616,-0.13150297,-0.84666127,-0.7327444,-0.6356974,-0.5314564,-0.104241
20,0.7809036,0.71012,"('rough', 'thoughtful')",-0.05824114,-0.017475385,0.2861483,0.32140526,0.3362703,0.3380166,-0.0017463
82,-0.77429765,-0.4994462,"('poor', 'rich')",0.3343414,0.378505,5.4337587,5.5981092,1.6646008,1.8257227,-0.1611219
75,-0.7573164,-0.5615107,"('meek', 'impulsive')",0.42688504,0.44863558,-0.14521955,-0.15002997,-0.1585503,-0.087635,-0.0709153
12,0.7566322,0.8451567,"('unsupportive', 'supportive')",0.8008842,0.8121288,-1.7968618,-1.7742891,-0.0797818,-0.0390012,-0.0407806
27,0.7274352,0.47832042,"('hardhearted', 'softhearted')",-0.1826692,-0.045886934,0.649501,0.68832195,0.398089,0.3735851,0.0245039
54,0.6716733,0.5192772,"('incapable', 'capable')",0.13358437,0.3478055,0.63972956,0.7355058,0.4816624,0.5341962,-0.0525338
58,0.594743,0.6892247,"('undiscriminating', 'discriminating')",1.0042089,1.1165015,0.3927226,0.31590563,0.6638915,0.7072106,-0.0433191
69,-0.5856852,-0.75602835,"('lazy', 'industrious')",0.51426405,0.5092755,-0.7974014,-0.7982726,-0.2896075,-0.3483418,0.0587343
66,0.58317924,0.47475398,"('inactive', 'active')",0.95726264,1.0284864,1.2663721,1.3027216,0.9356047,0.9353207,0.000284
18,-0.5550047,-0.51028097,"('disagreeable', 'welcoming')",0.050112635,-0.037582353,-0.9977334,-0.98709184,-0.5008752,-0.5116517,0.0107765
13,0.5531659,0.5940409,"('impolite', 'polite')",-0.40315083,-0.30668777,-0.024846949,-0.0132884905,0.0417227,0.0913549,-0.0496322
21,0.54777074,0.50983334,"('immoral', 'moral')",-0.07862145,-0.0924412,-0.7202027,-0.7850887,-0.0836845,-0.1225655,0.038881
87,-0.5212479,-0.3647736,"('unsuccessful', 'successful')",0.21270314,0.43357283,0.4789527,0.58794534,0.0568026,0.2189149,-0.1621123
1,-0.5210526,-0.47826236,"('unfriendly', 'friendly')",0.7220287,0.8235252,1.1878082,1.3011072,0.4629281,0.54879,-0.0858619
64,-0.5204893,-0.7460852,"('shy', 'confident')",0.82012314,0.790008,-5.3213644,-5.400615,-1.6739101,-1.7855641,0.111654
8,0.5080816,0.6505868,"('unaffectionate', 'affectionate')",0.39978048,0.5250037,0.6046966,0.71619576,0.5041862,0.6305954,-0.1264092
34,-0.47499827,-0.52084947,"('mean', 'honorable')",-0.2334157,-0.28341112,5.0299067,5.0902114,1.4404976,1.4286502,0.0118474
40,-0.46083552,-0.3630795,"('stingy', 'generous')",0.6762371,0.53615785,-2.3333447,-2.4025426,-0.705981,-0.7431548,0.0371738
2,0.42751405,0.49259388,"('unlikable', 'likable')",1.559035,1.6457767,1.0206676,0.93274295,1.0024055,1.0237045,-0.021299
47,-0.42674968,-0.39866897,"('stupid', 'smart')",0.30612177,0.17984298,5.237925,5.236442,1.7057657,1.6725388,0.0332269
79,-0.4054346,-0.48158136,"('wavering', 'unwavering')",-0.7557095,-0.80211866,-0.35880625,-0.3364751,-0.5066501,-0.5400584,0.0334083
86,0.39875713,0.6517808,"('uninfluential', 'influential')",-0.018952742,0.006573435,-0.41958344,-0.45600864,-0.0132597,0.0674485,-0.0807082
0,0.3871547,0.39032507,"('unsociable', 'sociable')",-0.28965127,-0.17969504,-0.07121442,-0.0061195428,0.008763,0.0681702,-0.0594072
42,0.37269855,0.31185183,"('unreliable', 'reliable')",1.428322,1.4788978,-2.3651195,-2.3841338,-0.188033,-0.1977947,0.0097617
63,0.36448956,0.3405011,"('unperceptive', 'insightful')",1.2088317,1.1976852,0.2018201,0.18501757,0.5917138,0.5744013,0.0173125
78,-0.34471148,-0.51085097,"('nonresilient', 'resilient')",-0.0668831,-0.024114538,-0.34310514,-0.3510036,-0.2515666,-0.295323,0.0437564
57,0.33286715,0.66845447,"('unimaginative', 'imaginative')",0.58708894,0.6859141,-2.8225195,-2.8054,-0.6341878,-0.4836771,-0.1505107
53,-0.31102827,-0.23001304,"('uncreative', 'creative')",0.3726921,0.5040345,0.6060591,0.64238805,0.2225743,0.3054698,-0.0828955
38,0.31003222,0.27298313,"('untruthful', 'truthful')",-0.41847324,-0.4619348,-0.032082923,-0.039631117,-0.0468413,-0.0761943,0.029353
19,-0.30971807,-0.4846172,"('inhospitable', 'hospitable')",-0.6230542,-0.58556503,-0.59813565,-0.5746434,-0.5103026,-0.5482752,0.0379726
65,0.30720332,0.26916763,"('insecure', 'secure')",-0.06296412,0.010245942,0.18199101,0.2141253,0.1420767,0.164513,-0.0224363
72,-0.2850588,-0.05843652,"('unambitious', 'ambitious')",0.32133216,0.44611654,-0.71025157,-0.579522,-0.2246594,-0.0639473,-0.1607121
3,0.25661364,0.15888688,"('repellent', 'pleasant')",-0.03344611,-0.15809937,0.6196163,0.62433153,0.280928,0.208373,0.072555
41,-0.24379599,-0.0765204,"('unforgiving', 'forgiving')",0.06830453,0.0037943143,0.5911143,0.55984676,0.1385409,0.1623736,-0.0238327
32,-0.24075228,-0.18727216,"('unkind', 'kind')",0.0016425401,0.11737584,0.7830691,0.9425745,0.1813198,0.2908927,-0.1095729
29,0.23253654,0.0443946,"('unfair', 'fair')",-0.67349595,-0.64063865,-0.6234178,-0.5733482,-0.3547924,-0.3898641,0.0350717
25,-0.20650363,-0.49739626,"('egoistic', 'altruistic')",0.8630576,0.81152004,0.91618025,0.87035173,0.5242447,0.3948252,0.1294195
83,-0.19912748,-0.27400893,"('powerless', 'powerful')",0.8684605,0.8493737,-1.0789655,-1.0795175,-0.1365442,-0.1680509,0.0315067
73,-0.17288324,-0.18926689,"('helpless', 'self-reliant')",0.6798828,0.5944767,-3.2947721,-3.3066728,-0.9292576,-0.9671543,0.0378967
77,-0.16419822,-0.2969047,"('unmotivated', 'motivated')",0.50769204,0.5028731,-1.1646767,-1.1809828,-0.2737276,-0.3250048,0.0512772
51,0.14141753,0.16981432,"('uneducated', 'educated')",-0.5293991,-0.56613004,-0.30899486,-0.40594813,-0.2323255,-0.2674213,0.0350958
61,0.13839051,-0.07358737,"('illogical', 'logical')",0.1007072,0.1577711,0.29006404,0.31206992,0.1763873,0.1320845,0.0443028
49,-0.12536329,-0.13068491,"('unable', 'able')",-1.0288773,-0.8431064,-0.6695879,-0.57269,-0.6079428,-0.5154938,-0.092449
71,-0.117960155,-0.023911085,"('diffident', 'self-confident')",1.4411851,1.5684805,0.5899459,0.6495264,0.6377236,0.7313653,-0.0936417
15,0.1154297,0.39683098,"('boring', 'funny')",-0.71513486,-0.62264234,0.19723992,0.10807555,-0.1341551,-0.0392453,-0.0949098
17,-0.10270173,-0.038560376,"('nasty', 'nice')",-0.9962139,-0.9258374,-0.35279897,-0.3415877,-0.4839049,-0.4353285,-0.0485764
33,-0.102091074,-0.22493331,"('wrong', 'right')",0.687601,0.7473087,-0.8351594,-0.824459,-0.0832165,-0.1006946,0.0174781
26,-0.029478762,0.44727635,"('hardhearted', 'benevolent')",2.1266258,2.3885105,1.7583795,1.7720977,1.2851755,1.5359615,-0.250786
68,0.01798207,-0.19711924,"('dependent', 'independent')",-1.422627,-1.3309655,-1.6210866,-1.569034,-1.0085772,-1.032373,0.0237958
48,-0.0011090636,0.023851067,"('unintelligent', 'intelligent')",-0.58691436,-0.47028914,-0.6930389,-0.7003956,-0.4270208,-0.3822779,-0.0447429
