,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
13,0.6191556,0.78670305,"('impolite', 'polite')",-0.2940915,-0.17629081,-0.8533087,-0.68688476,-0.69269,-0.68708247,-1.1774616,-1.1376296,-0.5578945,-0.53157705,-0.4927151,-0.4054603,-0.0872548
47,0.5901283,0.58783925,"('stupid', 'smart')",-0.26794276,-0.30360374,-0.7475307,-0.7318935,-0.18175268,-0.27953672,-0.28441396,-0.2072645,5.246234,5.3923893,0.725787,0.7429883,-0.0172013
69,0.58773106,0.4932143,"('lazy', 'industrious')",0.30373427,0.16161442,1.0045042,0.9171702,0.6052462,0.6357729,1.6265256,1.6961609,-1.608494,-1.5670656,0.4198745,0.3894778,0.0303967
39,0.57970166,0.6089534,"('exploitative', 'cooperative')",0.039854296,0.1384587,-0.16189271,-0.21280918,-0.14649174,-0.0790849,1.0809175,1.2275932,0.16928777,0.2626578,0.2602295,0.3242948,-0.0640653
85,0.54651475,0.42358464,"('insignificant', 'prestigious')",-0.06149854,-0.048043594,2.092906,1.9726452,0.6348294,0.71316665,3.8267844,3.6414275,-0.6374352,-0.7651405,1.0670168,0.9896067,0.0774101
64,-0.5444998,-0.44272,"('shy', 'confident')",0.6790372,0.58476436,-0.27805093,-0.30962858,-0.27101353,-0.31053996,-1.489605,-1.5029188,-6.7090344,-6.7747207,-1.4355278,-1.459294,0.0237662
45,-0.5265771,-0.41162336,"('incompetent', 'competent')",-1.2740719,-1.1440306,-2.3992667,-2.364071,-1.2013539,-1.4377892,-2.0738757,-2.0462892,-0.31625575,-0.37529278,-1.2985668,-1.2965161,-0.0020507
11,0.49708688,0.6472635,"('unhelpful', 'helpful')",-0.34261975,-0.19766535,-1.0917174,-1.0510211,0.5280732,0.5108204,-0.26061186,-0.2294944,2.7221363,2.6618166,0.3420579,0.3902866,-0.0482287
78,0.4632666,0.56112146,"('nonresilient', 'resilient')",-0.9951119,-0.8871512,-2.106505,-2.0893369,-1.024913,-1.1122369,0.25044748,0.23424962,-0.19526997,-0.34757614,-0.6013476,-0.6068217,0.0054741
16,-0.41107517,-0.3611944,"('unpopular', 'popular')",-0.7305633,-0.6535269,-0.6531268,-0.5821663,-1.2132552,-1.0850731,-0.89629555,-0.87458295,-0.4564836,-0.44867527,-0.7268,-0.6675365,-0.0592635
36,0.4037126,0.26115006,"('hostile', 'amicable')",-0.84527004,-0.8130643,1.233226,1.1852385,0.6517237,0.65230405,3.7236507,3.7182977,-0.7572113,-0.82861227,0.7349719,0.6958857,0.0390862
20,-0.39233577,-0.36826718,"('rough', 'thoughtful')",-0.79645574,-0.9209656,-0.37919772,-0.45599154,-0.49167407,-0.59801245,0.09670838,0.08008827,0.6851189,0.62274724,-0.2129727,-0.2734002,0.0604275
76,-0.37307706,-0.24511182,"('anxious', 'daring')",0.30227134,0.41036317,-0.6038662,-0.57874435,-0.29638174,-0.28295922,-1.1095617,-1.1051363,-0.064783335,-0.024906091,-0.3575665,-0.3044158,-0.0531507
21,0.37071434,0.5839464,"('immoral', 'moral')",-0.36659476,-0.24644569,-1.4298195,-1.3899211,-1.1625735,-1.2685634,-1.6199319,-1.5922863,-1.0423672,-0.9870786,-0.8750954,-0.8167248,-0.0583706
31,-0.3584391,-0.5111094,"('evil', 'good')",0.15481143,0.14600869,1.1193862,1.0786313,0.0732913,0.07717346,1.5669245,1.5449244,-1.4378579,-1.5573579,0.1863527,0.1297118,0.0566409
7,0.34894735,0.36516714,"('insensitive', 'sensitive')",-0.57856643,-0.52122617,-1.6148162,-1.6562355,-1.450001,-1.5623863,-1.0374773,-1.0022871,0.76366454,0.69414514,-0.5947082,-0.6138038,0.0190956
25,0.3475045,0.2591403,"('egoistic', 'altruistic')",0.025913607,-0.06273344,1.0329908,0.93757284,0.29648057,0.33616704,1.502919,1.5427176,1.0478852,0.9549567,0.7089489,0.6613035,0.0476454
24,0.34280443,0.29844326,"('dishonest', 'honest')",-0.019534819,0.005028639,-0.37599328,-0.5034572,-0.5416058,-0.7719567,-0.1379632,-0.15687212,1.2112098,1.0939065,0.0798195,-0.0058179,0.0856374
60,-0.3411842,-0.044015028,"('inefficient', 'efficient')",-1.2884624,-1.0206317,-2.1069558,-2.050274,-1.2987549,-1.3188914,-2.7339633,-2.6382196,-0.1907519,-0.06895809,-1.3266788,-1.190165,-0.1365138
46,0.33299237,0.44936705,"('uncompetitive', 'competitive')",-0.86852473,-0.7509164,-2.540399,-2.4757192,-0.9558283,-1.217034,-2.217193,-2.2672434,-0.6255078,-0.7918345,-1.1457434,-1.1755634,0.02982
6,0.3276686,0.13625318,"('distant', 'open')",-1.5074248,-1.6109544,1.2836024,1.2608141,0.36316562,0.37790754,3.284758,3.220398,-0.51978505,-0.5927573,0.5386642,0.4652769,0.0733873
43,0.32268977,0.40116543,"('irresponsible', 'responsible')",-1.161489,-1.0852449,-2.04667,-2.0399058,-0.918798,-0.97323215,-2.051614,-2.0636122,0.7177484,0.6205639,-0.8563555,-0.856711,0.0003555
52,0.29229918,0.18183197,"('irrational', 'rational')",-0.52123785,-0.5055705,1.290404,1.2737061,0.594727,0.7401718,2.3733015,2.355876,-0.22145073,-0.26225597,0.6346738,0.6306266,0.0040472
59,0.2921789,0.18884274,"('foolish', 'wise')",-0.19415557,-0.1790491,0.64075077,0.6138034,0.32337755,0.39167988,1.5373796,1.521688,-0.30217642,-0.30070785,0.3828924,0.3727095,0.0101829
81,0.2872657,0.4497351,"('submissive', 'aggressive')",0.43940136,0.58116263,-1.1304562,-1.03759,-0.32421565,-0.19842914,-2.580175,-2.5569003,-0.88568556,-0.8620243,-0.6989775,-0.6040077,-0.0949698
65,-0.2835999,-0.10417242,"('insecure', 'secure')",0.0071022213,0.1523945,-1.171218,-1.0291268,-1.2556671,-1.1876441,-2.3373437,-2.221353,-0.23040709,-0.14867769,-0.8785223,-0.75643,-0.1220923
51,0.26108226,0.33699402,"('uneducated', 'educated')",1.0739915,1.2382419,-0.4157264,-0.213023,1.1734757,1.3256468,-0.41760322,-0.43610543,1.2642095,1.2524366,0.4899049,0.5840318,-0.0941269
53,-0.26037678,-0.29945457,"('uncreative', 'creative')",-1.1804224,-1.0549924,-0.07850737,-0.13751812,0.12444721,-0.018900035,1.2736112,1.1758506,0.52697533,0.31913742,0.0676212,-0.0026462,0.0702674
84,-0.25858718,-0.18768683,"('inferior', 'superior')",-1.0529631,-1.0455568,-0.0917947,-0.075355716,-0.7838745,-0.8284999,-0.21452445,-0.20629743,0.71743876,0.75837827,-0.2807176,-0.2641697,-0.0165479
77,-0.2570232,-0.099292256,"('unmotivated', 'motivated')",-1.5179166,-1.3948573,-2.5180795,-2.4614549,-1.3725107,-1.3377548,-1.3790468,-1.3248683,-1.8283386,-1.8008386,-1.4788192,-1.4031777,-0.0756415
80,0.25676295,0.3903587,"('dominated', 'dominating')",0.53108364,0.5679974,-0.16569044,-0.11859707,0.3353465,0.32283074,-1.4329426,-1.4246136,-0.30456567,-0.23431262,-0.1300009,-0.0827227,-0.0472782
72,0.2563532,0.23604028,"('unambitious', 'ambitious')",-0.28772354,-0.3507596,0.12835884,0.030435584,0.25506052,0.1729165,-0.0048915744,-0.06193768,-0.1645675,-0.2030208,0.0304317,-0.0293876,0.0598193
74,0.23091039,0.26291764,"('undedicated', 'dedicated')",-0.0026202872,0.28650102,-0.0886803,-0.020120595,0.84298366,0.7912881,1.6069192,1.5111271,0.2095055,0.123861894,0.466503,0.4925958,-0.0260928
17,0.22600494,0.21526286,"('nasty', 'nice')",-0.22578147,-0.20518832,0.15099165,0.14678563,-0.5165304,-0.42398098,-0.029862627,-0.09073785,-0.994554,-1.0068175,-0.231622,-0.227446,-0.004176
18,-0.1949782,-0.22418472,"('disagreeable', 'welcoming')",0.805464,0.877422,1.3073788,1.3172292,0.35984084,0.44283104,0.39214647,0.4007942,-0.64085275,-0.675334,0.3381665,0.3564596,-0.0182931
4,-0.19253251,-0.15806438,"('disliked', 'liked')",1.1148905,1.3405322,0.7996546,0.9075974,-0.33893353,-0.25746435,0.25433362,0.28823897,-7.463421,-7.681905,-0.9710014,-0.9268441,-0.0441573
28,0.18866998,0.24633053,"('disloyal', 'loyal')",-1.3383973,-1.1800127,-1.0824665,-1.0081525,-1.1279247,-1.1479392,0.036728065,0.055839017,1.6284004,1.5893661,-0.2824983,-0.2407615,-0.0417368
49,-0.1858577,-0.08800303,"('unable', 'able')",-1.430328,-1.3452597,-1.4406759,-1.3187591,-1.1684313,-1.0724556,0.17677364,0.24116713,-0.6759336,-0.64156663,-0.7874088,-0.7041461,-0.0832627
86,-0.17849351,-0.093930885,"('uninfluential', 'influential')",-1.1308327,-1.1210898,-1.5890102,-1.6000721,-0.60764176,-0.7433725,-1.15977,-1.204035,0.016811363,-0.15443206,-0.7748228,-0.8194887,0.0446659
79,-0.16980824,-0.22117016,"('wavering', 'unwavering')",-0.24792732,-0.16831991,0.77582264,0.8074171,0.5820029,0.6669854,1.9907424,1.9606065,-0.4619524,-0.5010592,0.41148,0.4240766,-0.0125966
3,-0.1564418,-0.14517115,"('repellent', 'pleasant')",-0.6331574,-0.71308386,-1.6708683,-1.783276,-0.7342216,-0.9147094,-1.982996,-2.0486743,0.95436555,0.84914225,-0.7038865,-0.7926288,0.0887423
30,0.15509957,0.31350204,"('intolerant', 'tolerant')",0.24324849,0.345396,-1.4637431,-1.4474993,-0.56043017,-0.5357637,-1.0287734,-1.024174,0.10139416,0.0874141,-0.4255341,-0.3768541,-0.04868
75,-0.15392035,-0.20582534,"('meek', 'impulsive')",0.719534,0.7468125,1.9450607,1.9226426,2.1743464,2.2227356,1.1118145,1.1199958,-0.5333946,-0.45044965,0.8772402,0.892652,-0.0154118
57,-0.14640738,-0.14984709,"('unimaginative', 'imaginative')",-0.60234356,-0.4169802,-0.38383007,-0.3424895,0.06207377,0.055429712,-0.9329332,-0.9878669,-2.7084434,-2.8787136,-0.7853139,-0.7867446,0.0014307
55,0.13735843,0.2815246,"('incompetent', 'clever')",-0.28444678,-0.19632667,-1.3450512,-1.339615,-0.63207704,-0.737113,-2.2764535,-2.225683,0.47135597,0.442621,-0.6548857,-0.6290987,-0.025787
27,0.13544403,0.011601637,"('hardhearted', 'softhearted')",0.35855216,0.24620506,-0.028146502,-0.044566028,-0.08672622,-0.07654614,1.3055208,1.2693881,1.2276158,1.1093392,0.4853767,0.419237,0.0661397
70,0.10119138,0.17709875,"('lethargic', 'energetic')",0.6822165,0.7772856,-0.89599746,-0.86176556,-0.14263651,-0.23719217,-1.8923203,-1.9298526,0.7364094,0.73433757,-0.2351895,-0.2233481,-0.0118414
22,-0.095636204,-0.08126493,"('untrustworthy', 'trustworthy')",0.12404433,0.27841008,-0.7068321,-0.76699567,-0.555954,-0.7683441,-1.8784384,-1.9147016,-0.68638104,-0.6218465,-0.6331996,-0.6457905,0.0125909
0,-0.05036891,0.009759475,"('unsociable', 'sociable')",-1.0022794,-1.0501516,-1.6861718,-1.7455139,-1.496729,-1.7171164,-1.5926176,-1.6311407,-0.37095207,-0.4232821,-1.0331864,-1.0929075,0.0597211
19,0.040816467,-0.023483058,"('inhospitable', 'hospitable')",-0.85580945,-0.91245544,0.16267823,0.16720974,0.45301613,0.4879234,1.4414551,1.370261,-0.5156564,-0.666823,0.1210833,0.0704388,0.0506445
67,0.01824408,0.11449112,"('doubtful', 'determined')",0.298055,0.30395767,0.3649324,0.2726161,0.37563142,0.24569115,-0.7637009,-0.81176645,-0.77145016,-0.71432036,-0.0797147,-0.0982218,0.0185071
29,0.010949116,0.020560112,"('unfair', 'fair')",-0.5845704,-0.5748388,-0.20440844,-0.32073048,-1.0593991,-1.1524547,-0.8802875,-0.90784115,-0.18692592,-0.19845058,-0.484107,-0.5222926,0.0381856
