,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.9325829,-1.5482987,"('unfriendly', 'friendly')",0.58348256,0.6941592,2.0237832,2.0503583,0.2248943,0.3987396,-0.1738453
86,-1.2723489,-1.5697924,"('uninfluential', 'influential')",0.82157844,0.781068,0.042355124,-0.06741768,-0.1361384,-0.2853807,0.1492423
57,-1.1658659,-1.2785119,"('unimaginative', 'imaginative')",0.58669865,0.70841175,-2.5655239,-2.4538786,-1.0482303,-1.0079929,-0.0402374
58,-1.1612334,-1.1347942,"('undiscriminating', 'discriminating')",0.053416096,0.12023023,0.023940768,0.06855701,-0.3612922,-0.3153357,-0.0459565
27,-1.1067964,-0.95420355,"('hardhearted', 'softhearted')",0.374863,0.37906912,1.6275779,1.6743231,0.2985482,0.3663962,-0.067848
17,-1.0996654,-1.2019521,"('nasty', 'nice')",-0.6910785,-0.6573458,-0.55608654,-0.51970935,-0.7822768,-0.7930024,0.0107256
0,-1.0274982,-1.3004994,"('unsociable', 'sociable')",1.9332234,1.8131492,-0.39197233,-0.5374044,0.1712509,-0.0082515,0.1795024
39,0.9736682,0.8166307,"('exploitative', 'cooperative')",1.38724,1.2969072,0.6360759,0.59381914,0.9989947,0.9024523,0.0965424
37,0.96423995,0.9761747,"('fake', 'genuine')",0.21591072,0.1668861,0.6903185,0.6677689,0.6234897,0.6036099,0.0198798
72,-0.955371,-0.819355,"('unambitious', 'ambitious')",-0.64884245,-0.5409689,-0.8423788,-0.8876892,-0.8155308,-0.7493377,-0.0661931
48,-0.91407967,-0.91551626,"('unintelligent', 'intelligent')",0.5899826,0.52026117,0.30558532,0.35365552,-0.0061706,-0.0138665,0.0076959
83,-0.8857338,-0.8910522,"('powerless', 'powerful')",-0.2272841,-0.26782426,-1.345674,-1.372987,-0.819564,-0.8439545,0.0243905
36,-0.8831261,-0.5167087,"('hostile', 'amicable')",-1.1684186,-0.97298676,0.3155561,0.35685286,-0.5786629,-0.3776142,-0.2010487
77,-0.8596565,-0.9986881,"('unmotivated', 'motivated')",-0.05352682,0.032547824,-1.2160907,-1.1684309,-0.709758,-0.7115237,0.0017657
