,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
20,-0.80731654,-0.86536765,"('rough', 'thoughtful')",-0.33382905,-0.38947135,1.1222711,1.1805646,-0.0062915,-0.0247581,0.0184666
35,0.7943764,1.0763328,"('corrupt', 'incorrupt')",-1.754495,-1.7063714,-0.21893404,-0.20545836,-0.3930176,-0.278499,-0.1145186
41,-0.77874297,-1.0569416,"('unforgiving', 'forgiving')",0.7264468,0.7440586,0.007025943,-0.03948576,-0.0150901,-0.1174563,0.1023662
53,-0.7672822,-0.5663257,"('uncreative', 'creative')",-0.14516589,0.02511233,0.7991283,0.75373185,-0.0377733,0.0708395,-0.1086128
10,-0.660034,-1.1104426,"('unsympathetic', 'sympathetic')",0.44926473,0.41673377,-0.3733915,-0.54104936,-0.1947203,-0.4115861,0.2168658
55,0.6467138,0.2569455,"('incompetent', 'clever')",1.426598,1.3180522,0.035073683,-0.021505963,0.7027952,0.5178306,0.1849646
61,-0.643944,-0.761911,"('illogical', 'logical')",0.8319878,0.71508306,0.49548626,0.38833004,0.2278433,0.113834,0.1140093
78,-0.6216367,-0.5093824,"('nonresilient', 'resilient')",0.8204695,0.87780666,0.4153692,0.47915247,0.204734,0.2825256,-0.0777916
49,-0.6139394,-0.5980996,"('unable', 'able')",-0.22848022,-0.2741842,-0.36667013,-0.38394916,-0.4030299,-0.4187443,0.0157144
59,0.57426596,0.8093282,"('foolish', 'wise')",-0.6819775,-0.5572442,0.23018256,0.26361212,0.0408237,0.1718987,-0.131075
31,-0.5442113,-0.11141368,"('evil', 'good')",-1.4438308,-1.2820232,-0.6010243,-0.49461177,-0.8630222,-0.6293495,-0.2336727
3,-0.54205734,-0.68459904,"('repellent', 'pleasant')",-0.6041836,-0.4999232,0.30202568,0.32275015,-0.2814051,-0.2872574,0.0058523
28,-0.5406693,-0.68017817,"('disloyal', 'loyal')",-0.10053525,-0.099807024,0.9098759,0.8299178,0.0895571,0.0166442,0.0729129
43,-0.5092864,-0.8451507,"('irresponsible', 'responsible')",1.4618449,1.2627442,0.69302225,0.50214434,0.5485269,0.3065793,0.2419476
9,-0.48819888,-0.40591022,"('unaffectionate', 'caring')",0.3375552,0.4423852,1.3774047,1.3580258,0.4089203,0.4648336,-0.0559133
16,-0.48620194,-0.42780316,"('unpopular', 'popular')",-0.933488,-0.8898351,0.36686566,0.37036216,-0.3509414,-0.3157587,-0.0351827
2,0.47128612,0.35059053,"('unlikable', 'likable')",1.4422082,1.4467193,0.495839,0.47147647,0.8031111,0.7562621,0.046849
21,-0.46913648,-0.7574043,"('immoral', 'moral')",1.5058913,1.4171335,-0.57411367,-0.5337343,0.1542137,0.0419983,0.1122154
26,-0.4557308,-0.502669,"('hardhearted', 'benevolent')",0.84793735,0.88534474,1.484651,1.5379819,0.6256192,0.6402192,-0.0146
23,-0.44253582,-0.7233929,"('insincere', 'sincere')",0.28312927,0.25375798,5.882643,5.6164484,1.9077455,1.7156045,0.192141
69,0.43835354,0.8163153,"('lazy', 'industrious')",-0.4905951,-0.3712563,-0.5967747,-0.52280086,-0.2163388,-0.025914,-0.1904248
67,0.43381724,0.14286773,"('doubtful', 'determined')",-0.16879927,-0.21347016,-0.65552455,-0.712818,-0.1301689,-0.2611401,0.1309712
40,-0.41243,-0.60931396,"('stingy', 'generous')",0.10605475,0.2306642,-1.3151188,-1.4360056,-0.540498,-0.6048851,0.0643871
46,0.4026645,0.029981121,"('uncompetitive', 'competitive')",1.4762278,1.4011157,-0.69849175,-0.80087054,0.3934669,0.2100754,0.1833915
12,0.39903343,0.3223998,"('unsupportive', 'supportive')",1.0160692,1.0976044,-1.4396936,-1.3952496,-0.008197,0.0082515,-0.0164485
73,0.39863285,0.25483394,"('helpless', 'self-reliant')",0.3912385,0.39531082,-3.0547094,-2.9667845,-0.7549461,-0.7722132,0.0172671
19,-0.39532363,-0.39181417,"('inhospitable', 'hospitable')",-0.4366821,-0.43662784,0.2819249,0.28994188,-0.1833603,-0.1795,-0.0038603
44,0.39152634,0.45398843,"('prejudiced', 'unprejudiced')",-0.8624336,-0.8925061,-1.3882027,-1.3025298,-0.6197033,-0.5803492,-0.0393541
24,0.38768375,0.1545676,"('dishonest', 'honest')",0.92003846,0.8636903,0.8608094,0.6743097,0.7228439,0.5641892,0.1586547
66,0.37690312,0.5037852,"('inactive', 'active')",-0.17347267,-0.052403554,0.9945266,1.1040201,0.399319,0.5184673,-0.1191483
47,-0.37513593,-0.46835577,"('stupid', 'smart')",0.6924919,0.6475001,5.5278573,5.3712306,1.9484045,1.850125,0.0982795
42,0.36561552,0.38565427,"('unreliable', 'reliable')",0.45963025,0.54110944,-2.7158594,-2.674666,-0.6302046,-0.5826341,-0.0475705
45,-0.36060753,-0.6743711,"('incompetent', 'competent')",0.80469626,0.7460878,-0.22517754,-0.3500715,0.0729704,-0.0927849,0.1657553
64,0.3161514,0.12746513,"('shy', 'confident')",-0.46480685,-0.4885152,-6.7707376,-6.6788464,-2.3064644,-2.3466322,0.0401678
87,0.31394237,0.06409586,"('unsuccessful', 'successful')",0.88236874,0.7961796,0.9061919,0.9419147,0.7008344,0.60073,0.1001044
65,-0.29735973,-0.554642,"('insecure', 'secure')",0.08886042,-0.03949521,-0.2034033,-0.3066976,-0.1373009,-0.3002783,0.1629774
68,-0.28996965,-0.35501677,"('dependent', 'independent')",-0.3099612,-0.3875304,-0.35129172,-0.39411798,-0.3170742,-0.3788884,0.0618142
52,-0.28935757,0.114606425,"('irrational', 'rational')",-0.55185777,-0.4649026,0.0099899,0.12087504,-0.2770752,-0.0764737,-0.2006015
88,-0.2835956,-0.22141004,"('low', 'eminent')",-0.43989706,-0.48030388,-0.09640837,-0.044845648,-0.2733003,-0.2488532,-0.0244471
60,-0.27087587,-0.65983844,"('inefficient', 'efficient')",2.0109925,1.894396,-0.00090572797,-0.10668595,0.5797369,0.3759572,0.2037797
8,-0.25846732,0.08275892,"('unaffectionate', 'affectionate')",-0.17151423,-0.088917546,1.0624707,1.0992184,0.2108297,0.3643533,-0.1535236
62,0.25586998,-0.14704464,"('incompetent', 'brilliant')",1.0776255,0.92155343,-0.117793486,-0.2683157,0.405234,0.168731,0.236503
11,-0.23856835,-0.5881875,"('unhelpful', 'helpful')",0.057934433,-0.042934857,1.8476151,1.6272383,0.5556604,0.3320386,0.2236218
54,0.22582556,0.47312102,"('incapable', 'capable')",0.89187634,0.9094389,1.2597123,1.2549366,0.7924714,0.8791655,-0.0866941
4,-0.21791935,-0.40868935,"('disliked', 'liked')",-0.42733225,-0.3870791,-6.534588,-6.501412,-2.3932799,-2.4323934,0.0391135
74,0.21732958,0.1530048,"('undedicated', 'dedicated')",0.6650437,0.6643913,0.06509513,0.068364814,0.3158228,0.2952536,0.0205692
79,0.2168704,0.3068572,"('wavering', 'unwavering')",-0.8676628,-0.9284162,0.030623361,0.046171598,-0.206723,-0.1917958,-0.0149272
32,-0.1961871,-0.15168722,"('unkind', 'kind')",0.5882058,0.5473397,0.8875717,0.85881263,0.4265301,0.418155,0.0083751
22,0.17357303,0.15782075,"('untrustworthy', 'trustworthy')",0.5979403,0.6526569,-0.5944088,-0.6641066,0.0590348,0.0487904,0.0102444
6,-0.16519772,0.2627932,"('distant', 'open')",0.15713103,0.28292578,0.7536604,0.7363853,0.2485312,0.4273681,-0.1788369
82,0.15362427,0.20158109,"('poor', 'rich')",0.5535402,0.6296788,6.1907616,6.0607405,2.2993088,2.2973334,0.0019754
80,0.15184751,-0.25210834,"('dominated', 'dominating')",0.43988684,0.33125567,-1.1549635,-1.2169405,-0.187743,-0.3792644,0.1915214
13,-0.1435191,-0.5869475,"('impolite', 'polite')",2.096959,1.8310397,-0.098542884,-0.27132112,0.618299,0.324257,0.294042
76,0.14345308,-0.054826487,"('anxious', 'daring')",0.9940431,0.97779113,0.15317069,0.24622658,0.4302223,0.3897304,0.0404919
71,0.1330043,0.16250509,"('diffident', 'self-confident')",1.449145,1.4741741,0.5946849,0.49967444,0.7256114,0.7121178,0.0134936
84,0.13254878,0.180234,"('inferior', 'superior')",-0.19531582,-0.23591666,0.5933177,0.65991396,0.1768502,0.2014104,-0.0245602
50,0.116395175,0.12959723,"('clumsy', 'skillful')",-1.3389472,-1.2832972,0.045247007,0.0248808,-0.392435,-0.3762731,-0.0161619
81,-0.10426652,-0.51193565,"('submissive', 'aggressive')",0.8427027,0.71322,-0.93103814,-0.9710602,-0.0642007,-0.256592,0.1923913
63,-0.10314204,-0.48535925,"('unperceptive', 'insightful')",0.97008777,0.85876316,1.2158968,1.0618658,0.6942809,0.4784232,0.2158577
29,0.103090316,0.3366276,"('unfair', 'fair')",-0.5298962,-0.4861933,-0.08710198,-0.11339733,-0.1713026,-0.0876543,-0.0836483
51,0.09775037,-0.18553294,"('uneducated', 'educated')",0.5149521,0.42178807,0.48251477,0.3166645,0.3650724,0.1843065,0.1807659
75,-0.092059046,-0.0821393,"('meek', 'impulsive')",-1.2872655,-1.2576203,-0.56276596,-0.61556304,-0.6473635,-0.6517742,0.0044107
38,0.07421963,0.05440895,"('untruthful', 'truthful')",-0.31116658,-0.34235814,-0.05700942,-0.10439817,-0.0979855,-0.1307825,0.032797
30,-0.074036375,-0.45502594,"('intolerant', 'tolerant')",1.2777054,1.2487078,0.76482683,0.6483627,0.6561653,0.4806815,0.1754838
14,-0.06385878,-0.4810501,"('antisocial', 'social')",1.8211164,1.7310517,-0.5470385,-0.61591417,0.4034064,0.2113625,0.1920439
25,0.058823124,0.4272141,"('egoistic', 'altruistic')",0.8139646,1.0124508,1.7897339,1.8492118,0.8875072,1.0962922,-0.208785
5,-0.05334352,0.20306033,"('distant', 'outgoing')",-0.016841698,0.028204106,0.10112778,0.11248416,0.0103142,0.1145829,-0.1042687
56,0.04062401,-0.20053408,"('impractical', 'practical')",1.289514,1.1720454,-0.56349695,-0.5940188,0.255547,0.1258308,0.1297162
18,-0.039537862,0.0058613755,"('disagreeable', 'welcoming')",0.13482645,0.18498991,-0.20522812,-0.31113178,-0.0366465,-0.0400935,0.003447
15,0.03848373,0.26929307,"('boring', 'funny')",0.7379093,0.6818595,0.23779981,0.30859503,0.3380643,0.4199159,-0.0818516
34,-0.023575641,-0.10547103,"('mean', 'honorable')",0.5514179,0.5115574,6.3388743,6.1189413,2.2889055,2.1750093,0.1138962
85,-0.023476511,0.37280917,"('insignificant', 'prestigious')",-0.3584368,-0.24995184,0.79365623,0.8898865,0.1372476,0.3375813,-0.2003337
33,-0.012250684,0.14174686,"('wrong', 'right')",-0.15830311,-0.11436117,-0.40899178,-0.3449363,-0.1931819,-0.1058502,-0.0873317
7,-0.002463146,-0.27973193,"('insensitive', 'sensitive')",0.4238491,0.3959507,1.0932664,0.96913457,0.5048841,0.3617845,0.1430996
70,-0.0020052828,-0.34207323,"('lethargic', 'energetic')",0.6006461,0.57413757,0.8920443,0.8294731,0.496895,0.3538458,0.1430492
