,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
74,0.70327157,0.7286029,"('undedicated', 'dedicated')",0.91800773,0.85174406,-0.030462645,0.07674852,0.3810907,0.3641988,0.4929768,0.5053235,-0.0123467
0,-0.69377416,-0.7386284,"('unsociable', 'sociable')",0.3495872,0.4408416,-0.31402767,-0.10378526,-0.4171418,-0.3507961,-0.2688391,-0.188092,-0.0807471
65,-0.69220775,-0.7632632,"('insecure', 'secure')",0.07855755,0.059808105,-0.9329472,-0.8491898,-0.7576995,-0.80908215,-0.5760742,-0.5904318,0.0143576
71,0.63855743,0.85468477,"('diffident', 'self-confident')",-0.24404643,-0.0814301,-0.4808604,-0.5053384,0.5441194,0.67930496,0.1144425,0.2368053,-0.1223628
88,-0.6279091,-0.69098246,"('low', 'eminent')",0.47054994,0.24197091,-0.9570778,-1.1397414,0.43818152,0.39949116,-0.1690639,-0.2973154,0.1282515
28,-0.608769,-0.60171944,"('disloyal', 'loyal')",0.0018148646,0.0042227376,-1.2809093,-1.1927938,1.0413167,1.0061353,-0.2116367,-0.1960388,-0.0155979
19,0.60012573,0.93368965,"('inhospitable', 'hospitable')",-0.81186676,-0.4557967,-0.7250953,-0.5098874,-0.1516902,0.015252097,-0.2721316,-0.0041856,-0.267946
55,-0.5994619,-0.74487764,"('incompetent', 'clever')",0.6912488,0.5252717,-0.6616278,-0.8620465,-0.122393504,-0.24249291,-0.1730586,-0.3310363,0.1579777
39,0.5868219,0.57378364,"('exploitative', 'cooperative')",0.23412687,0.26433992,0.7413254,0.808247,-0.17292464,-0.118397504,0.3473374,0.3819933,-0.0346559
32,-0.58047,-0.8015099,"('unkind', 'kind')",0.17438398,0.17512448,-1.171554,-1.0914716,0.97118384,1.0589497,-0.1516141,-0.1647268,0.0131127
24,-0.55038005,-0.48441422,"('dishonest', 'honest')",-0.010852948,0.17582771,-1.532791,-1.2767026,1.2291929,1.230975,-0.2162078,-0.0885785,-0.1276293
36,0.5322756,0.63037956,"('hostile', 'amicable')",-0.53050935,-0.5194943,0.23204787,0.09675202,0.4589483,0.38936913,0.1731906,0.1492516,0.023939
27,-0.5286471,-0.295795,"('hardhearted', 'softhearted')",-0.662306,-0.38342258,-0.96529174,-0.76801467,1.413987,1.5002769,-0.1855644,0.0132612,-0.1988256
87,0.5258497,0.7132386,"('unsuccessful', 'successful')",1.711019,1.7097896,1.5486583,1.4894819,0.9462166,0.88724214,1.182936,1.1999381,-0.0170021
22,-0.52293414,-0.7558653,"('untrustworthy', 'trustworthy')",-0.20433012,-0.18697312,-0.80945474,-0.7660299,-1.1826876,-1.2023921,-0.6798517,-0.7278151,0.0479634
78,-0.51626515,-0.52590567,"('nonresilient', 'resilient')",0.069669835,-0.019958735,0.75102323,0.7076557,0.60536176,0.6779485,0.2274474,0.2099349,0.0175125
9,-0.48314202,-0.39079586,"('unaffectionate', 'caring')",-0.09054969,0.0757449,-0.45979327,-0.38886714,1.7037473,1.854173,0.1675656,0.2875637,-0.1199981
8,-0.43628418,-0.3844665,"('unaffectionate', 'affectionate')",0.3294802,0.52572393,-0.3865042,-0.27656925,1.0379213,1.2146795,0.1361533,0.2698419,-0.1336886
43,-0.419878,-0.43209082,"('irresponsible', 'responsible')",0.009179376,0.111544564,-0.74700916,-0.6055813,0.6119896,0.72406065,-0.1364295,-0.0505167,-0.0859128
37,0.4134031,0.44294745,"('fake', 'genuine')",-0.10212385,0.02929524,-0.63801247,-0.49215975,0.5350132,0.5911991,0.05207,0.1428205,-0.0907505
68,-0.36807308,-0.392103,"('dependent', 'independent')",-0.6906042,-0.82754415,-1.5579054,-1.6406231,-0.25079173,-0.34452736,-0.7168437,-0.8011994,0.0843557
60,-0.35249844,-0.6882287,"('inefficient', 'efficient')",0.27144876,0.23005001,-0.51644623,-0.54679763,0.3153555,0.2591896,-0.0705351,-0.1864467,0.1159116
56,0.34887254,0.1938304,"('impractical', 'practical')",-0.056577764,-0.07967022,-0.25105423,-0.22639857,0.086569294,0.03893289,0.0319525,-0.0183264,0.0502789
31,0.33044532,0.49807504,"('evil', 'good')",-0.63676417,-0.28008643,0.18808149,0.21228015,-1.124816,-1.0433179,-0.3107633,-0.1532623,-0.157501
41,-0.32622916,-0.2558192,"('unforgiving', 'forgiving')",-0.028247796,0.028425813,-0.39243397,-0.2903167,-0.1804324,-0.10611325,-0.2318358,-0.1559558,-0.07588
50,0.31508783,0.30181497,"('clumsy', 'skillful')",1.4017503,1.1564505,0.42463678,0.40782407,0.4525921,0.48919547,0.6485168,0.5888213,0.0596955
52,0.3142943,0.55689657,"('irrational', 'rational')",0.0007006563,0.11683169,-0.8377427,-0.8246345,0.121873036,0.20210394,-0.1002187,0.0127994,-0.1130181
26,0.30859733,0.5574117,"('hardhearted', 'benevolent')",2.166834,2.4178557,1.148667,1.3910488,1.337715,1.431383,1.2404534,1.4494249,-0.2089715
17,-0.3022985,-0.27936584,"('nasty', 'nice')",-0.048004366,-0.025775634,-0.12480493,-0.20819934,-1.0629357,-1.145437,-0.3845109,-0.4146945,0.0301836
30,0.29921415,0.3507638,"('intolerant', 'tolerant')",0.5043383,0.45603096,-0.18475793,-0.2612285,1.1419637,1.0915796,0.4401896,0.4092864,0.0309032
61,-0.29827276,-0.2828227,"('illogical', 'logical')",0.043923862,0.15204048,-0.6169185,-0.6859869,0.08658377,0.10750015,-0.1961709,-0.1773172,-0.0188537
47,0.29065514,0.15154578,"('stupid', 'smart')",0.68612105,0.7258679,-0.32130992,-0.23311134,5.95677,5.873173,1.653059,1.6293689,0.0236901
62,-0.29052722,-0.297419,"('incompetent', 'brilliant')",0.16966796,0.09573914,-0.29592195,-0.5440469,0.5883926,0.5300304,0.0429028,-0.0539241,0.0968269
14,-0.24709658,-0.46394435,"('antisocial', 'social')",1.1806378,1.0768257,0.37010092,0.2952075,-0.9440936,-0.98103887,0.0898871,-0.0182375,0.1081246
58,0.24578694,0.29270643,"('undiscriminating', 'discriminating')",0.2886004,0.38783583,0.5668281,0.58709455,0.046228908,0.03956999,0.2868611,0.3268017,-0.0399406
80,-0.22272426,-0.103896424,"('dominated', 'dominating')",-0.13488069,-0.31328368,0.14209276,0.08680688,-1.3214626,-1.4109135,-0.3842437,-0.4353217,0.051078
4,0.2216317,0.4271171,"('disliked', 'liked')",0.08967778,0.11733532,-0.4076181,-0.617801,-6.639524,-6.691991,-1.6839582,-1.6913348,0.0073766
75,0.21217415,0.14815564,"('meek', 'impulsive')",0.09936557,-0.07983354,0.67533654,0.51179236,-0.25055972,-0.29532665,0.1840791,0.071197,0.1128821
34,-0.17967208,-0.14124852,"('mean', 'honorable')",0.42882258,0.46110648,0.36915913,0.4727244,6.7977595,6.762609,1.8540173,1.8887979,-0.0347806
18,-0.1585374,-0.09315329,"('disagreeable', 'welcoming')",0.71102077,0.7862978,-0.7138719,-0.7250445,-0.31232026,-0.25360358,-0.1184272,-0.0713759,-0.0470513
76,0.15085356,-0.20025155,"('anxious', 'daring')",1.7767794,1.1832496,0.51071703,0.2507218,0.0736347,-0.03875441,0.6279961,0.2987413,0.3292548
53,-0.13348418,-0.17798589,"('uncreative', 'creative')",0.55595064,0.50328684,-0.034904957,-0.12366119,1.4590489,1.5379398,0.4616526,0.4348949,0.0267577
12,-0.12974954,0.09393583,"('unsupportive', 'supportive')",0.6020079,0.69651127,-0.818155,-0.80637044,-1.6898558,-1.5859088,-0.5089381,-0.400458,-0.1084801
1,0.12924942,0.1805235,"('unfriendly', 'friendly')",0.031600628,0.43146834,-0.72455156,-0.5924035,2.080547,2.35186,0.3792114,0.5928621,-0.2136507
77,-0.11895895,-0.11630905,"('unmotivated', 'motivated')",0.20723242,-0.0093090385,0.21696241,0.092711166,-0.9594686,-0.9267405,-0.1635582,-0.2399119,0.0763537
16,-0.11165937,-0.2257811,"('unpopular', 'popular')",0.589924,0.472261,0.40767026,0.2530026,0.8916949,0.8401605,0.4444074,0.3349108,0.1094966
38,-0.10775004,-0.26805443,"('untruthful', 'truthful')",-0.468164,-0.55637604,-0.3073781,-0.42300135,0.4745382,0.42780724,-0.1021885,-0.2049061,0.1027176
44,0.08788954,-0.1997265,"('prejudiced', 'unprejudiced')",-1.0253955,-1.0516089,-0.26672664,-0.43926048,-1.5924764,-1.5962939,-0.6991773,-0.8217224,0.1225451
20,-0.08405773,-0.30980217,"('rough', 'thoughtful')",1.269179,1.1396035,0.13339986,-0.08240944,0.53666115,0.5789547,0.4637956,0.3315867,0.1322089
49,0.08057682,-0.06961706,"('unable', 'able')",0.50086147,0.23696426,-0.28861806,-0.49571848,-0.09680112,-0.2284741,0.0490048,-0.1392113,0.1882161
25,0.056877125,0.26106364,"('egoistic', 'altruistic')",0.53485775,0.61576164,0.6567891,0.5412489,1.5916636,1.4774476,0.7100469,0.7238804,-0.0138335
40,-0.024943842,0.17189126,"('stingy', 'generous')",0.14702576,0.30341512,-0.16386835,-0.21251124,-1.7712927,-1.7089583,-0.4532698,-0.3615408,-0.091729
83,-0.022996437,-0.12658793,"('powerless', 'powerful')",0.8596739,0.5736448,0.30016837,0.04224152,-0.6203413,-0.7529219,0.1291261,-0.0659059,0.195032
64,-0.017854156,-0.0987034,"('shy', 'confident')",0.03261707,-0.029476773,0.4436812,0.34965315,-6.9896693,-6.985511,-1.6328063,-1.6910095,0.0582032
79,0.014384909,0.23340772,"('wavering', 'unwavering')",-0.3456658,-0.39674062,-0.821889,-0.80511874,0.39799726,0.44073585,-0.1887932,-0.131929,-0.0568642
