,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
87,1.5642118,1.9418178,"('unsuccessful', 'successful')",0.84744394,1.0830071,0.26611775,0.3753046,0.4942971,0.4852792,0.7930177,0.9713522,-0.1783345
73,1.3177919,1.2783751,"('helpless', 'self-reliant')",0.71557754,0.39744565,0.61820745,0.4222936,-3.3391078,-3.6613479,-0.1718827,-0.3908083,0.2189256
39,1.2253557,1.3583968,"('exploitative', 'cooperative')",0.7653465,0.81421024,0.47879475,0.64083916,0.63156426,0.6973489,0.7752653,0.8776987,-0.1024334
3,-1.1852158,-0.9781749,"('repellent', 'pleasant')",-1.6212636,-1.3593227,-1.5335552,-1.1411626,0.69375604,0.61823845,-0.9115696,-0.7151055,-0.1964641
25,-1.1655887,-1.6861088,"('egoistic', 'altruistic')",0.5810727,-0.016765952,0.3740399,-0.07574648,1.3976508,1.1159714,0.2967937,-0.1656624,0.4624561
28,-1.1242545,-1.2057015,"('disloyal', 'loyal')",-0.605648,-0.67988205,-1.5627452,-1.4844095,0.93147945,0.7977265,-0.5902921,-0.6430666,0.0527745
48,-0.98814094,-0.6716141,"('unintelligent', 'intelligent')",-0.690296,-0.48692587,-2.5159009,-2.0817833,-0.20783067,-0.18172167,-1.1005421,-0.8555112,-0.2450309
77,-0.94760406,-0.26502368,"('unmotivated', 'motivated')",0.0696526,0.5254565,-1.3671415,-0.8634062,-0.8017272,-0.6217752,-0.761705,-0.3061872,-0.4555178
47,0.8411044,1.1099635,"('stupid', 'smart')",0.05675696,0.35939384,-0.15046296,-0.08295019,5.112548,5.3392744,1.4649866,1.6814203,-0.2164337
70,-0.7673033,-0.098263934,"('lethargic', 'energetic')",-1.4523227,-0.7173256,-1.0684264,-0.4899973,0.5800341,0.88095564,-0.6770046,-0.1061578,-0.5708468
85,0.7495632,0.04715952,"('insignificant', 'prestigious')",2.2503633,1.4389839,0.88767445,0.051859763,-0.5469691,-0.87452304,0.8351579,0.16587,0.6692879
79,-0.7440958,-1.3995641,"('wavering', 'unwavering')",0.2558108,-0.36235654,0.83280647,0.22981629,-0.59649,-0.6954581,-0.0629921,-0.5568906,0.4938985
10,-0.72249824,0.017695786,"('unsympathetic', 'sympathetic')",-0.9246503,-0.31204668,-3.1514335,-2.351122,-0.18986705,0.036762945,-1.2471123,-0.6521775,-0.5949348
5,-0.7224902,-1.2634871,"('distant', 'outgoing')",0.8504468,0.36577782,1.5572234,0.94339746,-0.46693194,-0.57453007,0.304562,-0.1322105,0.4367725
6,-0.6899012,-1.3879198,"('distant', 'open')",0.89113325,0.25593877,1.356892,0.6935229,-0.0449052,-0.40339145,0.3783047,-0.2104624,0.5887671
8,-0.67203903,-1.4252311,"('unaffectionate', 'affectionate')",0.22915795,-0.5002428,-1.8038927,-2.3061965,0.38729477,0.12638897,-0.4648697,-1.0263203,0.5614506
83,0.65841746,0.90714186,"('powerless', 'powerful')",0.095877916,0.40795928,-0.6481434,-0.5113857,-1.0709277,-0.788213,-0.241194,0.0038756,-0.2450696
0,-0.63778055,-0.053629242,"('unsociable', 'sociable')",-0.48655194,0.12387997,-2.258663,-1.7578073,-0.1564246,0.077252984,-0.884855,-0.4025759,-0.4822791
76,-0.61665416,0.1826396,"('anxious', 'daring')",-0.7919316,-0.29956716,-0.687673,0.11502217,-0.041268192,0.3947712,-0.5343817,0.0982164,-0.6325981
18,-0.6164967,-0.67130405,"('disagreeable', 'welcoming')",0.5918108,0.5346729,-0.8427231,-0.9346123,-0.7858451,-0.84317005,-0.4133135,-0.4786034,0.0652899
71,0.61430776,0.46041998,"('diffident', 'self-confident')",2.131293,2.1334221,0.92145133,0.7776798,0.5222315,0.55442476,1.0473208,0.9814867,0.0658341
2,0.6085375,0.67081404,"('unlikable', 'likable')",0.24367556,0.44010055,-1.0074147,-0.79386306,0.23540711,0.3228627,0.0200514,0.1599786,-0.1399272
