,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.2095387,-1.6371645,"('evil', 'good')",-2.0896857,-1.7695442,-0.78290856,-0.748211,-1.6940443,-1.3849732,-0.3090711
36,-2.1652808,-1.5780224,"('hostile', 'amicable')",-2.1623294,-1.8786433,0.20557114,0.16976257,-1.3740129,-1.0956343,-0.2783786
6,-2.0794334,-1.6778141,"('distant', 'open')",-1.7476511,-1.4740196,0.08074278,0.12276318,-1.2487806,-1.0096902,-0.2390904
5,-1.9554107,-1.5857825,"('distant', 'outgoing')",-1.8073229,-1.5700915,-0.42494127,-0.32993424,-1.3958915,-1.1619361,-0.2339554
85,-1.8136811,-1.2905979,"('insignificant', 'prestigious')",-1.9161664,-1.5080695,0.3374016,0.56028134,-1.1308153,-0.7461287,-0.3846866
19,-1.7926288,-1.6323253,"('inhospitable', 'hospitable')",-1.8037792,-1.7661755,-0.3096163,-0.2345605,-1.3020081,-1.2110205,-0.0909876
79,-1.756959,-1.5244222,"('wavering', 'unwavering')",-1.8175977,-1.73318,-0.2551043,-0.18961746,-1.2765537,-1.1490732,-0.1274805
60,1.6352081,1.2308196,"('inefficient', 'efficient')",2.9431705,2.5059736,-0.015217472,0.07471248,1.5210538,1.2705019,0.2505519
9,-1.5834812,-1.4328083,"('unaffectionate', 'caring')",-1.5633826,-1.5841085,1.0037276,0.99937546,-0.7143788,-0.6725138,-0.041865
1,-1.4226148,-1.2839826,"('unfriendly', 'friendly')",-1.018309,-1.0804367,1.5809815,1.5285872,-0.2866474,-0.2786107,-0.0080367
53,-1.3332438,-1.2928768,"('uncreative', 'creative')",-0.39737928,-0.5107518,0.710396,0.75565434,-0.3400757,-0.3493248,0.0092491
8,-1.2398398,-0.94980735,"('unaffectionate', 'affectionate')",-2.1758034,-2.1057193,0.8270309,0.8143898,-0.8628708,-0.7470457,-0.1158251
4,-1.1947193,-0.9790943,"('disliked', 'liked')",-0.892825,-0.8018363,-6.623636,-6.4707026,-2.9037266,-2.7505445,-0.1531821
55,1.18496,0.9129782,"('incompetent', 'clever')",1.5083405,1.2681541,0.30423424,0.4491238,0.9991783,0.8767521,0.1224262
76,1.1576228,0.98206383,"('anxious', 'daring')",1.5062637,1.3694896,0.33442026,0.5724117,0.9994356,0.9746551,0.0247805
66,-1.1416953,-1.1159835,"('inactive', 'active')",-0.9836977,-0.88422465,0.3675408,0.5014852,-0.5859507,-0.4995743,-0.0863764
38,-1.1298862,-1.1533661,"('untruthful', 'truthful')",-0.569017,-0.5587086,-0.40924433,-0.28321317,-0.7027158,-0.665096,-0.0376198
16,-1.1132585,-1.0523388,"('unpopular', 'popular')",-1.3540776,-1.2275995,0.1240562,0.18643428,-0.7810934,-0.6978347,-0.0832587
65,1.1095223,1.0237074,"('insecure', 'secure')",1.3125005,1.1226853,-0.09140213,0.07624348,0.7768736,0.7408787,0.0359949
56,1.0772116,0.51306117,"('impractical', 'practical')",1.316251,0.83509415,-0.7137254,-0.7198372,0.5599124,0.2094394,0.350473
14,1.0699254,0.8568474,"('antisocial', 'social')",2.046146,1.7928288,-0.39618567,-0.34511966,0.9066285,0.7681855,0.138443
78,-1.0087464,-1.0893257,"('nonresilient', 'resilient')",0.27348277,0.03768433,0.1590926,0.23964694,-0.192057,-0.2706648,0.0786078
67,0.98685086,0.7121698,"('doubtful', 'determined')",1.0194308,0.95487505,-0.7657228,-0.72285527,0.4135196,0.3147299,0.0987897
2,0.96088314,1.1438334,"('unlikable', 'likable')",0.1734986,0.31444794,0.2770297,0.43663654,0.4704705,0.6316393,-0.1611688
80,0.9606778,0.4774894,"('dominated', 'dominating')",1.073219,0.8115394,-1.2961406,-1.2753818,0.2459187,0.004549,0.2413697
52,-0.9373603,-0.59960306,"('irrational', 'rational')",-1.1251677,-0.8995484,-0.030026916,-0.13160011,-0.6975183,-0.5435839,-0.1539344
81,0.9256179,0.45973444,"('submissive', 'aggressive')",2.058994,1.7776979,-0.5950144,-0.5825574,0.7965326,0.551625,0.2449076
37,0.8819124,0.6175195,"('fake', 'genuine')",-0.12865801,-0.1962404,0.52865,0.42269772,0.4273015,0.2813256,0.1459759
86,-0.82242465,-1.0516217,"('uninfluential', 'influential')",-0.007037569,-0.31332448,-0.2701465,-0.32536718,-0.3665362,-0.5634378,0.1969016
54,-0.8084233,-0.67121255,"('incapable', 'capable')",-0.76776105,-0.7584719,0.93827367,1.1061236,-0.2126369,-0.1078536,-0.1047833
44,0.7968578,0.8258256,"('prejudiced', 'unprejudiced')",0.7479945,0.8118223,-1.1084148,-1.0462795,0.1454792,0.1971228,-0.0516436
62,0.7898372,0.4423522,"('incompetent', 'brilliant')",1.1666186,0.96631545,-0.25873935,-0.22352761,0.5659055,0.3950467,0.1708588
88,-0.78284883,-0.8153565,"('low', 'eminent')",0.013052769,0.118409045,-0.06778583,0.02750095,-0.279194,-0.2231488,-0.0560452
35,-0.78106195,-0.3034762,"('corrupt', 'incorrupt')",-1.8481365,-1.4642248,-0.21967536,-0.18195523,-0.9496246,-0.6498854,-0.2997392
39,0.7626601,0.7487755,"('exploitative', 'cooperative')",0.58826643,0.5297075,0.5389187,0.5639976,0.6299484,0.6141602,0.0157882
21,0.72502196,0.491519,"('immoral', 'moral')",1.3768622,1.0584605,-0.5641151,-0.50307554,0.5125897,0.3489679,0.1636218
27,-0.7222265,-0.5791772,"('hardhearted', 'softhearted')",-0.2589257,-0.22638443,1.3959244,1.3861494,0.1382574,0.1935292,-0.0552718
47,0.6897195,0.5343215,"('stupid', 'smart')",0.9084709,0.91363025,5.4254546,5.5164905,2.341215,2.3214808,0.0197342
71,-0.6675892,-0.5746389,"('diffident', 'self-confident')",0.45744878,0.48908263,-0.06705313,-0.036073327,-0.0923978,-0.0405432,-0.0518546
