,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
60,2.0616727,2.0654438,"('inefficient', 'efficient')",0.43656033,0.4235076,1.7588068,1.6911476,0.26218352,0.18566647,1.1298059,1.0914414,0.0383645
31,-2.0362318,-1.977987,"('evil', 'good')",0.16982177,0.126928,-1.0553057,-1.1195037,-1.1067894,-1.0405875,-1.0071263,-1.0027876,-0.0043387
43,1.7958018,1.8778219,"('irresponsible', 'responsible')",-0.60824174,-0.62645245,-0.7008093,-0.78752184,0.3743501,0.41033912,0.2152752,0.2185467,-0.0032715
36,-1.728889,-1.7516772,"('hostile', 'amicable')",0.5680129,0.25355318,-1.3637422,-1.6691017,-0.02206935,-0.07609043,-0.6366719,-0.810829,0.1741571
70,1.6687492,1.8100698,"('lethargic', 'energetic')",-1.4013803,-1.3799226,-0.5220526,-0.5850506,0.59424144,0.6261677,0.0848894,0.1178161,-0.0329267
49,-1.4877326,-1.3798268,"('unable', 'able')",-0.31294113,-0.32839236,-0.821591,-0.8443195,-0.26105106,-0.20051727,-0.720829,-0.688264,-0.032565
28,1.4526595,1.5873424,"('disloyal', 'loyal')",0.13618158,0.1414079,-0.48716688,-0.6125822,0.9762848,0.97618353,0.5194898,0.5230879,-0.0035981
35,-1.4392709,-1.3775913,"('corrupt', 'incorrupt')",0.11742414,0.19216304,-1.6711582,-1.6197032,-0.44986504,-0.3816072,-0.8607175,-0.7966847,-0.0640328
12,1.4292028,1.43434,"('unsupportive', 'supportive')",0.7387694,0.6849806,-0.05752774,-0.222683,-1.7548752,-1.6219163,0.0888923,0.0686803,0.020212
58,-1.2640474,-1.0562193,"('undiscriminating', 'discriminating')",0.47072837,0.4319721,0.045908585,-0.056294493,-0.39605188,-0.23103903,-0.2858656,-0.2278952,-0.0579704
40,1.2586501,1.4131067,"('stingy', 'generous')",-0.80364954,-0.69152343,-0.87082195,-0.89280045,-1.7945794,-1.6056219,-0.5526002,-0.4442098,-0.1083904
16,-1.2401873,-1.377001,"('unpopular', 'popular')",0.040795714,-0.06366477,-0.20778064,-0.34872773,0.67856157,0.5653845,-0.1821527,-0.3060023,0.1238496
4,-1.2259021,-1.242518,"('disliked', 'liked')",0.6558367,0.54381293,-0.25578707,-0.37127915,-6.341005,-6.3184953,-1.7917143,-1.8471198,0.0554055
10,1.2172331,1.4699167,"('unsympathetic', 'sympathetic')",-1.130618,-1.0209134,-0.32834765,-0.3963408,-0.1135837,-0.0041368604,-0.0888291,0.0121314,-0.1009605
24,1.2112904,1.385411,"('dishonest', 'honest')",-0.9749591,-0.96967685,-0.6011482,-0.5733559,0.8549695,0.8522146,0.1225381,0.1736482,-0.0511101
1,-1.1801447,-1.0932757,"('unfriendly', 'friendly')",0.5927093,0.43255234,-0.45676285,-0.67320496,1.5615482,1.7780367,0.1293375,0.1110271,0.0183104
81,1.1655364,1.1723851,"('submissive', 'aggressive')",-0.84613115,-0.8450184,0.7390677,0.8285929,-0.61595976,-0.60639393,0.1106283,0.1373914,-0.0267631
39,1.1562403,1.2817205,"('exploitative', 'cooperative')",-1.0620261,-0.9426212,-0.80188894,-0.6894666,0.016695768,-0.004824171,-0.1727448,-0.0887979,-0.0839469
74,1.1286101,1.2059151,"('undedicated', 'dedicated')",0.6960128,0.547172,0.14975166,-0.06814445,0.047044538,0.14907998,0.5053548,0.4585056,0.0468492
5,-1.1096317,-1.1206256,"('distant', 'outgoing')",0.6538365,0.52905864,-1.5106385,-1.5622143,-0.22001186,-0.14403263,-0.5466114,-0.5744535,0.0278421
53,-1.0839534,-0.9968429,"('uncreative', 'creative')",0.118735194,-0.054483913,-0.13830052,-0.23531775,0.94772154,1.075978,-0.0389493,-0.0526666,0.0137173
87,-1.0765135,-1.0747346,"('unsuccessful', 'successful')",-0.2610351,-0.42047685,0.9496634,0.90418595,0.09347923,0.24281694,-0.0736015,-0.0870521,0.0134506
19,-1.0755438,-1.0086256,"('inhospitable', 'hospitable')",0.093003556,-0.07189168,-1.3086462,-1.440697,-0.36793262,-0.2578134,-0.6647797,-0.6947569,0.0299772
11,0.9625935,0.93432915,"('unhelpful', 'helpful')",-0.062667504,-0.08366288,0.6799447,0.5956546,2.3162632,2.3240297,0.9740335,0.9425876,0.0314459
63,0.9496821,0.9924715,"('unperceptive', 'insightful')",-0.5389522,-0.6588632,0.15599449,0.03661446,0.8023921,0.9757316,0.3422791,0.3364886,0.0057905
13,0.9374324,0.86680055,"('impolite', 'polite')",-0.19862564,-0.2153848,0.9135304,0.7307438,-0.07023831,-0.08624038,0.3955247,0.3239798,0.0715449
55,0.9190585,1.0397373,"('incompetent', 'clever')",-0.9485361,-0.9086233,0.51511693,0.500193,0.04254283,0.067508824,0.1320455,0.174704,-0.0426585
56,0.9107118,0.9713877,"('impractical', 'practical')",1.6388971,1.5429149,1.7193546,1.6159858,-0.011702121,-0.02777896,1.0643154,1.0256273,0.0386881
72,0.83666205,0.8407668,"('unambitious', 'ambitious')",-0.119032145,-0.18449035,-0.040103372,-0.025316995,-1.2433848,-1.1570362,-0.1414646,-0.1315192,-0.0099454
65,0.8322552,0.65597105,"('insecure', 'secure')",-0.99188477,-1.0837679,0.8008789,0.6479962,-0.12913574,-0.29207465,0.1280284,-0.0179688,0.1459972
86,0.80810666,0.98227435,"('uninfluential', 'influential')",0.17742829,0.112310156,0.2762738,0.2208015,-0.23755004,-0.065696016,0.2560647,0.3124225,-0.0563578
46,0.7955313,0.8370916,"('uncompetitive', 'competitive')",-1.0667996,-1.1638976,0.6425817,0.5005347,-0.8884936,-0.76394403,-0.1292951,-0.1475538,0.0182587
22,-0.78442824,-0.7552862,"('untrustworthy', 'trustworthy')",-1.8762046,-2.0006874,-0.37049076,-0.49669254,-1.0229807,-1.0961554,-1.0135261,-1.0872054,0.0736793
29,-0.77264744,-0.7911308,"('unfair', 'fair')",-0.32057253,-0.34071845,-1.3592834,-1.4418776,-0.4492619,-0.5176702,-0.7254413,-0.7728493,0.047408
7,0.7308989,0.85713726,"('insensitive', 'sensitive')",-0.40308672,-0.4230021,-0.36696598,-0.44777626,0.47384542,0.5520071,0.1086729,0.1345915,-0.0259186
14,0.7013389,0.6542669,"('antisocial', 'social')",-0.11752653,-0.28162894,1.1146917,1.0228393,-0.7722122,-0.8657373,0.231573,0.132435,0.099138
76,0.6935424,0.6437821,"('anxious', 'daring')",-0.7299286,-0.8287227,0.68218154,0.5548735,0.39833388,0.2714487,0.2610323,0.1603454,0.1006869
85,-0.6842172,-0.6817889,"('insignificant', 'prestigious')",1.0848614,0.9869224,-1.2929326,-1.511403,0.091152996,0.27854076,-0.2002839,-0.2319322,0.0316483
80,0.6620445,0.7338673,"('dominated', 'dominating')",-1.8247311,-1.6756266,0.27835274,0.5846989,-1.5438113,-1.3936768,-0.6070363,-0.4376843,-0.169352
77,-0.6489434,-0.6164714,"('unmotivated', 'motivated')",0.08291578,-0.06089092,0.23443474,0.19629568,-1.147616,-1.065071,-0.3698022,-0.3865344,0.0167322
88,-0.6462271,-0.5707666,"('low', 'eminent')",-0.32964998,-0.3927036,-0.40417537,-0.50430083,0.01574525,0.058219984,-0.3410768,-0.3523878,0.011311
