,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,male-female
7,-1.2928475,-1.058726,"('insensitive', 'sensitive')",1.1620892,1.232896,-0.0653791,0.087085,-0.1524641
31,1.2349453,1.4601382,"('evil', 'good')",-1.7394522,-1.5961397,-0.2522535,-0.0680007,-0.1842528
56,-1.2137557,-1.0273482,"('impractical', 'practical')",1.0040095,1.396154,-0.1048731,0.1844029,-0.289276
12,-1.1982182,-1.1983118,"('unsupportive', 'supportive')",-0.96474695,-0.96976626,-1.0814826,-1.084039,0.0025564
72,-1.1558732,-0.9434549,"('unambitious', 'ambitious')",0.2681218,0.44094393,-0.4438757,-0.2512555,-0.1926202
51,-1.0921972,-1.7147269,"('uneducated', 'educated')",1.0062034,0.3220373,-0.0429969,-0.6963448,0.6533479
66,1.0634491,1.0528109,"('inactive', 'active')",-0.19226868,-0.28156373,0.4355902,0.3856236,0.0499666
50,1.0601321,0.7328926,"('clumsy', 'skillful')",-0.5419815,-0.88039064,0.2590753,-0.073749,0.3328243
71,1.058352,1.0253842,"('diffident', 'self-confident')",0.12219909,0.29422522,0.5902755,0.6598047,-0.0695292
45,-1.0419927,-0.8441138,"('incompetent', 'competent')",0.8168909,1.0690479,-0.1125509,0.1124671,-0.225018
4,1.0264282,1.061819,"('disliked', 'liked')",-6.8573265,-6.3113203,-2.9154491,-2.6247506,-0.2906985
59,1.0249027,0.9296595,"('foolish', 'wise')",-0.63712364,-0.6816992,0.1938895,0.1239801,0.0699094
53,-0.9887754,-0.72771525,"('uncreative', 'creative')",0.21469255,0.3898933,-0.3870414,-0.168911,-0.2181304
83,-0.9597681,-1.037431,"('powerless', 'powerful')",-0.5264851,-0.43154132,-0.7431266,-0.7344862,-0.0086404
88,-0.9233435,-1.1794426,"('low', 'eminent')",0.103592135,0.08067781,-0.4098757,-0.5493824,0.1395067
34,-0.9207858,-0.68194425,"('mean', 'honorable')",4.539159,4.3279414,1.8091865,1.8229985,-0.013812
33,0.90735686,0.7861427,"('wrong', 'right')",-0.17604814,0.0064034685,0.3656543,0.3962731,-0.0306188
49,-0.8838831,-0.8391814,"('unable', 'able')",-0.5016913,-0.5771171,-0.6927872,-0.7081493,0.0153621
14,-0.87335026,-0.76628256,"('antisocial', 'social')",0.57495606,0.66897887,-0.1491971,-0.0486518,-0.1005453
22,-0.7244833,-0.300376,"('untrustworthy', 'trustworthy')",-0.2989298,0.07152431,-0.5117066,-0.1144258,-0.3972808
1,-0.6765763,-0.15987791,"('unfriendly', 'friendly')",1.1500582,1.5647501,0.2367409,0.7024361,-0.4656952
20,-0.6740205,-0.7167522,"('rough', 'thoughtful')",0.46763107,0.2328071,-0.1031947,-0.2419725,0.1387778
19,0.6385364,0.59130484,"('inhospitable', 'hospitable')",-0.75112844,-0.86117357,-0.056296,-0.1349344,0.0786384
38,-0.6338437,-0.1533738,"('untruthful', 'truthful')",-0.044906735,0.4299246,-0.3393752,0.1382754,-0.4776506
41,-0.628778,-0.5629613,"('unforgiving', 'forgiving')",0.396496,0.38243866,-0.116141,-0.0902613,-0.0258797
74,-0.5943545,-0.6290148,"('undedicated', 'dedicated')",0.06095907,0.2506323,-0.2666977,-0.1891913,-0.0775064
25,0.5563852,0.6064933,"('egoistic', 'altruistic')",0.54613715,0.7787193,0.5512612,0.6926063,-0.1413451
16,0.5423018,0.56263924,"('unpopular', 'popular')",-0.2826212,-0.24140829,0.1298403,0.1606155,-0.0307752
9,-0.5300445,-0.20318003,"('unaffectionate', 'caring')",1.2612659,1.326918,0.3656107,0.561869,-0.1962583
47,-0.52607954,-0.5500011,"('stupid', 'smart')",4.9802513,4.714073,2.2270858,2.082036,0.1450498
58,-0.5186501,-0.41169298,"('undiscriminating', 'discriminating')",0.124237314,0.19022945,-0.1972064,-0.1107318,-0.0864746
37,-0.4609427,-0.5498045,"('fake', 'genuine')",0.555208,0.5562501,0.0471327,0.0032228,0.0439099
15,0.44850156,0.5361544,"('boring', 'funny')",0.41623726,0.6815652,0.4323694,0.6088598,-0.1764904
52,0.4298359,0.47706717,"('irrational', 'rational')",-0.45578367,-0.48335433,-0.0129739,-0.0031436,-0.0098303
61,-0.40926662,-0.2595624,"('illogical', 'logical')",0.29656675,0.46815228,-0.0563499,0.1042949,-0.1606448
44,0.40288517,0.47001594,"('prejudiced', 'unprejudiced')",-1.7619938,-1.5405508,-0.6795543,-0.5352675,-0.1442868
39,-0.39838916,-0.28548837,"('exploitative', 'cooperative')",0.42250115,0.7468433,0.012056,0.2306775,-0.2186215
78,-0.3982814,-0.45966238,"('nonresilient', 'resilient')",0.38746625,-0.04439656,-0.0054076,-0.2520295,0.2466219
2,0.35834578,0.39986336,"('unlikable', 'likable')",0.35741755,0.5047671,0.3578817,0.4523152,-0.0944335
67,0.3483716,-0.020491455,"('doubtful', 'determined')",-0.15646443,-0.19296186,0.0959536,-0.1067267,0.2026803
26,0.32835573,0.20893916,"('hardhearted', 'benevolent')",1.9475869,1.9851943,1.1379713,1.0970668,0.0409045
29,0.32639563,0.37824595,"('unfair', 'fair')",-0.84456134,-0.80922425,-0.2590829,-0.2154891,-0.0435938
27,-0.23349938,-0.31286475,"('hardhearted', 'softhearted')",1.2091088,0.7228173,0.4878047,0.2049763,0.2828284
42,0.22454001,0.2335775,"('unreliable', 'reliable')",-2.5194197,-2.3344424,-1.1474398,-1.0504324,-0.0970074
17,0.21710168,0.31689307,"('nasty', 'nice')",-0.45822266,-0.28589326,-0.1205605,0.0154999,-0.1360604
87,-0.21698743,-0.41434392,"('unsuccessful', 'successful')",0.9363503,0.82964647,0.3596814,0.2076513,0.1520301
64,-0.1834459,-0.10823607,"('shy', 'confident')",-5.584515,-5.0826893,-2.8839805,-2.5954626,-0.2885179
18,0.12835048,0.17719506,"('disagreeable', 'welcoming')",-0.94482315,-1.0308665,-0.4082363,-0.4268357,0.0185994
82,-0.122040585,-0.06803817,"('poor', 'rich')",5.827916,5.398281,2.8529377,2.6651216,0.1878161
8,0.09185562,0.33807382,"('unaffectionate', 'affectionate')",0.8026054,0.8034985,0.4472305,0.5707862,-0.1235557
54,0.043561995,0.15352303,"('incapable', 'capable')",0.5743934,0.46149147,0.3089777,0.3075072,0.0014705
40,-0.03658067,-0.060668558,"('stingy', 'generous')",-1.8071778,-1.93283,-0.9218792,-0.9967493,0.0748701
68,-0.019874588,-0.25879824,"('dependent', 'independent')",-1.198629,-1.4781479,-0.6092518,-0.8684731,0.2592213
84,0.001922911,-0.29369828,"('inferior', 'superior')",0.4152115,0.2192603,0.2085672,-0.037219,0.2457862
