,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
23,-2.975106,-2.9488444,"('insincere', 'sincere')",-0.7848899,-0.79010385,-0.49880597,-0.34445882,4.734971,4.815627,0.1190423,0.1830549,-0.0640126
10,-2.7769616,-2.613933,"('unsympathetic', 'sympathetic')",0.35572731,0.2430299,-1.1336437,-1.0717459,-0.067849435,-0.29514444,-0.9056818,-0.9344484,0.0287666
86,-2.7307112,-2.9659727,"('uninfluential', 'influential')",0.39287904,0.18784048,-0.84803987,-0.9033194,0.1383763,-0.043157414,-0.761874,-0.9311522,0.1692782
35,2.6002963,2.5658412,"('corrupt', 'incorrupt')",-0.93345714,-0.747987,0.6429941,0.5180211,-0.18521932,-0.15427642,0.5311535,0.5453997,-0.0142462
43,-2.4918814,-2.3495617,"('irresponsible', 'responsible')",-0.23233455,-0.06328517,-0.31958905,-0.24984312,0.40839958,0.46768382,-0.6588514,-0.5487515,-0.1100999
60,-2.4674563,-2.2420049,"('inefficient', 'efficient')",0.54842687,0.5380317,-0.8095625,-0.6631754,-0.45887917,-0.18717511,-0.7968678,-0.6385809,-0.1582869
46,-2.3576646,-2.1188538,"('uncompetitive', 'competitive')",1.855336,1.6080601,-1.7416888,-1.4231292,-0.092404164,-0.33866766,-0.5841054,-0.5681477,-0.0159577
48,-2.2235007,-2.3854673,"('unintelligent', 'intelligent')",-0.38584876,-0.54296553,-0.7784849,-1.0236213,0.47644007,0.33464578,-0.7278485,-0.9043521,0.1765036
69,2.0474446,1.8086791,"('lazy', 'industrious')",0.37761497,0.4262465,1.0956576,0.933375,-0.38899893,-0.36324912,0.7829295,0.7012629,0.0816666
73,2.0445487,2.1711798,"('helpless', 'self-reliant')",0.26942366,0.45563966,0.72308075,0.82515943,-2.700237,-2.5047355,0.084204,0.2368108,-0.1526068
62,-2.0416007,-1.6583636,"('incompetent', 'brilliant')",-0.121937096,0.050029702,0.29524726,0.5975282,-0.04654472,0.2715938,-0.4787088,-0.1848029,-0.2939059
28,-2.0091724,-2.145229,"('disloyal', 'loyal')",-0.20014307,-0.37386596,-0.57351476,-0.7351149,0.37389717,0.110283256,-0.6022333,-0.7859817,0.1837484
11,-2.0053756,-1.8810225,"('unhelpful', 'helpful')",-0.9804183,-0.85802066,-1.1450717,-1.0610406,1.722803,1.8635544,-0.6020157,-0.4841324,-0.1178833
