,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
63,-1.9903138,-1.9361418,"('unperceptive', 'insightful')",0.97398895,0.9464729,-1.1993437,-1.1842693,1.6901042,1.6242344,-0.131391,-0.137426,0.006035
65,-1.8956578,-1.8956369,"('insecure', 'secure')",0.8060339,0.6623242,-1.4808701,-1.3594084,-0.7800226,-0.7810641,-0.8376292,-0.8434463,0.0058171
72,-1.8651046,-1.909183,"('unambitious', 'ambitious')",-0.6584524,-0.5413018,1.6503912,1.5131803,-0.984805,-0.96467423,-0.4644927,-0.4754947,0.011002
1,-1.8408402,-2.003089,"('unfriendly', 'friendly')",-1.0250814,-0.8929242,-0.8984274,-0.97639906,1.9120796,1.8381262,-0.4630674,-0.5085715,0.0455041
32,-1.8041143,-1.9234422,"('unkind', 'kind')",-0.018337108,-0.0759395,-2.4029262,-2.5382104,0.7690063,0.61491346,-0.8640928,-0.9806696,0.1165768
45,-1.7801092,-1.6608596,"('incompetent', 'competent')",0.46313936,0.5852828,0.22183174,0.26278275,-0.68225235,-0.73509985,-0.4443476,-0.3869735,-0.0573741
0,-1.7761256,-1.9101188,"('unsociable', 'sociable')",0.4778568,0.33320338,-0.30706212,-0.3158459,-0.6512055,-0.70603746,-0.5641341,-0.6496997,0.0855656
57,-1.7750483,-1.6034288,"('unimaginative', 'imaginative')",-0.20412603,-0.05741042,-0.4051626,-0.45290837,-1.8788422,-2.0807827,-1.0657948,-1.0486326,-0.0171622
55,-1.7162697,-1.6403414,"('incompetent', 'clever')",1.022111,0.8530032,0.3268274,0.37812784,-0.6763187,-0.7321,-0.2609125,-0.2853276,0.0244151
24,-1.6752561,-1.5290719,"('dishonest', 'honest')",-0.6509851,-0.43308452,-0.24694955,-0.023695398,0.4692938,0.56975675,-0.5259742,-0.3540238,-0.1719504
41,-1.6724682,-1.7921151,"('unforgiving', 'forgiving')",-0.8027162,-0.884899,-0.0024736281,0.07840359,0.010991827,-0.09839864,-0.6166666,-0.6742523,0.0575857
7,-1.6372703,-1.4321339,"('insensitive', 'sensitive')",-0.21641916,-0.154963,-0.5749105,-0.39003873,0.58847266,0.69241375,-0.4600318,-0.3211805,-0.1388513
13,-1.6238537,-1.4812535,"('impolite', 'polite')",0.25294915,0.20812377,-0.0053148456,0.14075156,-0.512861,-0.25417507,-0.4722701,-0.3466383,-0.1256318
44,1.5904161,1.8231499,"('prejudiced', 'unprejudiced')",-1.7346388,-1.4907169,-1.1495675,-0.8925068,-1.8212339,-1.7670784,-0.778756,-0.5817881,-0.1969679
21,-1.5845587,-1.4132426,"('immoral', 'moral')",0.6219914,0.42396215,-2.5127978,-2.2511094,-1.357701,-1.3078902,-1.2082665,-1.1370699,-0.0711966
81,-1.5659693,-1.4014728,"('submissive', 'aggressive')",0.39828727,0.36901316,-2.1398997,-1.9915203,-1.2681725,-1.1436108,-1.1439385,-1.0418977,-0.1020408
12,-1.546391,-1.5704299,"('unsupportive', 'supportive')",0.70545316,0.73605424,0.0030531026,0.062032036,-0.8297109,-0.8564665,-0.4168989,-0.4072025,-0.0096964
3,-1.5463169,-1.5654886,"('repellent', 'pleasant')",0.453776,0.15764168,-1.1506776,-0.98301816,-0.25695577,-0.25222626,-0.6250436,-0.6607729,0.0357293
53,-1.532445,-1.4537581,"('uncreative', 'creative')",0.21877497,0.2552086,0.36800024,0.4155191,1.031242,0.9281941,0.0213931,0.0362909,-0.0148978
14,-1.4995998,-1.4371676,"('antisocial', 'social')",0.9608177,0.8956553,-0.42884243,-0.33699125,-1.197843,-1.0969484,-0.5413669,-0.493863,-0.0475039
9,-1.4025314,-1.5468062,"('unaffectionate', 'caring')",-0.65517807,-0.4947164,0.7248701,0.6933709,1.1263269,1.2001846,-0.0516281,-0.0369918,-0.0146363
33,1.3309944,1.1010011,"('wrong', 'right')",-0.26084965,-0.17603216,1.066254,0.96605647,-0.40869495,-0.3310493,0.431926,0.389994,0.041932
78,-1.3241291,-1.3466532,"('nonresilient', 'resilient')",0.59215885,0.38825354,-1.1862009,-1.29073,0.88574845,0.81623054,-0.2581057,-0.3582248,0.1001191
49,-1.270193,-1.1151246,"('unable', 'able')",0.15069726,0.09950344,-0.54813415,-0.6137208,-0.26250345,-0.054601014,-0.4825333,-0.4209858,-0.0615475
30,-1.2648538,-1.2127185,"('intolerant', 'tolerant')",-0.39056483,-0.35756278,0.44246694,0.36322588,1.249506,1.3676374,0.0091386,0.0401455,-0.0310069
34,-1.2535243,-1.2768407,"('mean', 'honorable')",-0.2884691,-0.17022854,-0.33043715,-0.36273694,5.4443007,5.6355915,0.8929675,0.9564463,-0.0634788
47,-1.2424355,-1.03608,"('stupid', 'smart')",-0.2126913,0.009868458,-0.82431453,-0.72694784,3.994385,4.183319,0.4287359,0.60754,-0.1788041
77,-1.2184209,-1.1879175,"('unmotivated', 'motivated')",0.20959541,-0.014959272,-0.70145625,-0.5822749,-1.0862514,-0.96289796,-0.6991333,-0.6870124,-0.0121209
19,1.1954156,1.1682606,"('inhospitable', 'hospitable')",-0.73784167,-0.69640607,0.91755974,0.75772125,0.5373482,0.5928036,0.4781205,0.4555948,0.0225257
75,1.1647043,1.2631638,"('meek', 'impulsive')",-0.9829491,-0.73693377,0.22722962,0.44335985,-0.19169888,0.106503636,0.0543215,0.2690234,-0.2147019
70,-1.1635383,-0.8134486,"('lethargic', 'energetic')",0.6304787,0.72004324,-0.72213066,-0.67761344,0.6802414,0.7654908,-0.1437372,-0.001382,-0.1423552
4,1.1568415,1.1060529,"('disliked', 'liked')",0.040909544,0.03920942,0.054460377,0.13465159,-5.1252675,-5.181994,-0.968264,-0.97552,0.007256
40,-1.1466595,-1.118927,"('stingy', 'generous')",-0.2682172,-0.28598583,0.14157279,0.3470002,-1.1529285,-1.2199707,-0.6065581,-0.5694708,-0.0370873
82,-1.1190512,-0.94129854,"('poor', 'rich')",-0.117308,-0.04529736,-0.4617428,-0.40565675,4.759029,4.9517374,0.7652317,0.8898712,-0.1246395
38,-1.1178697,-1.1608998,"('untruthful', 'truthful')",-1.8099729,-1.690846,-0.06603202,-0.0631903,0.2769551,0.33584866,-0.6792299,-0.6447718,-0.0344581
36,1.0844363,0.82430196,"('hostile', 'amicable')",-0.58131486,-0.66850173,0.95988363,0.7612604,0.38656443,0.23991671,0.4623924,0.2892443,0.1731481
5,1.0690913,1.0102355,"('distant', 'outgoing')",-0.81150013,-0.55132556,0.3168437,0.2953127,0.08733204,0.41890308,0.1654417,0.2932814,-0.1278397
85,1.0003377,0.59913963,"('insignificant', 'prestigious')",-0.2583195,-0.20796145,1.2509784,1.0634376,0.9561685,0.7681238,0.7372913,0.5556849,0.1816064
6,0.9991652,0.9650512,"('distant', 'open')",-0.79833084,-0.60016316,0.6641407,0.647102,0.36164567,0.54896474,0.3066552,0.3902387,-0.0835835
61,-0.97461087,-1.0875885,"('illogical', 'logical')",0.5087257,0.4648662,-0.09632627,-0.055549063,0.16019197,0.13109441,-0.1005049,-0.1367943,0.0362894
22,-0.9550604,-0.67578167,"('untrustworthy', 'trustworthy')",-0.06157364,0.020378767,-0.7185323,-0.4711296,-0.94665587,-0.8042583,-0.6704556,-0.4826977,-0.1877579
88,-0.91062707,-0.9843373,"('low', 'eminent')",-0.33703014,-0.3190803,-0.39198658,-0.5615735,0.60800946,0.40674236,-0.2579086,-0.3645622,0.1066536
56,-0.8826387,-0.7440786,"('impractical', 'practical')",-0.4271104,-0.29322863,0.05858776,0.2398337,-0.52833706,-0.30300105,-0.4448746,-0.2751186,-0.169756
39,-0.8632486,-0.78462344,"('exploitative', 'cooperative')",-0.30735305,-0.09156009,1.4260046,1.5831279,-0.17892817,0.07496442,0.0191187,0.1954772,-0.1763585
74,-0.8570035,-0.9780503,"('undedicated', 'dedicated')",0.4950767,0.48953632,-0.35088477,-0.49460098,0.14198628,-0.19797194,-0.1427063,-0.2952717,0.1525654
27,-0.85664755,-0.8291481,"('hardhearted', 'softhearted')",-0.72279835,-0.6160546,-0.21743642,-0.33116987,1.3170753,1.1923203,-0.1199518,-0.1460131,0.0260613
58,-0.77150553,-0.7282856,"('undiscriminating', 'discriminating')",-0.18629526,-0.13529643,0.0020310804,-0.06669698,0.5227729,0.2708642,-0.1082492,-0.1648537,0.0566045
59,0.7401437,0.51694196,"('foolish', 'wise')",0.3630312,0.49289635,-0.55816096,-0.66037863,0.38447744,0.40740058,0.2323729,0.1892151,0.0431578
42,0.68692833,0.9390017,"('unreliable', 'reliable')",0.9321492,1.0431851,-0.34155646,-0.092655376,-2.5058074,-2.549412,-0.3070716,-0.1649702,-0.1421014
67,0.6785707,0.73007625,"('doubtful', 'determined')",-0.32106465,-0.20037225,-0.009175951,0.08494268,-0.38982782,-0.14031626,-0.0103744,0.1185826,-0.128957
76,-0.65316415,-0.27290478,"('anxious', 'daring')",1.7137809,1.791011,0.024417495,0.21676259,-0.13620397,-0.078609794,0.2372076,0.4140647,-0.1768571
18,-0.6424071,-0.789931,"('disagreeable', 'welcoming')",0.4473616,0.29467326,-0.12633947,-0.18833098,-0.4791643,-0.5111718,-0.2001373,-0.2986901,0.0985528
80,-0.57716894,-0.27959386,"('dominated', 'dominating')",0.6720022,0.55637497,-0.7241733,-0.40543267,-1.4992348,-1.4660773,-0.5321437,-0.3986822,-0.1334615
79,0.56542593,0.38356757,"('wavering', 'unwavering')",-0.17319663,-0.0839283,0.4382482,0.19781736,0.47653568,0.41388118,0.3267533,0.2278345,0.0989188
20,-0.53684604,-0.26111308,"('rough', 'thoughtful')",0.8154005,0.7390857,0.029997662,0.22935726,1.2019229,1.2067895,0.3776187,0.4785298,-0.1009111
26,-0.5367574,-0.7513602,"('hardhearted', 'benevolent')",1.3480967,1.2595425,1.114364,0.8272461,2.1463985,1.8273389,1.0180254,0.7906919,0.2273335
25,0.5288389,0.3167865,"('egoistic', 'altruistic')",-0.2691561,-0.21234089,1.6871363,1.7339716,0.9265168,0.96348405,0.718334,0.7004753,0.0178587
50,0.52738154,0.43190482,"('clumsy', 'skillful')",1.64503,1.5394839,-0.9220156,-1.2154057,0.8439935,0.5430426,0.5235973,0.3247564,0.1988409
31,0.51701134,0.17080103,"('evil', 'good')",-1.1932391,-1.1649035,0.02394375,-0.23603627,-0.7383795,-0.8158831,-0.3476659,-0.5115055,0.1638396
83,-0.5097122,-0.6561927,"('powerless', 'powerful')",-0.12760974,-0.064697176,-0.8372076,-0.88546216,-0.76096094,-0.7879832,-0.5588726,-0.5985838,0.0397112
8,-0.5025129,-0.73942435,"('unaffectionate', 'affectionate')",-0.82847184,-0.60430497,1.6558707,1.4411421,0.86591655,0.8325792,0.2977006,0.232498,0.0652026
37,-0.47093368,-0.25532183,"('fake', 'genuine')",0.03802888,0.23094085,-0.66646975,-0.665256,0.2552202,0.30423325,-0.2110386,-0.0963509,-0.1146877
2,-0.36910042,-0.5037724,"('unlikable', 'likable')",0.74145544,0.8035395,0.17900363,0.28381684,0.3240061,0.2554998,0.2188412,0.2097709,0.0090703
52,0.35963118,-0.017412398,"('irrational', 'rational')",-0.034204908,-0.012672309,0.97232383,0.75522643,0.12948224,-0.009013665,0.3568081,0.179032,0.1777761
29,0.31933537,0.26605386,"('unfair', 'fair')",-0.30879432,-0.22179243,0.16251183,0.12238951,-0.19866961,-0.1476638,-0.0064042,0.0047468,-0.011151
15,0.29240072,0.30366382,"('boring', 'funny')",0.10622803,0.16010126,0.8787587,0.74964553,0.37509584,0.45710117,0.4131208,0.4176279,-0.0045071
54,-0.2613182,-0.2306517,"('incapable', 'capable')",-0.37025404,-0.3211406,0.3569869,0.31206018,1.1200206,1.0603217,0.2113588,0.2051474,0.0062114
51,-0.2543012,-0.532075,"('uneducated', 'educated')",1.089543,0.825429,0.1324994,-0.04620237,1.0066189,0.9176712,0.49359,0.2912057,0.2023843
84,0.2500326,0.25980037,"('inferior', 'superior')",1.5455687,1.4592395,1.2568153,1.232295,1.404765,1.4064701,1.1142955,1.0894513,0.0248442
71,0.2241176,-0.0483895,"('diffident', 'self-confident')",-0.28858724,-0.36133343,1.2330692,1.1991203,0.41104692,0.4357606,0.3949116,0.3062895,0.0886221
17,0.21143351,0.16229086,"('nasty', 'nice')",0.39060163,0.47915673,0.12747717,0.1547533,-0.6802186,-0.530289,0.0123234,0.066478,-0.0541546
68,-0.17064108,-0.3203136,"('dependent', 'independent')",0.18059117,-0.0110789165,-0.6038722,-0.86739445,-0.0089848265,0.019024663,-0.1507267,-0.2949406,0.1442139
64,-0.07266234,-0.15012059,"('shy', 'confident')",0.8976724,0.83047247,-1.601001,-1.512679,-5.633757,-5.623388,-1.602437,-1.6139288,0.0114918
66,-0.03883163,-0.19539282,"('inactive', 'active')",1.161401,1.1568426,1.3260742,1.2231107,0.699065,0.76863486,0.7869272,0.7382988,0.0486284
87,0.012438092,0.0014289655,"('unsuccessful', 'successful')",2.5802264,2.627641,0.7401705,0.804167,0.72273153,0.83779866,1.0138916,1.0677589,-0.0538673
16,0.0025030524,-0.104424566,"('unpopular', 'popular')",0.21492794,0.02938012,-0.7536789,-0.8072738,-0.19392431,-0.07638705,-0.1825431,-0.2396763,0.0571332
