,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
28,-1.9537176,-1.5387448,"('disloyal', 'loyal')",-0.9750296,-0.81005836,-1.1993728,-0.49608296,-1.6344571,-1.2696137,-2.5213451,-1.9856366,-0.15860254,0.11888015,0.032907814,-0.12755224,-1.2013739,-0.8726869,-0.328687
45,-1.9139024,-1.7545558,"('incompetent', 'competent')",-1.6538031,-1.5939099,-0.7997333,-0.4679247,-0.8145546,-0.9522252,-3.286001,-3.0427065,0.009208195,0.026699089,-1.3406845,-1.4373301,-1.3999246,-1.3174219,-0.0825027
88,-1.7159591,-1.533067,"('low', 'eminent')",-1.089142,-0.95146674,-1.5371852,-1.3205695,-2.007064,-1.7401891,-1.0925548,-0.9742974,0.33074152,0.28124186,-0.7631007,-0.8962517,-1.1248949,-1.0192285,-0.1056664
73,1.5367606,1.4618298,"('helpless', 'self-reliant')",0.75649685,0.7602099,0.7453886,0.59692526,1.0507667,1.1377685,1.6568298,1.6824332,-0.29558158,-0.3049464,-3.1440842,-2.9013124,0.3295109,0.3475583,-0.0180474
77,-1.4167818,-1.4011502,"('unmotivated', 'motivated')",-0.9327385,-1.1388732,0.2197027,0.32910192,-0.33080053,-0.40206423,-2.5586932,-2.4919374,-0.14883439,-0.051060237,-0.86983126,-0.91171473,-0.862568,-0.866814,0.004246
60,-1.3141112,-1.4460984,"('inefficient', 'efficient')",-1.4608369,-1.5198627,0.22289148,0.6719282,-0.17268568,-0.15157326,-3.571668,-3.3015823,-0.31151518,-0.30145073,-0.8736788,-1.0867072,-1.0688006,-1.0193352,-0.0494654
86,-1.1967682,-1.0621231,"('uninfluential', 'influential')",-0.7464075,-0.7696742,-1.0699348,-0.35811818,-0.22295941,-0.04135514,-2.9197133,-2.6697323,0.73289835,0.72104764,-0.5068152,-0.637256,-0.8471001,-0.6881731,-0.158927
48,-1.0843042,-0.99448466,"('unintelligent', 'intelligent')",-0.5026494,-0.60486066,-1.5469491,-1.0189611,-0.46955243,-0.36617196,-2.336477,-2.1335363,0.30321476,0.41200155,-1.1938039,-1.3931147,-0.9757888,-0.871304,-0.1044848
67,1.051991,1.0549818,"('doubtful', 'determined')",0.9350581,0.97139615,0.86945117,0.7771343,0.56641084,0.61864275,0.34984568,0.36695558,0.34201172,0.35623604,-0.39452675,-0.4242417,0.5314631,0.5315864,-0.0001233
59,1.0440288,1.2561522,"('foolish', 'wise')",1.5223641,1.6486517,0.34911966,0.3721401,-0.3449623,-0.05137802,1.1022832,1.2164171,0.79754394,0.9961958,0.031010818,0.064925,0.6430554,0.7861577,-0.1431023
84,1.043922,1.0105622,"('inferior', 'superior')",1.8038095,1.7819844,0.2707743,0.22131678,0.40703598,0.6600558,0.0817693,0.11876086,0.8319082,0.9492451,0.49455062,0.4876073,0.7048243,0.7470761,-0.0422518
29,1.0171342,1.1157827,"('unfair', 'fair')",1.6067634,1.5907182,0.64677405,0.8434177,0.5959055,0.71952814,0.795581,0.7623995,-0.13964447,-0.26564178,-0.76942545,-0.7306393,0.5361554,0.5765093,-0.0403539
24,-1.0124804,-1.027045,"('dishonest', 'honest')",-1.8682016,-1.7598419,-0.827468,-0.3490897,-1.5001981,-1.4298954,-2.636011,-2.4225526,0.018691774,-0.05334608,0.40185672,0.14862911,-1.0605444,-0.9847345,-0.0758099
20,1.0019379,0.9630814,"('rough', 'thoughtful')",0.9725749,0.6982719,0.033663288,0.27947843,0.11963877,0.49630705,0.102001935,0.23423052,0.8772926,1.0345789,-0.09508558,-0.052573666,0.4302891,0.5219107,-0.0916216
2,0.9557922,0.9526295,"('unlikable', 'likable')",0.8259184,0.859673,0.6355648,0.5396194,0.94905573,1.0423576,0.35939857,0.46690196,1.5680486,1.5955374,1.0174333,1.0338814,0.9016017,0.9272287,-0.025627
1,-0.9027191,-0.4328399,"('unfriendly', 'friendly')",0.3345323,0.5510729,-1.6607288,-0.7935473,-1.7661889,-1.2311536,-1.074739,-0.8664599,0.55941606,0.7131659,1.7456883,1.7356758,-0.3949627,-0.046298,-0.3486647
42,0.8676127,0.85473233,"('unreliable', 'reliable')",0.7356963,0.5206916,0.029107518,-0.20489274,0.50222766,0.521743,-0.8174101,-0.73040897,0.25083104,0.2568261,-3.743796,-3.5084293,-0.3108187,-0.3271055,0.0162868
4,-0.86718595,-0.5079365,"('disliked', 'liked')",-0.69677544,-0.4214886,-0.69475377,-0.77391964,-0.81005037,-0.54935384,0.02595949,0.2549522,-0.64452606,-0.5743042,-7.267932,-6.5696106,-1.5650377,-1.3059515,-0.2590862
