,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
85,0.70705134,1.1118389,"('insignificant', 'prestigious')",-0.19994137,0.061338857,0.9002456,1.0628215,0.4691185,0.7453331,-0.2762146
75,0.698483,0.8305823,"('meek', 'impulsive')",-1.2595942,-1.2767262,-0.15128322,-0.18731399,-0.2374648,-0.2111526,-0.0263122
67,0.6935881,0.7229245,"('doubtful', 'determined')",0.54737586,0.5163655,-0.45070198,-0.540582,0.2634207,0.2329027,0.030518
63,-0.6879116,-0.74418473,"('unperceptive', 'insightful')",0.26667255,0.1667857,1.0689934,0.98717487,0.2159181,0.136592,0.0793261
11,-0.6848296,-0.77847743,"('unhelpful', 'helpful')",0.8450118,0.66858435,1.8669609,1.6774926,0.6757143,0.5225332,0.1531811
32,-0.6510417,-0.6607033,"('unkind', 'kind')",-0.76969504,-0.8616997,0.5222836,0.38052207,-0.2994844,-0.380627,0.0811426
51,-0.6458039,-0.8108779,"('uneducated', 'educated')",-0.44203478,-0.5499641,0.55229884,0.4804855,-0.1785133,-0.2934522,0.1149389
65,-0.64419276,-0.81700635,"('insecure', 'secure')",0.21361414,0.18189429,-0.4822782,-0.5229568,-0.3042856,-0.386023,0.0817374
13,-0.64279824,-0.8175572,"('impolite', 'polite')",0.22356096,0.15188484,-0.0019959174,-0.0439977,-0.1404111,-0.2365567,0.0961456
41,-0.62221223,-0.5097399,"('unforgiving', 'forgiving')",-0.72275364,-0.75608087,0.09183882,0.09726253,-0.417709,-0.3895194,-0.0281896
70,-0.61970997,-0.9084099,"('lethargic', 'energetic')",-0.7760771,-0.98392045,0.46740034,0.2600903,-0.3094622,-0.54408,0.2346178
50,-0.5847447,-0.5587218,"('clumsy', 'skillful')",-0.739333,-0.64105487,0.41509843,0.34943613,-0.3029931,-0.2834468,-0.0195463
79,-0.559549,-0.35926074,"('wavering', 'unwavering')",-1.5286615,-1.5407676,0.3529411,0.21827336,-0.5784232,-0.5605849,-0.0178383
12,-0.5431162,-0.48162648,"('unsupportive', 'supportive')",-0.10024827,-0.15662292,-2.0194886,-1.8715165,-0.8876177,-0.8365886,-0.0510291
42,-0.51824045,-0.65986186,"('unreliable', 'reliable')",-1.6359706,-1.6197864,-3.2977815,-3.1569233,-1.8173308,-1.8121905,-0.0051403
23,-0.50454855,-0.62222147,"('insincere', 'sincere')",0.6154189,0.50826734,5.660076,5.211169,1.9236488,1.6990716,0.2245772
88,-0.4721009,-0.36136666,"('low', 'eminent')",-0.80248415,-0.8337632,-0.19452932,-0.20526607,-0.4897048,-0.4667987,-0.0229061
36,-0.46467257,-0.01735589,"('hostile', 'amicable')",-1.5570598,-1.371446,0.56996644,0.5186805,-0.483922,-0.2900405,-0.1938815
22,-0.44088876,-0.59334886,"('untrustworthy', 'trustworthy')",0.012789354,-0.09243852,-1.1876956,-1.258516,-0.5385983,-0.6481011,0.1095028
73,0.43422854,0.4698468,"('helpless', 'self-reliant')",-0.24921444,-0.14384925,-3.3711221,-3.189087,-1.062036,-0.9543631,-0.1076729
82,-0.43396968,-0.56481266,"('poor', 'rich')",-0.91067874,-1.0887307,6.1052537,5.6477695,1.5868684,1.3314087,0.2554597
6,-0.40092346,-0.17984226,"('distant', 'open')",-1.51397,-1.5193553,0.3627221,0.24992535,-0.5173905,-0.4830907,-0.0342998
64,-0.38261586,-0.35695732,"('shy', 'confident')",-0.007277474,0.08258718,-6.5839124,-6.1593127,-2.324602,-2.144561,-0.180041
4,-0.37958205,-0.2189846,"('disliked', 'liked')",-1.2032533,-1.031661,-6.3696175,-5.9580545,-2.6508176,-2.4029001,-0.2479175
54,-0.33906427,-0.22008128,"('incapable', 'capable')",-0.3186473,-0.28809932,1.1555895,1.0213441,0.1659593,0.1710545,-0.0050952
24,-0.3293578,-0.36306378,"('dishonest', 'honest')",-1.8127176,-1.9505383,0.33975434,0.123716764,-0.6007737,-0.7299617,0.129188
48,0.32328218,0.280389,"('unintelligent', 'intelligent')",0.30771196,0.15428191,0.7215214,0.74485123,0.4508385,0.3931741,0.0576644
30,-0.3224027,-0.5031579,"('intolerant', 'tolerant')",1.0868082,0.9744767,0.9584883,0.85859466,0.5742979,0.4433045,0.1309934
35,-0.3207728,-0.09778926,"('corrupt', 'incorrupt')",-1.0547764,-0.9390457,-0.11860682,-0.1438876,-0.498052,-0.3935742,-0.1044778
7,-0.31732485,-0.39020437,"('insensitive', 'sensitive')",-0.23020351,-0.30086023,0.37362897,0.34335974,-0.0579665,-0.1159016,0.0579351
56,-0.3152926,-0.4879566,"('impractical', 'practical')",0.25151274,0.06997974,-0.43842256,-0.51235557,-0.1674008,-0.3101108,0.14271
33,0.30568048,0.51288694,"('wrong', 'right')",-0.08809236,-0.05295709,-0.34967488,-0.27052957,-0.0440289,0.0631334,-0.1071623
16,-0.3044135,-0.19030806,"('unpopular', 'popular')",-0.32919544,-0.2929231,0.960885,1.0227845,0.109092,0.1798511,-0.0707591
77,-0.2819544,-0.12225818,"('unmotivated', 'motivated')",0.5375812,0.6246288,-0.95354694,-0.83595926,-0.23264,-0.1111962,-0.1214438
76,0.27273053,-0.16216163,"('anxious', 'daring')",-0.62400436,-0.8309542,0.25372288,0.13749894,-0.032517,-0.2852056,0.2526886
46,-0.26920986,-0.5122781,"('uncompetitive', 'competitive')",1.0791179,1.0161085,-0.58001566,-0.6159253,0.0766308,-0.037365,0.1139958
59,0.25596526,0.4717208,"('foolish', 'wise')",-0.3225647,-0.22088951,0.3073275,0.27394357,0.0802427,0.174925,-0.0946823
80,-0.24906564,-0.5519702,"('dominated', 'dominating')",0.20265698,0.096019104,-1.4935671,-1.4111825,-0.5133253,-0.6223779,0.1090526
44,0.23727465,0.09750735,"('prejudiced', 'unprejudiced')",-0.7888662,-0.69333744,-1.3449985,-1.2439996,-0.6321967,-0.6132766,-0.0189201
21,-0.22921741,-0.44741753,"('immoral', 'moral')",0.60007894,0.5418486,-0.8464196,-0.81167513,-0.1585193,-0.2390813,0.080562
60,-0.22399487,-0.47814104,"('inefficient', 'efficient')",1.4921781,1.3106776,-0.17054845,-0.28741482,0.3658783,0.1817073,0.184171
3,-0.22025266,-0.3450962,"('repellent', 'pleasant')",0.5296233,0.56137985,-0.024149105,0.04846996,0.0950739,0.0882512,0.0068227
49,0.20850074,0.267849,"('unable', 'able')",0.5527155,0.5355227,0.08572757,0.22115755,0.2823146,0.3415097,-0.0591951
15,-0.19867143,-0.09443459,"('boring', 'funny')",-1.0737267,-1.1312059,0.44802326,0.5383293,-0.2747916,-0.2291037,-0.0456879
18,-0.18408406,-0.13176061,"('disagreeable', 'welcoming')",-0.22575966,-0.15825275,-0.5177842,-0.5479609,-0.3092093,-0.2793248,-0.0298845
61,-0.18037823,-0.2034927,"('illogical', 'logical')",0.9691549,1.0109221,0.280228,0.2747549,0.3563349,0.3607281,-0.0043932
66,-0.17520833,-0.15921944,"('inactive', 'active')",-1.2915257,-1.3141152,1.2320808,1.202052,-0.0782177,-0.0904275,0.0122098
17,-0.17206351,-0.12475104,"('nasty', 'nice')",-0.25877893,-0.19442733,-0.46397454,-0.4072755,-0.2982723,-0.2421513,-0.056121
2,0.1601508,0.2534832,"('unlikable', 'likable')",0.42117006,0.46956158,0.4896886,0.45703763,0.3570032,0.3933608,-0.0363576
68,-0.13663746,-0.103229344,"('dependent', 'independent')",0.65171164,0.823536,-0.1337017,-0.0389805,0.1271242,0.2271087,-0.0999845
62,0.13029228,-0.061481856,"('incompetent', 'brilliant')",0.7801488,0.6095936,-0.2222355,-0.258648,0.2294019,0.0964879,0.132914
71,-0.1250241,0.15278721,"('diffident', 'self-confident')",0.43539804,0.5481748,0.55189055,0.68471056,0.2874215,0.4618909,-0.1744694
26,-0.11834881,0.05459158,"('hardhearted', 'benevolent')",-0.19867684,-0.19951992,1.0626943,1.0506891,0.2485562,0.3019203,-0.0533641
53,0.11399723,0.30257308,"('uncreative', 'creative')",0.59895104,0.6314819,1.0321465,1.0462657,0.5816983,0.6601069,-0.0784086
47,-0.10872898,-0.3319194,"('stupid', 'smart')",0.57280385,0.45922652,5.760836,5.3914523,2.0749704,1.8395864,0.235384
5,-0.103332065,0.11637849,"('distant', 'outgoing')",-0.9634842,-0.9139972,-0.096064985,-0.13088807,-0.3876271,-0.3095022,-0.0781249
87,-0.0849475,-0.15239726,"('unsuccessful', 'successful')",0.67758036,0.5792236,0.70269823,0.87605447,0.431777,0.4342936,-0.0025166
52,-0.07860414,0.19369753,"('irrational', 'rational')",-0.34009397,-0.22777238,0.13310963,0.21279417,-0.0951962,0.0595731,-0.1547693
20,0.07830186,0.13033195,"('rough', 'thoughtful')",0.22932369,0.30577636,1.1324532,1.2132459,0.4800262,0.5497847,-0.0697585
37,-0.047347095,-0.11374018,"('fake', 'genuine')",-0.5438544,-0.5518928,0.17953268,0.06465839,-0.1372229,-0.2003249,0.063102
55,-0.042295378,-0.27235535,"('incompetent', 'clever')",-0.053682014,-0.25894576,-0.3196074,-0.3028837,-0.1385283,-0.2780616,0.1395333
25,-0.041015655,0.111228496,"('egoistic', 'altruistic')",0.19178647,0.25487363,1.1128162,1.0769987,0.4211957,0.4810336,-0.0598379
34,0.034697335,0.017825883,"('mean', 'honorable')",0.41867542,0.40374845,6.400467,6.075124,2.2846133,2.165566,0.1190473
14,0.031675726,-0.10931493,"('antisocial', 'social')",0.3505581,0.2764022,-1.1997442,-1.1774658,-0.2725035,-0.3367928,0.0642893
81,-0.021573871,-0.40342268,"('submissive', 'aggressive')",-0.37575397,-0.67009234,-0.8119698,-0.88589895,-0.4030992,-0.653138,0.2500388
29,-0.0127886515,-0.0051546097,"('unfair', 'fair')",-0.39825732,-0.356562,-0.5682019,-0.55544233,-0.326416,-0.3057197,-0.0206963
