,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
60,4.309254,4.4536595,"('inefficient', 'efficient')",3.995336,4.0823183,1.4657906,1.2342013,0.16802065,0.5798707,2.4846003,2.5875125,-0.1029122
55,4.118959,4.0743256,"('incompetent', 'clever')",3.4134963,3.6668117,-0.31790042,-0.5003163,-0.17021473,-0.07574308,1.761085,1.7912695,-0.0301845
81,4.115334,4.105926,"('submissive', 'aggressive')",2.8929088,2.9303193,0.43301818,0.36400878,-0.6775521,-0.34393147,1.6909271,1.7640806,-0.0731535
21,3.829134,3.8360353,"('immoral', 'moral')",1.4509403,1.9974233,0.4216938,0.18452771,-0.79563177,-0.830021,1.226534,1.2969913,-0.0704573
36,-3.5719795,-3.7478669,"('hostile', 'amicable')",-3.8324213,-4.384654,0.29834086,0.25882852,0.20611966,-0.11166967,-1.7249851,-1.9963404,0.2713553
62,3.433793,3.803339,"('incompetent', 'brilliant')",2.3825483,2.8738885,0.60870934,0.7131075,-0.016057713,0.46870542,1.6022483,1.9647601,-0.3625118
31,-3.3407285,-3.4510217,"('evil', 'good')",-3.4415133,-3.65406,-0.64727664,-0.63460016,-0.958117,-1.2174581,-2.096909,-2.239285,0.142376
85,-3.2648034,-3.642078,"('insignificant', 'prestigious')",-5.581405,-5.688571,-0.28041318,-0.46896917,0.6559541,0.16993208,-2.117667,-2.4074214,0.2897544
46,3.2463846,3.2897391,"('uncompetitive', 'competitive')",2.42514,2.936741,0.24131499,-0.19454184,-0.23290685,-0.267027,1.4199831,1.4412279,-0.0212448
35,-3.143355,-3.2818916,"('corrupt', 'incorrupt')",-3.1899228,-3.5102372,-0.67845756,-0.4373366,-0.20556337,-0.4088822,-1.8043247,-1.9095868,0.1052621
13,3.0891876,2.9921308,"('impolite', 'polite')",2.8669887,2.667505,1.4650934,1.223532,0.05664198,0.18256857,1.8694779,1.766434,0.1030439
70,2.9871924,3.1565251,"('lethargic', 'energetic')",2.5738096,2.8078434,0.72325784,0.4974169,1.0537009,1.215823,1.8344902,1.9194022,-0.084912
80,2.9456708,2.7922146,"('dominated', 'dominating')",2.49438,2.63331,-0.27567974,-0.27892888,-1.2135434,-1.1435161,0.987707,1.00077,-0.013063
10,2.847844,2.814218,"('unsympathetic', 'sympathetic')",3.083617,3.523056,-0.7033304,-1.0620867,-0.031612687,-0.013621628,1.2991294,1.3153914,-0.016262
14,2.8310728,2.850138,"('antisocial', 'social')",1.086155,1.3462422,0.61498237,0.71616286,-0.64097613,-0.14123768,0.9728085,1.1928263,-0.2200178
56,2.6942658,2.8135388,"('impractical', 'practical')",3.6580818,3.9398727,1.5082437,1.3756568,-0.1406435,0.23602852,1.9299868,2.0912743,-0.1612875
5,-2.6835527,-2.8331115,"('distant', 'outgoing')",-3.366253,-3.5187674,-0.46972975,-0.30332243,-0.20060813,-0.34113896,-1.6800359,-1.7490851,0.0690492
6,-2.6122065,-2.7531996,"('distant', 'open')",-2.955568,-3.2287474,-0.29910612,-0.2160462,0.45315394,0.20282322,-1.3534317,-1.4987925,0.1453608
65,2.568067,2.6531138,"('insecure', 'secure')",2.9120176,3.1677594,0.64765316,0.45757163,-0.3164377,0.110431775,1.452825,1.5972191,-0.1443941
24,2.5674503,2.537994,"('dishonest', 'honest')",1.2138786,1.5795662,0.39958698,0.22792031,0.45367992,0.60326475,1.158649,1.2371864,-0.0785374
76,2.4895651,2.6434555,"('anxious', 'daring')",2.0544498,2.7033815,1.0987576,1.1075636,0.45908117,0.85595125,1.5254635,1.827588,-0.3021245
69,-2.464165,-2.8550634,"('lazy', 'industrious')",-2.9751472,-4.0497255,1.3809541,1.3315674,-0.16338232,-0.48110867,-1.0554351,-1.5135826,0.4581475
43,2.3002007,2.4672742,"('irresponsible', 'responsible')",2.605785,3.2629445,0.52392924,0.22790617,0.5806637,0.818454,1.5026447,1.6941447,-0.1915
4,-2.2784786,-2.424103,"('disliked', 'liked')",-2.8675961,-3.1289532,-0.42575634,-0.2568469,-5.9274645,-5.9634857,-2.874824,-2.9433472,0.0685232
86,2.222761,1.8468225,"('uninfluential', 'influential')",0.6944899,0.6632566,0.056363564,-0.6021395,-0.26031926,-0.7019969,0.6783238,0.3014857,0.3768381
