,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
26,-0.92759365,-1.1712096,"('hardhearted', 'benevolent')",0.9132508,0.93819433,0.76156527,0.90032756,0.2490741,0.2224374,0.0266367
67,0.88443273,1.3699245,"('doubtful', 'determined')",0.21608935,0.26934734,-0.0012650974,0.17108214,0.366419,0.6034513,-0.2370323
13,0.8271578,0.7221591,"('impolite', 'polite')",1.0976359,0.8593203,0.52765065,0.07454194,0.8174814,0.5520071,0.2654743
10,0.7712583,0.4445166,"('unsympathetic', 'sympathetic')",0.5167174,0.4743354,-0.04452324,-0.33141252,0.4144841,0.1958131,0.218671
81,0.74884915,0.43873,"('submissive', 'aggressive')",0.4414317,0.01661861,-0.3579707,-0.9707462,0.2774367,-0.1717992,0.4492359
55,0.721289,0.21944417,"('incompetent', 'clever')",1.2133946,0.82750946,0.50594044,0.114894114,0.8135413,0.3872826,0.4262587
18,-0.7044905,-0.46212414,"('disagreeable', 'welcoming')",-0.7616465,-0.50280964,-1.1144327,-0.7846913,-0.8601899,-0.5832083,-0.2769816
74,0.6925313,0.6140475,"('undedicated', 'dedicated')",1.00013,1.1385815,-0.40149277,-0.21833383,0.4303895,0.5114317,-0.0810422
54,-0.6867504,-0.4893552,"('incapable', 'capable')",0.61506814,0.9821983,0.7574234,0.8244353,0.2285804,0.4390928,-0.2105124
7,0.68626916,0.5105038,"('insensitive', 'sensitive')",0.5047699,0.42142022,0.018879369,-0.14117439,0.4033062,0.2635832,0.139723
48,-0.6812124,-0.7475092,"('unintelligent', 'intelligent')",-0.5573099,-0.4762739,-0.26979762,-0.44215894,-0.5027733,-0.555314,0.0525407
63,0.6791252,0.62628335,"('unperceptive', 'insightful')",0.98870975,1.1343182,0.3869589,0.2505261,0.6849313,0.6703759,0.0145554
16,-0.67686915,-0.7175421,"('unpopular', 'popular')",-1.032817,-1.029801,0.14970502,0.14880447,-0.5199937,-0.5328462,0.0128525
11,0.64212835,0.41458097,"('unhelpful', 'helpful')",0.4701443,0.42733747,2.6671999,2.2679381,1.2598241,1.0366189,0.2232052
23,0.61689246,0.25507015,"('insincere', 'sincere')",0.86364925,0.72518104,6.099235,5.744466,2.5265923,2.2415724,0.2850199
43,0.61440355,0.6836152,"('irresponsible', 'responsible')",1.5420774,1.7799234,0.88399625,0.67462486,1.0134924,1.0460545,-0.0325621
9,-0.603582,-0.69592506,"('unaffectionate', 'caring')",0.61125827,0.7871548,0.8585205,0.99732924,0.2887323,0.362853,-0.0741207
87,0.5964377,0.68330115,"('unsuccessful', 'successful')",1.366098,1.1851386,0.25953656,0.02480012,0.7406908,0.6310799,0.1096109
78,-0.58835435,-0.6617698,"('nonresilient', 'resilient')",0.4944701,0.74196804,-0.50809056,-0.5751286,-0.2006583,-0.1649768,-0.0356815
79,-0.52415526,-0.4143925,"('wavering', 'unwavering')",-1.1694021,-0.84176564,-0.5588813,-0.6159453,-0.7508128,-0.6240345,-0.1267783
24,0.50905776,0.35915944,"('dishonest', 'honest')",0.05734758,0.047721945,1.0716735,0.9043481,0.5460263,0.4370765,0.1089498
12,0.5084231,0.731994,"('unsupportive', 'supportive')",0.9392482,1.2811052,-2.09727,-2.0452452,-0.2165329,-0.0107153,-0.2058176
86,-0.47528398,-0.6156843,"('uninfluential', 'influential')",0.49878666,0.5581873,-0.37902147,-0.38471913,-0.1185063,-0.1474054,0.0288991
15,-0.44659168,-0.2005748,"('boring', 'funny')",0.87150925,0.7534805,0.5842434,0.28210744,0.336387,0.2783377,0.0580493
84,-0.41381818,-0.2584652,"('inferior', 'superior')",-0.049947143,-0.15447049,0.20814502,0.40780747,-0.0852068,-0.0017094,-0.0834974
72,-0.35848516,-0.27357146,"('unambitious', 'ambitious')",-0.5026266,-0.6168307,-0.1727051,-0.32708585,-0.3446056,-0.4058294,0.0612238
69,-0.3573151,0.19928281,"('lazy', 'industrious')",0.047735512,0.23736201,-1.1783719,-0.7219615,-0.4959838,-0.0951056,-0.4008782
38,0.3548133,0.035398252,"('untruthful', 'truthful')",0.02792593,-0.007936841,0.14140825,0.07570531,0.1747158,0.0343889,0.1403269
2,0.3089148,0.34659615,"('unlikable', 'likable')",0.48882964,0.39653364,0.61610717,0.7361293,0.4712839,0.4930863,-0.0218024
65,0.3088357,-0.17463928,"('insecure', 'secure')",0.4104859,-0.1133122,0.852219,0.39564076,0.5238469,0.0358964,0.4879505
49,-0.29426828,-0.51206064,"('unable', 'able')",0.1687957,-0.020693334,-0.11402282,-0.1708871,-0.0798318,-0.234547,0.1547152
59,-0.26088998,0.13162087,"('foolish', 'wise')",0.14174794,0.41582212,0.024201155,0.35743403,-0.031647,0.3016257,-0.3332727
3,0.23318392,-0.03471815,"('repellent', 'pleasant')",-0.95591784,-1.1716971,0.51734406,0.46450907,-0.0684633,-0.2473021,0.1788388
40,-0.23084618,-0.32111707,"('stingy', 'generous')",-0.50916296,-0.29292166,-2.864817,-2.7155404,-1.2016087,-1.1098597,-0.091749
68,0.21583095,0.32492104,"('dependent', 'independent')",-0.7044173,-0.49005327,-1.4491484,-1.2628798,-0.6459116,-0.476004,-0.1699076
57,0.21202093,-0.22768128,"('unimaginative', 'imaginative')",0.0014754869,-0.18743509,-3.102974,-3.6783416,-0.9631592,-1.3644861,0.4013269
83,-0.20714413,-0.07954992,"('powerless', 'powerful')",0.64282286,0.6146846,-1.017121,-0.8527833,-0.1938141,-0.1058829,-0.0879312
32,-0.20007452,-0.073297724,"('unkind', 'kind')",0.8273706,0.9029812,0.9997913,0.8779449,0.5423625,0.5692095,-0.026847
66,-0.18167682,0.18243709,"('inactive', 'active')",-0.6914875,-0.46623403,0.12732169,0.58900017,-0.2486142,0.1017344,-0.3503486
77,0.1801138,0.14528206,"('unmotivated', 'motivated')",0.139878,-0.013216015,-0.9488856,-1.1003814,-0.2096313,-0.3227718,0.1131405
71,0.17248568,0.22898631,"('diffident', 'self-confident')",2.1402576,2.3264434,0.27930963,0.526428,0.8640176,1.0272859,-0.1632683
17,-0.16467582,-0.29948458,"('nasty', 'nice')",-0.8753429,-1.1830187,-0.19661465,-0.41447496,-0.4122111,-0.6323261,0.220115
47,0.15857744,-0.22353607,"('stupid', 'smart')",1.4963671,1.4130603,5.530933,5.424582,2.3952924,2.2047021,0.1905903
50,0.14924097,0.42478225,"('clumsy', 'skillful')",-0.54747295,-0.2523488,-0.24583991,0.0059108846,-0.2146906,0.0594481,-0.2741387
61,-0.1471521,-0.40438196,"('illogical', 'logical')",-0.1734828,-0.40579504,-0.09434281,-0.13067843,-0.1383259,-0.3136185,0.1752926
0,0.13617094,-0.18525416,"('unsociable', 'sociable')",1.260923,0.9750671,0.103311166,-0.09680183,0.5001351,0.2310037,0.2691314
82,-0.13509381,-0.39410776,"('poor', 'rich')",0.43053475,0.21801156,6.380716,6.0829654,2.2253857,1.9689563,0.2564294
29,-0.13089189,-0.09373422,"('unfair', 'fair')",-1.1431366,-1.1489767,-0.86040837,-0.59580857,-0.7114789,-0.6128399,-0.098639
44,-0.12458354,0.051367965,"('prejudiced', 'unprejudiced')",-0.16521953,-0.1548684,-0.9812698,-0.8155439,-0.423691,-0.3063481,-0.1173429
51,-0.12360959,-0.10864702,"('uneducated', 'educated')",-0.4941558,-0.42758372,0.14169899,0.11067089,-0.1586888,-0.1418533,-0.0168355
58,0.09160237,-0.3210501,"('undiscriminating', 'discriminating')",0.2636066,0.22716963,-0.20237091,-0.18392321,0.050946,-0.0926012,0.1435472
20,-0.088107616,-0.18350068,"('rough', 'thoughtful')",0.28918377,0.27164334,0.20782071,0.30211174,0.136299,0.1300848,0.0062142
4,0.08470907,-0.20568582,"('disliked', 'liked')",0.039909504,-0.058819056,-6.9243093,-7.0468564,-2.2665636,-2.4371204,0.1705568
41,0.06657007,-0.20044005,"('unforgiving', 'forgiving')",-0.1842713,-0.23963264,0.12978743,0.1280257,0.0040287,-0.1040157,0.1080444
33,0.06249468,0.4223122,"('wrong', 'right')",0.6225146,0.94645417,-0.70046675,-0.35666224,-0.0051525,0.337368,-0.3425205
75,-0.040800646,-0.24905801,"('meek', 'impulsive')",-1.158378,-1.3531421,-0.4247749,-0.5578504,-0.5413179,-0.7200169,0.178699
34,-0.03748612,-0.13595544,"('mean', 'honorable')",-0.29846147,-0.26231304,5.217202,5.407022,1.6270849,1.6695846,-0.0424997
28,0.01909882,-0.44723168,"('disloyal', 'loyal')",-0.040725555,-0.18551469,0.9222915,0.77466464,0.3002216,0.0473061,0.2529155
