,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
38,-0.36704507,-0.26666772,"('untruthful', 'truthful')",0.11000784,0.18959004,-0.22846216,-0.20458409,-0.1618331,-0.0938873,-0.0679458
48,-0.36688027,-0.4868028,"('unintelligent', 'intelligent')",0.12128803,-0.04500822,0.3251618,0.16250077,0.0265232,-0.1231034,0.1496266
66,0.33057475,0.11599077,"('inactive', 'active')",0.12078692,0.01908978,1.1192044,1.0191824,0.523522,0.3847543,0.1387677
83,0.32079574,0.21831287,"('powerless', 'powerful')",0.5509369,0.49713683,-0.62130576,-0.60586864,0.0834756,0.036527,0.0469486
20,0.30460408,0.34600917,"('rough', 'thoughtful')",1.1385301,1.1111283,1.3943213,1.3251576,0.9458185,0.9274317,0.0183868
43,-0.30255148,-0.1421724,"('irresponsible', 'responsible')",0.14144972,0.2516814,0.548328,0.5608933,0.1290754,0.2234674,-0.094392
63,0.29626426,0.30510145,"('unperceptive', 'insightful')",1.2893797,1.2508155,1.4304748,1.3400606,1.0053729,0.9653258,0.0400471
32,-0.25755107,-0.30124772,"('unkind', 'kind')",0.16154589,0.14180009,0.6935766,0.5408007,0.1991905,0.1271177,0.0720728
15,0.24120745,0.2442789,"('boring', 'funny')",-0.4614868,-0.50126153,0.018242098,-0.08561154,-0.0673457,-0.114198,0.0468523
67,0.22280034,0.2841287,"('doubtful', 'determined')",0.18238479,0.21320643,-0.7124232,-0.7635973,-0.1024127,-0.0887541,-0.0136586
22,-0.2225826,-0.3171834,"('untrustworthy', 'trustworthy')",0.5921439,0.49676257,-0.80654675,-0.88737446,-0.1456618,-0.2359318,0.09027
56,0.2177861,0.23209032,"('impractical', 'practical')",1.3191793,1.3408945,-0.03500061,-0.07168805,0.5006549,0.5004323,0.0002226
62,-0.19684917,-0.16897078,"('incompetent', 'brilliant')",0.59984094,0.55028015,0.5520686,0.47675908,0.3183535,0.2860228,0.0323307
34,0.192766,0.25011203,"('mean', 'honorable')",0.42978144,0.4906521,6.2707357,6.299688,2.2977611,2.3468173,-0.0490562
37,-0.16602866,-0.13289288,"('fake', 'genuine')",0.04994478,0.033848338,0.50019246,0.39993626,0.1280362,0.1002972,0.027739
88,0.15908948,0.160286,"('low', 'eminent')",-0.037391547,-0.0326387,-0.07434027,-0.21561866,0.0157859,-0.0293238,0.0451097
19,0.123910025,0.25063282,"('inhospitable', 'hospitable')",-0.1987618,-0.030478409,-0.23636833,0.01734228,-0.10374,0.0791656,-0.1829056
41,-0.11187507,-0.08625979,"('unforgiving', 'forgiving')",1.063943,1.0206057,-0.49239424,-0.57918775,0.1532246,0.1183861,0.0348385
76,-0.10693927,0.037448335,"('anxious', 'daring')",1.0165721,1.1035774,0.8468996,0.8906655,0.5855108,0.6772304,-0.0917196
47,0.09488024,0.134988,"('stupid', 'smart')",0.49664965,0.5118232,5.692131,5.5375915,2.0945536,2.0614675,0.0330861
49,-0.06552718,-0.18512869,"('unable', 'able')",0.45318675,0.50501686,0.05718631,0.007901229,0.148282,0.1092631,0.0390189
79,-0.054855894,0.007167112,"('wavering', 'unwavering')",0.06361801,0.055312503,-0.05293566,0.06485995,-0.0147245,0.0424465,-0.057171
40,0.0430122,0.1504424,"('stingy', 'generous')",-0.56895345,-0.5506528,-1.6739755,-1.7546473,-0.7333056,-0.7182859,-0.0150197
52,0.04239963,0.06768148,"('irrational', 'rational')",-1.0267004,-1.0323361,-0.7078193,-0.8097136,-0.56404,-0.5914561,0.0274161
6,0.041299805,0.13267134,"('distant', 'open')",0.029627368,-0.072083496,0.22000155,0.31933108,0.0969762,0.1266396,-0.0296634
59,-0.031850744,0.064501986,"('foolish', 'wise')",-0.36236528,-0.33721247,0.014476091,-0.029499387,-0.12658,-0.1007366,-0.0258434
86,-0.020501897,-0.10284363,"('uninfluential', 'influential')",0.6362191,0.47418374,-0.053235583,-0.19458064,0.1874939,0.0589198,0.1285741
80,-0.0009248704,-0.12218933,"('dominated', 'dominating')",0.57526624,0.5122025,-0.7144983,-0.86000806,-0.046719,-0.156665,0.109946
