,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-3.1217544,-3.3528829,"('unsympathetic', 'sympathetic')",-0.55682635,-0.033133924,-1.8392904,-1.6930084,-0.146282
69,2.2791796,2.4313986,"('lazy', 'industrious')",-0.20043434,-0.3831534,1.0393726,1.0241226,0.01525
45,-2.277485,-2.1627195,"('incompetent', 'competent')",-0.66343737,-0.13587406,-1.4704611,-1.1492968,-0.3211643
43,-2.2674017,-2.489722,"('irresponsible', 'responsible')",0.3828171,0.58778274,-0.9422923,-0.9509696,0.0086773
23,-2.2010603,-2.2268794,"('insincere', 'sincere')",5.6748805,5.570072,1.7369101,1.6715964,0.0653137
86,-2.1295,-2.0315874,"('uninfluential', 'influential')",-0.38673878,-0.060446575,-1.2581193,-1.0460169,-0.2121024
35,2.108638,2.1892858,"('corrupt', 'incorrupt')",0.10204479,-0.15160774,1.1053414,1.018839,0.0865024
0,-2.1046658,-2.1855736,"('unsociable', 'sociable')",-0.5014389,-0.13976823,-1.3030523,-1.1626709,-0.1403814
9,-2.0170062,-1.9317172,"('unaffectionate', 'caring')",0.9793149,1.1374987,-0.5188456,-0.3971092,-0.1217364
46,-1.9314651,-2.195224,"('uncompetitive', 'competitive')",-1.0617859,-0.60615635,-1.4966255,-1.4006902,-0.0959353
73,1.9016871,1.8376766,"('helpless', 'self-reliant')",-3.035973,-3.0096116,-0.567143,-0.5859675,0.0188245
63,-1.8479382,-1.8827094,"('unperceptive', 'insightful')",0.8222667,1.1333501,-0.5128357,-0.3746796,-0.1381561
8,-1.8398899,-1.8322544,"('unaffectionate', 'affectionate')",0.39608493,0.43508098,-0.7219025,-0.6985867,-0.0233158
12,-1.8387519,-2.0368629,"('unsupportive', 'supportive')",-1.9970112,-1.6429882,-1.9178815,-1.8399255,-0.077956
70,-1.8101804,-1.8366859,"('lethargic', 'energetic')",0.4803051,0.7138504,-0.6649377,-0.5614178,-0.1035199
28,-1.7251973,-1.8468435,"('disloyal', 'loyal')",0.6941813,0.6553063,-0.515508,-0.5957686,0.0802606
11,-1.6942583,-1.8843342,"('unhelpful', 'helpful')",1.7424088,1.9241196,0.0240752,0.0198927,0.0041825
13,-1.6936314,-1.5347984,"('impolite', 'polite')",-0.42490244,0.0568794,-1.0592669,-0.7389595,-0.3203074
41,-1.6170305,-1.252446,"('unforgiving', 'forgiving')",-0.0897899,0.16699857,-0.8534102,-0.5427238,-0.3106864
57,-1.6156951,-1.4097525,"('unimaginative', 'imaginative')",-2.6439261,-2.1898427,-2.1298106,-1.7997975,-0.3300131
7,-1.5905232,-1.6273743,"('insensitive', 'sensitive')",0.30374297,0.6424866,-0.6433901,-0.4924439,-0.1509462
24,-1.5580392,-1.3215281,"('dishonest', 'honest')",0.78507805,1.0068699,-0.3864806,-0.1573291,-0.2291515
38,-1.5056459,-1.5944579,"('untruthful', 'truthful')",0.34034425,0.22815523,-0.5826508,-0.6831513,0.1005005
44,1.4092836,1.2117852,"('prejudiced', 'unprejudiced')",-1.2689723,-1.4488151,0.0701557,-0.118515,0.1886707
72,-1.3261,-1.5410314,"('unambitious', 'ambitious')",-1.0128644,-1.047709,-1.1694822,-1.2943702,0.124888
1,-1.2352782,-1.0347208,"('unfriendly', 'friendly')",1.703381,1.5835578,0.2340513,0.2744185,-0.0403672
53,-1.2207892,-1.2698008,"('uncreative', 'creative')",0.82017106,0.6571571,-0.2003091,-0.3063218,0.1060127
27,-1.2057446,-1.1667159,"('hardhearted', 'softhearted')",1.1670991,1.5005714,-0.0193228,0.1669278,-0.1862506
85,1.1628574,1.1744136,"('insignificant', 'prestigious')",0.79256934,0.4821015,0.9777133,0.8282576,0.1494557
60,-1.0876888,-1.3764449,"('inefficient', 'efficient')",0.16144392,0.4916982,-0.4631224,-0.4423734,-0.020749
81,-1.0731455,-1.1652235,"('submissive', 'aggressive')",-0.45171243,-0.31674582,-0.762429,-0.7409847,-0.0214443
62,-1.0392534,-1.3443388,"('incompetent', 'brilliant')",0.3365281,0.47293267,-0.3513626,-0.435703,0.0843404
55,-1.0226592,-1.3459282,"('incompetent', 'clever')",-0.18300104,0.23400205,-0.6028301,-0.555963,-0.0468671
32,-1.0129207,-1.1261102,"('unkind', 'kind')",0.66532934,0.97246045,-0.1737957,-0.0768249,-0.0969708
51,-0.9569312,-0.9822251,"('uneducated', 'educated')",0.7027551,0.9917265,-0.127088,0.0047507,-0.1318387
59,0.910257,1.0018908,"('foolish', 'wise')",0.54484177,0.35816643,0.7275494,0.6800286,0.0475208
36,0.8787749,1.0428171,"('hostile', 'amicable')",0.30854118,-0.07031211,0.593658,0.4862525,0.1074055
84,0.8627484,0.7905539,"('inferior', 'superior')",1.0283074,1.0861578,0.9455279,0.9383559,0.007172
30,-0.8615201,-0.79528314,"('intolerant', 'tolerant')",1.4290358,1.6694053,0.2837578,0.4370611,-0.1533033
33,0.8601938,1.0193568,"('wrong', 'right')",-0.4536386,-0.5663619,0.2032776,0.2264975,-0.0232199
3,-0.8111289,-1.0043151,"('repellent', 'pleasant')",-0.083400264,-0.24458826,-0.4472646,-0.6244517,0.1771871
77,-0.79472,-1.0369259,"('unmotivated', 'motivated')",-1.0888482,-1.1109053,-0.9417841,-1.0739156,0.1321315
83,0.77867025,0.8429846,"('powerless', 'powerful')",-0.66284376,-0.6054151,0.0579132,0.1187848,-0.0608716
29,0.7771882,0.7191705,"('unfair', 'fair')",-0.5024888,-0.48278916,0.1373497,0.1181907,0.019159
21,-0.7757023,-1.0173196,"('immoral', 'moral')",-0.73851645,-0.6044626,-0.7571094,-0.8108911,0.0537817
39,0.7411248,0.55657804,"('exploitative', 'cooperative')",-0.10210458,0.06109728,0.3195101,0.3088377,0.0106724
20,0.71949947,0.58287275,"('rough', 'thoughtful')",1.1610767,1.3322266,0.9402881,0.9575497,-0.0172616
74,-0.7070408,-0.82659286,"('undedicated', 'dedicated')",-0.056816656,0.19214356,-0.3819287,-0.3172247,-0.064704
31,0.7018601,1.2039618,"('evil', 'good')",-1.1088576,-1.2110746,-0.2034988,-0.0035564,-0.1999424
19,-0.68358606,-0.5714012,"('inhospitable', 'hospitable')",-0.050498366,-0.047750458,-0.3670422,-0.3095758,-0.0574664
16,0.64128345,0.46833634,"('unpopular', 'popular')",0.617615,0.30079383,0.6294492,0.3845651,0.2448841
75,0.6290277,0.6868015,"('meek', 'impulsive')",-0.08325903,-0.44027516,0.2728843,0.1232632,0.1496211
50,0.5873719,0.35374936,"('clumsy', 'skillful')",0.07226922,0.19328408,0.3298205,0.2735167,0.0563038
68,0.57520163,0.46238953,"('dependent', 'independent')",-0.25464788,-0.26361036,0.1602769,0.0993896,0.0608873
14,-0.5588002,-0.48558098,"('antisocial', 'social')",-0.5921786,-0.35890272,-0.5754894,-0.4222419,-0.1532475
87,0.5570779,0.47392744,"('unsuccessful', 'successful')",0.69775647,0.8169091,0.6274172,0.6454183,-0.0180011
2,0.5423859,0.34665036,"('unlikable', 'likable')",0.9108208,0.66716355,0.7266033,0.506907,0.2196963
56,-0.5403939,-0.60656244,"('impractical', 'practical')",-0.018079424,0.1478977,-0.2792366,-0.2293324,-0.0499042
58,-0.4813262,-0.45384192,"('undiscriminating', 'discriminating')",-0.06160455,0.21362677,-0.2714654,-0.1201076,-0.1513578
82,-0.47207376,-0.6498909,"('poor', 'rich')",6.2031374,5.6507273,2.8655319,2.5004182,0.3651137
