,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
43,-0.92638505,-1.1071519,"('irresponsible', 'responsible')",-1.5797617,-1.4906163,1.2213901,0.7040312,-0.4282523,-0.6312457,0.2029934
82,-0.92420536,-0.7228569,"('poor', 'rich')",-1.3714437,-1.2474003,7.2949076,6.691815,1.6664195,1.5738525,0.092567
77,-0.9046339,-1.0486404,"('unmotivated', 'motivated')",-1.131423,-1.1303579,-0.6174806,-1.020012,-0.8845125,-1.0663368,0.1818243
42,0.87776786,0.61121917,"('unreliable', 'reliable')",0.2638722,0.27867573,-2.7388127,-2.9220586,-0.5323909,-0.6773879,0.144997
22,-0.85416716,-1.0137672,"('untrustworthy', 'trustworthy')",-1.2007267,-1.077339,-0.3201424,-0.7163659,-0.7916787,-0.9358241,0.1441454
7,-0.8235474,-0.6753327,"('insensitive', 'sensitive')",-0.97958964,-0.76855606,0.9090224,0.7686094,-0.2980382,-0.2250931,-0.0729451
65,-0.77483743,-0.89931804,"('insecure', 'secure')",-1.2340856,-1.3040284,0.6785437,-0.046274442,-0.4434598,-0.7498736,0.3064138
67,0.76976687,0.9010464,"('doubtful', 'determined')",1.0932881,1.2453113,-0.2848401,-0.28815496,0.5260716,0.6194009,-0.0933293
33,0.7471035,0.6484373,"('wrong', 'right')",1.0583804,1.2008216,-1.0742579,-0.5211975,0.243742,0.4426871,-0.1989451
61,-0.74288905,-0.8659725,"('illogical', 'logical')",-0.81073177,-0.7716931,0.51270485,0.47256753,-0.346972,-0.388366,0.041394
54,-0.7358379,-1.0100538,"('incapable', 'capable')",-0.9035174,-0.9026155,0.90949774,0.93954057,-0.2432859,-0.3243762,0.0810903
40,-0.7330997,-0.8750326,"('stingy', 'generous')",-0.3678428,-0.092705324,-2.763004,-2.0121636,-1.2879821,-0.9933005,-0.2946816
38,-0.7254397,-0.88504124,"('untruthful', 'truthful')",-0.52130884,-0.4092131,-0.4616656,-0.15756582,-0.5694714,-0.48394,-0.0855314
68,-0.72264755,-0.37895268,"('dependent', 'independent')",-0.8385873,-0.5537761,-0.7467724,-0.792935,-0.7693357,-0.5752213,-0.1941144
9,-0.7175006,-1.0728004,"('unaffectionate', 'caring')",-0.8555615,-0.7935798,1.0452254,1.6665989,-0.1759456,-0.0665938,-0.1093518
15,0.6833492,0.34397423,"('boring', 'funny')",0.79661286,0.4224302,-0.2520815,0.016501624,0.4092935,0.2609687,0.1483248
59,0.60841453,0.6119282,"('foolish', 'wise')",0.81942844,0.89848334,-0.27499482,0.41813383,0.3842827,0.6428485,-0.2585658
81,-0.5893275,-0.57297957,"('submissive', 'aggressive')",-1.3955395,-1.2384434,0.14035493,-0.6329783,-0.6148374,-0.8148004,0.199963
60,-0.5641338,-0.4505181,"('inefficient', 'efficient')",-1.1782192,-0.93978673,0.7585453,0.09210985,-0.3279359,-0.4327317,0.1047958
75,0.5507558,0.68727183,"('meek', 'impulsive')",0.61871386,0.66552085,-0.9438514,-0.7203671,0.0752061,0.2108086,-0.1356025
19,-0.5505195,-0.7411673,"('inhospitable', 'hospitable')",-0.5378291,-0.5444383,-0.6194675,-0.31540114,-0.569272,-0.5336689,-0.0356031
8,-0.5504581,-1.0468848,"('unaffectionate', 'affectionate')",-0.40893015,-0.49903196,0.3182034,1.055721,-0.2137283,-0.1633986,-0.0503297
13,-0.48380762,-0.37742156,"('impolite', 'polite')",-0.3156568,-0.27297226,0.026603531,-0.4095496,-0.2576203,-0.3533145,0.0956942
30,-0.4786049,-0.45126015,"('intolerant', 'tolerant')",-1.0617136,-0.8249105,0.5334101,0.65205914,-0.3356361,-0.2080372,-0.1275989
79,-0.47622994,-0.7658349,"('wavering', 'unwavering')",0.13738663,-0.1521641,-0.52249414,-0.28153524,-0.2871125,-0.3998448,0.1127323
16,-0.46571803,-0.59263796,"('unpopular', 'popular')",-0.42092633,-0.5276867,-0.051013097,0.2526945,-0.3125525,-0.28921,-0.0233425
69,0.46221483,0.6133359,"('lazy', 'industrious')",1.9044282,1.9579837,-1.7448593,-0.66168344,0.2072612,0.6365454,-0.4292842
58,-0.45837346,-0.8376936,"('undiscriminating', 'discriminating')",-0.5948572,-0.8068848,-0.41385368,-0.2351306,-0.4890281,-0.6265697,0.1375416
85,0.4562287,0.23345815,"('insignificant', 'prestigious')",0.10605906,0.14303999,-1.5361717,-0.16475208,-0.324628,0.070582,-0.39521
80,0.45351437,0.67677605,"('dominated', 'dominating')",0.24999502,0.26620856,-0.15197936,-0.7335248,0.1838433,0.0698199,0.1140234
27,-0.45324996,-0.49539828,"('hardhearted', 'softhearted')",-0.7222362,-0.53251183,0.8763093,1.3869783,-0.0997256,0.1196894,-0.219415
78,-0.4356896,-0.5889511,"('nonresilient', 'resilient')",0.14844552,-0.10859472,0.85068524,0.50275683,0.1878137,-0.0649297,0.2527434
2,-0.43338725,-0.30605006,"('unlikable', 'likable')",-0.7850909,-0.42048872,0.05936285,0.48437408,-0.3863718,-0.0807216,-0.3056502
6,-0.39994484,-0.7422968,"('distant', 'open')",-0.100141406,-0.17644873,-0.8218073,-0.047893938,-0.4406312,-0.3222132,-0.118418
29,-0.3953913,-0.3887636,"('unfair', 'fair')",0.06473495,0.109909005,-0.63616097,-0.537213,-0.3222724,-0.2720225,-0.0502499
66,-0.39479876,-0.5742098,"('inactive', 'active')",0.31967506,0.0927697,0.3830618,0.50997347,0.102646,0.0095111,0.0931349
70,-0.38789636,-0.44380096,"('lethargic', 'energetic')",-1.0713116,-0.8921175,1.1217749,0.46475762,-0.1124777,-0.2903869,0.1779092
56,0.36070734,0.044924617,"('impractical', 'practical')",0.11763631,-0.020014191,0.19302434,-0.32132724,0.2237893,-0.0988056,0.3225949
37,-0.34983915,-0.2583348,"('fake', 'genuine')",-0.304288,-0.17469712,0.09147637,0.2635667,-0.1875502,-0.0564884,-0.1310618
39,0.3404659,0.3426426,"('exploitative', 'cooperative')",0.13250105,0.4090631,0.024821248,0.1523974,0.1659294,0.3013677,-0.1354383
87,0.31255764,0.46121797,"('unsuccessful', 'successful')",0.56566966,0.49546492,1.0627948,1.1456128,0.6470074,0.7007653,-0.0537579
74,0.29814416,0.09076379,"('undedicated', 'dedicated')",0.12071103,0.09003876,-0.26000527,-0.3091663,0.05295,-0.0427879,0.0957379
31,-0.2860042,-0.37636226,"('evil', 'good')",0.15197325,0.18874837,-2.0037072,-1.0476104,-0.7125794,-0.4117414,-0.300838
5,-0.27673078,-0.53826064,"('distant', 'outgoing')",0.050839286,0.060501546,-1.0356766,-0.17290488,-0.4205227,-0.216888,-0.2036347
14,-0.24080858,-0.30760896,"('antisocial', 'social')",-0.7088991,-0.6206584,0.158231,-0.30385906,-0.2638255,-0.4107088,0.1468833
64,-0.23884179,-0.22700429,"('shy', 'confident')",-0.10742949,-0.016127802,-6.5346465,-6.583473,-2.2936392,-2.2755351,-0.0181041
55,-0.2021638,-0.41213074,"('incompetent', 'clever')",-1.1933558,-1.2992984,0.7486559,0.1343537,-0.2156212,-0.5256918,0.3100706
36,-0.17920496,-0.46876574,"('hostile', 'amicable')",0.40451577,0.19723892,-1.14298,-0.32551983,-0.3058897,-0.1990155,-0.1068742
84,0.1661743,0.10668793,"('inferior', 'superior')",0.593826,0.57310665,0.5566932,0.83013433,0.4388978,0.5033096,-0.0644118
76,-0.16219866,-0.103952706,"('anxious', 'daring')",-0.4968562,-0.66331846,0.8095796,-0.03142035,0.0501749,-0.2662305,0.3164054
47,-0.14988823,-0.09432956,"('stupid', 'smart')",-0.19314495,-0.21269898,6.1807904,5.964175,1.945919,1.8857155,0.0602035
51,-0.14353678,-0.116291456,"('uneducated', 'educated')",-1.3387072,-1.3066938,0.72920173,0.3233654,-0.2510141,-0.36654,0.1155259
71,-0.13902593,-0.37213892,"('diffident', 'self-confident')",0.77757055,0.8036019,0.5277659,0.77030134,0.3887702,0.4005881,-0.0118179
20,0.12701212,-0.00087281317,"('rough', 'thoughtful')",-0.3066641,-0.38562053,0.75393456,0.9581625,0.1914275,0.1905564,0.0008711
83,0.12350182,-0.24745655,"('powerless', 'powerful')",-0.37800312,-0.4962687,-0.7637446,-1.2325332,-0.3394153,-0.6587528,0.3193375
25,-0.098266594,-0.09600649,"('egoistic', 'altruistic')",0.7092584,0.75607973,0.61975765,1.2482588,0.4102498,0.6361107,-0.2258609
26,-0.083419636,-0.65842307,"('hardhearted', 'benevolent')",-0.047545716,-0.20803012,0.64598376,1.3972166,0.1716728,0.1769211,-0.0052483
52,0.043213286,-0.10361855,"('irrational', 'rational')",-0.12873995,-0.21459328,-0.7536937,0.050663307,-0.2797401,-0.0891828,-0.1905573
44,-0.04153357,0.14771673,"('prejudiced', 'unprejudiced')",0.2447857,0.20019037,-1.4977618,-1.491488,-0.4315033,-0.3811936,-0.0503097
4,0.025326323,-0.42544386,"('disliked', 'liked')",0.86538434,0.60786396,-8.356623,-7.3593197,-2.4886373,-2.3922998,-0.0963375
50,-0.01917921,0.06245427,"('clumsy', 'skillful')",0.28476244,0.3597001,0.32510564,0.2518019,0.1968963,0.2246521,-0.0277558
