,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
59,-1.2900498,-1.0631754,"('foolish', 'wise')",-0.06583903,0.23048942,-0.6779444,-0.416343,-0.2616014
54,-1.2181413,-1.1974258,"('incapable', 'capable')",0.910265,1.1369016,-0.1539381,-0.0302621,-0.123676
56,1.1957023,1.0275505,"('impractical', 'practical')",-0.30841416,-0.3158197,0.4436441,0.3558654,0.0877787
35,-1.1259165,-0.9700926,"('corrupt', 'incorrupt')",-0.20502071,-0.16639233,-0.6654686,-0.5682424,-0.0972262
18,-1.1224453,-1.2469473,"('disagreeable', 'welcoming')",-0.3246843,-0.31701243,-0.7235648,-0.7819799,0.0584151
14,1.1098605,0.7920381,"('antisocial', 'social')",-0.3880447,-0.63413304,0.3609079,0.0789525,0.2819554
16,-1.06717,-1.1201562,"('unpopular', 'popular')",0.5114823,0.39217865,-0.2778439,-0.3639888,0.0861449
55,0.97593427,0.71317685,"('incompetent', 'clever')",0.3801155,0.15387352,0.6780249,0.4335252,0.2444997
67,0.97404194,1.0380005,"('doubtful', 'determined')",-0.45017442,-0.4366489,0.2619337,0.3006758,-0.0387421
29,-0.9492344,-0.8096317,"('unfair', 'fair')",-0.61982787,-0.5297731,-0.7845311,-0.6697024,-0.1148287
48,0.92449754,0.96205574,"('unintelligent', 'intelligent')",0.9245745,0.9391068,0.924536,0.9505813,-0.0260453
20,0.88213485,0.82627356,"('rough', 'thoughtful')",1.4647815,1.3892149,1.1734582,1.1077442,0.065714
65,0.8272037,0.46824065,"('insecure', 'secure')",-0.121578544,-0.24709505,0.3528126,0.1105728,0.2422398
80,0.82662874,0.7681487,"('dominated', 'dominating')",-1.295403,-1.4430044,-0.2343871,-0.3374278,0.1030407
46,0.8215605,0.7380437,"('uncompetitive', 'competitive')",-0.3917019,-0.4374269,0.2149293,0.1503084,0.0646209
38,-0.7927649,-0.5570257,"('untruthful', 'truthful')",-0.49768424,-0.23181272,-0.6452246,-0.3944192,-0.2508054
17,-0.7370187,-0.54800504,"('nasty', 'nice')",-0.76595426,-0.76753765,-0.7514865,-0.6577713,-0.0937152
75,-0.7286744,-0.53457963,"('meek', 'impulsive')",-0.42195624,-0.08881441,-0.5753154,-0.311697,-0.2636184
62,0.7277495,0.80404264,"('incompetent', 'brilliant')",0.068154626,0.42341444,0.3979521,0.6137285,-0.2157764
25,-0.7111786,-0.7589208,"('egoistic', 'altruistic')",1.5597508,1.4102687,0.4242861,0.3256739,0.0986122
61,0.683881,0.77067333,"('illogical', 'logical')",0.2216335,0.12932742,0.4527572,0.4500004,0.0027568
30,0.62995607,0.6459607,"('intolerant', 'tolerant')",1.1846491,1.1577119,0.9073026,0.9018363,0.0054663
84,0.62972397,0.7300753,"('inferior', 'superior')",0.98225415,1.1125827,0.805989,0.921329,-0.11534
26,-0.6134398,-0.63732976,"('hardhearted', 'benevolent')",1.534834,1.4869448,0.4606971,0.4248075,0.0358896
86,-0.6061987,-0.6007128,"('uninfluential', 'influential')",-0.0624189,-0.071032085,-0.3343088,-0.3358724,0.0015636
70,0.60599923,0.49829635,"('lethargic', 'energetic')",0.5374991,0.62838084,0.5717492,0.5633386,0.0084106
13,0.59995705,0.48785815,"('impolite', 'polite')",-0.50386274,-0.5596815,0.0480472,-0.0359117,0.0839589
11,0.5958286,0.59990025,"('unhelpful', 'helpful')",1.3645825,1.4869561,0.9802055,1.0434282,-0.0632227
50,-0.5475777,-0.61174744,"('clumsy', 'skillful')",0.12125024,0.39445212,-0.2131637,-0.1086477,-0.104516
40,-0.5322098,-0.27813813,"('stingy', 'generous')",-1.6176219,-1.442056,-1.0749159,-0.8600971,-0.2148188
28,-0.4910524,-0.3601793,"('disloyal', 'loyal')",0.5807941,0.683475,0.0448709,0.1616479,-0.116777
15,-0.48430064,-0.5138981,"('boring', 'funny')",0.07877445,0.10085307,-0.2027631,-0.2065225,0.0037594
47,0.4766252,0.40569326,"('stupid', 'smart')",5.387249,5.340756,2.9319372,2.8732245,0.0587127
24,-0.47391176,-0.33724645,"('dishonest', 'honest')",0.46121672,0.57000065,-0.0063475,0.1163771,-0.1227246
83,0.44217837,0.46558055,"('powerless', 'powerful')",-0.92351264,-0.8596321,-0.2406671,-0.1970258,-0.0436413
82,-0.44146773,-0.53785753,"('poor', 'rich')",5.9292374,5.9878283,2.7438848,2.7249854,0.0188994
12,-0.4360111,-0.28045622,"('unsupportive', 'supportive')",-1.992489,-1.6855364,-1.2142501,-0.9829963,-0.2312538
33,-0.42629015,-0.29329544,"('wrong', 'right')",-0.8162298,-0.584012,-0.62126,-0.4386537,-0.1826063
73,0.39528576,0.44053137,"('helpless', 'self-reliant')",-2.8554428,-2.5806704,-1.2300785,-1.0700696,-0.1600089
45,-0.3915351,-0.34039176,"('incompetent', 'competent')",-0.075743735,-0.011070449,-0.2336394,-0.1757311,-0.0579083
57,-0.39029562,-0.30390036,"('unimaginative', 'imaginative')",-2.6365926,-2.4663374,-1.5134442,-1.385119,-0.1283252
71,-0.3852285,-0.30443975,"('diffident', 'self-confident')",0.23953357,0.33269382,-0.0728475,0.014127,-0.0869745
44,0.36915073,0.2793372,"('prejudiced', 'unprejudiced')",-1.1593251,-1.3390787,-0.3950872,-0.5298707,0.1347835
39,0.3411175,0.3598298,"('exploitative', 'cooperative')",0.10880096,-0.0148177035,0.2249592,0.172506,0.0524532
3,0.31279328,0.15140536,"('repellent', 'pleasant')",0.5430547,0.19349746,0.427924,0.1724514,0.2554726
0,0.28484955,0.12600556,"('unsociable', 'sociable')",-0.433549,-0.51815677,-0.0743497,-0.1960756,0.1217259
87,0.28354144,0.2544235,"('unsuccessful', 'successful')",0.80225664,0.85217375,0.542899,0.5532986,-0.0103996
49,-0.28277475,-0.15851288,"('unable', 'able')",-0.024132492,0.15098388,-0.1534536,-0.0037645,-0.1496891
32,0.28246,0.06298965,"('unkind', 'kind')",0.81931007,0.80984604,0.550885,0.4364178,0.1144672
22,0.2673585,0.21253607,"('untrustworthy', 'trustworthy')",-1.0181144,-0.8256974,-0.375378,-0.3065807,-0.0687973
69,-0.2610817,-0.21556117,"('lazy', 'industrious')",-0.50955033,-0.4022479,-0.385316,-0.3089045,-0.0764115
10,0.24121508,0.20275326,"('unsympathetic', 'sympathetic')",-0.2781849,-0.21818236,-0.0184849,-0.0077145,-0.0107704
58,0.23389769,0.43563873,"('undiscriminating', 'discriminating')",0.24327548,0.27980605,0.2385866,0.3577224,-0.1191358
78,0.2123726,0.17595017,"('nonresilient', 'resilient')",0.35149723,0.3791104,0.2819349,0.2775303,0.0044046
72,-0.21111764,-0.19244274,"('unambitious', 'ambitious')",-0.73815507,-0.403557,-0.4746363,-0.2979999,-0.1766364
41,-0.2027623,-0.18037142,"('unforgiving', 'forgiving')",0.08282194,0.117726624,-0.0599702,-0.0313224,-0.0286478
7,0.18854927,0.10569738,"('insensitive', 'sensitive')",0.46800208,0.50811607,0.3282757,0.3069067,0.021369
68,-0.18190494,-0.13143082,"('dependent', 'independent')",-0.2905234,-0.29002607,-0.2362142,-0.2107284,-0.0254858
27,-0.17408916,-0.14479506,"('hardhearted', 'softhearted')",1.5688167,1.5180699,0.6973637,0.6866374,0.0107263
64,0.17056009,0.2407355,"('shy', 'confident')",-6.279693,-6.087922,-3.0545666,-2.9235933,-0.1309733
37,-0.1637702,-0.022166178,"('fake', 'genuine')",0.31292805,0.5754203,0.0745789,0.2766271,-0.2020482
88,-0.1444563,-0.26115882,"('low', 'eminent')",0.1697286,0.08765479,0.0126362,-0.086752,0.0993882
77,0.13097437,0.016692922,"('unmotivated', 'motivated')",-0.90677947,-0.96070296,-0.3879026,-0.472005,0.0841024
2,-0.13031676,-0.2446087,"('unlikable', 'likable')",0.6879634,0.759152,0.2788233,0.2572716,0.0215517
43,0.12451741,0.0024672747,"('irresponsible', 'responsible')",0.44781008,0.47269747,0.2861637,0.2375824,0.0485813
74,-0.10992322,-0.09189944,"('undedicated', 'dedicated')",0.11522074,0.15595922,0.0026488,0.0320299,-0.0293811
23,0.10683858,0.05300314,"('insincere', 'sincere')",5.2883635,5.1620827,2.6976011,2.607543,0.0900581
42,0.050470073,-0.08827076,"('unreliable', 'reliable')",-3.050668,-2.7836156,-1.5000989,-1.4359431,-0.0641558
34,-0.045742854,-0.057670813,"('mean', 'honorable')",5.607464,5.57097,2.7808604,2.7566497,0.0242107
63,0.013951749,0.15340734,"('unperceptive', 'insightful')",0.7615201,1.078732,0.3877359,0.6160697,-0.2283338
51,0.0050259084,-0.040937647,"('uneducated', 'educated')",0.25760883,0.35143977,0.1313174,0.1552511,-0.0239337
