,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
12,0.34254748,0.3899155,"('unsupportive', 'supportive')",0.02837832,0.020995364,0.7874574,0.7724627,-1.5318326,-1.352146,-0.0933624,-0.0421931,-0.0511693
6,-0.33122802,0.18543565,"('distant', 'open')",0.16866007,0.59742475,-1.9524381,-1.6340965,-0.0709779,0.27133888,-0.546496,-0.1449743,-0.4015217
70,0.32112703,0.15708843,"('lethargic', 'energetic')",-0.020744707,-0.42588693,0.6596268,0.29476452,0.89678925,0.6336315,0.4641996,0.1648994,0.2993002
79,0.32106066,0.63376945,"('wavering', 'unwavering')",-0.008314155,0.04870092,-1.5664656,-1.432596,-0.20689309,-0.05734152,-0.365153,-0.2018668,-0.1632862
28,-0.28657264,-0.107997976,"('disloyal', 'loyal')",-0.7487919,-0.860278,-0.6048349,-0.6668658,0.84934676,0.8483581,-0.1977132,-0.1966959,-0.0010173
43,0.2798908,0.016650707,"('irresponsible', 'responsible')",-0.23752403,-0.6908632,0.81340027,0.45318708,0.6936414,0.4302061,0.3873521,0.0522952,0.3350569
30,-0.2758932,-0.35566476,"('intolerant', 'tolerant')",-0.04803294,-0.339488,0.5138005,0.23484012,1.2374463,1.0223776,0.3568302,0.1405163,0.2163139
83,-0.2676054,-0.14256555,"('powerless', 'powerful')",0.4032997,0.44108146,0.20987223,0.12634623,-0.8402454,-0.67158896,-0.1236697,-0.0616817,-0.061988
13,-0.26092705,-0.75157756,"('impolite', 'polite')",-0.014353918,-0.34122807,0.3541286,0.026229352,-0.22674915,-0.5413022,-0.0369754,-0.4019696,0.3649942
33,0.25103408,0.4880677,"('wrong', 'right')",0.92685634,1.3300685,-0.24304974,0.10086859,-0.7160191,-0.41699496,0.0547054,0.3755025,-0.3207971
26,0.23046058,0.6527167,"('hardhearted', 'benevolent')",1.5116497,1.6485909,1.0754615,1.1936978,1.74333,1.9884052,1.1402254,1.3708527,-0.2306273
21,-0.22084522,-0.36982304,"('immoral', 'moral')",-0.34633023,-0.68553305,0.518352,0.1896705,-0.64373386,-0.91069585,-0.1731393,-0.4440953,0.270956
84,0.20676926,0.0028798347,"('inferior', 'superior')",0.058915067,-0.105797775,-0.02394054,-0.116546094,0.60104257,0.642538,0.2106966,0.1057685,0.1049281
52,-0.20142055,0.19135353,"('irrational', 'rational')",-0.04386726,0.20855023,-1.0458436,-0.81011873,0.044377323,0.22654404,-0.3116885,-0.0459177,-0.2657708
68,0.19898583,0.2194079,"('dependent', 'independent')",-0.8335436,-0.7128781,-0.86934984,-0.6245897,-1.0672791,-0.8846819,-0.6427967,-0.5006855,-0.1421112
59,-0.18380299,-0.06733232,"('foolish', 'wise')",0.7377672,0.7349514,-1.2512488,-1.0976536,0.3842173,0.37390327,-0.0782668,-0.0140328,-0.064234
50,0.1705685,0.40584615,"('clumsy', 'skillful')",0.42590475,0.2919217,-0.30793145,-0.3426708,0.23226973,0.16240956,0.1302029,0.1293766,0.0008263
74,-0.14812332,-0.011440188,"('undedicated', 'dedicated')",0.54058176,0.3272698,1.0319896,0.8534493,0.52149403,0.5558637,0.4864855,0.4312856,0.0551999
88,-0.14798526,0.12667458,"('low', 'eminent')",0.0003731714,-0.11500051,-1.0507463,-1.2155433,0.45836592,0.27635515,-0.1849981,-0.2318785,0.0468804
17,-0.12865947,-0.23619692,"('nasty', 'nice')",-0.8842397,-0.8478442,-0.9443311,-0.8659722,-0.66792804,-0.6486219,-0.6562896,-0.6496588,-0.0066308
54,-0.12782857,0.09400176,"('incapable', 'capable')",0.286179,0.4723361,-0.22643873,-0.050077647,0.94439805,0.95869994,0.2190774,0.3687401,-0.1496627
38,0.12699364,0.115952075,"('untruthful', 'truthful')",0.035383437,-0.108483315,-0.8188114,-1.055911,0.013285451,-0.10111089,-0.1607872,-0.2873883,0.1266011
24,-0.12197207,0.16979262,"('dishonest', 'honest')",-0.9801228,-0.9186018,-0.8048573,-0.87167966,0.46432778,0.514839,-0.3606561,-0.2764125,-0.0842436
20,0.119296886,0.19691904,"('rough', 'thoughtful')",0.31192207,0.5680362,1.0264302,1.2103544,0.8664964,1.1195494,0.5810364,0.7737148,-0.1926784
60,-0.10080448,-0.6334675,"('inefficient', 'efficient')",-0.25211924,-0.6265806,1.346662,0.97439545,0.09112527,-0.2654704,0.2712159,-0.1377808,0.4089967
19,0.09834123,0.4891796,"('inhospitable', 'hospitable')",-0.93739897,-0.56788075,-2.0925212,-1.7742223,-0.61743826,-0.35480285,-0.8872543,-0.5519316,-0.3353227
15,0.09345372,0.21166387,"('boring', 'funny')",0.44905254,0.4626419,-0.93106794,-0.96239525,0.21301343,0.22301832,-0.0438871,-0.0162678,-0.0276193
65,0.08615611,-0.4447342,"('insecure', 'secure')",-0.4578643,-0.86376786,1.1161625,0.8478407,0.1061424,-0.235878,0.2126492,-0.1741348,0.386784
27,-0.06484231,0.34818256,"('hardhearted', 'softhearted')",-1.0226773,-0.6430793,-0.8445279,-0.43592075,0.76724654,1.2567551,-0.2912003,0.1314844,-0.4226847
48,0.062897936,-0.0075160004,"('unintelligent', 'intelligent')",-0.8607529,-0.85892045,-0.62558335,-0.573477,0.23742324,0.32484728,-0.2965038,-0.2787666,-0.0177372
58,0.060499303,0.5488039,"('undiscriminating', 'discriminating')",0.23396957,0.46662676,0.7717758,0.94452137,0.07715421,0.34125578,0.2858497,0.575302,-0.2894523
81,0.057348188,-0.48044688,"('submissive', 'aggressive')",0.28558823,-0.3827725,1.9881791,1.3975685,-0.038830012,-0.40194768,0.5730714,0.0331004,0.539971
80,0.04934303,-0.09767566,"('dominated', 'dominating')",-0.05129341,-0.29588112,1.0841849,0.86333036,-1.0471476,-1.1269616,0.0087717,-0.164297,0.1730687
34,-0.04723914,-0.28037995,"('mean', 'honorable')",0.11118185,-0.14648868,0.3445157,0.25388813,5.8784714,5.666348,1.5717324,1.3733419,0.1983905
7,0.0381366,-0.2524011,"('insensitive', 'sensitive')",-0.53719133,-0.8388622,0.16854021,-0.010641433,0.72023916,0.6903467,0.0974312,-0.1028895,0.2003207
63,-0.029525235,-0.12468909,"('unperceptive', 'insightful')",0.15118048,-0.18423955,1.2800481,1.1240276,0.90475845,0.9023866,0.5766155,0.4293714,0.1472441
40,0.022177486,0.5352309,"('stingy', 'generous')",-0.011010785,0.044929676,0.49482003,0.6242476,-1.699655,-1.3284805,-0.2984171,-0.0310181,-0.267399
11,-0.006621183,-0.35234883,"('unhelpful', 'helpful')",-0.027711172,-0.4460197,0.010832593,-0.49648285,2.2414176,1.8610588,0.5544795,0.1415519,0.4129276
85,0.004662052,0.6016384,"('insignificant', 'prestigious')",0.47011015,0.8876446,-0.7525353,-0.38976097,0.27661693,0.55658585,-0.0002865,0.414027,-0.4143135
35,0.0033280263,0.3972874,"('corrupt', 'incorrupt')",0.07134871,0.39990178,-2.0219631,-1.6558387,-0.76250833,-0.43231666,-0.6774487,-0.3227416,-0.3547071
