,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
33,-0.48010615,-0.45289898,"('wrong', 'right')",-0.6745413,-0.65532196,-0.5773237,-0.5541105,-0.0232132
46,-0.47675318,-0.806202,"('uncompetitive', 'competitive')",-0.43126586,-0.47609526,-0.4540095,-0.6411486,0.1871391
42,0.44186738,-0.0044020237,"('unreliable', 'reliable')",-2.8743808,-2.993909,-1.2162567,-1.4991554,0.2828987
43,-0.4376272,-0.97559583,"('irresponsible', 'responsible')",0.3610437,0.18704444,-0.0382918,-0.3942757,0.3559839
7,-0.42948312,-0.5372834,"('insensitive', 'sensitive')",0.6571171,0.7559711,0.113817,0.1093438,0.0044732
26,-0.42540878,-0.20919268,"('hardhearted', 'benevolent')",1.6604472,1.6032711,0.6175193,0.6970392,-0.0795199
39,0.41572568,0.58895147,"('exploitative', 'cooperative')",0.07402706,0.35219324,0.2448764,0.4705724,-0.225696
29,-0.37746382,-0.60446024,"('unfair', 'fair')",-0.28527078,-0.53473747,-0.3313673,-0.5695989,0.2382316
51,-0.37136406,-0.4921404,"('uneducated', 'educated')",0.514948,0.38668317,0.071792,-0.0527286,0.1245206
22,-0.3612034,-0.37750572,"('untrustworthy', 'trustworthy')",-0.79745036,-0.78048414,-0.5793269,-0.5789949,-0.000332
3,-0.3596493,-0.16697766,"('repellent', 'pleasant')",0.22971489,0.2983741,-0.0649672,0.0656982,-0.1306654
69,-0.35587376,-0.2915286,"('lazy', 'industrious')",-0.6933336,-0.745161,-0.5246037,-0.5183448,-0.0062589
47,-0.32476217,-0.52623737,"('stupid', 'smart')",4.6943097,4.6040025,2.1847737,2.0388825,0.1458912
21,0.30949587,-0.24385218,"('immoral', 'moral')",-0.3295665,-0.57201576,-0.0100353,-0.407934,0.3978987
13,-0.2810577,-0.40233338,"('impolite', 'polite')",-0.5849322,-0.51966244,-0.432995,-0.4609979,0.0280029
87,-0.2672055,-0.60234314,"('unsuccessful', 'successful')",0.63165015,0.6394413,0.1822223,0.0185491,0.1636732
11,-0.24797806,-0.6538819,"('unhelpful', 'helpful')",1.4573587,1.3377576,0.6046903,0.3419378,0.2627525
32,-0.23958021,-0.5684851,"('unkind', 'kind')",0.8131125,0.65047395,0.2867661,0.0409944,0.2457717
14,0.22045219,-0.07997988,"('antisocial', 'social')",-0.46170032,-0.45314187,-0.1206241,-0.2665609,0.1459368
37,0.21312597,-0.1575225,"('fake', 'genuine')",0.45073104,0.27894053,0.3319285,0.060709,0.2712195
49,0.17511773,0.2943355,"('unable', 'able')",-0.053619668,0.088202775,0.060749,0.1912691,-0.1305201
83,0.12079415,-0.14913838,"('powerless', 'powerful')",-0.91055155,-0.9589201,-0.3948787,-0.5540292,0.1591505
62,0.09222462,-0.2890074,"('incompetent', 'brilliant')",0.23452403,0.29148617,0.1633743,0.0012394,0.1621349
23,-0.09011362,-0.2587555,"('insincere', 'sincere')",5.21579,5.2748075,2.5628381,2.5080259,0.0548122
68,-0.089777626,-0.20357136,"('dependent', 'independent')",-0.4028566,-0.5547497,-0.2463171,-0.3791606,0.1328435
48,0.07899542,0.028762793,"('unintelligent', 'intelligent')",0.7167843,0.62282234,0.3978899,0.3257926,0.0720973
75,0.071391284,0.12554814,"('meek', 'impulsive')",-0.3514342,-0.23326252,-0.1400215,-0.0538572,-0.0861643
64,-0.05572728,-0.5355042,"('shy', 'confident')",-6.174987,-6.2974215,-3.1153572,-3.4164629,0.3011057
70,0.052125543,-0.35139707,"('lethargic', 'energetic')",0.6935522,0.62700367,0.3728389,0.1378033,0.2350356
77,0.04896341,-0.3844654,"('unmotivated', 'motivated')",-0.9774449,-1.0430094,-0.4642407,-0.7137374,0.2494967
2,0.021543637,-0.29339802,"('unlikable', 'likable')",0.41105893,0.33537257,0.2163013,0.0209873,0.195314
55,-0.019164119,-0.39531514,"('incompetent', 'clever')",0.41253534,0.22835577,0.1966856,-0.0834797,0.2801653
34,-0.011095572,0.11215764,"('mean', 'honorable')",5.3872666,5.5350327,2.6880856,2.8235953,-0.1355097
15,-0.009810464,0.08065373,"('boring', 'funny')",0.4409842,0.58786505,0.2155869,0.3342594,-0.1186725
88,-0.008814159,-0.020242702,"('low', 'eminent')",0.4975117,0.42748645,0.2443488,0.2036219,0.0407269
