,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.5091476,-2.4820008,"('unfriendly', 'friendly')",1.5969605,1.5393492,-0.4560935,-0.4713258,0.0152323
6,-2.0319445,-2.0641696,"('distant', 'open')",-0.16362274,-0.33641365,-1.0977836,-1.2002916,0.102508
53,-2.006271,-1.782893,"('uncreative', 'creative')",0.5683129,0.506124,-0.718979,-0.6383845,-0.0805945
8,-1.9468501,-1.5244222,"('unaffectionate', 'affectionate')",0.7204983,0.89066076,-0.6131759,-0.3168807,-0.2962952
9,-1.891647,-2.144405,"('unaffectionate', 'caring')",1.0111223,0.9152167,-0.4402623,-0.6145941,0.1743318
36,-1.8119373,-1.511295,"('hostile', 'amicable')",0.15300235,0.013830187,-0.8294675,-0.7487324,-0.0807351
31,-1.8079075,-1.6303184,"('evil', 'good')",-1.1222036,-1.1403564,-1.4650555,-1.3853374,-0.0797181
86,-1.7963432,-2.1271374,"('uninfluential', 'influential')",-0.40752238,-0.579232,-1.1019328,-1.3531847,0.2512519
66,-1.7471191,-1.9485307,"('inactive', 'active')",0.18218291,-0.14305785,-0.7824681,-1.0457942,0.2633261
5,-1.5909903,-1.5476067,"('distant', 'outgoing')",-0.6016457,-0.65849006,-1.096318,-1.1030483,0.0067303
57,-1.299986,-1.4448801,"('unimaginative', 'imaginative')",-2.2181358,-2.3014007,-1.7590609,-1.8731403,0.1140794
12,-1.1881852,-1.3792461,"('unsupportive', 'supportive')",-1.7247692,-1.7727757,-1.4564772,-1.5760109,0.1195337
60,1.1668996,0.4764396,"('inefficient', 'efficient')",0.096011676,0.039134897,0.6314556,0.2577873,0.3736683
10,-1.1323721,-1.7213852,"('unsympathetic', 'sympathetic')",-0.48789114,-0.7249476,-0.8101317,-1.2231665,0.4130348
61,-1.0771862,-1.3129623,"('illogical', 'logical')",-0.052919026,-0.12216895,-0.5650526,-0.7175656,0.152513
58,-1.0697342,-1.1831294,"('undiscriminating', 'discriminating')",0.36566418,0.30206463,-0.352035,-0.4405324,0.0884974
78,-1.0689503,-1.063373,"('nonresilient', 'resilient')",0.067264915,0.018254623,-0.5008427,-0.5225592,0.0217165
19,-1.03945,-0.8607542,"('inhospitable', 'hospitable')",-0.23116072,-0.0716121,-0.6353054,-0.4661832,-0.1691222
0,-1.0087316,-1.5308565,"('unsociable', 'sociable')",-0.4517616,-0.6352118,-0.7302466,-1.0830342,0.3527876
44,0.9970755,0.82730865,"('prejudiced', 'unprejudiced')",-1.2902614,-1.4344554,-0.1465929,-0.3035734,0.1569805
67,0.9808804,0.73848134,"('doubtful', 'determined')",-0.4664351,-0.34994274,0.2572227,0.1942693,0.0629534
52,-0.9282019,-0.9667415,"('irrational', 'rational')",0.19954857,0.028271494,-0.3643267,-0.469235,0.1049083
27,-0.92695946,-0.9765823,"('hardhearted', 'softhearted')",1.1621848,0.95083684,0.1176127,-0.0128727,0.1304854
4,-0.90429753,-0.6561614,"('disliked', 'liked')",-6.1030803,-6.083848,-3.5036888,-3.3700047,-0.1336841
73,0.8640832,0.8716634,"('helpless', 'self-reliant')",-2.3835804,-2.2511883,-0.7597486,-0.6897625,-0.0699861
28,-0.8380148,-1.0675024,"('disloyal', 'loyal')",0.94691116,0.860631,0.0544482,-0.1034357,0.1578839
24,-0.8365619,-1.1304377,"('dishonest', 'honest')",0.34551927,0.17495583,-0.2455213,-0.4777409,0.2322196
38,-0.83597696,-1.3320547,"('untruthful', 'truthful')",-0.2985031,-0.5609556,-0.56724,-0.9465052,0.3792652
85,-0.82357055,-0.61489797,"('insignificant', 'prestigious')",0.5139817,0.47239554,-0.1547944,-0.0712512,-0.0835432
81,0.8101754,0.21262476,"('submissive', 'aggressive')",-0.33836305,-0.4263176,0.2359062,-0.1068464,0.3427526
16,-0.7994592,-0.67524093,"('unpopular', 'popular')",0.12033799,0.11041046,-0.3395606,-0.2824152,-0.0571454
63,-0.76931256,-1.0930312,"('unperceptive', 'insightful')",1.0794448,0.94842535,0.1550661,-0.0723029,0.227369
45,-0.7617548,-1.0115371,"('incompetent', 'competent')",-0.13180348,-0.19916587,-0.4467791,-0.6053514,0.1585723
30,0.74082506,0.57681036,"('intolerant', 'tolerant')",1.2656767,1.1831813,1.0032508,0.8799958,0.123255
74,-0.73012084,-0.85678697,"('undedicated', 'dedicated')",0.061209768,-0.057735097,-0.3344555,-0.457261,0.1228055
40,-0.728866,-0.77779907,"('stingy', 'generous')",-1.389372,-1.6145093,-1.059119,-1.1961542,0.1370352
84,0.7233083,0.7453947,"('inferior', 'superior')",1.2992656,1.3337549,1.011287,1.0395749,-0.0282879
65,0.7153384,0.39491263,"('insecure', 'secure')",-0.25923228,-0.3083451,0.2280531,0.0432838,0.1847693
56,0.7019773,0.26930302,"('impractical', 'practical')",-0.34587118,-0.2330519,0.1780531,0.0181256,0.1599275
79,-0.6887436,-0.5177106,"('wavering', 'unwavering')",-0.38034487,-0.40809563,-0.5345442,-0.4629031,-0.0716411
76,0.66230804,0.356296,"('anxious', 'daring')",0.3602028,0.21591604,0.5112554,0.286106,0.2251494
41,-0.6481133,-0.80242974,"('unforgiving', 'forgiving')",-0.004415948,0.012199185,-0.3262646,-0.3951153,0.0688507
25,-0.641462,-0.559366,"('egoistic', 'altruistic')",1.7969637,1.6944103,0.5777508,0.5675222,0.0102286
71,-0.6306558,-0.6013882,"('diffident', 'self-confident')",0.036971353,0.16051655,-0.2968422,-0.2204358,-0.0764064
17,-0.62920654,-0.3707555,"('nasty', 'nice')",-0.789654,-0.65778446,-0.7094303,-0.5142699,-0.1951604
72,-0.61631775,-0.6949557,"('unambitious', 'ambitious')",-0.846209,-0.6231638,-0.7312634,-0.6590598,-0.0722036
35,-0.6039857,-0.46112338,"('corrupt', 'incorrupt')",-0.11769433,-0.20620069,-0.36084,-0.333662,-0.027178
54,-0.5737026,-0.5327315,"('incapable', 'capable')",1.1094187,1.2931166,0.2678581,0.3801925,-0.1123344
59,-0.5428888,-0.5299245,"('foolish', 'wise')",0.31806552,0.21023162,-0.1124116,-0.1598465,0.0474349
82,-0.5151786,-0.45096344,"('poor', 'rich')",5.661182,5.7057886,2.5730016,2.6274126,-0.054411
20,0.5147376,0.41676697,"('rough', 'thoughtful')",1.1463854,1.0163114,0.8305615,0.7165392,0.1140223
50,0.49618018,0.49108732,"('clumsy', 'skillful')",0.5218579,0.37042835,0.509019,0.4307578,0.0782612
18,-0.48983306,-0.28059947,"('disagreeable', 'welcoming')",-0.45017636,-0.42499906,-0.4700047,-0.3527993,-0.1172054
80,-0.48034933,-0.79083395,"('dominated', 'dominating')",-1.5485125,-1.5778769,-1.0144309,-1.1843555,0.1699246
