,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
18,-1.384785,-0.83679736,"('disagreeable', 'welcoming')",-1.8988988,-1.425255,-0.76300174,-0.58743083,-1.3488952,-0.9498277,-0.3990675
10,-1.3741989,-1.8063251,"('unsympathetic', 'sympathetic')",-0.642347,-1.0842073,0.12869823,-0.24197729,-0.6292825,-1.0441699,0.4148874
29,1.357005,1.2468876,"('unfair', 'fair')",0.07854909,0.088473424,-0.30654562,-0.31949496,0.3763361,0.338622,0.0377141
42,-1.2914581,-1.2487806,"('unreliable', 'reliable')",-1.1955736,-1.2536359,-3.2485554,-3.3314316,-1.9118624,-1.944616,0.0327536
85,1.2786148,1.7663014,"('insignificant', 'prestigious')",0.4067648,1.0128548,0.13271558,0.41999668,0.6060317,1.0663843,-0.4603526
84,1.20824,0.90133333,"('inferior', 'superior')",0.82996494,0.62596095,1.1622633,1.2769259,1.0668227,0.9347401,0.1320826
67,1.1187571,1.0249966,"('doubtful', 'determined')",0.7994997,0.69029474,-0.6096992,-0.55218923,0.4361858,0.3877007,0.0484851
75,1.0825785,0.8965528,"('meek', 'impulsive')",0.54045165,0.62744254,-0.15504806,-0.2293923,0.4893274,0.4315344,0.057793
71,1.0573293,1.3459742,"('diffident', 'self-confident')",1.4873761,1.8804015,0.4626673,0.52006626,1.0024575,1.2488139,-0.2463564
81,-1.0389333,-1.2950095,"('submissive', 'aggressive')",0.0442516,-0.35427603,-0.5969088,-0.6594585,-0.5305301,-0.7695813,0.2390512
73,1.0368756,1.195555,"('helpless', 'self-reliant')",0.06921721,0.2999838,-3.4141974,-3.1758657,-0.7693682,-0.560109,-0.2092592
33,1.035019,1.2915297,"('wrong', 'right')",0.42355376,0.8346418,-1.0459046,-0.7307703,0.1375561,0.4651337,-0.3275776
56,1.0099279,0.9326973,"('impractical', 'practical')",1.478994,1.2817903,0.0843947,0.07427627,0.8577722,0.7629213,0.0948509
45,-1.0066621,-1.4175892,"('incompetent', 'competent')",-0.3092445,-0.83739734,0.26521125,-0.058152627,-0.3502318,-0.7710464,0.4208146
65,-0.958753,-1.2098526,"('insecure', 'secure')",-0.32896215,-0.6956876,-0.059056226,-0.08370452,-0.4489238,-0.6630816,0.2141578
27,-0.95729697,-1.086887,"('hardhearted', 'softhearted')",-0.7441166,-1.0114079,1.2180227,1.0524272,-0.1611303,-0.3486225,0.1874922
83,0.94676256,0.6026157,"('powerless', 'powerful')",0.61427635,0.5000988,-0.8774634,-0.8376513,0.2278585,0.0883544,0.1395041
22,-0.86792433,-1.1957929,"('untrustworthy', 'trustworthy')",-0.4903465,-0.74858934,-0.6404707,-0.7517499,-0.6662472,-0.8987107,0.2324635
55,-0.8627196,-1.1236503,"('incompetent', 'clever')",-0.6936177,-1.0004674,0.43671304,0.34797204,-0.3732081,-0.5920486,0.2188405
62,-0.8455127,-1.0564095,"('incompetent', 'brilliant')",-0.7649925,-0.9536028,0.37815586,0.36915958,-0.4107831,-0.5469509,0.1361678
57,-0.8143469,-1.0918872,"('unimaginative', 'imaginative')",-0.9931148,-1.2345245,-2.758237,-2.8649485,-1.5218995,-1.7304535,0.208554
28,-0.7720502,-0.83260965,"('disloyal', 'loyal')",-0.36504358,-0.30203083,1.3532395,1.2704842,0.0720486,0.0452813,0.0267673
41,-0.7595926,-0.5258061,"('unforgiving', 'forgiving')",-0.74482894,-0.66381776,-0.48164034,-0.56239873,-0.6620206,-0.5840075,-0.0780131
78,-0.7209655,-0.8571427,"('nonresilient', 'resilient')",0.72878945,0.54521865,0.6317284,0.4020774,0.2131841,0.0300511,0.183133
59,0.70615256,0.8332147,"('foolish', 'wise')",-0.05793917,0.45604253,-0.007015721,0.29258263,0.2137326,0.52728,-0.3135474
68,-0.7014054,-0.8020007,"('dependent', 'independent')",-1.1853565,-1.3390777,-0.3534365,-0.47323978,-0.7467328,-0.8714395,0.1247067
13,-0.7009131,-0.82716584,"('impolite', 'polite')",-0.45732474,-0.5451838,-0.18272302,-0.2700737,-0.446987,-0.5474745,0.1004875
5,0.6727339,1.261059,"('distant', 'outgoing')",-0.11614309,0.46965393,-0.5412711,-0.31748444,0.0051066,0.4710762,-0.4659696
15,0.66220677,0.7608205,"('boring', 'funny')",0.25409308,0.30120543,0.10955698,-0.09922211,0.3419523,0.3209346,0.0210177
35,0.64901847,0.832092,"('corrupt', 'incorrupt')",0.30224156,0.5448241,-0.28615886,-0.31438756,0.2217004,0.3541762,-0.1324758
3,-0.6374101,-0.6628961,"('repellent', 'pleasant')",-0.50040007,-0.62964255,0.41692472,0.3481921,-0.2402952,-0.3147822,0.074487
17,-0.6243498,-0.7211282,"('nasty', 'nice')",-0.45686397,-0.2929058,-0.79623014,-0.8473961,-0.6258146,-0.6204767,-0.0053379
70,-0.62253433,-0.9318109,"('lethargic', 'energetic')",0.15478535,-0.3491495,0.8504445,0.4363098,0.1275652,-0.2815502,0.4091154
44,-0.6131015,-0.7620707,"('prejudiced', 'unprejudiced')",-0.5561249,-0.64375526,-1.4501903,-1.4035845,-0.8731389,-0.9364702,0.0633313
82,-0.5881779,-0.6661173,"('poor', 'rich')",-0.102526575,-0.109167665,6.600665,6.42388,1.9699869,1.882865,0.0871219
0,-0.57250077,-0.876254,"('unsociable', 'sociable')",0.41873473,0.039769754,-0.02889011,-0.12021777,-0.0608854,-0.3189007,0.2580153
51,-0.5342699,-0.6492697,"('uneducated', 'educated')",0.4315041,0.23809181,0.69807595,0.4845092,0.1984367,0.0244438,0.1739929
31,-0.52974415,0.055488974,"('evil', 'good')",-1.1387771,-0.6748077,-1.3726325,-1.4286665,-1.013718,-0.6826617,-0.3310563
50,-0.5230765,-0.54654956,"('clumsy', 'skillful')",0.15820706,0.30118188,0.4008985,0.47866327,0.0120097,0.0777652,-0.0657555
49,-0.49769548,-0.46708402,"('unable', 'able')",-0.49580717,-0.4845417,-0.08413279,-0.2554961,-0.3592118,-0.4023739,0.0431621
74,0.46247318,0.5358355,"('undedicated', 'dedicated')",0.36690986,0.37340033,0.1779099,0.30599737,0.3357643,0.4050777,-0.0693134
1,0.4533373,0.77422154,"('unfriendly', 'friendly')",0.02619028,0.5567218,1.7478777,1.901457,0.7424684,1.0774668,-0.3349984
21,-0.4079558,-0.5931102,"('immoral', 'moral')",0.3249371,0.3037525,-0.5442545,-0.4451515,-0.2090911,-0.2448364,0.0357453
