,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,0.5419516,0.48602152,"('uninfluential', 'influential')",-0.07018596,-0.066259764,0.2358828,0.2098809,0.0260019
82,0.54190546,0.6144699,"('poor', 'rich')",6.557915,6.3560176,3.5499103,3.4852438,0.0646665
16,-0.5365424,-0.44076586,"('unpopular', 'popular')",0.36534142,0.35321885,-0.0856005,-0.0437735,-0.041827
15,-0.52534527,-0.25114387,"('boring', 'funny')",0.015743831,0.057891853,-0.2548007,-0.096626,-0.1581747
51,-0.5091977,-0.5103747,"('uneducated', 'educated')",1.059388,1.0346948,0.2750952,0.26216,0.0129352
36,-0.4829042,0.05918076,"('hostile', 'amicable')",-0.43251282,-0.2238958,-0.4577085,-0.0823575,-0.375351
8,0.47216478,0.84057194,"('unaffectionate', 'affectionate')",0.36816713,0.42801982,0.420166,0.6342959,-0.2141299
50,-0.47200042,-0.26645935,"('clumsy', 'skillful')",0.6390135,0.5946832,0.0835066,0.1641119,-0.0806053
55,-0.43648234,-0.6261755,"('incompetent', 'clever')",0.30358544,0.12701176,-0.0664485,-0.2495819,0.1831334
42,-0.4358355,-0.46257824,"('unreliable', 'reliable')",-3.2499995,-3.2187169,-1.8429176,-1.8406476,-0.00227
70,-0.42033204,-0.5137212,"('lethargic', 'energetic')",0.86061794,0.6894407,0.2201429,0.0878597,0.1322832
43,0.41211176,0.30540904,"('irresponsible', 'responsible')",0.71319824,0.7333243,0.562655,0.5193667,0.0432883
46,-0.40713575,-0.74115425,"('uncompetitive', 'competitive')",-0.17095454,-0.23150748,-0.2890452,-0.4863309,0.1972857
7,0.4053655,0.34137172,"('insensitive', 'sensitive')",0.8812095,0.82571846,0.6432875,0.5835451,0.0597424
47,0.39242822,0.4217987,"('stupid', 'smart')",5.4294477,5.1723456,2.910938,2.7970722,0.1138658
10,-0.39027777,-0.7281393,"('unsympathetic', 'sympathetic')",-0.20438646,-0.51688784,-0.2973321,-0.6225135,0.3251814
38,0.3605043,0.24825996,"('untruthful', 'truthful')",0.34612867,0.20434837,0.3533165,0.2263042,0.1270123
2,0.35511234,0.24048838,"('unlikable', 'likable')",0.5731904,0.71300316,0.4641514,0.4767458,-0.0125944
3,-0.3413763,-0.6662225,"('repellent', 'pleasant')",0.3255195,0.2546041,-0.0079284,-0.2058092,0.1978808
21,0.31963262,0.093697995,"('immoral', 'moral')",-0.54137456,-0.544543,-0.110871,-0.2254225,0.1145515
65,-0.31685355,-0.5328048,"('insecure', 'secure')",-0.010283403,-0.009748191,-0.1635685,-0.2712765,0.107708
83,-0.3157641,-0.3527655,"('powerless', 'powerful')",-0.95263183,-1.0601985,-0.634198,-0.7064821,0.0722841
79,-0.31560874,0.11734721,"('wavering', 'unwavering')",-0.07289128,0.2287953,-0.19425,0.1730713,-0.3673213
69,-0.31062025,-0.14387783,"('lazy', 'industrious')",-1.1047851,-0.8932765,-0.7077026,-0.5185772,-0.1891254
48,0.27828813,0.09552588,"('unintelligent', 'intelligent')",0.7529868,0.60664606,0.5156375,0.351086,0.1645515
59,0.27776155,0.49343964,"('foolish', 'wise')",0.20037633,0.30728826,0.2390689,0.400364,-0.1612951
6,0.27331895,0.6888475,"('distant', 'open')",-0.2795639,-0.16608292,-0.0031225,0.2613823,-0.2645048
27,0.25575575,0.2498745,"('hardhearted', 'softhearted')",1.2009593,0.9538717,0.7283576,0.6018731,0.1264845
87,0.23877767,0.10473698,"('unsuccessful', 'successful')",0.6829684,0.8376883,0.460873,0.4712127,-0.0103397
41,0.23374422,0.2689663,"('unforgiving', 'forgiving')",-0.07767142,-0.17378414,0.0780364,0.0475911,0.0304453
19,0.23012978,0.49126935,"('inhospitable', 'hospitable')",0.103020385,0.35226354,0.1665751,0.4217665,-0.2551914
28,0.22757177,0.24775077,"('disloyal', 'loyal')",1.297134,1.1679165,0.7623529,0.7078336,0.0545193
18,0.19695073,0.22227784,"('disagreeable', 'welcoming')",-0.23571123,-0.14210783,-0.0193802,0.040085,-0.0594652
37,-0.17630534,-0.2573051,"('fake', 'genuine')",0.6140734,0.34395126,0.218884,0.0433231,0.1755609
67,0.16335544,0.18090199,"('doubtful', 'determined')",-0.6274022,-0.4358467,-0.2320234,-0.1274723,-0.1045511
88,-0.16221954,-0.038908996,"('low', 'eminent')",0.36257437,0.43918777,0.1001774,0.2001394,-0.099962
31,0.1540572,0.50309557,"('evil', 'good')",-1.6945033,-1.5898328,-0.770223,-0.5433686,-0.2268544
63,0.14783628,0.059064116,"('unperceptive', 'insightful')",1.114211,1.0581101,0.6310236,0.5585871,0.0724365
20,0.12943703,-0.054806482,"('rough', 'thoughtful')",1.0224285,1.026632,0.5759327,0.4859127,0.09002
78,0.116068885,0.052736036,"('nonresilient', 'resilient')",0.21152157,0.09005562,0.1637952,0.0713958,0.0923994
77,-0.10762526,-0.29244414,"('unmotivated', 'motivated')",-0.973748,-1.0582293,-0.5406867,-0.6753367,0.13465
0,-0.084541045,-0.18512718,"('unsociable', 'sociable')",-0.54092705,-0.6686381,-0.312734,-0.4268827,0.1141487
76,-0.07638396,-0.29167035,"('anxious', 'daring')",0.4934367,0.4199227,0.2085264,0.0641262,0.1444002
52,-0.072983176,0.09864788,"('irrational', 'rational')",-0.3737467,-0.3487478,-0.2233649,-0.1250499,-0.098315
40,-0.068930574,-0.11615049,"('stingy', 'generous')",-1.7134794,-1.9284998,-0.891205,-1.0223252,0.1311202
58,0.06725537,0.18896331,"('undiscriminating', 'discriminating')",0.015382761,-0.08680791,0.0413191,0.0510777,-0.0097586
11,0.039872482,-0.10432589,"('unhelpful', 'helpful')",2.3167908,2.141702,1.1783316,1.018688,0.1596436
49,0.037768178,0.1783871,"('unable', 'able')",-0.22249636,-0.12847333,-0.0923641,0.0249569,-0.117321
