,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.791402,-1.3910509,"('unfriendly', 'friendly')",1.0183089,0.9172707,1.6936512,1.9425102,0.3068527,0.4895767,-0.182724
39,1.7614483,1.6491832,"('exploitative', 'cooperative')",1.2361288,0.9393875,0.306804,0.21076272,1.1014604,0.9331111,0.1683493
53,-1.6327486,-1.2890775,"('uncreative', 'creative')",0.90024775,0.9673928,0.6290805,0.830994,-0.0344735,0.1697698,-0.2042433
57,-1.5062488,-1.494542,"('unimaginative', 'imaginative')",-0.6345176,-0.5986926,-2.723027,-2.6847632,-1.6212645,-1.592666,-0.0285985
10,-1.4583185,-1.5603509,"('unsympathetic', 'sympathetic')",-1.5900666,-1.4889624,-0.7467048,-0.9298354,-1.26503,-1.3263829,0.0613529
87,1.235583,1.2288291,"('unsuccessful', 'successful')",0.62044364,0.68677026,0.76186496,0.7657729,0.8726305,0.8937907,-0.0211602
73,1.119477,1.4002501,"('helpless', 'self-reliant')",0.061655495,-0.026674539,-3.0911667,-3.0145326,-0.6366781,-0.5469857,-0.0896924
6,-1.1141884,-0.95536923,"('distant', 'open')",0.033376984,-0.26165688,0.40356824,0.55134976,-0.2257477,-0.2218921,-0.0038556
0,-1.0707147,-0.8302966,"('unsociable', 'sociable')",-0.50158566,-0.27872047,-0.5361335,-0.44641453,-0.7028113,-0.5184772,-0.1843341
9,-1.0601264,-0.8365073,"('unaffectionate', 'caring')",0.52157784,0.38828373,1.1569281,1.1601974,0.2061265,0.2373246,-0.0311981
86,-0.987442,-1.2207266,"('uninfluential', 'influential')",-0.34746695,-0.4190288,-0.106374085,-0.43803075,-0.4804277,-0.6925954,0.2121677
44,0.9791243,0.90807694,"('prejudiced', 'unprejudiced')",-0.67470396,-0.864702,-1.3040226,-1.2694257,-0.3332007,-0.4086836,0.0754829
78,-0.93399453,-1.6491196,"('nonresilient', 'resilient')",0.9903303,0.7134874,0.30606702,-0.050365962,0.1208009,-0.3286661,0.449467
82,-0.91957307,-0.38853577,"('poor', 'rich')",-0.21487825,0.29825014,5.857599,6.4400187,1.5743825,2.1165776,-0.5421951
8,-0.89984417,-0.7848462,"('unaffectionate', 'affectionate')",0.22148955,0.20907882,0.9737897,1.0090282,0.0984784,0.1444203,-0.0459419
85,0.8085973,0.94896555,"('insignificant', 'prestigious')",0.6864236,0.5067654,1.2581527,1.4703703,0.9177245,0.9753671,-0.0576426
58,-0.8061465,-0.6205068,"('undiscriminating', 'discriminating')",0.34779432,0.30154014,0.117591605,0.04487065,-0.1135869,-0.0913653,-0.0222216
36,-0.79683274,-0.34522364,"('hostile', 'amicable')",-0.06560928,-0.08920236,0.7228737,0.8592847,-0.0465228,0.1416196,-0.1881424
5,-0.7642723,-0.51846343,"('distant', 'outgoing')",0.23435003,0.11391109,-0.13075869,0.13278364,-0.220227,-0.0905896,-0.1296374
26,-0.7258486,-0.6013192,"('hardhearted', 'benevolent')",0.33931074,0.4660083,1.8297666,1.9481621,0.4810762,0.6042837,-0.1232075
79,-0.71522695,-0.4807004,"('wavering', 'unwavering')",-0.95178187,-1.0558305,-0.0073120706,0.18505102,-0.558107,-0.4504933,-0.1076137
7,-0.6899029,-0.33852932,"('insensitive', 'sensitive')",-0.19480123,-0.09059513,0.42758304,0.47637334,-0.1523737,0.0157496,-0.1681233
88,-0.67908984,0.04792132,"('low', 'eminent')",-0.43752518,0.026899979,0.25810164,0.80764806,-0.2861711,0.2941565,-0.5803276
46,-0.67675424,-0.8552314,"('uncompetitive', 'competitive')",-0.92863727,-0.80056065,-0.7834483,-0.92063653,-0.7962799,-0.8588095,0.0625296
31,-0.6691884,-0.75324726,"('evil', 'good')",0.1731696,-0.18059054,-0.5205588,-0.50854003,-0.3388592,-0.4807926,0.1419334
27,-0.6483678,-0.89058053,"('hardhearted', 'softhearted')",0.11852069,0.04993754,1.4517426,1.1759083,0.3072985,0.1117551,0.1955434
38,-0.63834995,-0.62632823,"('untruthful', 'truthful')",-0.9565292,-0.8421801,-0.510872,-0.18418635,-0.701917,-0.5508982,-0.1510188
23,-0.6359493,-0.43266273,"('insincere', 'sincere')",0.36347207,0.54726183,5.1144266,5.3531675,1.6139832,1.8225889,-0.2086057
67,0.5879865,0.5863061,"('doubtful', 'determined')",0.5000233,0.53274566,-0.6986108,-0.3858389,0.1297997,0.2444043,-0.1146046
64,0.5833769,0.35528788,"('shy', 'confident')",-0.55774295,-0.65499747,-6.3745623,-6.5708003,-2.1163095,-2.29017,0.1738605
33,0.5819413,0.44509178,"('wrong', 'right')",0.3992321,0.23514627,-0.4375878,-0.51791805,0.1811952,0.0541067,0.1270885
34,-0.57365197,-0.47972772,"('mean', 'honorable')",0.08292947,0.17501551,5.6920147,5.8823633,1.733764,1.859217,-0.125453
32,-0.5645252,-0.49701297,"('unkind', 'kind')",-0.6755274,-0.5192008,0.7964416,0.74885774,-0.1478703,-0.0891187,-0.0587516
54,-0.5510254,-0.44086507,"('incapable', 'capable')",0.72714925,0.7451835,1.0563734,1.2974502,0.4108324,0.5339229,-0.1230905
13,-0.5232116,-0.31436703,"('impolite', 'polite')",-0.4369998,-0.13648045,-0.60616046,-0.5862126,-0.522124,-0.3456867,-0.1764373
43,-0.5203056,-0.42576665,"('irresponsible', 'responsible')",-0.78473926,-0.70749354,0.07829223,0.27728453,-0.4089175,-0.2853252,-0.1235923
28,-0.51971185,-0.37499833,"('disloyal', 'loyal')",-0.5470615,-0.2538585,0.90958893,1.146098,-0.0523948,0.1724137,-0.2248085
18,-0.5149564,-0.18222067,"('disagreeable', 'welcoming')",-0.33228582,-0.19969743,-0.43379822,-0.08939457,-0.4270135,-0.1571042,-0.2699093
2,0.49959058,0.7424085,"('unlikable', 'likable')",0.40861917,0.48061568,0.59545034,0.81778985,0.50122,0.6802713,-0.1790513
