,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
72,-0.49759123,-0.51392055,"('unambitious', 'ambitious')",-1.1448193,-1.1359612,-1.2417653,-1.4418398,-0.9613919,-1.0305738,0.0691819
70,-0.49295273,-0.40174657,"('lethargic', 'energetic')",-1.2958522,-1.2377329,0.4546526,0.43615726,-0.4447174,-0.4011074,-0.04361
71,-0.45039174,-0.46353883,"('diffident', 'self-confident')",1.1082855,1.0245072,0.6096236,0.6477103,0.4225058,0.4028929,0.0196129
62,0.4403019,0.62384176,"('incompetent', 'brilliant')",-0.06184802,0.1463938,-0.4203744,-0.18861045,-0.0139735,0.193875,-0.2078485
21,0.41305834,0.3718412,"('immoral', 'moral')",0.16710629,0.3405446,-0.86827654,-0.8781522,-0.0960373,-0.0552555,-0.0407818
60,0.40580684,0.33066198,"('inefficient', 'efficient')",0.33247742,0.6550916,-0.40506086,-0.42894003,0.1110745,0.1856045,-0.07453
66,-0.40385437,-0.605219,"('inactive', 'active')",-1.2337036,-1.4508138,1.1315576,0.91545075,-0.1686668,-0.3801939,0.2115271
47,-0.39751,-0.4362589,"('stupid', 'smart')",0.26676738,0.57621425,5.2442164,5.3649735,1.7044913,1.8349764,-0.1304851
29,0.36817443,0.4930185,"('unfair', 'fair')",-0.7967927,-0.80453247,-0.6864948,-0.64935064,-0.3717043,-0.3202882,-0.0514161
84,0.3669372,0.2598044,"('inferior', 'superior')",0.75220996,0.7329203,1.0759118,1.0933316,0.7316863,0.6953521,0.0363342
55,0.36152536,0.019105993,"('incompetent', 'clever')",-0.20879403,-0.04812246,-0.047479004,-0.24324238,0.0350841,-0.0907529,0.125837
80,0.34579924,0.058421575,"('dominated', 'dominating')",-1.0292748,-1.1310079,-1.3786964,-1.7220994,-0.6873906,-0.9315619,0.2441713
11,-0.33945113,-0.40998444,"('unhelpful', 'helpful')",0.6466616,0.7727685,1.441387,1.7167262,0.5828658,0.6931701,-0.1103043
48,-0.3139862,-0.6691355,"('unintelligent', 'intelligent')",0.43842858,0.37599394,0.4125388,0.18160117,0.1789937,-0.0371801,0.2161738
52,0.29978555,0.50906086,"('irrational', 'rational')",0.9658715,0.78780514,0.22675988,0.37560222,0.4974723,0.5574894,-0.0600171
40,-0.29305887,-0.37347546,"('stingy', 'generous')",-0.64712405,-0.87228334,-1.5118766,-1.7879626,-0.8173532,-1.0112405,0.1938873
49,-0.29262137,-0.21611565,"('unable', 'able')",0.38542902,0.3540034,-0.12193072,-0.048491806,-0.0097077,0.0297986,-0.0395063
42,0.2849832,0.41218445,"('unreliable', 'reliable')",-1.6690965,-1.6582264,-3.248772,-3.2876487,-1.544295,-1.5112302,-0.0330648
41,-0.28058064,-0.23619942,"('unforgiving', 'forgiving')",-0.46056554,-0.4250389,0.16619563,0.13740593,-0.1916502,-0.1746108,-0.0170394
68,-0.22797863,-0.3937481,"('dependent', 'independent')",-0.694869,-0.7165679,-0.76163375,-0.8308657,-0.5614938,-0.6470606,0.0855668
59,0.22746305,0.32450274,"('foolish', 'wise')",0.7916018,0.6657603,0.31178856,0.48007193,0.4436178,0.4901116,-0.0464938
19,-0.22465757,0.01840625,"('inhospitable', 'hospitable')",-0.21174419,-0.32945073,0.06134125,0.29445577,-0.1250202,-0.0055296,-0.1194906
69,0.22034028,0.09827816,"('lazy', 'industrious')",0.5625911,0.44388145,-0.26729083,-0.14217857,0.1718802,0.133327,0.0385532
77,-0.21365681,-0.43802503,"('unmotivated', 'motivated')",0.6314572,0.5777848,-1.4201031,-1.532592,-0.3341009,-0.4642774,0.1301765
75,-0.20846032,-0.034906663,"('meek', 'impulsive')",-0.6861969,-0.7699825,-0.3306384,-0.2240287,-0.4084319,-0.3429726,-0.0654593
25,-0.18813898,-0.10666844,"('egoistic', 'altruistic')",0.3799466,0.41689724,1.685193,1.7071372,0.6256669,0.6724553,-0.0467884
4,-0.18519177,0.056039095,"('disliked', 'liked')",-0.7927204,-0.7327695,-5.986928,-5.7626567,-2.3216133,-2.1464624,-0.1751509
3,-0.16436946,0.06934518,"('repellent', 'pleasant')",-0.23738873,-0.30993554,-0.11857556,-0.12651995,-0.1734446,-0.1223701,-0.0510745
45,-0.15812175,-0.11665495,"('incompetent', 'competent')",-0.69420546,-0.5037908,-0.5696992,-0.3644042,-0.4740088,-0.3282833,-0.1457255
50,-0.15328929,-0.3966345,"('clumsy', 'skillful')",0.079182126,0.037922323,0.1666032,0.100286,0.030832,-0.0861421,0.1169741
22,0.14640555,0.22119933,"('untrustworthy', 'trustworthy')",-0.34271893,-0.37933272,-1.0994093,-1.1115098,-0.4319076,-0.4232144,-0.0086932
61,0.1073841,0.10244836,"('illogical', 'logical')",1.103743,1.0815309,0.15053102,0.039535336,0.453886,0.4078382,0.0460478
81,-0.090280965,-0.23999259,"('submissive', 'aggressive')",-0.96160156,-0.7645844,-0.9348369,-0.9934844,-0.6622398,-0.6660205,0.0037807
35,0.083236076,0.2917754,"('corrupt', 'incorrupt')",0.26113176,0.18635489,0.20521975,0.4953075,0.1831959,0.3244793,-0.1412834
83,0.08209699,-0.11921549,"('powerless', 'powerful')",-0.0054555982,-0.08948221,-0.9290241,-1.1127297,-0.2841276,-0.4404758,0.1563482
24,-0.06704374,0.37013528,"('dishonest', 'honest')",-1.5150064,-1.3403009,0.29222238,0.48830998,-0.4299426,-0.1606185,-0.2693241
16,-0.06121936,0.08703654,"('unpopular', 'popular')",0.24597865,0.26181483,0.7460861,0.9397032,0.3102818,0.4295182,-0.1192364
14,0.05092018,0.30148235,"('antisocial', 'social')",-0.38584936,0.016216248,-0.77130103,-0.5107427,-0.3687434,-0.064348,-0.3043954
17,0.041452505,0.26696324,"('nasty', 'nice')",-0.10090892,-0.072095506,-0.5584698,-0.30456302,-0.2059754,-0.0365651,-0.1694103
74,-0.04044894,-0.08079643,"('undedicated', 'dedicated')",-0.37191013,-0.30551744,0.22429112,0.24595569,-0.0626893,-0.0467861,-0.0159032
12,-0.036050133,-0.44694048,"('unsupportive', 'supportive')",-0.36759722,-0.59069383,-1.6804334,-1.9161718,-0.6946936,-0.9846021,0.2899085
76,0.035951585,0.18644014,"('anxious', 'daring')",-1.0515026,-0.8401845,-0.21634953,-0.06888397,-0.4106335,-0.2408761,-0.1697574
15,-0.03200464,0.5068363,"('boring', 'funny')",0.3661112,0.5950405,0.34405372,0.79444414,0.2260534,0.6321069,-0.4060535
65,0.028776068,-0.0041043162,"('insecure', 'secure')",-0.3030138,-0.11391163,-0.78019595,-0.8496456,-0.3514779,-0.3225539,-0.028924
63,-0.027143732,-0.27500713,"('unperceptive', 'insightful')",-0.00029918924,-0.18872169,0.76589805,0.41867214,0.2461517,-0.0150189,0.2611706
37,-0.023906223,-0.13010272,"('fake', 'genuine')",-0.6066813,-0.63853765,0.31799206,0.22981097,-0.1041985,-0.1796098,0.0754113
51,0.020078823,-0.18460429,"('uneducated', 'educated')",-0.65432066,-0.56937677,0.5115474,0.37796462,-0.0408981,-0.1253388,0.0844407
20,0.011530941,-0.19380488,"('rough', 'thoughtful')",0.6190368,0.7167635,0.82852435,0.7403422,0.486364,0.4211003,0.0652637
30,-0.0034359135,0.40455103,"('intolerant', 'tolerant')",0.88817006,1.0930271,0.7707344,1.2746451,0.5518229,0.9240744,-0.3722515
56,0.0017852113,0.2663706,"('impractical', 'practical')",-0.18699718,0.1875702,-0.5855878,-0.24843073,-0.2569333,0.0685034,-0.3254367
