,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
69,2.1371741,1.9063562,"('lazy', 'industrious')",0.9588624,0.92818874,0.07927316,0.1422891,1.0584366,0.992278,0.0661586
35,2.014391,1.6368513,"('corrupt', 'incorrupt')",0.46037915,0.39309835,0.27992877,0.30522254,0.9182329,0.7783907,0.1398422
86,-2.0051725,-1.8746357,"('uninfluential', 'influential')",0.61578137,0.5347705,-0.30585754,-0.31621456,-0.5650829,-0.5520266,-0.0130563
46,-1.8466903,-1.4285065,"('uncompetitive', 'competitive')",-0.1252963,-0.018320993,-0.99696815,-1.0607919,-0.9896515,-0.8358731,-0.1537784
10,-1.8363355,-1.5279866,"('unsympathetic', 'sympathetic')",-0.34904772,-0.34189463,-0.60730654,-0.6669396,-0.9308966,-0.845607,-0.0852896
57,-1.8262998,-1.7330217,"('unimaginative', 'imaginative')",0.13378909,-0.004650725,-2.3015168,-2.401729,-1.3313425,-1.3798005,0.048458
0,-1.7574178,-1.4272691,"('unsociable', 'sociable')",-0.16965951,-0.18556829,-0.67018515,-0.6823715,-0.8657541,-0.7650696,-0.1006845
60,-1.6569535,-1.0534059,"('inefficient', 'efficient')",0.063035734,0.16264364,-0.48838827,-0.40577373,-0.694102,-0.4321787,-0.2619233
81,-1.6223134,-0.92685294,"('submissive', 'aggressive')",-0.65264666,-0.56200117,-1.4491203,-1.3327589,-1.2413601,-0.9405377,-0.3008224
55,-1.5704364,-1.0080727,"('incompetent', 'clever')",-0.3305436,-0.20985337,-0.2677473,-0.2132796,-0.7229091,-0.4770686,-0.2458405
83,-1.519405,-1.3189911,"('powerless', 'powerful')",-0.2682684,-0.26569098,-1.434809,-1.3218522,-1.0741608,-0.9688447,-0.1053161
65,-1.350949,-0.83440936,"('insecure', 'secure')",-0.13012943,-0.067023695,-0.76936764,-0.658626,-0.7501487,-0.5200197,-0.230129
77,-1.2909551,-1.1670262,"('unmotivated', 'motivated')",0.4163051,0.39720848,-1.3304993,-1.4338706,-0.7350497,-0.7345627,-0.000487
11,-1.2188115,-1.0304579,"('unhelpful', 'helpful')",0.57439023,0.61320573,1.3519901,1.2717314,0.2358563,0.2848264,-0.0489701
48,-1.1838254,-1.0530148,"('unintelligent', 'intelligent')",1.4739224,1.2948695,0.56220526,0.33479613,0.2841008,0.192217,0.0918838
62,-1.1504036,-0.7253752,"('incompetent', 'brilliant')",0.464925,0.6219853,-0.2201789,-0.1348902,-0.3018858,-0.0794267,-0.2224591
70,-1.1269753,-0.8458668,"('lethargic', 'energetic')",-0.53154725,-0.54599166,0.30892816,0.34130016,-0.4498648,-0.3501861,-0.0996787
58,-1.1120521,-1.068936,"('undiscriminating', 'discriminating')",0.7637514,0.62266886,-0.039540954,-0.11087906,-0.1292805,-0.1857154,0.0564349
53,-1.1027911,-1.3910685,"('uncreative', 'creative')",1.4096043,1.1820718,1.3225029,1.1630332,0.5431054,0.3180122,0.2250932
63,-1.0990984,-1.1557142,"('unperceptive', 'insightful')",0.16926403,0.088273875,0.5989071,0.43072227,-0.1103091,-0.2122393,0.1019302
78,-1.0966287,-1.0687314,"('nonresilient', 'resilient')",0.10908364,0.12365098,0.47343832,0.3520561,-0.1713689,-0.1976748,0.0263059
