,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
21,-1.455017,-1.204584,"('immoral', 'moral')",1.4981837,1.9210565,-0.22148663,0.041011497,-1.1395117,-1.048846,-0.3294579,-0.0728405,-0.2566174
35,1.4425997,1.3936146,"('corrupt', 'incorrupt')",-2.6477334,-2.7715619,-0.076344,-0.022517055,-0.15468267,-0.23866598,-0.3590401,-0.4097826,0.0507425
9,-1.413979,-1.4683778,"('unaffectionate', 'caring')",-0.884894,-1.0505584,-1.4628891,-1.583619,1.2525736,1.1675707,-0.6272972,-0.7337462,0.106449
23,-1.3996533,-1.2579486,"('insincere', 'sincere')",0.8159952,0.93112236,-0.6804083,-0.56639284,6.0144463,5.990047,1.1875949,1.274207,-0.0866121
73,1.3638002,1.2898356,"('helpless', 'self-reliant')",-0.10717751,-0.1684099,0.17047521,0.06558962,-3.9027343,-3.9410372,-0.6189091,-0.6885055,0.0695964
3,-1.3289423,-1.2001885,"('repellent', 'pleasant')",1.3483167,1.4678086,0.6011045,0.6126384,0.641729,0.4667421,0.315552,0.3367501,-0.0211981
12,-1.2851123,-1.2293239,"('unsupportive', 'supportive')",1.2930207,1.3652594,-1.0766542,-0.9642906,-1.7235636,-1.8585206,-0.6980773,-0.671719,-0.0263583
15,1.1991887,1.2919799,"('boring', 'funny')",-1.2826128,-0.97537434,0.39463502,0.6517862,-0.39468595,-0.003408596,-0.0208688,0.2412458,-0.2621146
51,-1.1927956,-1.1594268,"('uneducated', 'educated')",1.5146124,1.5507232,0.78175706,0.8897368,0.4830895,0.46031934,0.3966658,0.4353381,-0.0386723
53,-1.1549417,-1.0388058,"('uncreative', 'creative')",-0.07130311,0.00974213,0.6484902,0.6640643,1.7299248,1.6540418,0.2880425,0.3222606,-0.0342181
41,-1.1514432,-1.1135159,"('unforgiving', 'forgiving')",0.71743226,0.7233088,0.43757668,0.4567749,0.20389801,0.27953315,0.0518659,0.0865252,-0.0346593
59,1.0786378,1.1031208,"('foolish', 'wise')",-2.1385522,-2.2336535,-0.13685498,-0.14808334,0.20266867,0.13889189,-0.2485252,-0.284931,0.0364058
45,-1.0770942,-1.1091527,"('incompetent', 'competent')",1.4394851,1.5128776,-0.089917764,-0.31561172,0.2339695,-0.016301852,0.1266107,0.0179528,0.1086579
75,1.0495766,1.1495732,"('meek', 'impulsive')",-0.8507507,-0.8163291,-0.4625191,-0.47573647,-0.18383023,-0.24015915,-0.1118808,-0.0956629,-0.0162179
1,-1.0452683,-1.104087,"('unfriendly', 'friendly')",-1.2555486,-1.5011865,-0.8785528,-1.0231881,1.3886353,1.2313299,-0.4476837,-0.5992829,0.1515992
57,-1.0311391,-1.0370524,"('unimaginative', 'imaginative')",0.5418805,0.863063,-0.4617743,-0.41293433,-2.0274014,-2.0550237,-0.7446086,-0.6604868,-0.0841218
42,1.0204089,1.1521562,"('unreliable', 'reliable')",1.8117522,2.0635123,0.17154235,0.3091465,-2.8013868,-2.7295942,0.0505791,0.1988052,-0.1482261
33,1.0075525,0.94260883,"('wrong', 'right')",-0.49785703,-0.6916046,-0.07100184,-0.21213275,-0.8380226,-1.0022341,-0.0998322,-0.2408407,0.1410085
60,-0.9772552,-0.8311893,"('inefficient', 'efficient')",2.8778493,3.0609689,-0.16125585,-0.100343496,0.3571663,0.44125807,0.5241262,0.6426736,-0.1185474
85,0.9664114,1.0670165,"('insignificant', 'prestigious')",-2.54877,-2.5242214,-0.9570143,-0.9276726,0.281398,0.25400516,-0.5644937,-0.5327181,-0.0317756
77,-0.9619828,-0.8741735,"('unmotivated', 'motivated')",0.87312406,0.78621477,-0.7031277,-0.61831903,-0.9409116,-1.0015892,-0.4332245,-0.4269667,-0.0062578
39,0.96048295,0.9996698,"('exploitative', 'cooperative')",2.1821547,1.9800956,1.4679172,1.5715995,0.09713461,0.22872128,1.1769223,1.1950215,-0.0180992
65,-0.95370066,-0.8535304,"('insecure', 'secure')",1.9687892,1.9887271,0.702083,0.8495115,-0.16728678,0.010909535,0.3874712,0.4989044,-0.1114332
11,-0.9449856,-0.8360768,"('unhelpful', 'helpful')",0.7531669,1.1261302,0.18921846,0.47150183,2.6439319,2.7863612,0.6603329,0.8869791,-0.2266462
67,0.9293705,1.0159749,"('doubtful', 'determined')",1.3113328,1.2278895,0.4245627,0.62924594,-0.4027648,-0.21946745,0.5656253,0.6634108,-0.0977855
6,0.92304456,0.88387805,"('distant', 'open')",-3.380057,-3.5371244,-1.776535,-1.914955,0.032293167,0.0581517,-1.0503136,-1.1275125,0.0771989
72,-0.88229924,-0.9249149,"('unambitious', 'ambitious')",1.4061779,1.184365,-0.40524873,-0.5368052,-0.24463184,-0.32821053,-0.0315005,-0.1513914,0.1198909
49,-0.8733664,-0.74445283,"('unable', 'able')",-0.79590094,-0.5151564,-1.0718387,-0.7799629,-0.87234235,-0.7074204,-0.9033621,-0.6867481,-0.216614
7,-0.8482164,-0.7312947,"('insensitive', 'sensitive')",0.99207515,1.0461984,-0.42941484,-0.34524477,0.88247216,0.7621973,0.149229,0.1829641,-0.0337351
20,-0.83636785,-0.8161884,"('rough', 'thoughtful')",1.8190935,1.9024026,-0.033195272,0.062320784,0.42671463,0.3853752,0.3440613,0.3834776,-0.0394163
62,-0.83203816,-0.67323434,"('incompetent', 'brilliant')",1.6564642,1.8645779,-0.56914836,-0.42335373,0.4993117,0.54800576,0.1886473,0.3289989,-0.1403516
32,-0.8151014,-0.691011,"('unkind', 'kind')",1.0904399,1.2394617,0.32783052,0.4242155,1.7147653,1.7314067,0.5794836,0.6760182,-0.0965346
61,-0.800861,-0.74332714,"('illogical', 'logical')",0.385798,0.2339028,0.15203726,0.05102465,0.19394392,0.06293905,-0.0172705,-0.0988652,0.0815947
5,0.78553504,0.81700534,"('distant', 'outgoing')",-2.9667184,-3.0851727,-1.6714258,-1.7247666,-0.9238586,-0.78479666,-1.194117,-1.1944326,0.0003156
52,0.74433684,0.6721423,"('irrational', 'rational')",-1.9872224,-2.4061484,-1.0349025,-1.0676059,-0.19178326,-0.29799712,-0.6173928,-0.7749022,0.1575094
13,-0.7271837,-0.6030645,"('impolite', 'polite')",1.2531686,1.4185505,0.49719077,0.5311202,-0.24253087,-0.19189692,0.1951612,0.2886773,-0.0935161
38,-0.7222359,-0.66071045,"('untruthful', 'truthful')",-0.8933549,-0.8526455,-0.75534654,-0.7828513,0.35071445,0.35204056,-0.5050557,-0.4860417,-0.019014
22,-0.72018176,-0.6679564,"('untrustworthy', 'trustworthy')",1.3710321,1.4476368,-0.4847771,-0.46042863,-1.6152607,-1.6058433,-0.3622969,-0.3216479,-0.040649
70,-0.69742167,-0.6107946,"('lethargic', 'energetic')",1.8667789,2.2221634,-0.06614052,0.11066161,0.9504063,1.04229,0.5134057,0.6910801,-0.1776744
66,0.684447,0.6317916,"('inactive', 'active')",0.37190378,0.26215953,0.3690667,0.26092568,0.81926304,0.78545797,0.5611701,0.4850837,0.0760864
14,-0.667267,-0.5277902,"('antisocial', 'social')",2.9901886,3.2647316,0.39640942,0.636795,-0.45349616,-0.30336288,0.5664587,0.7675934,-0.2011347
24,-0.6658611,-0.65675783,"('dishonest', 'honest')",-0.006175153,-0.025119416,-1.3151772,-1.420321,1.4024085,1.3195989,-0.1462013,-0.1956498,0.0494485
36,0.613592,0.5405975,"('hostile', 'amicable')",-2.5279238,-2.644626,0.08548829,0.034290664,0.39810494,0.35877782,-0.3576846,-0.42774,0.0700554
82,-0.5856929,-0.4078009,"('poor', 'rich')",0.5228154,0.9508201,1.263729,1.4230592,6.986395,6.9155307,2.0468116,2.2204022,-0.1735906
54,-0.55015653,-0.3719012,"('incapable', 'capable')",-0.96931255,-0.72365963,-1.1589586,-0.843163,0.6941935,0.9095022,-0.4960586,-0.2573054,-0.2387532
31,0.54611737,0.43360212,"('evil', 'good')",-2.563803,-2.9172535,-0.27010885,-0.41222602,-1.3134681,-1.5322512,-0.9003156,-1.1070322,0.2067166
71,0.52669656,0.67169,"('diffident', 'self-confident')",-0.25480598,-0.22931352,-0.7105077,-0.7951292,0.24825525,0.21626674,-0.0475905,-0.0341215,-0.013469
81,-0.5196255,-0.27968884,"('submissive', 'aggressive')",2.675389,2.9308445,-0.48975083,-0.33461103,-0.7356944,-0.48353577,0.2325796,0.4582523,-0.2256727
58,-0.5188455,-0.7002813,"('undiscriminating', 'discriminating')",0.8532321,0.84743047,0.25904235,0.018757794,-0.4467186,-0.48369047,0.0366776,-0.0794459,0.1161235
27,-0.47145116,-0.6498368,"('hardhearted', 'softhearted')",-1.1963282,-1.3907862,-0.33661652,-0.5022117,1.1189318,0.88610387,-0.221366,-0.4141827,0.1928167
19,-0.46364602,-0.45187458,"('inhospitable', 'hospitable')",-2.455798,-2.424704,-0.53653157,-0.46819478,-0.58623886,-0.49908763,-1.0105536,-0.9609652,-0.0495884
4,0.45967132,0.3900901,"('disliked', 'liked')",-0.8505593,-0.9689629,-0.1836266,-0.10838097,-6.285544,-6.171117,-1.7150146,-1.7145927,-0.0004219
87,0.45153746,0.39578992,"('unsuccessful', 'successful')",1.8964573,1.8657919,1.4564793,1.435404,0.6311184,0.60653394,1.1088982,1.0758799,0.0330183
80,-0.4232784,-0.43285418,"('dominated', 'dominating')",2.414018,2.241941,0.27838174,0.23089713,-1.2664967,-1.2900213,0.2506562,0.1874907,0.0631655
2,0.42239007,0.67673755,"('unlikable', 'likable')",1.9988611,2.1662333,1.5984453,1.8329358,0.9036692,1.0943902,1.2308414,1.4425743,-0.2117329
74,-0.40099913,-0.4366293,"('undedicated', 'dedicated')",1.7567307,1.7152951,0.6745188,0.64151824,0.5611024,0.47537106,0.6478382,0.5988888,0.0489494
76,-0.30225113,-0.15378237,"('anxious', 'daring')",1.7750463,2.212404,0.6236843,0.9157935,0.20212355,0.4804319,0.5746508,0.8637117,-0.2890609
68,-0.30041856,-0.2348591,"('dependent', 'independent')",-0.103900135,0.060668483,-1.2689179,-1.2358296,-0.85027736,-0.9268064,-0.6308785,-0.5842066,-0.0466719
56,-0.29882327,-0.014477286,"('impractical', 'practical')",1.9269346,2.5105102,0.42220062,0.6111478,0.09776065,0.28994146,0.5370182,0.8492806,-0.3122624
37,-0.2978439,-0.444448,"('fake', 'genuine')",0.5538592,0.33080888,-0.46854177,-0.68146,0.95290715,0.6752731,0.1850952,-0.0299565,0.2150517
29,-0.29442605,-0.25099576,"('unfair', 'fair')",-0.6629947,-0.68197024,-1.097537,-1.0292846,-0.9809278,-1.1328838,-0.7589715,-0.7737836,0.0148121
30,-0.27487618,-0.11911781,"('intolerant', 'tolerant')",0.93753386,1.1501409,-0.09366671,0.2417301,0.6653077,0.97807294,0.3085747,0.5627065,-0.2541318
84,0.24345143,0.18866862,"('inferior', 'superior')",0.34981814,0.30034354,0.34277624,0.34849453,0.087104365,0.27113295,0.2557876,0.2771599,-0.0213723
40,0.23862767,-0.017559357,"('stingy', 'generous')",0.67464894,0.22316273,-0.93160546,-1.0772716,-1.2459964,-1.5404016,-0.3160813,-0.6030174,0.2869361
17,-0.1811923,-0.1366805,"('nasty', 'nice')",-1.5883598,-1.5237005,-0.7168459,-0.5474545,-0.76658195,-0.6394052,-0.813245,-0.7118102,-0.1014348
16,0.165232,0.29976663,"('unpopular', 'popular')",-0.7751842,-0.58708364,0.09189676,0.22803493,0.77502036,0.8361835,0.0642412,0.1942254,-0.1299842
47,0.10862444,0.293719,"('stupid', 'smart')",0.63056886,0.8108864,0.32937452,0.3874654,5.03198,5.1935725,1.5251369,1.6714108,-0.1462739
34,0.09600457,0.21901514,"('mean', 'honorable')",0.20714267,0.38544077,0.31794375,0.29477298,6.051473,6.138056,1.668141,1.7593212,-0.0911802
79,0.084973805,0.16618896,"('wavering', 'unwavering')",-2.5928595,-2.3346584,-0.5694798,-0.45434898,0.4069375,0.41753256,-0.6676069,-0.5513215,-0.1162854
88,-0.07272402,0.16102822,"('low', 'eminent')",-0.8714993,-0.41929188,-0.70259684,-0.3071712,0.5706198,0.74255353,-0.2690501,0.0442797,-0.3133298
25,0.059954323,0.19831519,"('egoistic', 'altruistic')",-0.9922658,-0.9632196,-0.42879385,-0.2041999,1.1608039,1.2903982,-0.0500754,0.0803235,-0.1303989
18,-0.047313236,0.09480546,"('disagreeable', 'welcoming')",-1.2307609,-0.9682065,-2.049259,-1.751604,-0.5429504,-0.31885102,-0.9675708,-0.735964,-0.2316068
50,0.03948372,-0.013278145,"('clumsy', 'skillful')",-0.13966532,-0.1555905,0.7910212,0.8383721,0.6620097,0.5274134,0.3382123,0.2992292,0.0389831
64,0.033090953,0.06761859,"('shy', 'confident')",1.5837202,1.5541552,-0.15201694,-0.07912355,-6.601905,-6.449561,-1.2842777,-1.2267277,-0.05755
26,0.023576166,-0.07545091,"('hardhearted', 'benevolent')",0.7983963,0.80600804,0.63564867,0.5504915,1.555426,1.5414346,0.7532618,0.7056208,0.047641
83,-0.007948231,0.015167337,"('powerless', 'powerful')",0.796618,0.8817495,-1.4555249,-1.45861,-0.56086767,-0.6198701,-0.3069307,-0.2953908,-0.0115399
