,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.655453,-2.5804589,"('unsympathetic', 'sympathetic')",1.1592788,1.4188637,-0.93512154,-1.0186987,0.67904127,0.5027294,-0.4380637,-0.4193912,-0.0186725
69,2.575456,2.5196383,"('lazy', 'industrious')",-0.42839873,-0.6673015,0.88342804,0.6746716,-0.6101688,-0.6056673,0.6050791,0.4803353,0.1247438
46,-2.1634884,-2.1694384,"('uncompetitive', 'competitive')",3.1797247,3.4064264,-0.64423347,-0.5925298,-0.22133811,-0.2821057,0.0376662,0.0905881,-0.0529219
86,-2.0788474,-2.0575514,"('uninfluential', 'influential')",0.8033747,0.86407256,-1.539131,-1.448836,-0.07566016,-0.15554297,-0.722566,-0.6994644,-0.0231016
55,-2.0089154,-1.9079452,"('incompetent', 'clever')",2.733346,3.0905113,-0.26840997,-0.1769713,0.21005137,0.21390076,0.166518,0.3048739,-0.1383559
48,-2.001796,-2.0357027,"('unintelligent', 'intelligent')",0.13758208,0.13556252,-0.9667301,-0.97671074,0.52534896,0.42329934,-0.5763988,-0.6133879,0.0369891
78,-1.7947866,-1.7449104,"('nonresilient', 'resilient')",0.8718451,1.0085897,0.41394344,0.33351862,-0.20649356,-0.25010246,-0.1788729,-0.1632261,-0.0156468
63,-1.6931578,-1.6684574,"('unperceptive', 'insightful')",2.1806114,2.1558278,0.31957236,0.27191505,0.8207432,0.6887207,0.4069423,0.3620015,0.0449408
43,-1.6315798,-1.5646185,"('irresponsible', 'responsible')",1.4600177,1.7049316,-0.41448945,-0.35066357,1.0419393,1.0291882,0.1139719,0.2047094,-0.0907375
0,-1.5511061,-1.5124506,"('unsociable', 'sociable')",1.099335,1.1092561,-0.49122798,-0.5158953,-0.58585656,-0.66093796,-0.3822139,-0.3950069,0.012793
44,1.5376757,1.5683175,"('prejudiced', 'unprejudiced')",-0.12109139,-0.0005834438,-0.5035988,-0.4241652,-1.2643921,-1.1672482,-0.0878516,-0.0059198,-0.0819318
8,-1.5101035,-1.6077875,"('unaffectionate', 'affectionate')",-1.1151869,-1.2824455,-1.7445296,-1.8518895,0.41270742,0.32104975,-0.9892782,-1.1052682,0.11599
28,-1.4591261,-1.5583979,"('disloyal', 'loyal')",0.34938705,0.28417093,-0.69465184,-0.8046207,1.9877548,1.7809668,0.045841,-0.0744702,0.1203112
