,walmart_male,walmart_female,tuple,inc_male,inc_female,average_male,average_female,male-female
25,0.73473936,0.70602703,"('egoistic', 'altruistic')",1.690886,1.6448343,1.2128127,1.1754307,0.037382
55,-0.73216677,-0.81044996,"('incompetent', 'clever')",0.22346526,0.109026015,-0.2543508,-0.350712,0.0963612
11,-0.7262626,-0.6226287,"('unhelpful', 'helpful')",1.8756613,1.90039,0.5746993,0.6388807,-0.0641814
32,0.6715497,0.71903473,"('unkind', 'kind')",1.2819313,1.20646,0.9767405,0.9627473,0.0139932
51,-0.66241217,-0.59978735,"('uneducated', 'educated')",1.1516674,1.2274709,0.2446276,0.3138418,-0.0692142
34,0.646376,0.50917065,"('mean', 'honorable')",6.276261,6.037883,3.4613185,3.2735267,0.1877918
88,-0.6341816,-0.57200307,"('low', 'eminent')",0.2970501,0.2770809,-0.1685658,-0.1474611,-0.0211047
6,0.6242818,0.6316576,"('distant', 'open')",0.5462904,0.52023584,0.5852861,0.5759467,0.0093394
21,-0.60975415,-0.64253044,"('immoral', 'moral')",-0.6350458,-0.6965732,-0.6224,-0.6695518,0.0471518
13,-0.5998862,-0.62302965,"('impolite', 'polite')",-0.2785836,-0.32790893,-0.4392349,-0.4754693,0.0362344
26,0.5993049,0.7730772,"('hardhearted', 'benevolent')",1.6019796,1.755698,1.1006422,1.2643876,-0.1637454
72,-0.5803903,-0.6175794,"('unambitious', 'ambitious')",-0.38918194,-0.62929523,-0.4847861,-0.6234373,0.1386512
82,-0.5795934,-0.7602122,"('poor', 'rich')",6.517926,6.1953697,2.9691663,2.7175789,0.2515874
87,0.57712054,0.43212733,"('unsuccessful', 'successful')",1.0951935,1.1528143,0.836157,0.7924708,0.0436862
27,0.56632805,0.6489236,"('hardhearted', 'softhearted')",1.8571957,1.9363493,1.211762,1.2926364,-0.0808744
69,0.54662544,0.4712632,"('lazy', 'industrious')",-0.7641393,-0.70994383,-0.1087569,-0.1193403,0.0105834
80,-0.54070187,-0.42633677,"('dominated', 'dominating')",-1.2133058,-1.1078655,-0.8770038,-0.7671011,-0.1099027
44,-0.52482533,-0.51954204,"('prejudiced', 'unprejudiced')",-1.9657184,-1.8633653,-1.2452719,-1.1914537,-0.0538182
35,0.48712158,0.3698342,"('corrupt', 'incorrupt')",-0.19440119,-0.18124521,0.1463602,0.0942945,0.0520657
62,-0.43526483,-0.62085646,"('incompetent', 'brilliant')",0.27421954,-0.006709469,-0.0805226,-0.313783,0.2332604
8,0.43486738,0.4131125,"('unaffectionate', 'affectionate')",1.2820287,1.1672868,0.858448,0.7901996,0.0682484
84,0.4347736,0.43538257,"('inferior', 'superior')",0.9132189,0.9119035,0.6739963,0.6736431,0.0003532
74,0.42681628,0.50510746,"('undedicated', 'dedicated')",0.4178968,0.42038414,0.4223565,0.4627458,-0.0403893
30,-0.4240998,-0.3484497,"('intolerant', 'tolerant')",0.8645073,0.8759904,0.2202038,0.2637703,-0.0435665
19,0.4153173,0.45895383,"('inhospitable', 'hospitable')",0.36126232,0.47986367,0.3882898,0.4694088,-0.081119
50,0.4153164,0.4505646,"('clumsy', 'skillful')",0.35437024,0.41249067,0.3848433,0.4315276,-0.0466843
58,0.4139043,0.35523844,"('undiscriminating', 'discriminating')",0.5983572,0.5493492,0.5061308,0.4522938,0.053837
54,0.4033882,0.50069284,"('incapable', 'capable')",1.3653678,1.3712426,0.884378,0.9359677,-0.0515897
15,0.39919996,0.41700587,"('boring', 'funny')",0.61176354,0.5495335,0.5054817,0.4832697,0.022212
65,-0.38334966,-0.35305083,"('insecure', 'secure')",-0.29461598,-0.42888635,-0.3389828,-0.3909686,0.0519858
59,0.37830684,0.46215126,"('foolish', 'wise')",0.25095445,0.25878754,0.3146306,0.3604694,-0.0458388
66,-0.3643368,-0.35736513,"('inactive', 'active')",0.74883276,0.9274125,0.192248,0.2850237,-0.0927757
17,-0.36212394,-0.4273944,"('nasty', 'nice')",-0.85256547,-0.7829597,-0.6073447,-0.605177,-0.0021677
46,-0.32714623,-0.3692507,"('uncompetitive', 'competitive')",-0.6466173,-0.70261014,-0.4868818,-0.5359304,0.0490486
43,-0.3119708,-0.27651215,"('irresponsible', 'responsible')",0.8345529,0.7418737,0.261291,0.2326808,0.0286102
23,0.3112778,0.30483174,"('insincere', 'sincere')",6.3852715,6.0778794,3.3482747,3.1913557,0.156919
48,0.28911862,0.25723267,"('unintelligent', 'intelligent')",0.59571576,0.54319555,0.4424172,0.4002141,0.0422031
53,-0.27401096,-0.1691992,"('uncreative', 'creative')",1.0404077,0.9952704,0.3831984,0.4130356,-0.0298372
16,0.2668044,0.07838305,"('unpopular', 'popular')",0.3712001,0.3199873,0.3190023,0.1991852,0.1198171
7,-0.26293004,-0.20632203,"('insensitive', 'sensitive')",1.2500129,1.1268592,0.4935414,0.4602686,0.0332728
2,0.25555676,0.20423673,"('unlikable', 'likable')",0.5290863,0.5013651,0.3923215,0.3528009,0.0395206
63,-0.25425774,-0.23737444,"('unperceptive', 'insightful')",1.4211469,1.3377991,0.5834446,0.5502123,0.0332323
40,0.25164488,0.25252238,"('stingy', 'generous')",-1.330404,-1.4336125,-0.5393796,-0.5905451,0.0511655
60,0.24603261,0.1391905,"('inefficient', 'efficient')",0.2550857,0.04046331,0.2505592,0.0898269,0.1607323
67,0.2434456,0.2705543,"('doubtful', 'determined')",-0.7222806,-0.61191386,-0.2394175,-0.1706798,-0.0687377
28,-0.24183568,-0.2126832,"('disloyal', 'loyal')",0.89520013,0.7880615,0.3266822,0.2876891,0.0389931
18,-0.24026534,-0.18249547,"('disagreeable', 'welcoming')",-0.2369447,-0.25821412,-0.238605,-0.2203548,-0.0182502
41,0.24024782,0.32664898,"('unforgiving', 'forgiving')",0.23050809,0.27540848,0.235378,0.3010287,-0.0656507
0,0.23166715,0.14741206,"('unsociable', 'sociable')",-0.20551722,-0.28889516,0.013075,-0.0707415,0.0838165
36,0.2240468,0.22911441,"('hostile', 'amicable')",0.1313775,0.1763579,0.1777121,0.2027362,-0.0250241
83,0.21814829,0.13376965,"('powerless', 'powerful')",-1.2028902,-1.2665262,-0.4923709,-0.5663783,0.0740074
4,0.17651278,0.12709488,"('disliked', 'liked')",-6.767542,-6.6759806,-3.2955146,-3.2744429,-0.0210717
20,0.1732386,0.10174583,"('rough', 'thoughtful')",1.097008,1.1475402,0.6351233,0.624643,0.0104803
79,0.16198221,0.24701115,"('wavering', 'unwavering')",0.031810477,0.040275227,0.0968963,0.1436432,-0.0467469
31,-0.15215094,-0.20742302,"('evil', 'good')",-0.5045031,-0.5968559,-0.328327,-0.4021395,0.0738125
52,-0.14704601,-0.095592946,"('irrational', 'rational')",-0.034460325,-0.03840437,-0.0907532,-0.0669987,-0.0237545
78,0.13676372,0.03770706,"('nonresilient', 'resilient')",0.30099544,0.22835808,0.2188796,0.1330326,0.085847
56,0.12652466,0.07697782,"('impractical', 'practical')",-0.4181664,-0.5930431,-0.1458209,-0.2580326,0.1122117
12,0.12291506,0.27718547,"('unsupportive', 'supportive')",-1.4203966,-1.386345,-0.6487408,-0.5545798,-0.094161
29,0.12002123,-0.016473126,"('unfair', 'fair')",-0.046506613,-0.018803328,0.0367573,-0.0176382,0.0543955
24,-0.11434526,-0.14992252,"('dishonest', 'honest')",1.0128059,0.8800046,0.4492303,0.365041,0.0841893
47,0.08759767,-0.012463182,"('stupid', 'smart')",5.4711413,5.244474,2.7793696,2.6160054,0.1633642
37,0.07780857,0.112400085,"('fake', 'genuine')",0.69084364,0.62613463,0.3843261,0.3692673,0.0150588
49,0.0746171,0.008034769,"('unable', 'able')",-0.26800632,-0.34994727,-0.0966946,-0.1709563,0.0742617
76,-0.073588535,-0.059231095,"('anxious', 'daring')",0.030877762,-0.03253337,-0.0213554,-0.0458822,0.0245268
42,0.064223245,0.16615039,"('unreliable', 'reliable')",-3.2531266,-3.171525,-1.5944517,-1.5026873,-0.0917644
38,0.01300244,-0.032722533,"('untruthful', 'truthful')",0.14109969,0.084113374,0.0770511,0.0256954,0.0513557
61,0.0022004098,-0.1676195,"('illogical', 'logical')",0.6043659,0.54228604,0.3032832,0.1873333,0.1159499
