,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
85,3.4988956,3.2689967,"('insignificant', 'prestigious')",2.8777757,2.6600575,2.4684658,2.5693758,2.3517973,2.3328025,1.3516533,1.2864965,2.5097174,2.4235458,0.0861716
66,2.5809128,2.4628637,"('inactive', 'active')",2.2797453,2.10318,2.329868,2.4379594,3.0786767,3.0745409,1.5962512,1.7280197,2.3730909,2.3613129,0.011778
2,2.4195926,2.8560052,"('unlikable', 'likable')",1.7725966,2.234655,1.8426045,2.3575518,1.6880159,1.9261488,0.87042624,1.1018159,1.7186472,2.0952353,-0.3765881
45,-2.3608162,-1.7187144,"('incompetent', 'competent')",-1.5057881,-1.1372435,-0.6596962,-0.3401155,-2.9172118,-2.8119245,-0.7319255,-0.7659922,-1.6350876,-1.354798,-0.2802896
83,2.3497355,2.5769815,"('powerless', 'powerful')",1.4556854,1.5728955,0.859634,1.136482,0.6675628,0.8411213,-0.4934707,-0.24625203,0.9678294,1.1762456,-0.2084162
26,2.1564975,2.3515542,"('hardhearted', 'benevolent')",1.5943469,1.6949363,2.446742,2.340913,1.4831969,1.4373231,1.6616848,1.5578359,1.8684937,1.8765125,-0.0080188
10,-2.1363816,-1.5860877,"('unsympathetic', 'sympathetic')",-1.8127638,-1.3903345,-0.73797286,-0.36465424,-2.2614977,-2.0839782,-0.3082854,-0.30282235,-1.4513803,-1.1455753,-0.305805
33,2.068246,2.0550761,"('wrong', 'right')",1.0508428,0.9501399,0.3713465,0.2974239,0.47232288,0.4234862,-0.2741205,-0.3569644,0.7377275,0.6738324,0.0638951
5,1.8359994,1.9172109,"('distant', 'outgoing')",0.95120925,0.9641578,0.805314,0.58131117,1.0899365,0.98691684,0.1125813,0.053547278,0.959008,0.9006289,0.0583791
69,1.8138819,1.3457519,"('lazy', 'industrious')",2.3737984,2.1137438,0.4010836,0.11272347,2.7588837,2.659807,-0.5286432,-0.503216,1.3638009,1.1457621,0.2180388
20,1.7439246,1.6084011,"('rough', 'thoughtful')",0.17860427,0.027524073,0.9603492,1.060049,-0.09280383,0.05814972,0.72261876,0.7039642,0.7025386,0.6916177,0.0109209
81,-1.7276342,-1.4363014,"('submissive', 'aggressive')",-1.2138888,-0.9200056,0.39534768,0.7480186,-1.2808218,-1.1927477,-1.3675894,-1.2830443,-1.0389174,-0.8168161,-0.2221013
9,1.6597357,1.8030103,"('unaffectionate', 'caring')",1.0297054,0.96737283,-0.025004214,0.012615059,-0.34199938,-0.24226144,2.0939443,1.9448854,0.8832764,0.8971244,-0.013848
73,1.658578,1.5264155,"('helpless', 'self-reliant')",1.5083959,1.4670266,-0.2340405,-0.1892717,1.2607611,1.4577992,-3.6401873,-3.708553,0.1107015,0.1106833,1.82e-05
84,1.6538137,1.5438321,"('inferior', 'superior')",1.1320643,0.9730492,1.2221793,1.1442595,0.83370703,0.77893895,0.7380096,0.62207973,1.1159548,1.0124319,0.1035229
53,1.5004817,1.8144889,"('uncreative', 'creative')",0.22898436,0.22275369,1.1437079,1.2038991,0.35357618,0.28215894,1.4165785,1.221711,0.9286657,0.9490024,-0.0203367
61,1.4576454,1.7729123,"('illogical', 'logical')",0.5255266,0.768618,0.5079932,0.64875376,-0.7136447,-0.5405406,0.2909026,0.3389106,0.4136846,0.5977307,-0.1840461
22,-1.45677,-1.058369,"('untrustworthy', 'trustworthy')",-1.3210588,-0.9261188,-0.48920208,-0.22471975,-2.038571,-1.8379196,-1.4003378,-1.3141266,-1.3411879,-1.0722507,-0.2689372
87,1.4249148,1.41676,"('unsuccessful', 'successful')",1.0104382,1.0298357,2.055959,2.1309147,1.2528789,1.4019741,1.1131926,1.2560856,1.3714767,1.447114,-0.0756373
78,1.412324,1.4210413,"('nonresilient', 'resilient')",0.8115336,0.70887965,1.0164385,1.2242923,1.1230096,1.1238688,1.0398446,0.94032747,1.08063,1.083682,-0.003052
25,1.3829237,1.211883,"('egoistic', 'altruistic')",0.79706967,0.6274554,0.65642166,0.57688916,1.4781876,1.3716934,1.5268797,1.5461243,1.1682965,1.066809,0.1014875
39,1.3529811,1.4498986,"('exploitative', 'cooperative')",1.2150675,1.2852347,0.40625677,0.38450202,0.97112584,0.9449305,-0.08285272,-0.07205284,0.7725157,0.7985025,-0.0259868
55,-1.3503709,-0.76825905,"('incompetent', 'clever')",-1.7608579,-1.4451444,-0.04856361,0.25381467,-2.1790175,-1.9901334,-0.1859264,-0.15407847,-1.1049473,-0.8207602,-0.2841871
77,1.3353534,1.3529947,"('unmotivated', 'motivated')",-0.24642338,-0.3678174,0.24965806,0.5109385,0.4102882,0.40780404,-0.8441836,-0.83950573,0.1809385,0.2128828,-0.0319443
58,1.3346155,1.744438,"('undiscriminating', 'discriminating')",0.17516598,0.48362675,0.44716635,0.65189916,0.5717943,0.7527354,-0.07389866,-0.143006,0.4909687,0.6979386,-0.2069699
12,1.314349,1.4337274,"('unsupportive', 'supportive')",1.2999294,1.3991148,1.0600972,1.2425284,-0.6001103,-0.54054224,-1.2232108,-1.345359,0.3702109,0.437894,-0.0676831
0,-1.3065197,-0.91948014,"('unsociable', 'sociable')",-1.6523155,-1.2330031,-0.4131612,-0.17054532,-1.4894295,-1.3609415,-0.6666043,-0.60231,-1.1056061,-0.857256,-0.2483501
1,1.276174,1.5521871,"('unfriendly', 'friendly')",0.0032827565,0.11437645,0.1242138,0.031275075,-0.5908456,-0.6368237,2.3189952,2.011176,0.626364,0.6144382,0.0119258
6,1.2732732,1.3501441,"('distant', 'open')",0.8463366,0.87425095,0.76097184,0.5371108,0.69432974,0.6392806,0.83865386,0.7807245,0.882713,0.8363022,0.0464108
52,1.2713642,1.3337044,"('irrational', 'rational')",0.031536818,0.10301959,-0.74146134,-0.7563227,-0.67258644,-0.49102628,0.12804925,0.054537147,0.0033805,0.0487824,-0.0454019
79,1.2342774,1.2210783,"('wavering', 'unwavering')",1.3350054,1.3080108,0.9088663,0.9680031,0.59712356,0.64085686,0.4570122,0.4853665,0.9064569,0.9246631,-0.0182062
