,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
60,-0.890218,0.02072484,"('inefficient', 'efficient')",-1.2027411,-0.7622873,0.06593953,0.7346133,-0.6756732,-0.0023164,-0.6733568
24,-0.8866813,-0.16559777,"('dishonest', 'honest')",-0.92512697,-0.71890295,1.1532921,1.1606063,-0.2195054,0.0920352,-0.3115406
11,-0.82792276,-0.65114486,"('unhelpful', 'helpful')",-2.0365353,-1.9997908,2.5450912,2.6048567,-0.1064556,-0.0153596,-0.091096
57,-0.7857942,-1.4203929,"('unimaginative', 'imaginative')",-0.7318923,-1.1445938,-2.5046258,-3.0194306,-1.3407707,-1.8614724,0.5207017
42,0.7750721,0.8792381,"('unreliable', 'reliable')",0.88745874,0.8076259,-2.0008676,-2.2202752,-0.1127789,-0.1778037,0.0650248
87,0.76106113,0.52315176,"('unsuccessful', 'successful')",0.5431178,0.4607919,0.16998054,0.19834235,0.4913865,0.3940953,0.0972912
7,-0.7086563,-0.41766503,"('insensitive', 'sensitive')",-0.52181745,-0.8870808,0.34621212,0.18245193,-0.2947539,-0.3740979,0.079344
65,-0.682912,-0.3994697,"('insecure', 'secure')",-1.031599,-1.2186036,0.47297743,0.56210953,-0.4138445,-0.3519879,-0.0618566
13,-0.6729002,-0.47046402,"('impolite', 'polite')",-0.7960325,-0.7606254,-0.14100894,0.080765516,-0.5366472,-0.3834413,-0.1532059
85,-0.66991335,-0.07935923,"('insignificant', 'prestigious')",0.9064672,0.85793716,-1.0467346,-0.90232223,-0.2700602,-0.0412481,-0.2288121
47,-0.6685881,-0.43437585,"('stupid', 'smart')",-0.0025485028,0.049695574,5.15014,5.2686925,1.493001,1.6280041,-0.1350031
51,-0.61569214,-0.50530446,"('uneducated', 'educated')",-0.83999807,-0.68748194,0.57606065,0.77664214,-0.2932098,-0.1387148,-0.154495
81,-0.60398793,-0.07657517,"('submissive', 'aggressive')",-0.830171,-0.6747308,-0.5630123,-0.3503167,-0.6657237,-0.3672075,-0.2985162
84,0.5836164,0.7574363,"('inferior', 'superior')",0.8903028,0.9007904,0.1325021,0.5721987,0.5354737,0.7434751,-0.2080014
78,-0.58049,-0.9250368,"('nonresilient', 'resilient')",-0.49213168,-0.37992597,0.079706915,0.1997681,-0.3309716,-0.3683982,0.0374266
37,0.5663194,0.758075,"('fake', 'genuine')",0.4963591,0.5101499,0.29458955,0.26279977,0.4524227,0.5103416,-0.0579189
73,0.5597564,0.8239707,"('helpless', 'self-reliant')",0.66309166,0.81959814,-3.3060076,-3.0828733,-0.6943865,-0.4797682,-0.2146183
16,-0.54286057,-0.7811425,"('unpopular', 'popular')",0.5016673,0.46575108,0.28885108,0.12797682,0.0825526,-0.0624715,0.1450241
49,-0.5331153,-0.50479096,"('unable', 'able')",-0.18065953,-0.04828658,-0.6939106,-0.2863177,-0.4692285,-0.2797984,-0.1894301
30,-0.47379267,-0.23514864,"('intolerant', 'tolerant')",-0.3665397,-0.38019225,0.3645336,1.0388714,-0.1585996,0.1411768,-0.2997764
31,-0.45833254,-0.5599497,"('evil', 'good')",0.14228587,-0.030133039,-1.3763463,-1.4996283,-0.564131,-0.6965704,0.1324394
20,-0.4379164,-0.2331167,"('rough', 'thoughtful')",-0.2181806,-0.07655745,0.32979977,0.37981382,-0.1087657,0.0233799,-0.1321456
62,-0.4349797,-0.18515427,"('incompetent', 'brilliant')",-0.42770877,-0.3249096,0.13144845,0.5572121,-0.2437467,0.0157161,-0.2594628
3,-0.42064223,-0.9363594,"('repellent', 'pleasant')",-1.134273,-1.3416387,0.6345918,0.3948759,-0.3067745,-0.6277074,0.3209329
18,-0.41710162,-0.006962016,"('disagreeable', 'welcoming')",0.011414301,0.19025497,-0.91441464,-0.8534388,-0.440034,-0.223382,-0.216652
56,-0.40892494,-0.0685178,"('impractical', 'practical')",-0.23250371,-0.27686626,0.12030573,0.3591406,-0.1737076,0.0045855,-0.1782931
61,-0.38935715,-0.11947251,"('illogical', 'logical')",-0.44494796,-0.538427,-0.14780554,-0.23776148,-0.3273702,-0.2985537,-0.0288165
64,-0.385043,0.21021058,"('shy', 'confident')",0.38408107,0.40782803,-5.231262,-5.189961,-1.7440747,-1.5239741,-0.2201006
68,-0.3695158,-0.14393136,"('dependent', 'independent')",-0.93301284,-0.8544981,-1.9636811,-1.6150085,-1.0887365,-0.871146,-0.2175905
39,0.3601046,0.8586185,"('exploitative', 'cooperative')",-0.60231775,-0.28888863,0.44347394,0.7273091,0.0670869,0.4323463,-0.3652594
26,0.34603882,-0.026800416,"('hardhearted', 'benevolent')",-0.08077312,-0.2735675,1.6238847,1.2119715,0.6297168,0.3038679,0.3258489
58,-0.32343963,-0.8850526,"('undiscriminating', 'discriminating')",-0.5491044,-1.1190948,0.3823916,0.12539183,-0.1633841,-0.6262519,0.4628678
5,0.32233948,0.45017594,"('distant', 'outgoing')",0.7373325,0.8709278,-0.83467066,-0.5457966,0.0750004,0.2584357,-0.1834353
34,-0.30008918,-0.081007876,"('mean', 'honorable')",-0.79047805,-0.69079643,4.923076,5.2525563,1.277503,1.493584,-0.216081
50,-0.27487877,-0.1131401,"('clumsy', 'skillful')",0.6450669,0.81107664,0.020775966,0.006701298,0.1303214,0.2348793,-0.1045579
4,0.2718562,-0.30285838,"('disliked', 'liked')",0.6050113,0.3789355,-6.405384,-6.4598737,-1.8428389,-2.1279322,0.2850933
22,0.27106407,0.12043835,"('untrustworthy', 'trustworthy')",-0.012152104,-0.13055646,-0.033797815,-0.39908066,0.0750381,-0.1363996,0.2114377
40,-0.25450882,-0.27675468,"('stingy', 'generous')",0.071673095,0.24378666,-2.3614154,-2.4227185,-0.8480837,-0.8185622,-0.0295215
70,-0.24738911,-0.5611435,"('lethargic', 'energetic')",-0.39566866,-0.57986647,0.9755222,0.76389736,0.1108215,-0.1257042,0.2365257
76,0.24710381,0.24588263,"('anxious', 'daring')",0.13624775,0.073150724,0.405607,0.46416947,0.2629862,0.2610676,0.0019186
17,0.24414131,-0.3011599,"('nasty', 'nice')",0.12903465,0.036987428,-0.5501119,-0.335267,-0.0589786,-0.1998132,0.1408346
74,-0.23021597,-0.22274709,"('undedicated', 'dedicated')",-0.050973576,-0.18327788,0.6714225,0.37902105,0.1300777,-0.0090013,0.139079
36,0.2292329,-0.47044227,"('hostile', 'amicable')",0.36186278,0.1430704,-0.7015727,-0.75997746,-0.0368257,-0.3624498,0.3256241
71,0.22825642,0.464548,"('diffident', 'self-confident')",0.6426888,0.5779266,0.54345334,0.22784345,0.4714662,0.4234393,0.0480269
2,0.22583336,0.579137,"('unlikable', 'likable')",0.6200229,0.80315125,0.78514564,1.247466,0.5436673,0.8765847,-0.3329174
46,-0.17882794,-0.8645084,"('uncompetitive', 'competitive')",-1.4009057,-1.6470996,-0.03617844,-0.40005293,-0.5386374,-0.9705537,0.4319163
79,0.17882738,-0.024696838,"('wavering', 'unwavering')",0.46715117,0.219041,-0.43672514,-0.7115973,0.0697511,-0.1724177,0.2421688
15,0.12746444,-0.03353639,"('boring', 'funny')",0.7112233,0.63425314,0.30947527,0.80727226,0.382721,0.4693297,-0.0866087
29,0.0938859,0.19751552,"('unfair', 'fair')",0.6990331,0.62443054,-0.6633555,-0.73561674,0.0431878,0.0287764,0.0144114
6,-0.081702806,0.11978556,"('distant', 'open')",1.0344414,1.0846336,-0.5302372,-0.5231416,0.1408338,0.2270925,-0.0862587
83,-0.07849057,-0.07878266,"('powerless', 'powerful')",0.035999034,0.11015949,-1.1292331,-1.0582631,-0.3905749,-0.3422954,-0.0482795
59,0.053940393,0.52799904,"('foolish', 'wise')",0.53601336,0.6234294,-0.040102657,-0.045885142,0.1832837,0.3685145,-0.1852308
45,0.053308576,-0.7960378,"('incompetent', 'competent')",0.0938457,-0.3860863,0.25316694,-0.23061174,0.1334404,-0.470912,0.6043524
14,-0.05128859,-0.1908534,"('antisocial', 'social')",0.101217434,-0.04767659,-0.054844193,-0.12787613,-0.0016384,-0.1221354,0.120497
25,0.04233887,0.1732452,"('egoistic', 'altruistic')",0.3108249,0.67812,0.5599755,0.88374025,0.3043798,0.5783685,-0.2739887
82,-0.031125505,-0.19532882,"('poor', 'rich')",-0.31346843,-0.32499978,6.1018505,6.158326,1.9190855,1.8793325,0.039753
19,0.019342355,-0.071651764,"('inhospitable', 'hospitable')",-0.6570172,-0.52810353,-0.53900903,-0.20086318,-0.392228,-0.2668728,-0.1253552
33,-0.013612986,0.4350246,"('wrong', 'right')",1.007564,1.3066401,-0.881262,-0.8807508,0.037563,0.2869713,-0.2494083
67,0.0013694055,0.17300329,"('doubtful', 'determined')",0.5137143,0.55799305,-0.3104024,-0.1905576,0.0682271,0.1801463,-0.1119192
55,-0.0005440116,-0.25298712,"('incompetent', 'clever')",-0.16556373,-0.32426202,0.5554242,0.78442466,0.1297722,0.0690585,0.0607137
