,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
86,-1.938029,-1.8973067,"('uninfluential', 'influential')",-1.2923056,-1.345684,-0.30230263,-0.41508758,-1.1775458,-1.2193594,0.0418136
10,-1.903938,-1.674286,"('unsympathetic', 'sympathetic')",-1.632165,-1.7689306,0.45603538,0.17842588,-1.0266892,-1.0882636,0.0615744
1,-1.6929399,-1.400069,"('unfriendly', 'friendly')",-0.4407416,-0.57617277,1.4210337,1.3130207,-0.2375493,-0.2210737,-0.0164756
9,-1.6401722,-1.1763555,"('unaffectionate', 'caring')",-1.0399704,-0.9541958,0.84969693,0.7855025,-0.6101486,-0.4483496,-0.161799
48,-1.5725156,-1.1322238,"('unintelligent', 'intelligent')",-1.6853971,-1.5319289,-0.33564034,0.008024606,-1.197851,-0.885376,-0.312475
23,-1.5652953,-1.1094918,"('insincere', 'sincere')",-1.8792734,-1.8099049,5.589007,5.574612,0.7148128,0.8850718,-0.170259
28,-1.386489,-1.3558604,"('disloyal', 'loyal')",-0.31117088,-0.5587443,1.6762387,1.2107731,-0.0071404,-0.2346105,0.2274701
72,-1.3499401,-0.5809073,"('unambitious', 'ambitious')",-1.1897945,-1.0667646,-0.18023594,-0.31701615,-0.9066568,-0.654896,-0.2517608
63,-1.3466978,-1.2286613,"('unperceptive', 'insightful')",-1.5371039,-1.7264252,0.28622693,0.43028048,-0.8658582,-0.841602,-0.0242562
80,1.3465914,0.83936805,"('dominated', 'dominating')",0.24405454,0.08472897,-0.269159,-0.48203546,0.4404956,0.1473538,0.2931418
8,-1.3328731,-1.1207297,"('unaffectionate', 'affectionate')",-0.5666406,-0.63136566,0.39431134,0.2708565,-0.5017341,-0.4937463,-0.0079878
44,1.3122972,1.2286016,"('prejudiced', 'unprejudiced')",1.027315,1.1588298,-1.2796695,-1.0607035,0.3533142,0.4422426,-0.0889284
32,-1.292333,-0.45658147,"('unkind', 'kind')",-0.4161983,-0.3114831,1.5053152,1.3513176,-0.0677387,0.1944177,-0.2621564
35,1.2726765,1.1412995,"('corrupt', 'incorrupt')",1.6202829,1.584604,-0.99548686,-1.0361046,0.6324908,0.5632663,0.0692245
0,-1.199257,-1.3529611,"('unsociable', 'sociable')",-1.0626608,-1.2947317,-0.21692967,-0.050126337,-0.8262825,-0.899273,0.0729905
38,-1.1801494,-0.7392395,"('untruthful', 'truthful')",-0.7310521,-0.62950504,0.0035257228,0.25040352,-0.6358919,-0.3727804,-0.2631115
52,-1.1454167,-0.7826324,"('irrational', 'rational')",0.02135482,0.08092189,-0.83417785,-0.66048986,-0.6527466,-0.4540668,-0.1986798
12,-1.1416312,-0.67047155,"('unsupportive', 'supportive')",-1.2276927,-1.140185,-1.753247,-1.7295753,-1.3741903,-1.1800772,-0.1941131
66,1.1315316,0.68217987,"('inactive', 'active')",0.7729285,0.44454566,0.37374443,0.061691836,0.7594015,0.3961391,0.3632624
27,-1.1026675,-0.77586955,"('hardhearted', 'softhearted')",-0.6123645,-0.4986996,0.5164363,0.63920355,-0.3995318,-0.2117885,-0.1877433
54,-1.09223,-0.71974015,"('incapable', 'capable')",0.6685891,0.7883433,0.5048078,0.58532435,0.0270556,0.2179758,-0.1909202
75,1.0724996,0.6146637,"('meek', 'impulsive')",1.0342312,0.9254305,-0.44359547,-0.6111467,0.5543785,0.3096491,0.2447294
43,-1.0533531,-0.71048295,"('irresponsible', 'responsible')",-1.9445102,-1.8538541,0.7886137,0.9871353,-0.7364165,-0.5257339,-0.2106826
88,-1.0505968,-0.33913907,"('low', 'eminent')",-0.3957824,-0.2745002,-0.22695582,-0.24734579,-0.5577783,-0.286995,-0.2707833
77,-1.0428679,-0.65079576,"('unmotivated', 'motivated')",-1.7071006,-1.4723661,-1.262816,-1.0587763,-1.3375948,-1.0606461,-0.2769487
53,-1.0135262,-0.97864443,"('uncreative', 'creative')",-0.7839162,-0.9987713,0.89393663,0.86966765,-0.3011686,-0.3692494,0.0680808
41,-1.0127283,-1.109549,"('unforgiving', 'forgiving')",-0.8832586,-0.8989161,0.38493198,0.16908301,-0.503685,-0.6131274,0.1094424
69,0.97908336,1.0723244,"('lazy', 'industrious')",2.4936626,2.6426184,-1.1048352,-1.0941844,0.7893036,0.8735862,-0.0842826
21,-0.9765934,-0.5097665,"('immoral', 'moral')",-0.7839521,-0.72289354,-0.82333326,-0.34624827,-0.8612929,-0.5263028,-0.3349901
