,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
86,-1.5043393,-1.348112,"('uninfluential', 'influential')",-0.6045985,-0.5905452,-1.0544689,-0.9693286,-0.0851403
21,-1.4838656,-1.5888035,"('immoral', 'moral')",-0.59507716,-0.6757951,-1.0394714,-1.1322993,0.0928279
22,-1.46703,-1.5806932,"('untrustworthy', 'trustworthy')",-0.62779,-0.5122668,-1.04741,-1.0464801,-0.0009299
46,-1.460037,-1.4085976,"('uncompetitive', 'competitive')",-0.3958392,-0.12445425,-0.9279381,-0.7665259,-0.1614122
30,-1.4508275,-1.3805071,"('intolerant', 'tolerant')",0.62569726,0.5921826,-0.4125651,-0.3941623,-0.0184028
25,1.4026667,1.4555699,"('egoistic', 'altruistic')",0.7969204,0.89721304,1.0997936,1.1763915,-0.0765979
41,-1.3887976,-1.2534735,"('unforgiving', 'forgiving')",0.2591585,0.48845947,-0.5648196,-0.382507,-0.1823126
7,-1.3592469,-1.1725234,"('insensitive', 'sensitive')",0.056374922,0.20297751,-0.651436,-0.4847729,-0.1666631
11,-1.3575927,-1.326583,"('unhelpful', 'helpful')",2.7889817,2.676176,0.7156945,0.6747965,0.040898
28,-1.309242,-1.0442468,"('disloyal', 'loyal')",1.2478603,1.4372737,-0.0306908,0.1965135,-0.2272043
75,1.2938973,1.4223928,"('meek', 'impulsive')",-0.6553452,-0.3903216,0.319276,0.5160356,-0.1967596
76,-1.2801641,-1.307862,"('anxious', 'daring')",0.4912101,0.4689282,-0.394477,-0.4194669,0.0249899
36,1.2673742,1.3756195,"('hostile', 'amicable')",-0.4935735,-0.27749318,0.3869003,0.5490632,-0.1621629
38,-1.2347406,-1.1426051,"('untruthful', 'truthful')",0.25648552,0.15131424,-0.4891275,-0.4956454,0.0065179
65,-1.2302378,-1.3196691,"('insecure', 'secure')",0.31112003,0.46087053,-0.4595589,-0.4293993,-0.0301596
73,1.2074869,1.188676,"('helpless', 'self-reliant')",-3.069373,-3.2744296,-0.930943,-1.0428767,0.1119337
56,-1.1813152,-1.075786,"('impractical', 'practical')",0.34129727,0.44090563,-0.420009,-0.3174402,-0.1025688
81,-1.1550226,-1.2079161,"('submissive', 'aggressive')",-0.3807866,-0.5237508,-0.7679046,-0.8658335,0.0979289
31,1.0830781,1.1461056,"('evil', 'good')",-1.7206228,-1.5108807,-0.3187723,-0.1823875,-0.1363848
33,1.0269122,1.1344155,"('wrong', 'right')",-1.0866976,-1.1207184,-0.0298927,0.0068486,-0.0367413
51,-0.99732506,-1.1548227,"('uneducated', 'educated')",0.76692605,0.74709004,-0.1151995,-0.2038663,0.0886668
27,-0.97190315,-0.97683895,"('hardhearted', 'softhearted')",0.6909161,0.62853736,-0.1404935,-0.1741508,0.0336573
74,-0.946679,-0.9068305,"('undedicated', 'dedicated')",0.32346407,0.40184155,-0.3116075,-0.2524945,-0.059113
62,-0.88862145,-0.76402867,"('incompetent', 'brilliant')",0.36528072,0.41978776,-0.2616704,-0.1721205,-0.0895499
12,-0.844238,-0.7046833,"('unsupportive', 'supportive')",-1.9902585,-1.8871266,-1.4172482,-1.2959049,-0.1213433
59,0.8422689,0.8870433,"('foolish', 'wise')",-0.10615617,-0.13722971,0.3680564,0.3749068,-0.0068504
2,0.83644444,0.90606487,"('unlikable', 'likable')",0.97303176,1.1732115,0.9047381,1.0396382,-0.1349001
4,0.8106699,0.8560853,"('disliked', 'liked')",-6.8191442,-6.6462145,-3.0042372,-2.8950646,-0.1091726
26,0.80134535,0.8017977,"('hardhearted', 'benevolent')",1.3848575,1.6630429,1.0931015,1.2324203,-0.1393188
16,0.7579153,0.71211225,"('unpopular', 'popular')",-0.1323722,0.060145855,0.3127716,0.3861291,-0.0733575
68,-0.75235885,-0.9157727,"('dependent', 'independent')",-1.6328312,-1.7051927,-1.192595,-1.3104827,0.1178877
42,-0.6990255,-0.75122344,"('unreliable', 'reliable')",-2.5165575,-2.3361728,-1.6077914,-1.5436981,-0.0640933
47,-0.6870087,-0.57302564,"('stupid', 'smart')",5.1713276,5.308,2.2421594,2.3674872,-0.1253278
79,0.6859353,0.7645759,"('wavering', 'unwavering')",-0.61344224,-0.3659644,0.0362465,0.1993057,-0.1630592
80,-0.6837534,-0.7638228,"('dominated', 'dominating')",-0.32291433,-0.30338928,-0.5033339,-0.5336061,0.0302722
32,-0.68187046,-0.67928946,"('unkind', 'kind')",1.3338937,1.3961143,0.3260116,0.3584124,-0.0324008
34,-0.67354,-0.63509315,"('mean', 'honorable')",5.4298058,5.4169464,2.3781328,2.3909266,-0.0127938
71,0.665035,0.75139654,"('diffident', 'self-confident')",0.2224452,0.37311152,0.4437401,0.562254,-0.1185139
15,0.651412,0.565369,"('boring', 'funny')",0.79377836,0.7762294,0.7225952,0.6707992,0.051796
29,-0.6427969,-0.52995145,"('unfair', 'fair')",-0.7953996,-0.71377945,-0.7190982,-0.6218655,-0.0972327
48,-0.6336525,-0.6762923,"('unintelligent', 'intelligent')",0.10728759,-0.02372304,-0.2631825,-0.3500077,0.0868252
82,-0.6312949,-0.6089833,"('poor', 'rich')",6.2729836,6.4416385,2.8208444,2.9163275,-0.0954831
72,-0.56560725,-0.52550596,"('unambitious', 'ambitious')",-0.18863249,-0.37494224,-0.3771199,-0.4502241,0.0731042
77,-0.5454461,-0.45670047,"('unmotivated', 'motivated')",-1.3705885,-1.2430394,-0.9580173,-0.8498699,-0.1081474
5,0.54258364,0.68266374,"('distant', 'outgoing')",-0.9301504,-0.74947226,-0.1937834,-0.0334043,-0.1603791
88,0.537717,0.60798085,"('low', 'eminent')",-0.4381096,-0.30878785,0.0498037,0.1495965,-0.0997928
50,0.5102736,0.4281798,"('clumsy', 'skillful')",-0.14749917,-0.17756692,0.1813872,0.1253064,0.0560808
6,0.4493282,0.60173416,"('distant', 'open')",-0.77920926,-0.5707297,-0.1649405,0.0155022,-0.1804427
52,0.43865013,0.5497003,"('irrational', 'rational')",-0.51242334,-0.61813337,-0.0368866,-0.0342165,-0.0026701
83,0.43563682,0.5712386,"('powerless', 'powerful')",-1.1498135,-1.1626283,-0.3570884,-0.2956949,-0.0613935
9,-0.41826084,-0.20027739,"('unaffectionate', 'caring')",1.0472863,1.0448533,0.3145127,0.422288,-0.1077753
40,-0.41209486,-0.32536036,"('stingy', 'generous')",-2.501343,-2.2517953,-1.4567189,-1.2885778,-0.1681411
19,0.40363693,0.4710935,"('inhospitable', 'hospitable')",-0.09905657,0.011087911,0.1522902,0.2410907,-0.0888005
66,0.37398964,0.5843553,"('inactive', 'active')",0.0380268,0.36821315,0.2060082,0.4762842,-0.270276
37,-0.3686552,-0.44427627,"('fake', 'genuine')",0.6346308,0.42555583,0.1329878,-0.0093602,0.142348
53,-0.35015935,-0.16414435,"('uncreative', 'creative')",0.8815847,1.1324861,0.2657127,0.4841709,-0.2184582
39,-0.34404352,-0.26792717,"('exploitative', 'cooperative')",0.7926304,0.83580846,0.2242934,0.2839406,-0.0596472
61,-0.32125658,-0.14363277,"('illogical', 'logical')",-0.22010255,-0.27382374,-0.2706796,-0.2087283,-0.0619513
84,0.3002864,0.26167253,"('inferior', 'superior')",0.46782443,0.47815558,0.3840554,0.3699141,0.0141413
64,-0.27293852,-0.23745742,"('shy', 'confident')",-5.9054575,-5.8586655,-3.0891981,-3.0480614,-0.0411367
54,0.25353134,0.31977457,"('incapable', 'capable')",0.9062549,0.8862217,0.5798931,0.6029981,-0.023105
87,0.23695558,0.23002014,"('unsuccessful', 'successful')",0.084029034,0.27996784,0.1604923,0.254994,-0.0945017
78,-0.20462671,-0.24644077,"('nonresilient', 'resilient')",0.06229785,0.15414526,-0.0711644,-0.0461478,-0.0250166
44,0.1772241,0.03216553,"('prejudiced', 'unprejudiced')",-1.0666361,-1.1408082,-0.444706,-0.5543213,0.1096153
18,-0.17174307,-0.22443753,"('disagreeable', 'welcoming')",-1.2455469,-1.1088312,-0.708645,-0.6666343,-0.0420107
17,0.15751334,0.12495732,"('nasty', 'nice')",-0.2736195,-0.2358757,-0.0580531,-0.0554592,-0.0025939
8,0.083972655,0.15201503,"('unaffectionate', 'affectionate')",0.77782536,0.74442726,0.430899,0.4482211,-0.0173221
49,-0.07597828,-0.04054968,"('unable', 'able')",-0.3090768,-0.23486777,-0.1925275,-0.1377087,-0.0548188
67,0.075141646,0.15659149,"('doubtful', 'determined')",-0.26888207,-0.20544726,-0.0968702,-0.0244279,-0.0724423
58,-0.04950791,0.020373091,"('undiscriminating', 'discriminating')",0.3440782,0.2901612,0.1472851,0.1552671,-0.007982
1,-0.02491292,0.12255067,"('unfriendly', 'friendly')",1.3866299,1.3386859,0.6808585,0.7306182,-0.0497597
20,0.016316883,-0.076608814,"('rough', 'thoughtful')",0.37040043,0.49555326,0.1933587,0.2094722,-0.0161135
