,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
55,-2.3402088,-2.3913922,"('incompetent', 'clever')",0.6199019,0.31058806,-0.16702902,-0.2990204,-1.2864082,-0.78000325,-0.7934361,-0.789957,-0.0034791
65,-2.3059669,-2.3614192,"('insecure', 'secure')",0.5993266,0.35692734,-0.48878247,-0.75162345,-1.5478703,-1.2045801,-0.9358232,-0.9901738,0.0543506
49,-2.1772175,-2.0905838,"('unable', 'able')",-0.53695726,-0.60072404,-0.5185622,-0.16296889,-0.5556504,-0.267043,-0.9470969,-0.7803299,-0.166767
51,-2.0915525,-2.0570488,"('uneducated', 'educated')",-0.45026606,-0.5746064,0.791715,0.9242731,-0.16650534,0.022952981,-0.4791522,-0.4211073,-0.0580449
50,-2.0328817,-1.9170463,"('clumsy', 'skillful')",0.45157862,0.44555676,-0.36786798,-0.052452616,0.7047523,0.5206872,-0.3111047,-0.2508137,-0.060291
33,1.965224,2.019321,"('wrong', 'right')",0.43183005,0.5417752,0.8532152,1.0330925,0.27801076,0.36804128,0.8820701,0.9905575,-0.1084874
26,1.9147904,1.944362,"('hardhearted', 'benevolent')",1.0272875,1.2212329,1.8185478,1.8552008,1.8593144,1.5927718,1.6549851,1.6533918,0.0015933
68,-1.8625288,-1.8283317,"('dependent', 'independent')",0.609942,0.65985215,0.2502685,0.42680806,-0.9329257,-0.67158216,-0.483811,-0.3533134,-0.1304976
19,-1.7128338,-1.583252,"('inhospitable', 'hospitable')",-1.5645713,-1.3723762,0.33414602,0.6798795,0.6657706,0.46019825,-0.5693721,-0.4538876,-0.1154845
76,-1.6657003,-1.708912,"('anxious', 'daring')",1.0397589,0.7663,-0.55047214,-0.79037577,-1.2089365,-0.9348225,-0.5963375,-0.6669526,0.0706151
44,-1.6395355,-1.6231933,"('prejudiced', 'unprejudiced')",-0.29315728,-0.16701347,-0.5590669,-0.52770394,-1.7581737,-1.5914042,-1.0624833,-0.9773287,-0.0851546
18,-1.5299387,-1.4352598,"('disagreeable', 'welcoming')",-0.79795825,-0.5794649,0.29932183,0.58548397,-0.24393511,-0.18845281,-0.5681276,-0.4044234,-0.1637042
85,1.5125682,1.7299112,"('insignificant', 'prestigious')",-1.0758826,-0.8017502,0.19440974,0.5001954,1.6809535,1.1318394,0.5780122,0.640049,-0.0620368
17,-1.475597,-1.372728,"('nasty', 'nice')",-0.9715259,-0.88944733,-0.86798954,-0.7491574,-1.3278542,-1.3748437,-1.1607417,-1.0965441,-0.0641976
22,-1.4680899,-1.5761061,"('untrustworthy', 'trustworthy')",0.8979356,0.68610966,0.6463633,0.4574378,-1.5760727,-1.2291979,-0.3749659,-0.4154391,0.0404732
16,-1.440804,-1.3641868,"('unpopular', 'popular')",-0.9357512,-0.9107081,-0.43677065,-0.2724859,1.0833656,0.9826936,-0.4324901,-0.3911718,-0.0413183
31,-1.2952508,-1.0528123,"('evil', 'good')",-2.575695,-2.3156326,0.23076573,0.39843145,0.876336,0.377322,-0.690961,-0.6481729,-0.0427881
3,-1.2950001,-1.4074768,"('repellent', 'pleasant')",0.49578774,0.124977395,0.3531209,-0.024909683,1.0701858,1.2388331,0.1560236,-0.017144,0.1731676
64,-1.275197,-1.2615705,"('shy', 'confident')",0.5467821,0.5756011,-0.26251033,-0.24885918,-7.779785,-7.115185,-2.1926775,-2.0125034,-0.1801741
82,-1.2706604,-1.4014369,"('poor', 'rich')",0.14699847,-0.11906108,0.29857618,0.2910063,7.067359,6.9918876,1.5605683,1.440599,0.1199693
15,-1.2600929,-1.1875691,"('boring', 'funny')",-1.115166,-0.9661761,0.29345864,0.3411741,0.37629768,0.3057848,-0.4263756,-0.3766966,-0.049679
45,-1.2444199,-1.3093619,"('incompetent', 'competent')",0.5123894,0.36016828,-0.3134457,-0.33042333,-1.4645233,-1.2127799,-0.6274999,-0.6230992,-0.0044007
58,1.2107323,1.0956701,"('undiscriminating', 'discriminating')",1.5072347,1.4401294,0.2258561,0.060296692,0.023824602,-0.1000438,0.7419119,0.6240131,0.1178988
1,1.2093918,1.3107643,"('unfriendly', 'friendly')",-0.60413325,-0.40968475,0.5866182,0.7738532,2.8110626,2.4644861,1.0007348,1.0348547,-0.0341199
62,-1.2087659,-1.2099183,"('incompetent', 'brilliant')",0.3653486,0.15514645,-0.4644217,-0.30146825,-1.4891777,-1.0811822,-0.6992542,-0.6093556,-0.0898986
88,-1.1888169,-1.0992247,"('low', 'eminent')",-1.2150348,-1.166542,-0.1338982,0.0099244695,0.01852857,0.040470555,-0.6298054,-0.5538429,-0.0759625
25,1.1679475,1.1155256,"('egoistic', 'altruistic')",-0.17285898,-0.12126118,1.313318,1.3184865,1.8158631,1.5537425,1.0310674,0.9666233,0.0644441
29,-1.1560282,-1.0749581,"('unfair', 'fair')",-0.5303899,-0.4695022,-0.23846972,-0.17191193,-0.49745837,-0.51797855,-0.6055865,-0.5585877,-0.0469988
75,-1.1281306,-1.0781071,"('meek', 'impulsive')",-0.56751114,-0.5817236,0.09532647,0.17811497,0.3188684,0.094802976,-0.3203617,-0.3467282,0.0263665
54,-1.1020578,-1.1060979,"('incapable', 'capable')",-0.6905504,-0.74584675,0.062580906,0.17657673,1.1302669,1.1102934,-0.1499401,-0.1412686,-0.0086715
35,-1.0786929,-0.9107277,"('corrupt', 'incorrupt')",-1.6019245,-1.262029,-0.06562809,0.28159994,0.35678667,0.13423657,-0.5973647,-0.43923,-0.1581347
9,1.0782553,1.1566734,"('unaffectionate', 'caring')",0.3640961,0.4762261,-0.022093913,0.20547768,1.8608385,1.6544677,0.820274,0.8732113,-0.0529373
46,-1.0419003,-1.2295922,"('uncompetitive', 'competitive')",1.8397192,1.2909325,-0.38449267,-0.5844698,-1.9128116,-1.6009429,-0.3748713,-0.5310181,0.1561468
73,0.9895099,1.0905497,"('helpless', 'self-reliant')",0.6189245,0.7848145,1.4531585,1.6154361,-2.8558261,-3.024341,0.0514417,0.1166148,-0.0651731
70,-0.9862105,-1.1093965,"('lethargic', 'energetic')",1.0203913,0.6218603,0.5925649,0.2811913,0.15482177,0.44590408,0.1953919,0.0598898,0.1355021
10,-0.9077086,-0.9134034,"('unsympathetic', 'sympathetic')",0.9770095,0.6095698,-1.1577495,-1.2172168,-1.0414199,-0.7126329,-0.5324671,-0.5584208,0.0259537
11,-0.87798786,-0.8753698,"('unhelpful', 'helpful')",1.2645394,1.1339927,0.08139714,0.21071947,0.031197958,0.026617404,0.1247867,0.1239899,0.0007968
