,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
30,-1.5812474,-1.381185,"('intolerant', 'tolerant')",-2.0608637,-2.087317,-0.13899988,-0.016619563,-0.056938663,0.087303855,-0.9595125,-0.8494545,-0.110058
5,1.5759137,1.557841,"('distant', 'outgoing')",1.220467,1.472966,1.7436005,1.6317767,-0.40284202,-0.23172258,1.0342847,1.1077154,-0.0734307
48,-1.5702152,-1.676861,"('unintelligent', 'intelligent')",-1.289655,-1.6607243,0.008736849,-0.15797223,0.011105637,-0.076680414,-0.710007,-0.8930596,0.1830526
70,-1.5573486,-1.6193302,"('lethargic', 'energetic')",-1.8405597,-1.989598,-1.0048461,-0.8887713,0.10659718,0.2825926,-1.0740393,-1.0537767,-0.0202626
3,-1.5366378,-1.6135591,"('repellent', 'pleasant')",-1.2808903,-1.5356416,-1.6930923,-1.7615424,0.19981922,0.04110384,-1.0777004,-1.2174098,0.1397094
62,-1.5284379,-1.2563156,"('incompetent', 'brilliant')",-1.9336178,-1.9960693,-0.2738534,-0.0524457,-0.23518813,-0.006901417,-0.9927742,-0.827933,-0.1648412
14,-1.4572792,-1.404458,"('antisocial', 'social')",-2.6390471,-2.7862248,0.02809561,0.104566455,-1.2066236,-1.2878025,-1.3187135,-1.3434796,0.0247661
11,-1.4264559,-1.4930099,"('unhelpful', 'helpful')",-1.4945487,-1.6164732,-0.029992979,0.07490426,2.6126287,2.7634125,-0.0845922,-0.0677916,-0.0168006
60,-1.4041098,-1.3380561,"('inefficient', 'efficient')",-2.3749883,-2.5832527,0.23680869,0.36454463,0.13116023,0.29777658,-0.8527822,-0.8147469,-0.0380353
76,-1.32842,-1.2224993,"('anxious', 'daring')",-1.6196276,-1.7048717,-1.0876957,-0.9410374,-0.17295048,0.006226741,-1.0521734,-0.9655454,-0.086628
33,1.2921706,1.3236122,"('wrong', 'right')",1.3016801,1.4240541,1.5642039,1.5167551,-0.39077973,-0.42452636,0.9418187,0.9599738,-0.0181551
7,-1.2747309,-1.3190804,"('insensitive', 'sensitive')",-1.0884986,-1.3270744,-0.111960255,-0.09649484,0.29148805,0.20250168,-0.5459254,-0.635037,0.0891116
35,1.2501386,1.216625,"('corrupt', 'incorrupt')",2.5761225,2.740831,-0.61562,-0.73309886,-0.71915907,-0.73673946,0.6228704,0.6219044,0.000966
59,1.2206228,1.1397614,"('foolish', 'wise')",1.1625863,1.2413896,0.9419978,0.7877581,0.1687907,-0.011452213,0.8734994,0.7893643,0.0841351
36,1.2089845,0.9891202,"('hostile', 'amicable')",2.0795689,1.9868642,0.18468271,-0.1819508,0.0335365,-0.4292586,0.8766931,0.5911937,0.2854994
86,-1.1693519,-1.3330977,"('uninfluential', 'influential')",-1.6377214,-1.9726292,-0.0470944,-0.2276761,-0.7711788,-0.9551163,-0.9063366,-1.1221299,0.2157933
20,-1.1610185,-1.0801253,"('rough', 'thoughtful')",-0.3147208,-0.42951155,-0.4822287,-0.46659347,0.24524944,0.28207392,-0.4281797,-0.4235391,-0.0046406
6,1.1416996,1.1748024,"('distant', 'open')",1.0969694,1.3902259,1.5170506,1.3723247,-0.18756749,-0.13202952,0.892038,0.9513308,-0.0592928
45,-1.1412554,-1.1855297,"('incompetent', 'competent')",-2.3027246,-2.5127378,0.41224593,0.35526693,-0.37835932,-0.5351366,-0.8525233,-0.9695343,0.117011
0,-1.1212642,-1.2170875,"('unsociable', 'sociable')",-1.656496,-1.9356241,0.8388813,0.77127707,0.30113715,-0.024921842,-0.4094355,-0.6015891,0.1921536
77,-1.0921228,-1.2475827,"('unmotivated', 'motivated')",-0.6304198,-0.96684486,0.041742194,-0.13771223,-0.8973445,-1.0206463,-0.6445362,-0.8431965,0.1986603
80,-1.0372009,-1.0094322,"('dominated', 'dominating')",-0.49727458,-0.7097952,-0.8159292,-0.6731175,-0.7149489,-0.6450906,-0.7663384,-0.7593589,-0.0069795
52,0.99341995,0.62805974,"('irrational', 'rational')",0.96529394,0.8469386,0.5859698,0.18552682,-0.2488984,-0.609586,0.5739463,0.2627348,0.3112115
4,0.98389786,1.0188698,"('disliked', 'liked')",0.6997075,0.86427146,1.0617758,1.0808004,-6.3170686,-6.597022,-0.8929218,-0.9082701,0.0153483
78,-0.9835596,-1.1447216,"('nonresilient', 'resilient')",-0.015408402,-0.17515703,0.30168688,0.16312024,-0.09884283,0.0034653451,-0.199031,-0.2883233,0.0892923
43,-0.96292,-0.9966053,"('irresponsible', 'responsible')",-1.4331554,-1.6160913,0.41021362,0.41512305,0.7778667,0.8096917,-0.3019988,-0.3469705,0.0449717
49,-0.96248925,-0.91482645,"('unable', 'able')",-0.6773972,-0.77520156,-0.21757063,-0.12316985,-0.7741036,-0.66893524,-0.6578901,-0.6205333,-0.0373568
66,0.9468009,0.7825152,"('inactive', 'active')",0.5006614,0.45960334,-0.40643218,-0.32002404,0.53738636,0.36027014,0.3946041,0.3205912,0.0740129
28,-0.8993963,-1.2099334,"('disloyal', 'loyal')",-0.8916672,-1.2623192,0.2969613,0.025613591,1.265232,1.0767591,-0.0572176,-0.34247,0.2852524
22,-0.8597195,-0.86039406,"('untrustworthy', 'trustworthy')",-1.0318612,-1.2481914,-1.3207276,-1.4042023,-0.62624204,-0.66864103,-0.9596376,-1.0453572,0.0857196
88,-0.84532017,-0.9889451,"('low', 'eminent')",-1.1179823,-1.3100405,-0.1400687,-0.3212394,-0.1470353,-0.2599447,-0.5626016,-0.7200424,0.1574408
23,-0.8391454,-0.9603423,"('insincere', 'sincere')",-1.4991734,-1.8188856,0.3432075,0.17198293,5.9709544,5.941699,0.9939607,0.8336136,0.1603471
27,-0.8281678,-0.9850224,"('hardhearted', 'softhearted')",-0.51966953,-0.5827289,0.054302007,-0.019408662,0.6020748,0.6521783,-0.1728651,-0.2337455,0.0608804
17,-0.8106314,-0.7798602,"('nasty', 'nice')",-0.75112283,-0.7740557,-1.188352,-1.3247586,-0.78918815,-0.71562654,-0.8848236,-0.8985752,0.0137516
75,0.78756225,0.87394077,"('meek', 'impulsive')",0.7472939,0.9107113,-0.7977114,-0.7218495,-0.4728736,-0.38266236,0.0660678,0.170035,-0.1039672
67,0.7070476,0.7562705,"('doubtful', 'determined')",-0.016110387,0.28825894,0.5184758,0.6835602,-0.3065301,-0.1412803,0.2257207,0.3967023,-0.1709816
51,-0.70615023,-0.6386587,"('uneducated', 'educated')",-1.0575638,-1.2211974,-0.30026367,-0.26069295,0.20564744,0.22983223,-0.4645826,-0.4726793,0.0080967
37,-0.69861025,-0.6402677,"('fake', 'genuine')",-0.32765174,-0.40175545,0.19535139,0.18110272,0.358952,0.24464968,-0.1179897,-0.1540677,0.036078
47,-0.6906833,-0.5293345,"('stupid', 'smart')",-0.7302666,-0.72299093,0.14934342,0.21522817,5.126625,5.2378206,0.9637547,1.0501809,-0.0864262
68,-0.6750964,-0.645922,"('dependent', 'independent')",-0.86977804,-0.99541247,-0.58870006,-0.61898136,-1.4336883,-1.452506,-0.8918157,-0.9282055,0.0363898
82,-0.646693,-0.5045922,"('poor', 'rich')",-0.80035514,-0.84561336,-0.19719875,-0.17391837,6.0375333,6.2093544,1.0983216,1.1713076,-0.072986
34,-0.6317502,-0.45392814,"('mean', 'honorable')",-0.24702284,-0.19205825,-0.24542919,-0.20683698,5.0231614,5.203655,0.9747398,1.0877079,-0.1129681
24,-0.63064146,-0.53484684,"('dishonest', 'honest')",-1.4561275,-1.4738677,0.066576704,0.11177525,0.95675504,1.1655563,-0.2658593,-0.1828457,-0.0830136
79,0.62546074,0.45934317,"('wavering', 'unwavering')",1.0795333,1.1554105,0.3986282,0.14425422,-0.39265665,-0.4330544,0.4277414,0.3314884,0.096253
31,0.62148553,0.59867734,"('evil', 'good')",1.4289718,1.5513092,-0.37758905,-0.62062836,-1.5486753,-1.5506176,0.0310482,-0.0053149,0.0363631
16,0.59195536,0.5923366,"('unpopular', 'popular')",0.94327486,0.95995486,-0.08711972,-0.14566715,0.33069742,0.08509697,0.444702,0.3729303,0.0717717
84,0.5738993,0.48596746,"('inferior', 'superior')",1.3380631,1.2943553,0.71260697,0.73804575,0.74572027,0.78401166,0.8425725,0.825595,0.0169775
13,-0.51206386,-0.52400523,"('impolite', 'polite')",-1.3843493,-1.4658028,-0.20423752,-0.001388438,0.13994305,0.23918726,-0.4901769,-0.4380023,-0.0521746
1,0.4616537,0.1715428,"('unfriendly', 'friendly')",0.7312291,0.4912396,1.7844534,1.294874,1.9224472,1.6538885,1.2249458,0.9028862,0.3220596
29,0.4554412,0.5654182,"('unfair', 'fair')",0.0676049,0.20797665,0.043928716,0.04227902,-0.83641326,-0.77975416,-0.0673596,0.0089799,-0.0763395
74,0.45020393,0.33615652,"('undedicated', 'dedicated')",0.016139634,-0.22169106,0.8607915,0.67654836,0.24195844,0.047209196,0.3922734,0.2095558,0.1827176
50,0.4149712,0.07518465,"('clumsy', 'skillful')",0.9266058,0.68936425,0.34674194,0.09915911,0.5720713,0.24837664,0.5650976,0.2780212,0.2870764
25,0.39589888,0.24832082,"('egoistic', 'altruistic')",1.5915086,1.4905757,0.7762901,0.58603895,1.1632751,0.8826602,0.9817432,0.8018989,0.1798443
61,-0.3910408,-0.4565511,"('illogical', 'logical')",-0.8667651,-1.022369,0.06060922,0.016251793,-0.18102995,-0.27733907,-0.3445566,-0.4350019,0.0904453
83,-0.37343526,-0.3493712,"('powerless', 'powerful')",0.05515361,0.042713508,0.16689327,0.25961733,-1.2739838,-1.2462088,-0.3563431,-0.3233123,-0.0330308
38,0.36727864,0.46548194,"('untruthful', 'truthful')",-0.5799949,-0.46642005,0.2444461,0.28575835,0.47998637,0.4958671,0.127929,0.1951718,-0.0672428
87,0.3632811,0.24715929,"('unsuccessful', 'successful')",-0.111636005,-0.23295815,0.7963192,0.84796906,-0.035965733,-0.20004073,0.2529997,0.1655324,0.0874673
64,0.34777886,0.29965657,"('shy', 'confident')",-0.48852748,-0.5648292,-0.16594861,-0.03900577,-5.43945,-5.668965,-1.4365368,-1.4932858,0.056749
39,0.32221466,0.31734446,"('exploitative', 'cooperative')",0.7440441,0.6583652,0.6717897,0.81781995,0.33715922,0.40121078,0.5188019,0.5486851,-0.0298832
32,-0.28803405,-0.4050838,"('unkind', 'kind')",-1.1649076,-1.3300619,0.47976404,0.41689903,1.4613472,1.3206844,0.1220424,0.0006095,0.1214329
56,-0.25392783,-0.09044515,"('impractical', 'practical')",-0.7070992,-0.7567575,1.1542922,1.3118026,-0.099451974,-0.008877702,0.0234533,0.1139306,-0.0904773
42,-0.2385399,-0.22192672,"('unreliable', 'reliable')",-0.054891914,-0.01186588,0.5167776,0.5117509,-2.5393007,-2.6160202,-0.5789887,-0.5845155,0.0055268
44,-0.22361335,0.08239359,"('prejudiced', 'unprejudiced')",-0.3940635,-0.023437269,-0.84561276,-0.47322652,-1.4474918,-1.2464443,-0.7276953,-0.4151786,-0.3125167
2,-0.21968694,0.022594403,"('unlikable', 'likable')",0.24494821,0.26397258,0.6205276,0.6367001,0.7757457,0.8440588,0.3553836,0.4418315,-0.0864479
26,0.20361741,-0.09772837,"('hardhearted', 'benevolent')",0.27726614,0.067410186,1.9291294,1.6062205,1.1589013,0.889856,0.8922286,0.6164396,0.275789
40,0.19417243,0.144657,"('stingy', 'generous')",0.24239132,0.16274917,0.5884282,0.51490045,-2.1764672,-2.3486118,-0.2878688,-0.3815763,0.0937075
9,0.18928052,-0.043521702,"('unaffectionate', 'caring')",0.12048437,-0.049985565,1.5043479,1.3004016,1.391525,1.2920517,0.8014095,0.6247365,0.176673
8,-0.1711471,-0.4637779,"('unaffectionate', 'affectionate')",-0.05870954,-0.2054272,1.3083556,1.059582,0.5641136,0.4166571,0.4106531,0.2017585,0.2088946
41,0.14540547,0.24558556,"('unforgiving', 'forgiving')",-0.5948205,-0.6745168,0.43344715,0.33628082,0.50635284,0.3499873,0.1225962,0.0643342,0.058262
15,0.12054704,0.12371413,"('boring', 'funny')",0.9081721,0.81718826,0.92266476,0.81601375,0.13472351,0.23576637,0.5215268,0.4981706,0.0233562
18,-0.11418808,-0.092608005,"('disagreeable', 'welcoming')",-0.8542323,-0.7647602,0.21454225,0.10905417,-0.96117175,-0.8830968,-0.4287625,-0.4078527,-0.0209098
58,-0.09816581,-0.17036723,"('undiscriminating', 'discriminating')",-0.03682525,-0.19443303,0.34771702,0.258902,0.011610176,-0.02169343,0.056084,-0.0318979,0.0879819
12,0.04999336,0.015477022,"('unsupportive', 'supportive')",-0.29571277,-0.38870674,1.1051761,1.0725048,-1.5202048,-1.6229495,-0.165187,-0.2309186,0.0657316
53,0.042811982,-0.32649237,"('uncreative', 'creative')",1.1580048,0.6954135,0.52381146,0.20305921,0.955541,0.7243592,0.6700423,0.3240849,0.3459574
54,0.041815735,0.0022983924,"('incapable', 'capable')",-0.043261666,0.0077323765,0.7727739,0.76185197,0.6819372,0.6813007,0.3633163,0.3632959,2.04e-05
63,0.013973935,-0.13601622,"('unperceptive', 'insightful')",-0.60187876,-0.86322945,0.5676789,0.44434533,0.58162284,0.44027388,0.1403492,-0.0286566,0.1690058
72,-0.009754889,0.0843349,"('unambitious', 'ambitious')",-0.42470762,-0.52869874,-0.36013123,-0.28869796,-0.40150303,-0.24931064,-0.2990242,-0.2455931,-0.0534311
19,-0.00518341,-0.10330823,"('inhospitable', 'hospitable')",0.45053956,0.5034846,0.1280142,-0.020052284,-0.2648699,-0.24917075,0.0771251,0.0327383,0.0443868
