,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
47,-0.7810748,-0.6658115,"('stupid', 'smart')",0.11377582,0.3037197,5.415763,5.8634233,1.5828212,1.8337771,-0.2509559
62,0.76832914,1.0779475,"('incompetent', 'brilliant')",0.16471465,0.5838385,-0.012516519,0.61536306,0.3068424,0.7590497,-0.4522073
84,0.7530775,0.83088297,"('inferior', 'superior')",1.0970947,1.1133667,1.0895354,0.8884093,0.9799025,0.9442197,0.0356828
45,-0.71617264,-0.6427401,"('incompetent', 'competent')",-0.3492527,-0.29849073,-0.1454687,-0.088370025,-0.4036314,-0.3432003,-0.0604311
5,-0.6993016,-0.57866216,"('distant', 'outgoing')",-0.39201462,-0.11890811,-0.39251027,-0.27686957,-0.4946088,-0.3248133,-0.1697955
85,0.62106156,0.25976682,"('insignificant', 'prestigious')",0.7225033,0.43043396,0.045985904,-0.09241844,0.4631836,0.1992608,0.2639228
13,-0.57421035,-0.34841433,"('impolite', 'polite')",-1.2948275,-1.1803422,-0.026871845,0.18599582,-0.6319699,-0.4475869,-0.184383
6,-0.563874,-0.67887414,"('distant', 'open')",-0.33212107,-0.1892952,0.5259988,0.5103993,-0.1233321,-0.1192567,-0.0040754
15,-0.5526855,-0.95928353,"('boring', 'funny')",0.24938199,-0.026474547,0.21727271,0.09876436,-0.0286769,-0.2956646,0.2669877
44,-0.5478093,-0.33072355,"('prejudiced', 'unprejudiced')",-1.4151335,-1.1181113,-1.7053604,-1.5867283,-1.2227678,-1.0118543,-0.2109135
4,-0.5444686,-0.6014397,"('disliked', 'liked')",0.10638567,-0.070097156,-6.3875313,-6.5075445,-2.2752047,-2.3930271,0.1178224
0,0.53953636,0.64886713,"('unsociable', 'sociable')",0.03740661,-0.116496935,-0.3844266,-0.34426793,0.0641721,0.0627008,0.0014713
29,-0.53084856,-0.41488165,"('unfair', 'fair')",-0.60499614,-0.56783146,-0.4509361,-0.70580834,-0.5289269,-0.5628405,0.0339136
55,0.5211244,0.7598169,"('incompetent', 'clever')",0.25744423,0.25968638,0.3324648,0.3886566,0.3703445,0.4693866,-0.0990421
17,-0.49181208,-0.66677713,"('nasty', 'nice')",-1.0320058,-1.076753,-0.8928884,-0.94969755,-0.8055688,-0.8977426,0.0921738
20,-0.46794683,-0.43538195,"('rough', 'thoughtful')",0.27718726,0.2880546,1.0809225,0.9830252,0.296721,0.2785659,0.0181551
69,-0.45406318,-0.5937041,"('lazy', 'industrious')",0.7665178,0.8836193,-0.71993273,-0.6454493,-0.135826,-0.1185114,-0.0173146
64,-0.4517445,-0.33189392,"('shy', 'confident')",-0.36805302,-0.2667368,-6.5960946,-6.399915,-2.471964,-2.3328487,-0.1391153
53,-0.42143902,-0.46153432,"('uncreative', 'creative')",-0.81064373,-0.8476875,0.6654172,0.6730471,-0.1888885,-0.2120582,0.0231697
67,0.4163222,0.66432714,"('doubtful', 'determined')",-0.4615664,-0.1693728,-0.7090566,-0.5110231,-0.2514336,-0.0053563,-0.2460773
12,0.41119167,0.7328473,"('unsupportive', 'supportive')",0.4533489,0.61117804,-1.8124329,-1.6238959,-0.3159641,-0.0932902,-0.2226739
19,0.39496362,0.32027858,"('inhospitable', 'hospitable')",-0.7533101,-0.7921432,-0.122823805,-0.13989002,-0.1603901,-0.2039182,0.0435281
7,-0.38635534,-0.43874574,"('insensitive', 'sensitive')",-1.171057,-1.0134268,0.53271973,0.5983653,-0.3415642,-0.2846024,-0.0569618
80,0.37971643,0.8069314,"('dominated', 'dominating')",-0.4060793,-0.24724197,-0.7719148,-0.5553077,-0.2660925,0.0014606,-0.2675531
79,0.37600535,0.2931237,"('wavering', 'unwavering')",-1.1144683,-1.0816981,-0.13585475,-0.009966787,-0.2914393,-0.2661804,-0.0252589
11,-0.37485513,-0.2811897,"('unhelpful', 'helpful')",-0.22098684,-0.014626041,1.9331007,2.2711928,0.4457529,0.658459,-0.2127061
30,0.36900148,0.36024582,"('intolerant', 'tolerant')",0.21105513,0.30653635,0.7682053,0.7080337,0.4494206,0.4582719,-0.0088513
86,0.35937905,0.55827314,"('uninfluential', 'influential')",0.08429304,0.035966635,-0.0581514,-0.001099918,0.1285069,0.1977133,-0.0692064
56,0.33867413,0.8146661,"('impractical', 'practical')",0.4676806,0.7468238,-0.3222819,0.021189913,0.1613576,0.5275599,-0.3662023
21,-0.33739674,0.1066658,"('immoral', 'moral')",-0.38647866,-0.31190145,-0.85740334,-0.5529561,-0.5270929,-0.2527306,-0.2743623
78,-0.32992294,-0.014333855,"('nonresilient', 'resilient')",1.8489932,1.8658336,0.7682251,1.1236936,0.7624318,0.9917312,-0.2292994
77,-0.32463434,0.097677514,"('unmotivated', 'motivated')",0.30556655,0.38783136,-1.3076282,-0.9325449,-0.442232,-0.149012,-0.29322
48,0.32377142,0.304084,"('unintelligent', 'intelligent')",0.95330644,0.8702919,0.6558578,0.5093124,0.6443119,0.5612294,0.0830825
68,-0.31676212,-0.20385624,"('dependent', 'independent')",-0.73600787,-0.64001215,-0.5393771,-0.2987095,-0.5307157,-0.3808593,-0.1498564
87,0.30919763,0.6805382,"('unsuccessful', 'successful')",0.03268458,0.14302526,0.6711424,1.0017138,0.3376749,0.6084257,-0.2707508
32,0.30617413,0.5264192,"('unkind', 'kind')",0.2007831,0.23733598,1.0571434,1.185054,0.5213669,0.649603,-0.1282361
61,-0.30257314,0.019112702,"('illogical', 'logical')",-0.659219,-0.4461842,0.109731495,0.2951702,-0.2840202,-0.0439671,-0.2400531
41,0.28807962,0.15393017,"('unforgiving', 'forgiving')",0.58739114,0.34233376,0.08406813,-0.16862933,0.3198463,0.1092115,0.2106348
81,-0.28742605,-0.067951575,"('submissive', 'aggressive')",0.56392825,0.6948863,-0.35383004,-0.102321036,-0.0257759,0.1748712,-0.2006471
37,-0.27898207,-0.26784503,"('fake', 'genuine')",-0.71656483,-0.6128449,0.5089657,0.5825909,-0.1621938,-0.0993663,-0.0628275
35,0.27871346,0.006855987,"('corrupt', 'incorrupt')",-0.4055035,-0.4461844,-0.38527158,-0.5679882,-0.1706872,-0.3357722,0.165085
74,0.2647885,0.66489017,"('undedicated', 'dedicated')",-0.049306985,0.041608173,0.22340223,0.23331451,0.1462946,0.3132709,-0.1669763
22,-0.25157297,-0.26710773,"('untrustworthy', 'trustworthy')",-0.91791403,-0.90351164,-1.0469941,-0.84526384,-0.7388271,-0.6719611,-0.066866
40,-0.22530389,-0.40281314,"('stingy', 'generous')",0.74273,0.62969124,-1.3866748,-1.5889045,-0.2897495,-0.4540088,0.1642593
50,-0.21963227,-0.20967829,"('clumsy', 'skillful')",-0.30552083,-0.40170398,0.34137625,0.47307193,-0.061259,-0.0461034,-0.0151556
71,0.21646068,0.30470067,"('diffident', 'self-confident')",1.1816274,1.0213501,0.41385293,0.5054079,0.6039803,0.6104862,-0.0065059
59,0.21370539,0.016707473,"('foolish', 'wise')",0.25326258,0.21271518,-0.024109762,0.038239174,0.1476194,0.0892206,0.0583988
54,0.19132301,0.4058527,"('incapable', 'capable')",-0.42374086,-0.16691388,0.84013873,1.3124664,0.2025736,0.5171351,-0.3145615
51,0.1664548,0.45280832,"('uneducated', 'educated')",0.12588418,0.13256642,0.56546515,0.7675221,0.2859347,0.4509656,-0.1650309
82,-0.15353483,0.19510508,"('poor', 'rich')",-0.028862983,0.26820678,6.661221,7.046498,2.1596077,2.5032698,-0.3436621
14,0.14368677,0.2512309,"('antisocial', 'social')",-0.43274626,-0.24639603,-0.6893742,-0.66235745,-0.3261446,-0.2191742,-0.1069704
23,0.14195988,0.23911971,"('insincere', 'sincere')",-0.51644665,-0.4109983,5.633514,5.9180727,1.753009,1.915398,-0.162389
65,0.13936906,0.16458425,"('insecure', 'secure')",-0.46517125,-0.61500996,-0.08861531,0.08324382,-0.1381392,-0.122394,-0.0157452
3,-0.13686591,-0.13837299,"('repellent', 'pleasant')",-1.3197167,-1.2944037,0.21730416,0.025555264,-0.4130928,-0.4690738,0.055981
52,-0.12684576,-0.49607912,"('irrational', 'rational')",-0.3018197,-0.5395119,-0.32839298,-0.65495974,-0.2523528,-0.5635169,0.3111641
83,0.12246078,0.21917835,"('powerless', 'powerful')",0.3628853,0.3089348,-0.790305,-0.68087804,-0.101653,-0.0509216,-0.0507314
49,0.112343,-0.02335614,"('unable', 'able')",0.37316257,0.5059041,0.026236394,0.4402225,0.1705807,0.3075901,-0.1370094
43,0.10446391,0.46949187,"('irresponsible', 'responsible')",-0.324421,-0.04525322,0.16040224,0.49151406,-0.0198516,0.3052509,-0.3251025
42,-0.086453624,-0.11653878,"('unreliable', 'reliable')",-0.30225253,-0.2546813,-2.6736183,-2.5188966,-1.0207748,-0.9633722,-0.0574026
10,0.079296775,0.18855582,"('unsympathetic', 'sympathetic')",-1.0550023,-1.1019841,0.0032184552,0.3079032,-0.3241624,-0.2018417,-0.1223207
27,-0.07780617,-0.21798074,"('hardhearted', 'softhearted')",-0.2811474,-0.3666888,1.6817203,1.4183569,0.4409222,0.2778958,0.1630264
1,-0.07345722,-0.12602434,"('unfriendly', 'friendly')",0.24387878,0.115982965,1.4689894,1.2634404,0.5464703,0.4177997,0.1286706
60,0.06283067,0.51640594,"('inefficient', 'efficient')",0.04201457,0.3490866,-0.03840057,0.42017892,0.0221482,0.4285572,-0.406409
66,-0.062342986,-0.03121221,"('inactive', 'active')",-1.1370339,-1.0994754,1.0663342,1.0395153,-0.0443476,-0.0303908,-0.0139568
26,-0.060497425,-0.29879445,"('hardhearted', 'benevolent')",1.1731359,0.9907343,1.2988614,0.6499561,0.8038333,0.4472986,0.3565347
34,-0.059331164,0.08734919,"('mean', 'honorable')",-0.51353866,-0.32984865,6.3727374,6.622376,1.9332892,2.1266255,-0.1933363
88,-0.052307114,0.0485761,"('low', 'eminent')",-0.29189444,-0.5224052,0.10771927,0.05753894,-0.0788274,-0.1387634,0.059936
38,0.04582537,0.45606557,"('untruthful', 'truthful')",-0.4774953,-0.18187866,-0.20480768,0.14193654,-0.2121592,0.1387078,-0.350867
