,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
12,1.6936947,2.0121026,"('unsupportive', 'supportive')",1.3755864,1.4451188,-1.4714757,-1.4012705,0.5326018,0.685317,-0.1527152
25,1.5451037,1.2539811,"('egoistic', 'altruistic')",0.33560342,0.20674603,1.5976888,1.5209885,1.1594653,0.9939052,0.1655601
82,-1.5278249,-1.0543032,"('poor', 'rich')",-0.72948796,-0.34563243,5.9791703,6.384706,1.2406192,1.6615901,-0.4209709
55,1.310845,1.5286205,"('incompetent', 'clever')",0.74482906,0.5820557,-0.19933099,-0.34442952,0.618781,0.5887489,0.0300321
30,1.2951896,1.5014725,"('intolerant', 'tolerant')",0.4781859,0.41741964,0.7626214,0.85250294,0.8453323,0.9237984,-0.0784661
73,1.280468,1.2695147,"('helpless', 'self-reliant')",0.3805561,0.3625059,-3.0099735,-3.1001205,-0.4496498,-0.4893667,0.0397169
27,1.1750602,1.1707542,"('hardhearted', 'softhearted')",0.21236236,0.33615676,1.7241459,1.584725,1.0371895,1.0305453,0.0066442
49,-1.1545446,-1.1118454,"('unable', 'able')",-1.0790572,-0.9516544,-0.5278648,-0.29563028,-0.9204888,-0.7863766,-0.1341122
71,1.101746,0.98331374,"('diffident', 'self-confident')",0.5387252,0.5481025,0.6204759,0.67170423,0.7536491,0.7343735,0.0192756
44,-1.0279553,-1.0341997,"('prejudiced', 'unprejudiced')",-0.6944255,-0.6739667,-1.5627424,-1.588767,-1.0950411,-1.0989778,0.0039367
16,-1.0014576,-0.9468998,"('unpopular', 'popular')",-0.6001897,-0.64824677,0.241707,0.2063314,-0.4533134,-0.4629384,0.009625
68,0.99614316,0.92896473,"('dependent', 'independent')",-0.3046995,-0.32009315,-0.6668081,-0.6752888,0.0082119,-0.0221391,0.030351
1,0.9912313,1.0220554,"('unfriendly', 'friendly')",0.35114008,0.37839136,1.7859591,1.971902,1.0427769,1.1241163,-0.0813394
74,0.98035467,1.1025305,"('undedicated', 'dedicated')",1.6314633,1.663865,0.15051706,0.1562466,0.9207783,0.9742141,-0.0534358
29,0.9487113,0.971663,"('unfair', 'fair')",-0.3070168,-0.28047705,-0.44354412,-0.31399387,0.0660501,0.1257307,-0.0596806
14,0.9097458,0.86929053,"('antisocial', 'social')",1.0147201,1.0623584,-0.44194207,-0.5804596,0.4941746,0.4503965,0.0437781
2,0.89760715,0.95947105,"('unlikable', 'likable')",1.2726328,1.2748954,0.31182355,0.43083948,0.8273545,0.888402,-0.0610475
7,0.8953851,0.78964233,"('insensitive', 'sensitive')",0.55371267,0.51830995,1.2968725,1.2243065,0.9153234,0.8440862,0.0712372
9,0.87768483,0.89631736,"('unaffectionate', 'caring')",0.4762844,0.4262387,1.402703,1.589585,0.9188908,0.9707136,-0.0518228
26,0.86469984,0.7193911,"('hardhearted', 'benevolent')",1.6177026,1.5378057,1.7429912,1.6085509,1.4084644,1.2885826,0.1198818
